Sr. No.,Company name,ISIN,BSE Symbol,BSE avg,NSE Symbol,NSE avg,MSE Symbol,MSE,Avg,"Categorization",,
3685,BANSISONS TEA INDUSTRIES LTD.,INE856E01019,BANSTEA, 5.73 ,,,,, 5.73 ,Small Cap,,
3686,MINAXI TEXTILES LTD.,INE952C01028,MINAXI, 5.73 ,,,,, 5.73 ,Small Cap,,
3687,EVERGREEN TEXTILES LIMITED,INE229N01010,EVERTEX, 5.70 ,,,,, 5.70 ,Small Cap,,
3688,NEPC INDIA LTD,INE588A01016,NEPCMICON, 5.68 ,,,,, 5.68 ,Small Cap,,
3689,K K FINCORP LIMITED,INE509J01013,KKFIN, 5.68 ,,,,, 5.68 ,Small Cap,,
3690,PARAS PETROFILS LTD.,INE162C01024,PARASPETRO, 5.68 ,,,,, 5.68 ,Small Cap,,
3691,CHPL INDUSTRIES LTD.,INE714Q01014,CHPLIND, 5.65 ,,,,, 5.65 ,Small Cap,,
3692,SITA ENTERPRISES LTD.,INE579D01019,SITAENT, 5.64 ,,,,, 5.64 ,Small Cap,,
3693,SOUTHERN INFOSYS LIMITED,INE298B01010,SOUTHERNIN, 5.64 ,,,,, 5.64 ,Small Cap,,
3694,"CHEMO PHARMA LABORATORIES LTD.,",INE320M01019,CHEMOPH, 5.63 ,,,,, 5.63 ,Small Cap,,
3695,"VISHVA-VISHAL ENGINEERING LTD.,",NA          ,VISWVIS, 5.63 ,,,,, 5.63 ,Small Cap,,
3696,VAX HOUSING FINANCE CORPORATION LTD,INE761B01017,VAXHS, 5.62 ,,,,, 5.62 ,Small Cap,,
3697,"MULLER & PHIPPS (INDIA) LTD.,",INE003F01015,MULLER, 5.60 ,,,,, 5.60 ,Small Cap,,
3698,FACOR STEELS LIMITED,INE829G01011,FACORSTE, 5.58 ,,,,, 5.58 ,Small Cap,,
3699,SHREE STEEL WIRE ROPES LTD.,INE387D01025,SSWRL, 5.57 ,,,,, 5.57 ,Small Cap,,
3700,SRU STEELS LIMITED,INE425C01017,SRUSTEELS, 5.57 ,,,,, 5.57 ,Small Cap,,
3701,SRI ARUMUGA ENTERPRISE LIMITED,INE240L01011,NEWHORI, 5.56 ,,,,, 5.56 ,Small Cap,,
3702,DECOLIGHT CERAMICS LTD.,INE172I01012,DECOLIGHT, 5.56 ,,,,, 5.56 ,Small Cap,,
3703,NORBEN TEA & EXPORTS LTD,INE369C01017,NORBTEAEXP, 2.59 ,NORBTEAEXP, 8.51 ,,, 5.55 ,Small Cap,,
3704,KAY POWER AND PAPER LTD,INE961B01013,KAYPOWR, 5.54 ,,,,, 5.54 ,Small Cap,,
3705,VINTAGE SECURITIES LTD.,INE153C01015,VINTAGES, 5.54 ,,,,, 5.54 ,Small Cap,,
3706,DHARANI FINANCE LTD.,INE899D01011,DHARFIN, 5.51 ,,,,, 5.51 ,Small Cap,,
3707,JAGSON AIRLINES LTD.,INE685B01018,JAGSONAI, 5.51 ,,,,, 5.51 ,Small Cap,,
3708,"NEYCER INDIA LTD.,",INE275N01013,NEYCERI, 5.50 ,,,,, 5.50 ,Small Cap,,
3709,QUALITY SYNTHETIC INDUSTRIES LIMITED,INE062F01011,,,,,QUALITY, 5.50 , 5.50 ,Small Cap,,
3710,TYPHOON FINANCIAL SERVICES LIMITED,INE761R01013,TFSL, 5.49 ,,,,, 5.49 ,Small Cap,,
3711,"CENTRON INDUSTRIAL ALLIANCE LTD.,",INE450L01024,CTRNIND, 5.48 ,,,,, 5.48 ,Small Cap,,
3712,STANDARD SHOE SOLE AND MOULD (INDIA) LTD,INE888N01013,STDSHOE, 5.48 ,,,,, 5.48 ,Small Cap,,
3713,"RAJDARSHAN INDUSTRIES LTD.,",INE610C01014,ARENTERP, 5.49 ,ARENTERP, 5.43 ,,, 5.46 ,Small Cap,,
3714,KAMINI FINANCE & INVESTMENT COMPANY LIMITED,INE927E01018,,,,,KAMINI, 5.46 , 5.46 ,Small Cap,,
3715,TRITON CORP. LTD.,INE982C01033,TRITON, 5.46 ,,,,, 5.46 ,Small Cap,,
3716,UNJHA FORMULATIONS LTD.,INE576D01015,UNJHAFOR, 5.45 ,,,,, 5.45 ,Small Cap,,
3717,GUJARAT METALLIC COAL & COKE LTD,INE146F01020,GMETCOAL, 5.45 ,,,,, 5.45 ,Small Cap,,
3718,EDSERV SOFTSYSTEMS LIMITED,INE889J01019,EDSERV, 5.45 ,,,,, 5.45 ,Small Cap,,
3719,LIBORD SECURITIES LTD.,INE267E01019,LIBORD, 5.43 ,,,,, 5.43 ,Small Cap,,
3720,"SWADESHI POLYTEX LTD.,",INE243N01011,SWADPOL, 5.42 ,,,,, 5.42 ,Small Cap,,
3721,ANUKARAN COMMERCIAL  ENTERPRISES LT,INE090G01028,ZANUKCOM, 5.42 ,,,,, 5.42 ,Small Cap,,
3722,JCK INFRASTRUCTURE DEVELOPMENT LIMITED,INE188R01019,,,,,JCKINFRA, 5.42 , 5.42 ,Small Cap,,
3723,XL ENERGY LIMITED,INE183H01011,XLENERGY, 5.41 ,XLENERGY, 5.41 ,,, 5.41 ,Small Cap,,
3724,GLOBAL SECURITIES LIMITED,INE742K01018,GLOBSEC, 5.40 ,,,,, 5.40 ,Small Cap,,
3725,SUBHASH SILK MILLS LTD.,INE690D01014,SUBSM, 5.38 ,,,,, 5.38 ,Small Cap,,
3726,JINDAL LEASEFIN LIMITED ,INE919T01013,JLL, 5.38 ,,,,, 5.38 ,Small Cap,,
3727,MODI HOOVER INTERNATIONAL LTD.,INE259D01018,MODIHOOV, 5.37 ,,,,, 5.37 ,Small Cap,,
3728,"LEDO TEA CO. LTD.,",INE643B01017,LEDOTEA, 5.36 ,,,,, 5.36 ,Small Cap,,
3729,REMI ELEKTROTECHNIK LIMITED,INE512H01011,REMIELEK, 5.34 ,,,,, 5.34 ,Small Cap,,
3730,INDO-ASIAN PROJECTS LIMITED,INE559F01016,INDOASIAP, 5.34 ,,,,, 5.34 ,Small Cap,,
3731,NATIONAL STANDARD (INDIA) LIMITED,INE166R01015, NATIONSTD, 5.33 ,,,,, 5.33 ,Small Cap,,
3732,"PANTHER INDUSTRIAL PRODUCTS LTD.,",INE181D01014,PANIDPR, 5.31 ,,,,, 5.31 ,Small Cap,,
3733,GFL FINANCIALS INDIA LIMITED,INE764K01038,GFLFIN, 5.31 ,,,,, 5.31 ,Small Cap,,
3734,PUSHPSONS INDUSTRIES LTD.,NA          ,PUSHPIN, 5.30 ,,,,, 5.30 ,Small Cap,,
3735,RAMSARUP INDUSTRIES LTD.,INE005D01015,RAMSARUP, 5.43 ,RAMSARUP, 5.17 ,,, 5.30 ,Small Cap,,
3736,SPARKLING (INDIA) FINSHARES LIMITED,INE181T01010,SIFL, 5.29 ,,,,, 5.29 ,Small Cap,,
3737,"SHRICON INDUSTRIES LTD.,",INE753D01010,SHRICON, 5.28 ,,,,, 5.28 ,Small Cap,,
3738,CORPORATE MERCHANT BANKERS LIMITED,INE850R01014,CMBL, 5.28 ,,,CMBL, 5.28 , 5.28 ,Small Cap,,
3739,GSB FINANCE LTD.,INE777C01011,GSBFIN, 5.27 ,,,,, 5.27 ,Small Cap,,
3740,CRANE INFRASTRUCTURE LIMITED,INE176L01017,CRANEINFRA, 5.27 ,,,,, 5.27 ,Small Cap,,
3741,CAPROLACTAM CHEMICALS LTD.,INE470N01010,CAPRO, 5.26 ,,,,, 5.26 ,Small Cap,,
3742,IEC EDUCATION LIMITED,INE172B01017,IECEDU, 5.26 ,,,,, 5.26 ,Small Cap,,
3743,PRIME CAPITAL MARKET LIMITED,INE748D01010,PRIMECAPM, 5.26 ,,,,, 5.26 ,Small Cap,,
3744,HARIA APPARELS LIMITED,INE493N01012,HARIAAPL, 5.26 ,,,,, 5.26 ,Small Cap,,
3745,SANTOWIN CORPORATION LIMITED,INE386L01038,SANPOLY, 5.23 ,,,,, 5.23 ,Small Cap,,
3746,V.B.DESAI FINANCIAL SERVICES LTD,INE848D01018,VBDESAI, 5.21 ,,,,, 5.21 ,Small Cap,,
3747,AJEL LIMITED,INE229B01015,AJEL, 5.21 ,,,,, 5.21 ,Small Cap,,
3748,JD ORGOCHEM LTD.,INE263B01022,JDORGOCHEM, 5.17 ,,,,, 5.17 ,Small Cap,,
3749,SHREE VATSAA FINANCE & LEASING LTD.,INE981C01019,SHVFL, 5.17 ,,,,, 5.17 ,Small Cap,,
3750,NEWEVER TRADE WINGS LIMITED,INE596O01010,NEWEVER, 5.17 ,,,,, 5.17 ,Small Cap,,
3751,DECOROUS INVESTMENT AND TRADING CO. LTD.,INE183R01010,DITCO, 5.16 ,,,,, 5.16 ,Small Cap,,
3752,BCL ENTERPRISES LIMITED,INE368E01015,BCLENTERPR, 5.15 ,,,BCL, 5.15 , 5.15 ,Small Cap,,
3753,SHRI LAKSHMI COTSYN LIMITED,INE851B01016,LAKSHMI, 5.15 ,,,,, 5.15 ,Small Cap,,
3754,REI SIX TEN RETAIL LIMITED,INE849J01021,REISIXTEN, 5.15 ,,,,, 5.15 ,Small Cap,,
3755,KARNIMATA COLD STORAGE LIMITED,INE576P01019,KCSL, 5.14 ,,,,, 5.14 ,Small Cap,,
3756,RICHFIELD FINANCIAL SERVICES LTD.,INE201C01012,RFSL, 5.14 ,,,,, 5.14 ,Small Cap,,
3757,ANKA INDIA LTD.,INE067C01025,ANKIN, 5.13 ,,,,, 5.13 ,Small Cap,,
3758,JAGSONPAL FINANCE & LEASING LTD.,INE582C01015,JAGSONFI, 5.12 ,,,,, 5.12 ,Small Cap,,
3759,LUHARUKA MEDIA & INFRA LIMITED,INE195E01020,LUHARUKA, 5.11 ,,,,, 5.11 ,Small Cap,,
3760,PRABHAV INDUSTRIES LIMITED,INE538J01012,PRABHAVIN, 5.11 ,,,,, 5.11 ,Small Cap,,
3761,ASIA PACK LTD.,INE784M01016,ASIAPAK, 5.10 ,,,,, 5.10 ,Small Cap,,
3762,PHF LEASING LIMITED,INE405N01016,,,,,PHF, 5.09 , 5.09 ,Small Cap,,
3763,ALKA INDIA LTD.,INE061B01020,ALKASP, 5.09 ,,,,, 5.09 ,Small Cap,,
3764,AZURE EXIM SERVICES LIMITED,INE837F01016,AZUREEXIM, 5.08 ,,,,, 5.08 ,Small Cap,,
3765,MEGRI SOFT LIMITED,INE756R01013,MEGRISOFT, 5.06 ,,,MEGRISOFT, 5.06 , 5.06 ,Small Cap,,
3766,THOMAS SCOTT (INDIA) LIMITED,INE480M01011,THOMASCOTT, 5.30 ,THOMASCOTT, 4.80 ,,, 5.05 ,Small Cap,,
3767,DHENU BUILDCON INFRA LIMITED,INE758D01027,DHENUBUILD, 5.04 ,,,,, 5.04 ,Small Cap,,
3768,GUJARAT CREDIT CORPORATION LTD.,INE034B01019,GUJCRED, 5.03 ,,,,, 5.03 ,Small Cap,,
3769,YORK EXPORTS LTD.,INE057Q01018,YORKEXP, 5.02 ,,,,, 5.02 ,Small Cap,,
3770,WELLNESS NONI LIMITED,INE571H01017,WELLNESS, 5.02 ,,,,, 5.02 ,Small Cap,,
3771,ASHISH POLYPLAST LTD.,INE831C01016,ASHISHPO, 5.01 ,,,,, 5.01 ,Small Cap,,
3772,INANI SECURITIES LTD.,INE224C01014,INANISEC, 5.01 ,,,,, 5.01 ,Small Cap,,
3773,AAR COMMERCIAL COMPANY LIMITED,INE184K01013,AARCOM, 5.01 ,,,,, 5.01 ,Small Cap,,
3774,"MODERN INSULATORS LTD.,",NA          ,MODINSU, 5.00 ,,,,, 5.00 ,Small Cap,,
3775,HEMO ORGANIC LIMITED,INE422G01015,HEMORGANIC, 5.00 ,,,,, 5.00 ,Small Cap,,
3776,JINDAL CAPITAL LTD.,INE356F01017,JINDCAP, 5.00 ,,,,, 5.00 ,Small Cap,,
3777,H.K.TRADE INTERNATIONAL LIMITED,INE725P01012,HKT, 5.00 ,,,,, 5.00 ,Small Cap,,
3778,SHARANAM INFRAPROJECT AND TRADING LIMITED,INE104S01022,SIPTL, 5.00 ,,,,, 5.00 ,Small Cap,,
3779,USS GLOBAL LIMITED,INE277F01015,,,,,USSGLOBAL, 5.00 , 5.00 ,Small Cap,,
3780,JAIHIND PROJECTS LTD.,INE343D01010,JAIHINDPRO, 4.94 ,JAIHINDPRO, 5.05 ,,, 4.99 ,Small Cap,,
3781,CURA TECHNOLOGIES LIMITED,INE117B01012,CURATECH, 4.90 ,CURATECH, 5.08 ,,, 4.99 ,Small Cap,,
3782,MODERN SHARES AND STOCKBROKERS LTD.,INE370A01019,MODRNSH, 4.99 ,,,,, 4.99 ,Small Cap,,
3783,GULSHAN CHEMFILL LTD.,INE256D01014,GULCHEM, 4.99 ,,,,, 4.99 ,Small Cap,,
3784,GCM CAPITAL ADVISORS LIMITED,INE191P01017,GCMCAPI, 4.99 ,,,,, 4.99 ,Small Cap,,
3785,S.M. ENERGY TEKNIK & ELECTRONICS LT,INE540D01011,SMENER, 4.98 ,,,,, 4.98 ,Small Cap,,
3786,IO SYSTEM LTD,INE502D01011,IOSYSTEM, 4.98 ,,,,, 4.98 ,Small Cap,,
3787,S.T. SERVICES LIMITED,INE907D01012,STSERV, 4.98 ,,,,, 4.98 ,Small Cap,,
3788,TIAAN AYURVEDIC & HERBS LIMITED,INE864T01011,TAHL, 4.98 ,,,,, 4.98 ,Small Cap,,
3789,SRI NARAYAN RAJ KUMAR MERCHANTS LIMITED,INE063F01019,,,,,SRINARAYAN, 4.98 , 4.98 ,Small Cap,,
3790,OMEGA INTERACTIVE TECHNOLOGIES LTD.,INE113B01029,OMEGAIN, 4.97 ,,,,, 4.97 ,Small Cap,,
3791,YASHRAJ CONTAINEURS LTD.,INE095C01018,YASHRAJC, 4.97 ,,,,, 4.97 ,Small Cap,,
3792,SAFFRON INDUSTRIES LIMITED,INE474D01013,SAFFRON, 4.93 ,,,,, 4.93 ,Small Cap,,
3793,SUN FINLEASE (GUJARAT) LIMITED,INE098D01010,,,,,SUNFIN, 4.93 , 4.93 ,Small Cap,,
3794,SOM DATT FINANCE CORPORATION LTD.,INE754C01010,SODFC, 4.89 ,,,,, 4.89 ,Small Cap,,
3795,ATCOM TECHNOLOGIES LTD.,INE834A01014,ATCOM, 4.89 ,,,,, 4.89 ,Small Cap,,
3796,ABHISHEK CORPORATION LTD,INE004I01017,ABHISHEK, 4.89 ,,,,, 4.89 ,Small Cap,,
3797,ASIA CAPITAL LIMITED,INE131Q01011,ASIACAP, 4.89 ,,,,, 4.89 ,Small Cap,,
3798,INDU ENGINEERING AND TEXTILES LIMITED,INE022S01018,,,,,INDUENG, 4.89 , 4.89 ,Small Cap,,
3799,STERLING POWERGENSYS LIMITED,INE067E01013,STERPOW, 4.88 ,,,,, 4.88 ,Small Cap,,
3800,JOTINDRA STEEL & TUBES LIMITED,INE173F01016,,,,,JOTINDRA, 4.87 , 4.87 ,Small Cap,,
3801,BONANZA INDUSTRIES LTD,INE143N01021,BONINDL, 4.86 ,,,,, 4.86 ,Small Cap,,
3802,"ARAVALI SECURITIES & FINANCE LTD.,",INE068C01015,ARAVALIS, 4.85 ,,,,, 4.85 ,Small Cap,,
3803,MAHALAXMI SEAMLESS LTD.,INE257F01017,MAHALXSE, 4.83 ,,,,, 4.83 ,Small Cap,,
3804,ZYDEN GENTEC LTD.,INE622B01045,OVERSECA, 4.83 ,,,,, 4.83 ,Small Cap,,
3805,GAURAV MERCANTILE LIMITED,INE641R01017,GMLM, 4.83 ,,,,, 4.83 ,Small Cap,,
3806,NYSSA CORPORATION LIMITED,INE812K01027,NYSSACORP, 4.82 ,,,,, 4.82 ,Small Cap,,
3807,ABC GAS (INTERNATIONAL) LTD.,INE173M01012,ABCGAS, 4.82 ,,,,, 4.82 ,Small Cap,,
3808,RADHEY TRADE HOLDING LIMITED,INE204S01012,RADHEY, 4.82 ,,,,, 4.82 ,Small Cap,,
3809,RAMA PETROCHEMICALS LTD,INE783A01013,RAMAPETRO, 4.81 ,,,,, 4.81 ,Small Cap,,
3810,NOURITRANS EXIM LIMITED,INE555X01017,NEL, 4.81 ,,,,, 4.81 ,Small Cap,,
3811,"JALPAC INDIA LTD.,",INE976B01011,JALPAC, 4.79 ,,,,, 4.79 ,Small Cap,,
3812,LORDS ISHWAR HOTELS LIMITED,INE689J01013,LORDSHOTL, 4.79 ,,,,, 4.79 ,Small Cap,,
3813,YOGYA ENTERPRISES LIMITED,INE904R01019,YOGYA, 4.79 ,,,,, 4.79 ,Small Cap,,
3814,MEGLON INFRA-REAL (INDIA) LTD.,INE218B01018,MEGLON, 4.77 ,,,,, 4.77 ,Small Cap,,
3815,DATAPRO INFORMATION TECHNOLOGY LTD.,INE873A01020,DATAPRO, 4.77 ,,,,, 4.77 ,Small Cap,,
3816,SAAMYA BIOTECH (INDIA) LTD.,INE320H01019,SAAMYA, 4.77 ,,,,, 4.77 ,Small Cap,,
3817,SEA TV NETWORK LIMITED,INE351L01016,SEATV, 4.77 ,,,,, 4.77 ,Small Cap,,
3818,"GUJARAT LEASE FINANCING LIMITED,",INE540A01017,GLFL, 4.33 ,GLFL, 5.20 ,,, 4.76 ,Small Cap,,
3819,NEELKANTH ROCKMINERALS LTD.,INE741D01015,NEELKAN, 4.75 ,,,,, 4.75 ,Small Cap,,
3820,DCM FINANCIAL SERVICES LTD.,INE891B01012,DCMFINSERV, 4.91 ,DCMFINSERV, 4.58 ,,, 4.74 ,Small Cap,,
3821,MELSTAR INFORMATION TECHNOLOGIES LTD.,INE817A01019,MELSTAR, 4.28 ,MELSTAR, 5.21 ,,, 4.74 ,Small Cap,,
3822,ASAHI INFRASTRUCTURE & PROJECTS LTD,INE933C01036,ASAHINFRA, 4.74 ,,,,, 4.74 ,Small Cap,,
3823,TWINSTAR INDUSTRIES LIMITED,INE070B01013,TWINSOFT, 4.72 ,,,,, 4.72 ,Small Cap,,
3824,SHANGAR DECOR LIMITED,INE118R01016,SHANGAR, 4.71 ,,,,, 4.71 ,Small Cap,,
3825,VSF PROJECTS LIMITED,INE923K01014,VSFPROJ, 4.70 ,,,,, 4.70 ,Small Cap,,
3826,BAGADIA COLOURCHEM LTD.,INE365H01014,BAGADIA, 4.70 ,,,,, 4.70 ,Small Cap,,
3827,NAVIGANT CORPORATE ADVISORS LIMITED,INE364T01012,NAVIGANT, 4.70 ,,,,, 4.70 ,Small Cap,,
3828,MONICA ELECTRONICS LTD.,INE568C01014,MONEL, 4.69 ,,,,, 4.69 ,Small Cap,,
3829,PARIKSHA FIN-INVEST-LEASE LIMITED,INE270F01010,PARIKSHA, 4.69 ,,,,, 4.69 ,Small Cap,,
3830,"MANIPAL FINANCE CORPORATION LTD.,",INE798E01013,MNPLFIN, 4.68 ,,,,, 4.68 ,Small Cap,,
3831,PARNAMI CREDITS LIMITED,INE837C01013,PARNAMI, 4.67 ,,,,, 4.67 ,Small Cap,,
3832,"JAYABHARAT CREDIT LTD.,",INE998D01011,JAYBHCR, 4.65 ,,,,, 4.65 ,Small Cap,,
3833,PRATIKSHA CHEMICALS LTD.,INE530D01012,PRATIKSH, 4.65 ,,,,, 4.65 ,Small Cap,,
3834,ABIRAMI FINANCIAL SERVICES (INDIA),INE195I01013,ABIRAFN, 4.63 ,,,,, 4.63 ,Small Cap,,
3835,"REDEX PROTECH LTD.,",INE823D01011,REDEXPR, 4.63 ,,,,, 4.63 ,Small Cap,,
3836,GANESH FOUNDRY & CASTINGS LTD,INE449U01019,GANFNDR, 4.62 ,,,,, 4.62 ,Small Cap,,
3837,SHARAD FIBERS & YARN PROCESSORS LTD,INE638N01012,SHARDFI, 4.62 ,,,,, 4.62 ,Small Cap,,
3838,WORTH INVESTMENT & TRADING CO LIMITED,INE114O01012,WORTH, 4.62 ,,,,, 4.62 ,Small Cap,,
3839,JPT SECURITIES LTD.,INE630C01012,JPTSEC, 4.60 ,,,,, 4.60 ,Small Cap,,
3840,"AMFORGE INDUSTRIES LTD.,",INE991A01020,AMFORG, 4.59 ,,,,, 4.59 ,Small Cap,,
3841,LORDS CHEMICALS LTD.,INE554C01014,LORDSCH, 4.59 ,,,,, 4.59 ,Small Cap,,
3842,ENCORE SOFTWARE LTD.,INE103B01012,ENCORE, 4.59 ,,,,, 4.59 ,Small Cap,,
3843,FRUITION VENTURE LIMITED,INE836C01015,FRUTION, 4.58 ,,,,, 4.58 ,Small Cap,,
3844,KD LEISURES LIMITED,INE081R01016,KDLL, 4.58 ,,,,, 4.58 ,Small Cap,,
3845,INTEGRATED HI-TECH LTD.,INE934A01012,INTEGHIT, 4.57 ,,,,, 4.57 ,Small Cap,,
3846,RELIC TECHNOLOGIES LTD.,INE452B01013,RELICTEC, 4.56 ,,,,, 4.56 ,Small Cap,,
3847,EMMSONS INTERNATIONAL LIMITED,INE073C01015,EMMSONS, 4.56 ,,,,, 4.56 ,Small Cap,,
3848,DELTA INDUSTRIAL RESOURCES LIMITED,INE681Q01015,DELTA, 4.56 ,,,DELTA, 4.56 , 4.56 ,Small Cap,,
3849,AUROMA COKE LTD.,INE662I01012,AUROCOK, 4.55 ,,,,, 4.55 ,Small Cap,,
3850,ZENITH HEALTH CARE LTD.,INE812B01026,ZENITHHE, 4.52 ,,,,, 4.52 ,Small Cap,,
3851,JAIN MARMO INDUSTRIES LTD.,INE780Q01015,JAINMARMO, 4.52 ,,,,, 4.52 ,Small Cap,,
3852,MADHUSUDAN SECURITIES LTD,INE856D01011,MADHUSE, 4.51 ,,,,, 4.51 ,Small Cap,,
3853,ANKUSH FINSTOCK LTD.,INE784D01015,ANKUSHFI, 4.51 ,,,,, 4.51 ,Small Cap,,
3854,AMARKANTAK TRADERS LIMITED,INE326V01017,,,,,AMARKANTAK, 4.51 , 4.51 ,Small Cap,,
3855,BALAXI VENTURES LTD.,INE618N01014,,,BALAXI, 4.51 ,,, 4.51 ,Small Cap,,
3856,SMART CAPITAL SERVICES LIMITED,INE980S01017,,,,,SMARTCAP, 4.50 , 4.50 ,Small Cap,,
3857,CONTAINERWAY INTERNATIONAL LIMITED,INE319U01014,CONTAINER , 4.50 ,,,,, 4.50 ,Small Cap,,
3858,SARNIMAL INVESTMENT LIMITED,INE464R01022,,,,,SARNIMAL, 4.50 , 4.50 ,Small Cap,,
3859,MACRO (INTERNATIONAL) EXPORTS LTD.,INE307N01014,MACINTR, 4.49 ,,,,, 4.49 ,Small Cap,,
3860,CROWN TOURS LIMITED,INE969E01010,CROWNTOURS, 4.49 ,,,,, 4.49 ,Small Cap,,
3861,PRAKASH STEELAGE LIMITED,INE696K01024,PRAKASHSTL, 5.57 ,PRAKASHSTL, 3.41 ,,, 4.49 ,Small Cap,,
3862,ALKA DIAMOND INDUSTRIES LTD.,INE963D01015,ALKADIA, 4.48 ,,,,, 4.48 ,Small Cap,,
3863,SUPERIOR FINLEASE LIMITED,INE574R01010,SUPERIOR, 4.47 ,,,SUPFIN, 4.47 , 4.47 ,Small Cap,,
3864,ALORA TRADING COMPANY LIMITED,INE527R01018,ALORA, 4.47 ,,,,, 4.47 ,Small Cap,,
3865,KILBURN OFFICE AUTOMATION LTD.,INE793E01014,KILBURN, 4.46 ,,,,, 4.46 ,Small Cap,,
3866,INDO-CITY INFOTECH LTD.,INE456B01014,INDOCITY, 4.46 ,,,,, 4.46 ,Small Cap,,
3867,HYTONE TEXSTYLES LTD,INE926D01012,HYTONE, 4.45 ,,,,, 4.45 ,Small Cap,,
3868,INTERFACE FINANCIAL SERVICES LTD.,INE778C01027,INTERFAC, 4.45 ,,,,, 4.45 ,Small Cap,,
3869,GREEN FIRE AGRI COMMODITIES LIMITED,INE217G01027,GREENFIRE, 5.77 ,GREENFIRE, 3.12 ,,, 4.44 ,Small Cap,,
3870,TURBOTECH ENGINEERING LTD.,INE764M01018,TURBO, 4.44 ,,,,, 4.44 ,Small Cap,,
3871,KORE FOODS LIMITED,INE601A01017,KORE, 4.43 ,,,,, 4.43 ,Small Cap,,
3872,MADHUR INDUSTRIES LIMITED,INE110C01015,MADHURIND, 4.43 ,,,,, 4.43 ,Small Cap,,
3873,PRITHVI INFORMATION SOLUTIONS LTD.,INE700C01013,PRITHVI, 4.43 ,,,,, 4.43 ,Small Cap,,
3874,ADCON CAPITAL SERVICES LIMITED,INE805Q01010,ADCON, 4.43 ,,,,, 4.43 ,Small Cap,,
3875,CHOTHANI FOODS LIMITED,INE344X01016,CHOTHANI, 4.43 ,,,,, 4.43 ,Small Cap,,
3876,"STANDARD BATTERIES LTD.,",INE502C01039,STDBAT, 4.42 ,,,,, 4.42 ,Small Cap,,
3877,"AMANI TRADING & EXPORTS LTD.,",INE886D01018,AMANITRA, 4.42 ,,,,, 4.42 ,Small Cap,,
3878,CHHABRA SPINNERS LTD.,INE420D01016,CHABRASP, 4.41 ,,,,, 4.41 ,Small Cap,,
3879,SHARAT INDUSTRIES LTD.,INE220Z01013,SHINDL, 4.40 ,,,,, 4.40 ,Small Cap,,
3880,BARODA EXTRUSION LTD.,INE927K01023,BAROEXT, 4.39 ,,,,, 4.39 ,Small Cap,,
3881,RAAJ MEDISAFE INDIA LIMITED,INE548H01015, RAAJMEDI, 4.37 ,,,,, 4.37 ,Small Cap,,
3882,YUVRAAJ HYGIENE PRODUCTS LTD,INE139D01020,INTENSIV, 4.36 ,,,,, 4.36 ,Small Cap,,
3883,SWORD-EDGE COMMERCIALS LIMITED,INE093G01014,SWORDEDGE, 4.35 ,,,,, 4.35 ,Small Cap,,
3884,VARDHMAN CONCRETE LIMITED,INE115C01014,VARDHMAN, 4.35 ,,,,, 4.35 ,Small Cap,,
3885,SAND PLAST (INDIA) LTD.,INE122K01013,SANDPLAST, 4.34 ,,,,, 4.34 ,Small Cap,,
3886,GARG FURNACE LTD.,INE194E01015,GARGFUR, 4.33 ,,,,, 4.33 ,Small Cap,,
3887,WINY COMMERCIAL AND FISCAL SERVICES LIMITED,INE111C01013,WINYCOMM, 4.33 ,,,,, 4.33 ,Small Cap,,
3888,SHASHANK TRADERS LIMITED,INE508R01018,SHASHANK, 4.33 ,,,,, 4.33 ,Small Cap,,
3889,PARSHWANATH CORPORATION LIMITED,INE635I01018,PARHOUS, 4.28 ,,,,, 4.28 ,Small Cap,,
3890,ISF LIMITED,INE973B01026,INTSTFIN, 4.28 ,,,,, 4.28 ,Small Cap,,
3891,SWARNA SECURITIES LTD.,INE595G01018,SWRNASE, 4.28 ,,,,, 4.28 ,Small Cap,,
3892,SARTHAK INDUSTRIES LTD.,INE074H01012,SARTHAKIND, 4.28 ,,,,, 4.28 ,Small Cap,,
3893,RSL TEXTILES (INDIA) LTD.,INE259F01013,RSLTEXTIL, 4.28 ,,,,, 4.28 ,Small Cap,,
3894,YURANUS INFRASTRUCTURE LTD,INE156M01017,YURANUS, 4.28 ,,,,, 4.28 ,Small Cap,,
3895,PANAFIC INDUSTRIALS LTD,INE655P01029,PANAFIC, 4.28 ,,,,, 4.28 ,Small Cap,,
3896,"CHASE BRIGHT STEEL CO. LTD.,",NA          ,CHASBRT, 4.27 ,,,,, 4.27 ,Small Cap,,
3897,STEP TWO CORPORATION LTD.,INE623D01015,STEP2COR, 4.27 ,,,,, 4.27 ,Small Cap,,
3898,SHAILJA COMMERCIAL TRADE FRENZY LIMITED,INE195R01014,SHAILJA, 4.27 ,,,,, 4.27 ,Small Cap,,
3899,DETROIT INDUSTRIES LTD.,NA          ,DETRIND, 4.26 ,,,,, 4.26 ,Small Cap,,
3900,FLORA TEXTILES LTD.,INE161F01011,FLORATX, 4.26 ,,,,, 4.26 ,Small Cap,,
3901,MAX ALERT SYSTEMS LIMITED,INE253N01010,MASL, 4.25 ,,,,, 4.25 ,Small Cap,,
3902,GCM COMMODITY & DERIVATIVES LIMITED,INE200P01016,GCMCOMM, 4.25 ,,,,, 4.25 ,Small Cap,,
