security_name, dividend_amount, dividend_count
INSECTICID , 2.0 , 1
ISEC , 5.7 , 1
NELCAST , 1.0 , 1
NITTAGELA , 1.5 , 1
OBCL , 0.5 , 1
PRIMAPLA , 1.0 , 1
TAMBOLI , 0.7 , 1
TATACOMM , 4.5 , 1
TCFCFINQ , 1.5 , 1
TECHM , 14.0 , 1
THERMAX , 7.0 , 1
UJJIVAN , 0.5 , 1
UNIABEXAL , 7.5 , 1
WELENT , 2.0 , 1
ZENSARTECH , 1.8 , 1
ZODIACLOTH , 1.0 , 1
AARTIDRUGS , 1.0 , 1
ADANIGAS , 0.2 , 1
ADANIPORTS , 0.2 , 1
ALKYLAMINE , 8.0 , 1
ARIHCAPM , 0.8 , 1
ARVSMART , 1.5 , 1
BERGEPAINT , 1.9 , 1
BRIGADE , 2.0 , 1
ENIL , 1.0 , 1
FLEXFO , 1.0 , 1
HINDHARD , 1.2 , 1
IGPL , 4.0 , 1
MENONBE , 1.2 , 1
MODISNME , 0.5 , 1
NESCO , 2.5 , 1
SUPER , 2.5 , 1
UNIVCABLES , 2.0 , 1
VINDHYATEL , 12.0 , 1
VINYLINDIA , 2.4 , 1
ADANIENT , 0.4 , 1
ARVIND , 2.0 , 1
ASAHIINDIA , 1.0 , 1
BHARATGEAR , 1.0 , 1
BIRLACABLE , 2.0 , 1
HAWKINCOOK , 80.0 , 1
INDOAMIN , 1.0 , 1
KEERTHI , 0.9 , 1
KTKBANK , 3.5 , 1
LUPIN , 5.0 , 1
MINDAIND , 0.7 , 1
PIDILITIND , 6.5 , 1
TITAN , 5.0 , 1
WEIZMANIND , 0.5 , 1
ANUP , 7.0 , 1
AVANTI , 4.0 , 1
BSOFT , 2.0 , 1
DECCANCE , 3.8 , 1
DHANUKA , 0.6 , 1
DISAQ , 2.5 , 1
ENDURANCE , 5.5 , 1
GPPL , 1.8 , 1
HIRECT , 0.4 , 1
HONDAPOWER , 10.0 , 1
KCP , 1.0 , 1
LAKSELEC , 9.0 , 1
LAOPALA , 1.2 , 1
MANALIPETC , 0.8 , 1
MATRIMONY , 1.5 , 1
MJCO , 1.5 , 1
MORGANITE , 12.0 , 1
NIITLTD , 5.0 , 1
PAUSHAKLTD , 5.0 , 1
SONATSOFTW , 8.0 , 1
TNPETRO , 1.0 , 1
YSL , 40.0 , 1
AKZOINDIA , 24.0 , 1
APARINDS , 9.5 , 1
CIPLA , 3.0 , 1
CLNINDIA , 5.0 , 1
CUMMINSIND , 10.0 , 1
DIAMINESQ , 2.0 , 1
DREDGECORP , 3.0 , 1
EMAMILTD , 4.0 , 1
GESHIP* , 5.4 , 1
INEOSSTYRO , 2.0 , 1
ISGEC , 1.5 , 1
ITDCEM , 0.4 , 1
IVP , 1.0 , 1
KHADIM , 1.0 , 1
KIRLOSIND , 21.0 , 1
MPILCORPL , 1.5 , 1
NOVARTIND , 10.0 , 1
PANCARBON , 10.0 , 1
RAMCOCEM , 3.0 , 1
RAMCOIND , 0.5 , 1
RANEHOLDIN , 11.0 , 1
SHREECEM , 35.0 , 1
SNL , 5.0 , 1
SUBROS , 1.3 , 1
THOMASCOOK , 0.4 , 1
ZWELCAST , 2.5 , 1
7TEC , 1.0 , 1
ADVENZYMES , 0.6 , 1
ALBERTDA , 6.0 , 1
ASHIKACR , 1.0 , 1
AVTNPL , 0.2 , 1
BBTC , 1.0 , 1
BHAGCHEM , 2.0 , 1
BHARATFORG , 2.5 , 1
BLUESTARCO , 10.0 , 1
BNRSEC , 1.0 , 1
BRITANNIA , 15.0 , 1
CENTUM , 4.0 , 1
DCMSRMIND , 6.0 , 1
ELNET , 1.5 , 1
EMAMIPAP , 1.2 , 1
FAIRCHEM , 2.5 , 1
GRNLAMIND , 3.0 , 1
HERCULES , 1.5 , 1
HGINFRA , 0.5 , 1
HONAUT , 45.0 , 1
ICIL , 0.6 , 1
JTEKTINDIA , 0.8 , 1
KHAICHEM , 0.1 , 1
KIRLOSBROS , 2.5 , 1
KIRLOSENG , 2.5 , 1
MAKERSL , 1.0 , 1
MCLOUD , 0.5 , 1
MRF , 54.0 , 1
NBVENTURES , 1.5 , 1
NEWGEN , 3.0 , 1
NH , 1.0 , 1
NRBBEARING , 2.6 , 1
PAISALO , 1.0 , 1
PFIZER , 22.5 , 1
PRADPME , 1.0 , 1
PUNJABCHEM , 1.5 , 1
RATNAMANI , 9.0 , 1
SAFARIND , 0.5 , 1
SAKSOFT , 3.0 , 1
SAMBANDAM , 2.0 , 1
SHILCTECH , 2.0 , 1
SOMANYCERA , 2.0 , 1
STEELCAS , 2.0 , 1
SUPRAJIT , 0.8 , 1
SWELECTES , 2.5 , 1
TAKE , 0.4 , 1
TDPOWERSYS , 2.0 , 1
TFCILTD , 2.2 , 1
TRANSPEK , 20.0 , 1
TTKHEALTH , 5.0 , 1
TVSELECT , 1.5 , 1
VRLLOG , 2.0 , 1
VSTTILLERS , 15.0 , 1
WIMPLAST , 7.0 , 1
WONDERLA , 1.8 , 1
WPIL , 7.5 , 1
AIAENG , 9.0 , 1
EMKAY , 1.0 , 1
GODREJIND , 1.1 , 1
GOODYEAR , 13.0 , 1
JSWENERGY , 1.0 , 1
LALPATHLAB , 3.5 , 1
POLYSPIN , 1.2 , 1
RELIANCE , 6.5 , 1
SAHYADRI , 1.0 , 1
SKIPPER , 0.2 , 1
TIMKEN , 1.0 , 1
BIRLACORPN , 7.5 , 1
BRIGHTBR , 2.0 , 1
COCHINSHIP , 13.0 , 1
DATAMATICS , 1.0 , 1
DEEPAKFERT , 3.0 , 1
DHUNTEAIND , 5.0 , 1
EIHOTEL , 0.9 , 1
EXCELINDUS , 18.8 , 1
GABRIEL , 0.9 , 1
GLOSTERLTD , 10.0 , 1
JAYSHREETEA , 0.3 , 1
KEYFINSER , 1.0 , 1
KUANTUM , 5.0 , 1
MACPLASQ , 1.0 , 1
NAUKRI , 2.0 , 1
WHEELS , 4.8 , 1
WHIRLPOOL , 5.0 , 1
ASTRAMICRO , 0.2 , 1
CRAVATEX , 2.0 , 1
DVL , 4.0 , 1
IPCALAB , 3.0 , 1
JKTYRE , 1.5 , 1
KOVAI , 3.0 , 1
KRITIIND , 0.1 , 1
KRITINUT , 0.2 , 1
MINDTECK , 1.0 , 1
PRSMJOHNSN , 1.0 , 1
SOLARA , 5.0 , 1
TIL , 1.8 , 1
WABCOINDIA , 9.0 , 1
AUTOAXLES , 19.5 , 1
BANCOINDIA , 3.0 , 1
DABUR , 1.5 , 1
JOSTS , 3.0 , 1
SALZER , 1.6 , 1
TTKPRESTIG , 30.0 , 1
ABMKNO , 1.2 , 1
AHLWEST , 1.0 , 1
BASML , 1.6 , 1
BNKCAP , 2.0 , 1
GAIL , 0.9 , 1
GRASIM , 7.0 , 1
INDUSINDBK , 7.5 , 1
JCHAC , 1.5 , 1
MOTHERSUMI , 1.5 , 1
NCC , 1.5 , 1
OIL , 1.8 , 1
RAJPALAYAM , 4.0 , 1
REGENCY , 0.1 , 1
SAYAJIIND , 2.0 , 1
SHIVAMILLS , 1.4 , 1
SHIVTEX , 1.1 , 1
STERTOOLS , 2.0 , 1
SUPERSHAKT , 1.0 , 1
SURYAAMBA , 1.0 , 1
VARROC , 4.0 , 1
BGWTATO , 1.0 , 1
BOMOXY-B1 , 10.0 , 1
COMPUAGE , 0.4 , 1
EVANS , 2.2 , 1
HEG , 50.0 , 1
INGERRAND , 3.0 , 1
MAITHANALL , 6.0 , 1
TINPLATE , 2.0 , 1
CONTROLPR , 3.5 , 1
ELCIDIN , 15.0 , 1
ELIXIR , 1.2 , 1
INDIAGLYCO , 6.0 , 1
JKPAPER , 3.5 , 1
NATCAPSUQ , 1.0 , 1
NGLFINE , 1.8 , 1
NTPC , 2.5 , 1
SRF , 7.0 , 1
UBL , 2.5 , 1
AHMDSTE , 0.5 , 1
ANUHPHR , 2.8 , 1
BOSCHLTD , 105.0 , 1
DIVISLAB , 16.0 , 1
DYNAMIC , 0.2 , 1
FILTRA , 1.2 , 1
GNA , 2.8 , 1
GRPLTD , 8.0 , 1
HINDALCO , 1.2 , 1
JBCHEPHARM , 5.0 , 1
JOINDRE , 0.8 , 1
KLBRENG-B , 1.0 , 1
LUMAXIND , 35.0 , 1
LUMAXTECH , 3.0 , 1
MARUTI , 80.0 , 1
MCCHRLS-B , 10.0 , 1
MUNJALSHOW , 4.5 , 1
OBEROIRLTY , 2.0 , 1
PNBGILTS , 1.4 , 1
SALAUTO , 4.5 , 1
SARDAEN , 5.0 , 1
STANROS , 6.0 , 1
THYROCARE , 20.0 , 1
VOITHPAPR , 5.0 , 1
KAJARIACER , 3.0 , 1
KSL , 5.0 , 1
LICHSGFIN , 7.6 , 1
LINCPENQ , 1.5 , 1
SHALBY , 0.5 , 1
SHARDACROP , 2.0 , 1
SHILGRAVQ , 1.5 , 1
TATAMETALI , 3.5 , 1
ALKEM , 8.0 , 1
BENGALASM , 10.0 , 1
BRPL , 1.0 , 1
CONCOR , 8.6 , 1
DOLAT , 0.1 , 1
HSIL , 3.0 , 1
INDIGO , 5.0 , 1
JK AGRI , 1.5 , 1
KITEX , 1.5 , 1
MANGCHEFER , 1.0 , 1
PETRONET , 4.5 , 1
PML , 2.0 , 1
POWERGRID , 2.5 , 1
PRESSMN , 1.4 , 1
SINCLAIR , 6.0 , 1
SMLT , 0.5 , 1
VSTIND , 95.0 , 1
APCL , 2.5 , 1
ASTRAZEN , 1.0 , 1
ATISHAY , 0.6 , 1
BEL , 1.7 , 1
CAPACITE , 1.0 , 1
CUB , 0.5 , 1
DALMIASUG , 1.6 , 1
DHUNINV , 1.5 , 1
INDAGIV , 0.5 , 1
IONEXCHANG , 4.5 , 1
KPITTECH , 0.8 , 1
KPRMILL , 0.8 , 1
MUKTAARTS , 1.2 , 1
RIIL , 3.0 , 1
SILINV , 1.5 , 1
SUNPHARMA , 2.8 , 1
SUNTV , 2.5 , 1
SUTLEJTEX , 0.7 , 1
BENARAS , 15.0 , 1
BPCL , 8.0 , 1
CAREERP , 1.0 , 1
DSSL , 0.5 , 1
ECLERX , 1.0 , 1
GTPL , 1.0 , 1
HERITGFOOD , 2.0 , 1
HINDCOMPOS , 2.0 , 1
IOC , 1.0 , 1
MARBU , 0.5 , 1
MYSORPETRO , 2.0 , 1
NIRLON , 0.8 , 1
SEQUENT , 0.2 , 1
SWASTIKA , 1.0 , 1
AKCAPIT , 6.0 , 1
ASHIANA , 0.2 , 1
BALAJITELE , 0.4 , 1
COASTCORP , 1.5 , 1
CORALFINAC , 0.2 , 1
DALBHARAT , 2.0 , 1
DOLLAR , 1.7 , 1
GNFC , 7.0 , 1
INDOCO , 0.3 , 1
INDOSTAR , 1.0 , 1
JKLAKSHMI , 0.8 , 1
KSCL , 3.0 , 1
KSE , 15.0 , 1
MOIL , 3.0 , 1
MUNJALAU , 1.0 , 1
NEAGI , 20.0 , 1
ONGC , 0.8 , 1
SAIL , 0.5 , 1
SGRL , 1.2 , 1
SRD , 0.2 , 1
TEXINFRA , 0.2 , 1
TEXRAIL , 0.3 , 1
TIDEWATER , 75.0 , 1
VRFILMS , 1.0 , 1
ZGOVPOOX , 1.0 , 1
AROGRANITE , 1.0 , 1
BHAGIL , 1.1 , 1
DHAMPURSUG , 3.0 , 1
KIOCL , 1.3 , 1
IRCON , 10.8 , 1
PPAP , 2.5 , 1
VBL , 2.5 , 1
AARTIIND , 7.0 , 1
CENTURYPLY , 1.0 , 1
COMPEAU , 1.0 , 1
INTLCOMBQ , 1.0 , 1
KANORICHEM , 0.8 , 1
SURYAROSNI , 2.0 , 1
YUKEN , 2.0 , 1
ALFAICA , 1.0 , 1
COMPUSOFT , 0.1 , 1
DWARKESH , 1.0 , 1
GANECOS , 2.0 , 1
GIPCL , 2.9 , 1
GUJHOTE , 3.5 , 1
KRBL , 2.5 , 1
LUXIND , 3.5 , 1
SAPPL , 0.8 , 1
SAVERA , 0.2 , 1
AIMCOPEST , 1.5 , 1
BAPACK , 0.5 , 1
BBL , 12.5 , 1
CREST , 0.5 , 1
ECOPLAST , 1.5 , 1
FOMEHOT , 1.0 , 1
GENUSPOWER , 0.6 , 1
GINISILK , 0.5 , 1
GRAUWEIL , 0.6 , 1
GREENPLY , 0.4 , 1
HALDYNGL , 0.6 , 1
JINDALSAW , 2.0 , 1
KANCHI , 2.0 , 1
KIRANVYPAR , 2.5 , 1
MEP , 0.3 , 1
MGL , 10.5 , 1
PIIND , 1.5 , 1
RAMRAT , 1.2 , 1
RKFORGE , 1.5 , 1
RUPA , 3.0 , 1
SANDHAR , 1.2 , 1
SRIPIPES , 6.0 , 1
STHINPA , 1.5 , 1
ARROWGREEN , 0.5 , 1
DUTRON , 1.4 , 1
ISFT , 2.0 , 1
KDDL , 2.5 , 1
PANAENERG , 4.0 , 1
PREMCO , 2.0 , 1
EVERESTO , 1.0 , 1
SHBCLQ , 0.3 , 1
SWANENERGY , 0.1 , 1
TVSSRICHAK , 40.0 , 1
VLSFINANCE , 1.0 , 1
BANARISUG , 10.0 , 1
CAPPL , 2.2 , 1
CENTRUM , 0.1 , 1
DEEPAKSP , 1.5 , 1
FRONTSEC , 0.2 , 1
HINDALUMI , 0.5 , 1
INDIACEM , 0.8 , 1
KANPRPLA , 1.8 , 1
KCPSUGIND , 0.1 , 1
LAKSHMIMIL , 5.0 , 1
SALONACOT , 0.6 , 1
SHARDUL , 0.6 , 1
SKYIND , 1.0 , 1
TVTODAY , 2.2 , 1
ACRYSIL , 1.2 , 1
ASALCBR , 1.0 , 1
BNALTD , 1.0 , 1
CHOKSI , 0.5 , 1
CPL , 0.0 , 1
FINCABLES , 4.5 , 1
GANESHHOUC , 0.5 , 1
INDIAHOME , 0.2 , 1
INDOBORAX , 1.5 , 1
ITDC , 2.1 , 1
JAYBARMARU , 2.5 , 1
JBMA , 2.2 , 1
MODEX , 0.2 , 1
NDL , 0.5 , 1
REMSONSIND , 1.5 , 1
RIDDHI , 2.0 , 1
SANCTRN , 0.7 , 1
SATINDLTD , 0.1 , 1
SHRIDINE , 1.8 , 1
SIMMOND , 0.5 , 1
SUMEDHA , 1.0 , 1
SUNFLAG , 0.5 , 1
TCPLPACK , 5.2 , 1
ZSWASTSA , 1.0 , 1
AREXMIS , 2.0 , 1
CHAMBLFERT , 2.0 , 1
CHEMCRUX , 0.5 , 1
DBL , 1.0 , 1
ELECON , 0.2 , 1
ESTER , 0.5 , 1
GARFIBRES , 5.0 , 1
GUJINTRX , 2.0 , 1
INDGELA , 3.5 , 1
IWP , 0.2 , 1
KEI , 1.2 , 1
MARIS , 1.0 , 1
NRAGRINDQ , 4.0 , 1
ONMOBILE , 1.5 , 1
ORICON , 0.5 , 1
PANAMAPET , 1.2 , 1
POKARNA , 0.6 , 1
PSPPROJECT , 5.0 , 1
RAJOOENG , 0.1 , 1
RVNL , 0.1 , 1
SOTL , 2.5 , 1
STL , 0.5 , 1
WESTLEIRES , 0.1 , 1
63MOONS , 2.0 , 1
BALMLAWRIE , 11.0 , 1
BDH , 2.8 , 1
BLIL , 34.0 , 1
COMSYN , 0.8 , 1
DHARAMSI , 1.0 , 1
GSFC , 2.2 , 1
GULFOILLUB , 7.0 , 1
HINDUJAVEN , 17.5 , 1
HMVL , 1.2 , 1
JAYSYN , 0.1 , 1
JINDRILL , 0.5 , 1
KTIL , 1.0 , 1
MAHSEAMLES , 6.0 , 1
MEERA , 3.0 , 1
MIRZAINT , 0.9 , 1
NFL , 0.8 , 1
ORVENPR , 0.2 , 1
PONDYOXIDE , 4.0 , 1
PRECWIRE , 2.5 , 1
STARPAPER , 2.5 , 1
APEX , 2.0 , 1
BHARATSE , 1.0 , 1
BHEL , 1.2 , 1
BLACKROSE , 0.3 , 1
GFLLIMITED , 3.5 , 1
GOWRALE , 1.0 , 1
GRAVITA , 0.3 , 1
GULFPETRO , 0.8 , 1
HEIDELBERG , 3.0 , 1
KALLAM , 0.2 , 1
MALLCOM , 2.0 , 1
MANGLMCEM , 0.5 , 1
MODERN , 0.2 , 1
NATIONALUM , 1.2 , 1
NEOGEN , 1.5 , 1
RUBYMILLS , 1.8 , 1
SIKA , 0.8 , 1
SUNILAGR , 0.5 , 1
TNPL , 7.5 , 1
TWL , 0.3 , 1
UMANGDAIR , 0.5 , 1
YASHPPR , 1.0 , 1
AAIL , 0.6 , 1
ANDHRSUGAR , 10.0 , 1
APOLLOHOSP , 6.0 , 1
ASIIL , 0.3 , 1
AURIONPRO* , 2.0 , 1
BAJAJST , 4.0 , 1
BEEKAY , 2.0 , 1
BLISSGVS , 1.0 , 1
BLUECHIPT , 1.8 , 1
BODALCHEM , 0.8 , 1
CAPRIHANS , 0.8 , 1
CEINSYSTECH , 2.2 , 1
DCAL , 0.2 , 1
DHANVARSHA , 0.2 , 1
DHPIND , 2.5 , 1
FIEMIND , 4.0 , 1
FINOLEXIND , 10.0 , 1
FORCEMOT , 10.0 , 1
GICHSGFIN , 5.5 , 1
GRSE , 5.1 , 1
GSPL , 2.0 , 1
GUJGAS , 1.0 , 1
GULPOLY , 0.3 , 1
HISARMET , 1.0 , 1
HUDCO , 0.1 , 1
IGL , 2.4 , 1
INDRAMEDCO , 1.6 , 1
INTLCONV , 0.1 , 1
IYKOTHITE , 0.4 , 1
JISLDVREQS , 1.0 , 1
JISLJALEQS , 1.0 , 1
JLMORI , 1.0 , 1
JUBILANT , 4.5 , 1
KOTHARIPRO , 1.0 , 1
LOHIASEC , 0.2 , 1
MANORG , 1.0 , 1
MAZDALTD , 9.0 , 1
MCX , 20.0 , 1
NAHARCAP , 1.5 , 1
NAHARPOLY , 0.5 , 1
NAHARSPING , 1.0 , 1
NATPLAS , 1.0 , 1
NBCC , 0.7 , 1
NGIND , 3.5 , 1
NHPC , 0.8 , 1
NITINSPIN , 1.2 , 1
