ABB,1,8
ABBOTT,1,55
ACC,2,72
ADANI ENTERPRISES,1,6
ADANIPORTS,1,12
AEGIS LOGISTICS,1,3
AKZO NOBEL,1,44
ALLCARGO,2,62
AMARAJABAT,2,12
AMBUJA CEMENTS,1,18
APL,1,22
APOLLO TYRES,1,27
APOLLOHOSP,1,30
ARVIND,1,14
ASAHI GLASS,1,10
ASIAN GRANITO ,1,2
ASIANPAINT,1,48
AUROBINDO PHARMA,2,6
AVANTI FEEDS,1,36
BAJAJ AUTO,1,120
BAJAJ FINSERV,1,2
BALKRISIND,4,17
BALRAMCHIN,1,45
BASF,1,6
BATA,1,16
BAYER,1,18
BEL,3,17
BERGER PAINTS ,1,14
BHARAT DYNAMICS,1,21
BHARAT PETROLEUM,2,123
BHARTI AIRTEL,2,134
BHARTI INFRATEL,2,64
BHEL,2,61
BLUE STAR,1,10
BLUEDART,1,12
BOSCH,1,100
BRIGADE,1,18
BRITANNIA INDUSTRIES,1,50
BSE,2,118
CADILA HEALTHCARE,1,17
CARBORUNIV,2,15
CARE RATINGS,4,110
CASTROL,2,57
CDSL,1,24
CEATLTD,1,23
CENTURY PLYBOARDS,1,7
CERA SANITARYWARE,1,12
CHAMBAL FERTILISERS,1,13
CHOLAHLDNG,2,4
CHOLAMANDALAM INVEST,1,4
CIPLA,1,12
COAL,2,406
COLPAL,3,43
CONTAINER,1,15
COROMANDEL,3,53
COX&KINGS,1,8
CRISIL,4,48
CROMPTON GREAVES,1,7
CUMMINS,2,58
DABUR,2,53
DCM SHRIRAM,2,24
DISH TV,1,14
DLF,1,8
DRREDDY,1,40
EICHER MOTORS,1,110
EID PARRY,2,40
EIH,1,13
EMAMI,1,14
ENGINERSIN,2,80
EVEREADY INDUSTRIES,1,9
EXIDE INDUSTRIES,2,12
FLFL,1,7
FUTURE SUPPLY CHAIN,1,2
GAIL,3,266
GENERAL INSURANCE,1,27
GILLETTE,2,42
GLENMARK,1,8
GODFREY PHILLIPS IND,1,16
GODREJ AGROVET,1,9
GODREJ CONSUMER PROD,4,29
GODREJ INDUSTRIES,1,3
GRASIM INDUSTRIES,1,6
GREENLAM INDUSTRIES,1,5
GREENPLY INDUSTRIES,1,3
GRINDWELL,1,15
GSKCONS,1,75
HAT,1,4
HAVELLS,1,20
HCL TECHNOLOGIES,4,54
HDFC,2,163
HDFC BANK,1,234
HDFCAMC,1,156
HDFCLIFE,1,9
HEIDELBERG,1,8
HERO MOTOCORP,2,190
HINDALCO INDUSTRIES,1,16
HINDUNILVR,2,147
HINDUSTAN PETROLEUM,2,93
HINDUSTAN ZINC,1,48
HONEYWELL,1,32
HSIL,1,24
HUDCO,1,21
IBULHSGFIN,4,50
ICICI BANK,1,24
ICICI LOMBARD,2,20
ICICI SECURITIES,2,29
ICICIPRULI,2,28
ICRA,1,30
IIFL,1,10
INDHOTEL,1,22
INDIAN OIL,3,135
INDRAPRASTHA GAS,1,8
INFY,3,599
INTERGLOBE AVIATION,1,12
ITC,1,206
JAIN IRRIGATION SYST,1,10
JCHAC,1,1
JK TYRE AND INDUSTRI,1,21
JSW STEEL,1,32
JUBLFOOD,1,10
KAJARIA CERAMICS,1,9
KANSAINER,1,13
KAVERI SEED COMPANY,1,6
KOTAK MAHINDRA BANK,1,1
KRBL,1,11
KSB,1,18
L&TFH,1,6
LALPATHLAB,2,11
LICHSGFIN,1,20
LT,1,112
LTI,2,27
LTTS,2,19
LUPIN,1,30
M&M,2,42
MAHINDRA LOGISTICS,1,3
MANAPPURAM,4,20
MARICO,2,42
MARUTI SUZUKI ,1,80
MCX,1,17
MHRIL,1,24
MONSANTO,2,80
MOTHERSUMI,1,13
MRF,2,57
NATIONALUM,2,250
NAUKRI,3,15
NBCC,1,11
NCC,1,21
NESTLE,3,113
NHPC,2,67
NIACL,1,10
NILKAMAL,2,17
NLC,2,111
NMDC,1,73
NTPC,3,291
OIL,3,208
ONGC,2,202
PAGE INDUSTRIES,3,227
PC JEWELLER,1,7
PETRONET LNG,2,89
PFIZER,1,20
PGHH,2,80
PI INDUSTRIES,2,4
PIDILITIND,1,18
PIRAMAL ENTERPRISES,1,50
POWERGRID,2,285
PRAXIS,1,31
PRESTIGE,1,10
PURVA,1,36
PVR,1,4
RAJESHEXPO,1,4
RALLIS,1,25
RECLTD,2,241
RELAXO FOOTWEARS,1,6
RELIANCE INDUSTRIES,1,90
SANOFI,2,71
SBILIFE,1,4
SHOPPERS STOP,1,4
SIEMENS,1,21
SKF,1,24
SOBHA,1,42
SOMANY CERAMICS,1,2
SRTRANSFIN,2,11
SUNDARMFIN,1,5
SUNPHARMA,1,30
SUPREME INDUSTRIES,2,26
TALWALKARS,1,4
TALWGYM,1,11
TATACHEM,1,88
TATACOFFEE,1,22
TATACONSUM,1,30
TATAPOWER,1,32
TATASTEEL,1,140
TCS,4,428
TECH MAHINDRA,1,84
THOMASCOOK,1,3
TIINDIA,2,20
TITAN,1,22
TRENT,1,8
TTK PRESTIGE,1,30
TVS MOTOR COMPANY,2,21
UBL,1,4
UFLEX,1,8
ULTRATECH CEMENT,1,31
UPL,1,56
VEDANTA,2,399
VENKEYS,1,8
VGUARD INDUSTRIES,1,2
VIP INDUSTRIES,2,31
VOLTAS,1,16
VRLLOG,1,21
VSTIND,1,77
VSTTILLERS,1,50
WHIRLPOOL,1,8
WIPRO,2,112
WONDERLA,1,4
ZEEL,1,29
ZEELEARN,1,4
