Britannia industries , 1 , 50
Nbcc , 1 , 11
Indraprastha gas lim , 1 , 8
Grindwell , 1 , 15
L&t technology serv , 1 , 12
Maruti , 1 , 80
Zee entertainment , 1 , 29
Bajaj auto , 1 , 120
Venky's , 1 , 8
Skf , 1 , 24
Ti financial holdings , 1 , 2
Container corporation , 1 , 15
Ntpc , 1 , 100
Vst industries ltd , 1 , 77
Ultratech , 1 , 31
Bajaj finserv , 1 , 2
Shriram transport finance , 1 , 5
Akzo nobel , 1 , 44
Asian granito india , 1 , 2
Basf , 1 , 6
Kansai , 1 , 13
Havells , 1 , 20
Eveready , 1 , 9
Nmdc , 1 , 73
Nlc , 1 , 3
Cadila healthcare , 1 , 17
Vguard industries l , 1 , 2
Upl , 1 , 56
Crompton greaves , 1 , 7
Pfizer , 1 , 20
Tvs motor company , 1 , 13
Johnson control , 1 , 1
Eih , 1 , 13
Voltas , 1 , 16
Shriram transport fi , 1 , 6
Hero motocorp , 1 , 80
Hdfc , 1 , 132
Prestige estates , 1 , 10
Bharat dynamics limi , 1 , 21
Pidilite , 1 , 18
New india assurance , 1 , 10
Dlf , 1 , 8
Sobha , 1 , 42
Vst tillers tractors , 1 , 50
Blue star , 1 , 10
Vedanta , 1 , 340
Future supply chain , 1 , 2
Central depository , 1 , 24
All cargo logistics , 1 , 10
Godrej industries , 1 , 3
Asahi india glass , 1 , 10
Cipla , 1 , 12
L&t technology servi , 1 , 7
Cox & kings ltd , 1 , 8
Bayer , 1 , 18
Bharat petroleum , 1 , 35
Whirlpool , 1 , 8
Uflex ltd , 1 , 8
Reliance industries , 1 , 90
Hdfc bank , 1 , 234
Apollo hospital , 1 , 30
Tata chemicals , 1 , 88
Glenmark pharma , 1 , 8
Mahindra holidays & , 1 , 24
Rural electrification , 1 , 21
Chambal fertilisers , 1 , 13
Power grid corp , 1 , 81
Indian hotels , 1 , 22
Ceat , 1 , 23
L&t finance holdings , 1 , 6
Lupin , 1 , 30
Dish tv , 1 , 14
Aurobindo pharma , 1 , 3
Apl , 1 , 22
Zee learn , 1 , 4
Puravankara , 1 , 36
Sun pharma , 1 , 30
Ambuja , 1 , 18
Praxis home retail l , 1 , 31
Nhpc , 1 , 11
Sbi life , 1 , 4
Jain irrigation syst , 1 , 10
Gillette india , 1 , 23
Dr reddy's laborato , 1 , 40
Carborundum universal , 1 , 5
Oil & natural gas , 1 , 34
Mcx of india ltd , 1 , 17
Vip industries , 1 , 18
Bosch , 1 , 100
Tatacoffe , 1 , 22
Kaveri seed company , 1 , 6
Lic housing finance , 1 , 20
Indian oil , 1 , 24
Hindustan zinc , 1 , 48
Motherson sumi , 1 , 13
Procter & gamble , 1 , 40
Rajesh exports , 1 , 4
Icra , 1 , 30
Brigade enterprises , 1 , 18
Rallis , 1 , 25
Trent , 1 , 8
Tatasteelfp , 1 , 140
Interglobe aviation , 1 , 12
Ncc , 1 , 21
Jsw steel , 1 , 32
Hindalco , 1 , 16
Future lifestyle fashions , 1 , 7
Marico , 1 , 14
Somany ceramics , 1 , 2
Asianpaint , 1 , 48
Greenply industries , 1 , 3
General insurance co , 1 , 27
Krbl , 1 , 11
Adani ports , 1 , 12
Eid parry , 1 , 18
Dcm shriram ltd , 1 , 12
Pvr , 1 , 4
Bhel , 1 , 28
Bata , 1 , 16
Century plyboard , 1 , 7
Eicher , 1 , 110
Ksb pumps , 1 , 18
Titan , 1 , 22
Blue dart , 1 , 12
Hindustan petroleum , 1 , 15
Hsil ltd , 1 , 24
Jubilant foodworks , 1 , 10
Emami , 1 , 14
Tcook , 1 , 3
Tech mahindra , 1 , 84
Vrl logistics , 1 , 21
Cummins , 1 , 30
Godfrey phillips ind , 1 , 16
Relaxo , 1 , 6
National aluminium company , 1 , 34
Honeywell , 1 , 32
Avanti feeds , 1 , 36
Aegis logistics , 1 , 3
Jk tyre , 1 , 21
Hcil , 1 , 8
Grasim , 1 , 6
Godrej agrovet , 1 , 9
Talwalkars lifestyle , 1 , 11
Larsen & toubro ltd , 1 , 112
Berger paints , 1 , 14
Kotak mahindra bank , 1 , 1
Acc , 1 , 30
Tata global beverages , 1 , 30
Piramal enterprises , 1 , 50
Mahindra logistics l , 1 , 3
Kajaria ceramics , 1 , 9
Arvind ltd , 1 , 14
Greenlam , 1 , 5
Icici bank , 1 , 24
Glaxo consumer , 1 , 75
Talwalkars better value fitness , 1 , 4
Tube investments , 1 , 3
Engineers india , 1 , 25
Cera sanitaryware , 1 , 12
Pc jeweller ltd , 1 , 7
Wonderla , 1 , 4
Itc , 1 , 206
Adani enterprises , 1 , 6
Bharat electronics , 1 , 5
Tpower , 1 , 32
Ttk prestige , 1 , 30
United breweries , 1 , 4
Apollo tyres , 1 , 27
Supreme industries , 2 , 26
Hindustan unilever , 2 , 147
Icici prudential , 2 , 28
Bharti airtel , 2 , 134
Dr lal pathlabs , 2 , 11
Dabur , 2 , 53
Amara raja , 2 , 12
Coromandel internati , 2 , 32
Oil india , 2 , 123
Sanofi india , 2 , 71
Icici securities , 2 , 29
Monsanto , 2 , 80
Petronet lng , 2 , 89
Castrol , 2 , 57
Pi industries ltd , 2 , 4
Exide , 2 , 12
Abb , 2 , 63
Larsen & toubro info , 2 , 27
Infoedge , 2 , 11
Gail , 2 , 229
Bse , 2 , 118
Mrf , 2 , 57
Mahindra & mahindra , 2 , 42
Icici lombard , 2 , 20
Nilkamal , 2 , 17
Hcl tech , 3 , 40
Balkrishna industries , 3 , 11
Page industries , 3 , 227
Tcs , 3 , 360
Mfl q fy , 3 , 15
Care , 3 , 98
Colgate palmolive , 3 , 43
Tp hdfc std lifins , 3 , 0
Indiabulls housing finance , 3 , 30
Nestle , 3 , 113
Godrej consumer , 3 , 23
Crisil , 4 , 48
total dividend amount:  ,  0 , 7331
total dividend entries: ,  0 , 255
total companies count:  ,  0 , 205
