K.p. energy ltd ,  1.501      , 1
Kushal ltd ,  1:1 , 1
Gloster ltd ,  1:1 , 1
Poly medicure ltd. ,  1:1 , 1
Bajaj finance limited ,  1:1 , 1
Symphony limited ,  1:1 , 1
Power finance corporation ltd. ,  1:1 , 1
Millitoons entertainment ltd ,  1:1 , 1
Pincon spirit ltd ,  1:1 , 1
Grindwell norton ltd.-$ ,  1:1 , 1
Alankit ltd ,  1:1 , 1
Modex international securities ltd ,  1:1 , 1
Piccadily agro industries ltd. ,  1:1 , 1
Indian oil corporation ltd. ,  1:1 , 1
Sunil hitech engineers ltd. ,  1:1 , 1
Techno electric and engineering co. ltd. ,  1:1 , 1
Nava bharat ventures ltd. ,  1:1 , 1
Akme star housing finance ltd ,  1:1 , 1
Orbit exports ltd. ,  1:1 , 1
Tejnaksh healthcare ltd ,  1:1 , 1
Rural electrification corporation ltd. ,  1:1 , 1
Indian hume pipe co.ltd. ,  1:1 , 1
Dishman pharmaceuticals & chemicals ltd. ,  1:1 , 1
Wim plast ltd.-$ ,  1:1 , 1
Bharat petroleum corporation ltd. ,  1:1 , 1
Engineers india ltd. ,  1:1 , 1
Ambition mica ltd ,  1:1, 1:2 , 2
Nutraplus india limited ,  1:10 , 1
Chaman lal setia exports ltd.-$ ,  1:10 , 1
High ground enterprise ltd ,  1:10 , 1
Itc ltd. ,  1:2 , 1
Ganesh housing corporation ltd.-$ ,  1:2 , 1
Ishan dyes & chemicals ltd. ,  1:2 , 1
Hisar metal industries ltd.-$ ,  1:2 , 1
Oil and natural gas corporation ltd. ,  1:2 , 1
Nbcc (india) ltd ,  1:2 , 1
Kanpur plastipack ltd. ,  1:2 , 1
Ultracab (india) ltd ,  1:2 , 1
Kesar terminals & infrastructure ltd. ,  1:25 , 1
8k miles software services ltd. ,  1:3 , 1
Frontier capital ltd ,  1:3 , 1
Oil india ltd. ,  1:3 , 1
Gail (india) ltd. ,  1:3 , 1
Oasis tradelink ltd ,  1:3 , 1
Atishay ltd ,  1:4 , 1
Vishal bearings ltd ,  1:4 , 1
Stampede capital limited ,  1:4 , 1
Starlit power systems ltd ,  1:4 , 1
G.m.breweries ltd. ,  1:4 , 1
Asi industries ltd ,  1:4 , 1
Jiya eco-products ltd ,  1:5 , 1
Suyog telematics ltd ,  1:5 , 1
Amba enterprises ltd ,  1:5 , 1
Menon bearings ltd.-$ ,  1:5 , 1
Viaan industries ltd ,  2:1 , 1
Industrial & prudential investments co.ltd. ,  2:1 , 1
Hindustan petroleum corporation ltd. ,  2:1 , 1
Diamond infosystems ltd. ,  2:1 , 1
Berger paints india ltd. ,  2:5 , 1
V-guard industries ltd. ,  2:5 , 1
Hatsun agro product ltd. ,  2:5 , 1
Balmer lawrie & co.ltd. ,  3:1 , 1
Filtra consultants and engineers ltd ,  3:2 , 1
Advance syntex ltd ,  3:20 , 1
Ashari agencies ltd ,  4:1 , 1
Arnold holdings ltd ,  5:1 , 1
Oceanaa biotek industries ltd ,  7:10 , 1
