- , DLFLIM , -27.45
- , BHAELE , -5.60
- , MARUTI , -11.04
- , BOSLIM , -27.98
- , INDHOT , -14.50
- , RURELE , -11.02
- , TATELX , -11.43
- , CONCOR , -25.43
- , MAHMAH , -0.80
- , EICMOT , -25.68
+ , ICIBAN , 13.67
- , ASAIND , -27.54
+ , ULTCEM , 2.22
- , ZEEENT , -44.75
- , NTPC , -14.78
+ , WIPRO , 7.59
- , HINPET , -0.13
+ , PFIZER , 60.74
- , TVSSRI , -17.28
- , ACC , -19.93
- , GRASIM , -22.52
+ , RENSUG , 13.13
- , NATALU , -20.84
+ , NETW18 , 32.01
- , BHEL , -8.83
+ , UNISPI , 22.31
- , GAIL , -13.04
+ , SHRCEM , 18.86
- , SKFIND , -17.29
- , ABB , -35.06
+ , BANBAN , 2.01
- , COALIN , -35.32
- , HERHON , -6.68
- , SIEMEN , -13.27
+ , TATGLO , 63.97
- , TATPOW , -4.07
+ , TATCHE , 0.42
- , HINZIN , -9.31
+ , ABBIND , 284.72
+ , ADAENT , 4.89
+ , ADAGAS , 89.03
- , ADAPOR , -8.07
- , AEGLOG , -22.19
- , ALLLOG , -21.17
+ , AMARAJ , 18.10
+ , APOHOS , 13.68
- , APOTYR , -20.76
- , ARVFAS , -41.79
- , ASHLEY , -23.84
+ , ASIPAI , 33.74
+ , ASTPHA , 56.54
+ , AURPHA , 4.89
+ , AVAFEE , 17.03
+ , AVESUP , 38.16
+ , BAAUTO , 10.42
- , BAFINS , -2.09
- , BAJFI , -12.09
+ , BAJHOL , 0.14
+ , BALCHI , 1.86
- , BASF , -36.00
+ , BATIND , 46.85
+ , BAYIND , 54.96
+ , BERPAI , 44.09
- , BHADYN , -8.26
- , BHAFOR , -26.40
- , BHAINF , -21.28
+ , BIOCON , 24.27
- , BLUDAR , -39.64
- , BLUSTA , -8.59
- , BORGLA , -37.11
- , BRIENT , -9.13
+ , BRIIND , 39.47
- , BSE , -18.41
+ , CADHEA , 22.35
- , CARE , -44.25
- , CARUNI , -26.84
- , CASIND , -22.48
- , CDSL , -13.29
- , CEAT , -17.42
- , CENPLY , -30.94
- , CERSAN , -20.43
- , CHOINV , -4.92
- , COCSHI , -22.06
+ , COLPAL , 4.61
+ , CORINT , 35.86
- , CRISIL , -7.22
- , CUMIND , -41.21
+ , DABIND , 18.16
- , DCMSHR , -17.77
- , DELCOR , -33.67
- , DISHTV , -80.21
+ , DRLAL , 24.79
+ , EIDPAR , 22.60
- , EIHLIM , -34.64
- , EMALIM , -32.93
- , ENGIND , -20.17
- , ENTNET , -32.28
+ , ESSPRO , 55.02
- , EVEIND , -38.03
- , EXIIND , -18.91
- , FAGBEA , -25.30
- , FINCAB , -25.26
- , FUTLIF , -29.30
- , FUTRE , -31.00
- , FUTSUP , -39.96
- , GIC , -4.86
- , GILIND , -17.36
- , GLAPHA , -18.45
+ , GLEPHA , 13.47
+ , GODAGR , 3.85
- , GODCON , -13.79
- , GODIND , -8.60
+ , GODPHI , 29.52
+ , GOLDEX , 53.73
- , GREEIN , -15.51
- , GREIN , -23.00
+ , GRINOR , 3.67
- , HATAGR , -18.27
- , HAVIND , -13.58
+ , HDFAMC , 119.82
+ , HDFC , 11.85
+ , HDFGOL , 43.14
+ , HDFSTA , 9.85
+ , HEICEM , 25.54
+ , HINAER , 25.86
+ , HITHOM , 20.71
- , HUDCO , -26.78
- , HUHPPL , -37.56
+ , ICILOM , 13.83
- , ICIPRU , -1.56
+ , ICISEC , 55.76
- , ICRLIM , -26.32
+ , IIFSEC , 87.27
+ , INDGAS , 56.73
+ , INFEDG , 73.31
- , INTAVI , -7.81
- , JAIIRR , -90.32
- , JSWSTE , -1.51
+ , JUBFOO , 56.23
- , KAJCER , -25.89
- , KANNER , -10.03
+ , KAVSEE , 12.02
+ , KOTGOL , 49.75
+ , KOTMAH , 8.51
+ , KRBL , 25.14
- , KSBPUM , -15.36
- , LAOPA , -4.81
- , LEMTRE , -21.00
+ , LICHF , 2.24
- , LTFINA , -28.24
+ , LTINFO , 12.81
- , LTTEC , -8.04
- , LUPIN , -35.20
- , MAHCIE , -14.61
- , MAHFIN , -33.37
- , MAHHOL , -27.16
- , MAHLO , -13.12
+ , MANAFI , 18.85
- , MARLIM , -5.53
+ , MCX , 51.14
- , MERLIM , -15.93
+ , MINLIM , 26.04
- , MOTSUM , -6.16
+ , MUTFIN , 142.91
- , NAGCON , -72.61
+ , NARHRU , 0.66
- , NATMIN , -7.82
- , NBCC , -12.76
+ , NESIND , 142.24
- , NEYLIG , -12.13
- , NHPC , -8.03
- , NILLIM , -7.51
- , NOVART , -8.55
+ , OILIND , 0.86
+ , PETLNG , 18.64
+ , PIDIND , 28.12
+ , PIIND , 23.82
- , PIRENT , -18.83
- , POWFIN , -21.99
- , PREEST , -22.34
+ , PROGAM , 1.97
- , PVRLIM , -32.64
- , QUECOR , -31.54
+ , RALIND , 25.33
+ , RELFOO , 56.01
+ , RELNIP , 15.27
+ , SANOFI , 92.95
+ , SBICAR , 1.17
+ , SBIGOL , 47.51
+ , SBILIF , 3.44
- , SECINT , -15.24
- , SHEFOA , -12.84
- , SHRTRA , -27.47
- , SOLIN , -9.64
+ , STETEC , 28.61
+ , SUMCH , 32.30
- , SUNFAS , -13.70
- , SUNFIN , -19.33
- , SUNPHA , -7.82
+ , SUNTV , 44.51
- , SUPIND , -6.24
- , SYMLIM , -19.75
+ , TATCO , 17.35
+ , TECMAH , 1.45
- , THOCOO , -46.38
+ , THYTEC , 1.28
+ , TITIND , 26.53
+ , TRENT , 31.70
- , TTKPRE , -16.36
+ , TUBIN , 39.14
- , TUBINV , -39.02
- , UFLLIM , -34.30
- , UNIBR , -13.02
+ , UNIP , 10.15
+ , UTGOLD , 55.40
+ , VARBEV , 50.94
- , VEDLIM , -3.72
- , VENIND , -15.84
- , VGUARD , -19.70
- , VIPIND , -7.92
+ , VOLTAS , 5.26
- , VRLLOG , -37.62
+ , VSTIND , 5.71
+ , VSTTIL , 5.47
+ , WESDEV , 7.60
+ , WHIIND , 49.05
- , WONHOL , -36.20
- , ZEELEA , -39.24
- , ZYDWEL , -7.81
- , GOOIND , -25.09
- , AMBCE , -6.87
+ , BALIND , 17.58
- , HINDAL , -7.82
+ , BHAAIR , 38.94
- , POWGRI , -12.45
- , INDOIL , -25.28
- , LARTOU , -20.48
+ , RELIND , 117.86
+ , DRREDD , 64.64
+ , BHAPET , 11.09
- , TATSTE , -13.02
+ , INFTEC , 25.96
+ , TCS , 43.32
+ , CIPLA , 13.58
- , ONGC , -8.05
+ , HDFBAN , 50.53
+ , HONAUT , 22.19
- , STABAN , -28.67
+ , HCLTEC , 36.02
+ , HINLEV , 46.87
- , PAGIND , -26.04
- , ITC , -17.73
- , TATMOT , -37.58

+,all_positive, 107
-,all_negative, 146
?,all_hit_rate, 42 %

+,more_than_10p_positive, 82
-,more_than_10p_negative, 110
?,more_than_10p_hit_rate, 42 %

+,more_than_20p_positive, 61
-,more_than_20p_negative, 68
?,more_than_20p_hit_rate, 47 %

+,more_than_30p_positive, 43
-,more_than_30p_negative, 32
?,more_than_30p_hit_rate, 57 %
