Asian pnt , 1 , 5
Bharti airtel limite , 1 , 34
Coal india ltd , 2 , 537
Hcl technologies lim , 2 , 42
Hdfc bank ltd , 1 , 114
Hdfc interim , 1 , 18
Hindustan unilever , 2 , 50
Icici bank , 1 , 50
Infosys , 2 , 123
Itc ltd , 2 , 321
Larsen and toubro lt , 1 , 36
Ntpc ltd , 3 , 85
Oil and natural gas , 3 , 67
Powergrid corp ltd , 1 , 24
State bank of india , 1 , 26
Sun pharmaceutical i , 1 , 9
Tcs , 4 , 91
Tmotorsos f , 1 , 1
Wipro ltd , 2 , 22
total dividend amount:  1655
total dividend entries :  32
total companies count :  19
