Larsen & toubro ltd , 1 , 36
Sun pharmaceutical i , 1 , 9
Hdfc bank , 1 , 114
Icici bank , 1 , 50
Hdfc , 1 , 18
Asian paints , 1 , 5
Tata motors , 1 , 1
Bharti airtel limite , 1 , 34
Power grid corp , 1 , 24
State bank of india , 1 , 26
Hindustan unilever , 2 , 50
Itc ltd , 2 , 321
Coal india ltd , 2 , 537
Wipro ltd , 2 , 22
Hcl technologies lim , 2 , 42
Infosys , 2 , 123
Ntpc ltd , 3 , 85
Oil & natural gas , 3 , 67
Tcs , 4 , 91
total dividend amount:  ,  0 , 1655
total dividend entries: ,  0 , 32
total companies count:  ,  0 , 19
