Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
531667,RRMETAL,RR MetalMakers India Ltd,06 Jun 2018,Interim Dividend - Rs. - 0.5000,07 Jun 2018,-,-,31 May 2018,06 Jun 2018,-
500530,BOSCHLTD,BOSCH LTD.,07 Jun 2018,Dividend - Rs. - 100.0000,-,09 Jun 2018,15 Jun 2018,04 Jun 2018,07 Jun 2018,-
522241,MMFL,M.M.FORGINGS LTD.-$,07 Jun 2018,Interim Dividend - Rs. - 5.0000,08 Jun 2018,-,-,01 Jun 2018,07 Jun 2018,-
524051,POLYPLEX,POLYPLEX CORPORATION LTD.,07 Jun 2018,Interim Dividend - Rs. - 30.0000,08 Jun 2018,-,-,01 Jun 2018,07 Jun 2018,-
540425,SHANKARA,Shankara Building Products Ltd,07 Jun 2018,Final Dividend - Rs. - 3.2500,-,10 Jun 2018,12 Jun 2018,04 Jun 2018,07 Jun 2018,-
530017,SIL,STANDARD INDUSTRIES LTD.,07 Jun 2018,Interim Dividend - Rs. - 0.7500,08 Jun 2018,-,-,01 Jun 2018,07 Jun 2018,-
509055,VISAKAIND,VISAKA INDUSTRIES LTD.,07 Jun 2018,Dividend - Rs. - 7.0000,-,09 Jun 2018,12 Jun 2018,04 Jun 2018,07 Jun 2018,-
532779,TORNTPOWER,TORRENT POWER LTD.,08 Jun 2018,Final Dividend - Rs. - 5.0000,-,12 Jun 2018,14 Jun 2018,05 Jun 2018,11 Jun 2018,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,11 Jun 2018,Interim Dividend - Rs. - 11.0000,12 Jun 2018,-,-,08 Jun 2018,11 Jun 2018,-
532893,VTMLTD,VTM LTD.,11 Jun 2018,Dividend - Rs. - 0.7500,-,13 Jun 2018,22 Jun 2018,06 Jun 2018,12 Jun 2018,-
511196,CANFINHOME,CAN FIN HOMES LTD.,13 Jun 2018,Final Dividend - Rs. - 2.0000,-,15 Jun 2018,20 Jun 2018,08 Jun 2018,14 Jun 2018,-
500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,13 Jun 2018,Dividend - Rs. - 2.6000,-,15 Jun 2018,21 Jun 2018,08 Jun 2018,14 Jun 2018,-
540749,MASFIN,MAS Financial Services Ltd,13 Jun 2018,Final Dividend - Rs. - 2.1600,-,15 Jun 2018,27 Jun 2018,08 Jun 2018,14 Jun 2018,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,14 Jun 2018,Final Dividend - Rs. - 6.0500,-,16 Jun 2018,26 Jun 2018,11 Jun 2018,14 Jun 2018,-
500209,INFY,INFOSYS LTD.,14 Jun 2018,Final Dividend - Rs. - 20.5000,-,16 Jun 2018,16 Jun 2018,11 Jun 2018,14 Jun 2018,-
500209,INFY,INFOSYS LTD.,14 Jun 2018,Special Dividend - Rs. - 10.0000,-,16 Jun 2018,16 Jun 2018,11 Jun 2018,14 Jun 2018,-
504966,TINPLATE,TINPLATE COMPANY OF INDIA LTD.,15 Jun 2018,Dividend - Rs. - 2.0000,-,19 Jun 2018,03 Jul 2018,12 Jun 2018,18 Jun 2018,-
540133,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,18 Jun 2018,Final Dividend - Rs. - 2.2000,-,20 Jun 2018,26 Jun 2018,13 Jun 2018,19 Jun 2018,-
540133,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,18 Jun 2018,Special Dividend - Rs. - 1.1000,-,20 Jun 2018,26 Jun 2018,13 Jun 2018,19 Jun 2018,-
532301,TATACOFFEE,TATA COFFEE LTD.,18 Jun 2018,Dividend - Rs. - 1.5000,-,20 Jun 2018,02 Jul 2018,13 Jun 2018,19 Jun 2018,-
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,18 Jun 2018,Final Dividend - Rs. - 5.0000,-,20 Jun 2018,22 Jun 2018,13 Jun 2018,19 Jun 2018,-
503960,BBL,BHARAT BIJLEE LTD.-$,19 Jun 2018,Dividend - Rs. - 2.5000,-,21 Jun 2018,28 Jun 2018,14 Jun 2018,20 Jun 2018,-
511072,DHFL,DEWAN HOUSING FINANCE CORPORATION LTD.,19 Jun 2018,Final Dividend - Rs. - 2.5000,-,21 Jun 2018,27 Jun 2018,14 Jun 2018,20 Jun 2018,-
500355,RALLIS,RALLIS INDIA LTD.,19 Jun 2018,Final Dividend - Rs. - 2.5000,-,21 Jun 2018,02 Jul 2018,14 Jun 2018,20 Jun 2018,-
509930,SUPREMEIND,SUPREME INDUSTRIES LTD.,19 Jun 2018,Final Dividend - Rs. - 9.0000,-,21 Jun 2018,29 Jun 2018,14 Jun 2018,20 Jun 2018,-
539874,UJJIVAN,Ujjivan Financial Services Ltd,19 Jun 2018,Dividend - Rs. - 0.5000,-,21 Jun 2018,27 Jun 2018,14 Jun 2018,20 Jun 2018,-
540673,SIS,Security and Intelligence Services (India) Ltd,20 Jun 2018,Final Dividend - Rs. - 1.5000,-,22 Jun 2018,28 Jun 2018,15 Jun 2018,21 Jun 2018,-
500800,TATAGLOBAL,Tata Global Beverages Limited,20 Jun 2018,Dividend - Rs. - 2.5000,-,22 Jun 2018,05 Jul 2018,15 Jun 2018,21 Jun 2018,-
534976,VMART,V-MART RETAIL LTD.,20 Jun 2018,Final Dividend - Rs. - 2.0000,-,22 Jun 2018,02 Jul 2018,15 Jun 2018,21 Jun 2018,-
533029,ALKALI,ALKALI METALS LTD.,21 Jun 2018,Dividend - Rs. - 1.0000,-,24 Jun 2018,30 Jun 2018,18 Jun 2018,21 Jun 2018,-
531162,EMAMILTD,EMAMI LTD.-$,21 Jun 2018,Dividend - Rs. - 7.0000,22 Jun 2018,-,-,15 Jun 2018,21 Jun 2018,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,21 Jun 2018,Final Dividend - Rs. - 12.0000,-,23 Jun 2018,29 Jun 2018,18 Jun 2018,21 Jun 2018,-
532814,INDIANB,INDIAN BANK,21 Jun 2018,Dividend - Rs. - 6.0000,-,23 Jun 2018,28 Jun 2018,18 Jun 2018,21 Jun 2018,-
524330,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,21 Jun 2018,Final Dividend - Rs. - 1.3500,-,23 Jun 2018,28 Jun 2018,18 Jun 2018,21 Jun 2018,-
512337,MAHSHRE,MAHASHREE TRADING LTD.,21 Jun 2018,Final Dividend - Rs. - 0.4500,-,04 Jul 2018,12 Jul 2018,21 Jun 2018,09 Jul 2018,-
523385,NILKAMAL,NILKAMAL LTD.,21 Jun 2018,Final Dividend - Rs. - 9.0000,-,24 Jun 2018,30 Jun 2018,18 Jun 2018,21 Jun 2018,-
506579,ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$,21 Jun 2018,Final Dividend - Rs. - 7.0000,-,25 Jun 2018,28 Jun 2018,18 Jun 2018,22 Jun 2018,-
532374,STRTECH,STERLITE TECHNOLOGIES LTD.,21 Jun 2018,Final Dividend - Rs. - 2.0000,-,23 Jun 2018,26 Jun 2018,18 Jun 2018,21 Jun 2018,-
513434,TATAMETALI,TATA METALIKS LTD.,21 Jun 2018,Dividend - Rs. - 3.0000,-,23 Jun 2018,02 Jul 2018,18 Jun 2018,21 Jun 2018,-
532401,VIJAYABANK,VIJAYA BANK,21 Jun 2018,Dividend - Rs. - 1.2000,-,23 Jun 2018,29 Jun 2018,18 Jun 2018,21 Jun 2018,-
522122,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,21 Jun 2018,Dividend - Rs. - 9.0000,-,23 Jun 2018,05 Jul 2018,18 Jun 2018,21 Jun 2018,-
517494,ACCEL,Accel Ltd,22 Jun 2018,Interim Dividend - Rs. - 0.4000,25 Jun 2018,-,-,21 Jun 2018,22 Jun 2018,-
531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,22 Jun 2018,Final Dividend - Rs. - 8.0000,-,26 Jun 2018,02 Jul 2018,19 Jun 2018,25 Jun 2018,-
533221,AHLWEST,ASIAN HOTELS (WEST) LTD.,25 Jun 2018,Final Dividend - Rs. - 1.0000,-,27 Jun 2018,03 Jul 2018,20 Jun 2018,26 Jun 2018,-
511742,UGROCAP,Ugro Capital Ltd,25 Jun 2018,Interim Dividend - Rs. - 3.5000,26 Jun 2018,-,-,19 Jun 2018,25 Jun 2018,-
532144,WELCORP,Welspun Corp Limited,25 Jun 2018,Dividend - Rs. - 0.5000,-,27 Jun 2018,29 Jun 2018,20 Jun 2018,26 Jun 2018,-
532553,WELENT,Welspun Enterprises Ltd,25 Jun 2018,Dividend - Rs. - 1.5000,-,27 Jun 2018,29 Jun 2018,20 Jun 2018,26 Jun 2018,-
514162,WELSPUNIND,WELSPUN INDIA LTD.,25 Jun 2018,Final Dividend - Rs. - 0.6500,-,27 Jun 2018,29 Jun 2018,20 Jun 2018,26 Jun 2018,-
532938,CAPF,CAPITAL FIRST LTD.,26 Jun 2018,Final Dividend - Rs. - 2.8000,-,28 Jun 2018,28 Jun 2018,21 Jun 2018,27 Jun 2018,-
541269,CHEMFABALKA,Chemfab Alkalis Ltd,27 Jun 2018,Dividend - Rs. - 1.2500,-,29 Jun 2018,05 Jul 2018,26 Jun 2018,28 Jun 2018,-
540769,NIACL,The New India Assurance Company Ltd,27 Jun 2018,Final Dividend - Rs. - 5.0000,28 Jun 2018,-,-,21 Jun 2018,27 Jun 2018,-
500325,RELIANCE,RELIANCE INDUSTRIES LTD.,27 Jun 2018,Dividend - Rs. - 6.0000,28 Jun 2018,-,-,21 Jun 2018,27 Jun 2018,-
526433,ASMTEC,ASM TECHNOLOGIES LTD.,28 Jun 2018,Final Dividend - Rs. - 2.5000,-,30 Jun 2018,02 Jul 2018,25 Jun 2018,28 Jun 2018,-
521220,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,28 Jun 2018,Dividend - Rs. - 3.0000,-,02 Jul 2018,05 Jul 2018,25 Jun 2018,29 Jun 2018,-
500104,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,28 Jun 2018,Final Dividend - Rs. - 2.5000,-,02 Jul 2018,06 Jul 2018,25 Jun 2018,29 Jun 2018,-
540222,LAURUSLABS,Laurus Labs Ltd,28 Jun 2018,Dividend - Rs. - 1.5000,-,02 Jul 2018,05 Jul 2018,25 Jun 2018,29 Jun 2018,-
500109,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,28 Jun 2018,Dividend - Rs. - 3.0000,-,02 Jul 2018,06 Jul 2018,25 Jun 2018,29 Jun 2018,-
500280,CENTENKA,CENTURY ENKA LTD.,02 Jul 2018,Dividend - Rs. - 7.0000,-,04 Jul 2018,06 Jul 2018,27 Jun 2018,03 Jul 2018,-
540726,TTFL,Trident Texofab Ltd,02 Jul 2018,Final Dividend - Rs. - 1.0000,-,04 Jul 2018,10 Jul 2018,27 Jun 2018,03 Jul 2018,-
523445,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,03 Jul 2018,Dividend - Rs. - 3.5000,04 Jul 2018,-,-,27 Jun 2018,03 Jul 2018,-
532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,03 Jul 2018,Dividend - Rs. - 0.4000,-,05 Jul 2018,11 Jul 2018,28 Jun 2018,04 Jul 2018,-
526921,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,04 Jul 2018,Final Dividend - Rs. - 2.5000,05 Jul 2018,-,-,28 Jun 2018,04 Jul 2018,-
500096,DABUR,DABUR INDIA LTD.,04 Jul 2018,Final Dividend - Rs. - 1.2500,-,06 Jul 2018,13 Jul 2018,29 Jun 2018,05 Jul 2018,-
500096,DABUR,DABUR INDIA LTD.,04 Jul 2018,Special Dividend - Rs. - 5.0000,-,06 Jul 2018,13 Jul 2018,29 Jun 2018,05 Jul 2018,-
517354,HAVELLS,HAVELLS INDIA LTD.,04 Jul 2018,Dividend - Rs. - 4.0000,-,06 Jul 2018,13 Jul 2018,29 Jun 2018,05 Jul 2018,-
540716,ICICIGI,ICICI Lombard General Insurance Company Ltd,04 Jul 2018,Final Dividend - Rs. - 2.5000,-,06 Jul 2018,12 Jul 2018,29 Jun 2018,05 Jul 2018,-
522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,04 Jul 2018,Final Dividend - Rs. - 0.2500,-,06 Jul 2018,07 Jul 2018,29 Jun 2018,05 Jul 2018,-
590071,SUNDARMFIN,SUNDARAM FINANCE LTD.,04 Jul 2018,Final Dividend - Rs. - 7.0000,-,06 Jul 2018,20 Jul 2018,29 Jun 2018,05 Jul 2018,-
532977,BAJAJ-AUTO,BAJAJ AUTO LTD.,05 Jul 2018,Dividend - Rs. - 60.0000,-,07 Jul 2018,20 Jul 2018,02 Jul 2018,05 Jul 2018,-
532978,BAJAJFINSV,BAJAJ FINSERV LTD.,05 Jul 2018,Dividend - Rs. - 1.7500,-,07 Jul 2018,19 Jul 2018,02 Jul 2018,05 Jul 2018,-
500490,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,05 Jul 2018,Dividend - Rs. - 40.0000,-,07 Jul 2018,20 Jul 2018,02 Jul 2018,05 Jul 2018,-
500034,BAJFINANCE,Bajaj Finance Limited,05 Jul 2018,Dividend - Rs. - 4.0000,-,07 Jul 2018,19 Jul 2018,02 Jul 2018,05 Jul 2018,-
532175,CYIENT,Cyient Limited,05 Jul 2018,Final Dividend - Rs. - 4.0000,-,09 Jul 2018,12 Jul 2018,02 Jul 2018,06 Jul 2018,-
532054,KDDL,KDDL LTD.-$,05 Jul 2018,Dividend - Rs. - 2.5000,-,07 Jul 2018,14 Jul 2018,02 Jul 2018,05 Jul 2018,-
500266,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,05 Jul 2018,Dividend - Rs. - 33.0000,-,07 Jul 2018,16 Jul 2018,02 Jul 2018,05 Jul 2018,-
502420,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,05 Jul 2018,Final Dividend - Rs. - 0.6000,-,07 Jul 2018,12 Jul 2018,02 Jul 2018,05 Jul 2018,-
513709,SHILGRAVQ,SHILP GRAVURES LTD.-$,05 Jul 2018,Final Dividend - Rs. - 1.5000,-,07 Jul 2018,14 Jul 2018,02 Jul 2018,05 Jul 2018,-
522152,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,05 Jul 2018,Final Dividend - Rs. - 1.1000,-,09 Jul 2018,09 Jul 2018,03 Jul 2018,06 Jul 2018,-
500470,TATASTEEL,TATA STEEL LTD.,05 Jul 2018,Dividend - Rs. - 10.0000,-,07 Jul 2018,20 Jul 2018,02 Jul 2018,05 Jul 2018,-
500343,AMJLAND,AMJ Land Holdings Ltd,06 Jul 2018,Dividend - Rs. - 0.2000,-,10 Jul 2018,21 Jul 2018,03 Jul 2018,09 Jul 2018,-
519600,CCL,CCL PRODUCTS (INDIA) LTD.,06 Jul 2018,Dividend - Rs. - 2.5000,-,10 Jul 2018,14 Jul 2018,03 Jul 2018,09 Jul 2018,-
526217,HITECHCORP,Hitech Corporation Ltd-$,06 Jul 2018,Dividend - Rs. - 0.9000,-,10 Jul 2018,16 Jul 2018,03 Jul 2018,09 Jul 2018,-
504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.,06 Jul 2018,Dividend - Rs. - 3.4000,-,10 Jul 2018,20 Jul 2018,03 Jul 2018,09 Jul 2018,-
500228,JSWSTEEL,JSW STEEL LTD.,06 Jul 2018,Dividend - Rs. - 3.2000,-,10 Jul 2018,12 Jul 2018,03 Jul 2018,09 Jul 2018,-
539785,PDMJEPAPER,Pudumjee Paper Products Ltd,06 Jul 2018,Dividend - Rs. - 0.1500,-,10 Jul 2018,21 Jul 2018,03 Jul 2018,09 Jul 2018,-
505807,ROLCOEN,ROLCON ENGINEERING CO.LTD.,06 Jul 2018,Dividend - Rs. - 0.5000,-,20 Jul 2018,26 Jul 2018,06 Jul 2018,25 Jul 2018,-
507880,VIPIND,V.I.P.INDUSTRIES LTD.-$,06 Jul 2018,Final Dividend - Rs. - 2.0000,-,10 Jul 2018,17 Jul 2018,03 Jul 2018,09 Jul 2018,-
500477,ASHOKLEY,ASHOK LEYLAND LTD.,09 Jul 2018,Dividend - Rs. - 2.4300,-,11 Jul 2018,17 Jul 2018,04 Jul 2018,10 Jul 2018,-
502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,09 Jul 2018,Final Dividend - Rs. - 1.5000,-,11 Jul 2018,12 Jul 2018,04 Jul 2018,10 Jul 2018,-
500043,BATAINDIA,BATA INDIA LTD.,09 Jul 2018,Dividend - Rs. - 4.0000,-,11 Jul 2018,20 Jul 2018,04 Jul 2018,10 Jul 2018,-
509567,GOACARBON,GOA CARBON LTD.-$,09 Jul 2018,Final Dividend - Rs. - 10.0000,-,11 Jul 2018,17 Jul 2018,04 Jul 2018,10 Jul 2018,-
533047,IMFA,INDIAN METALS & FERRO ALLOYS LTD.,09 Jul 2018,Final Dividend - Rs. - 10.0000,-,11 Jul 2018,17 Jul 2018,04 Jul 2018,10 Jul 2018,-
