Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
539872,BAJAJHCARE,Bajaj Healthcare Ltd,09 Apr 2019,Bonus issue 1:1,10 Apr 2019,-,-,03 Apr 2019,09 Apr 2019,-
541304,INDOUS,Indo Us Bio-Tech Ltd,23 Apr 2019,Bonus issue 1:4,24 Apr 2019,-,-,15 Apr 2019,23 Apr 2019,-
507552,FOODSIN,FOODS & INNS LTD.,30 Apr 2019,Bonus issue 2:1,02 May 2019,-,-,23 Apr 2019,30 Apr 2019,-
512399,KAPASHI,KAPASHI COMMERCIALS LTD.,14 May 2019,Bonus issue 3:2,15 May 2019,-,-,08 May 2019,14 May 2019,-
517506,TTKPRESTIG,TTK PRESTIGE LTD.,15 May 2019,Bonus issue 1:5,16 May 2019,-,-,09 May 2019,15 May 2019,-
540823,VITESSE,Vitesse Agro Ltd,30 May 2019,Bonus issue 1:1,31 May 2019,-,-,24 May 2019,30 May 2019,-
539268,SYNGENE,Syngene International Ltd,11 Jun 2019,Bonus issue 1:1,12 Jun 2019,-,-,04 Jun 2019,11 Jun 2019,-
532523,BIOCON,BIOCON LTD.,12 Jun 2019,Bonus issue 1:1,13 Jun 2019,-,-,06 Jun 2019,12 Jun 2019,-
542206,BTSYN,B.T. Syndicate Ltd,24 Jun 2019,Bonus issue 4:5,25 Jun 2019,-,-,18 Jun 2019,24 Jun 2019,-
530517,RELAXO,RELAXO FOOTWEARS LTD.-$,26 Jun 2019,Bonus issue 1:1,27 Jun 2019,-,-,20 Jun 2019,26 Jun 2019,-
540649,AVADHSUGAR,Avadh Sugar & Energy Ltd,27 Jun 2019,Bonus issue 1:1,30 Jun 2019,-,-,24 Jun 2019,27 Jun 2019,-
540614,GGENG,G G Engineering Ltd,27 Jun 2019,Bonus issue 2:3,29 Jun 2019,-,-,24 Jun 2019,27 Jun 2019,-
540650,MAGADHSUGAR,Magadh Sugar & Energy Ltd,27 Jun 2019,Bonus issue 4:10,30 Jun 2019,-,-,24 Jun 2019,27 Jun 2019,-
540405,OCEANIC,Oceanic Foods Ltd,27 Jun 2019,Bonus issue 2:1,28 Jun 2019,-,-,21 Jun 2019,27 Jun 2019,-
512070,UPL,UPL Limited,02 Jul 2019,Bonus issue 1:2,03 Jul 2019,-,-,26 Jun 2019,02 Jul 2019,-
532155,GAIL,GAIL (INDIA) LTD.,09 Jul 2019,Bonus issue 1:1,10 Jul 2019,-,-,03 Jul 2019,09 Jul 2019,-
531688,PRITHVIEXCH,Prithvi Exchange (India) Ltd,11 Jul 2019,Bonus issue 1:2,12 Jul 2019,-,-,05 Jul 2019,11 Jul 2019,-
530803,BHAGIL,Bhageria Industries Ltd,17 Jul 2019,Bonus issue 1:1,18 Jul 2019,-,-,11 Jul 2019,17 Jul 2019,-
540652,CTCL,Captain Technocast Ltd,22 Jul 2019,Bonus issue 1:1,23 Jul 2019,-,-,16 Jul 2019,22 Jul 2019,-
540180,VBL,Varun Beverages Ltd,25 Jul 2019,Bonus issue 1:2,27 Jul 2019,-,-,22 Jul 2019,25 Jul 2019,-
541556,RITES,RITES Ltd,08 Aug 2019,Bonus issue 1:4,11 Aug 2019,-,-,05 Aug 2019,08 Aug 2019,-
501430,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,13 Aug 2019,Bonus issue 1:1,14 Aug 2019,-,-,06 Aug 2019,13 Aug 2019,-
530643,ECORECO,ECO RECYCLING LTD.,22 Aug 2019,Bonus issue 1:10,23 Aug 2019,-,-,16 Aug 2019,22 Aug 2019,-
532051,SWELECTES,Swelect Energy Systems Limited-$,22 Aug 2019,Bonus issue 1:2,23 Aug 2019,-,-,16 Aug 2019,22 Aug 2019,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,28 Aug 2019,Bonus issue 1:2,29 Aug 2019,-,-,22 Aug 2019,28 Aug 2019,-
517522,RAJGLOWIR,RAJRATAN GLOBAL WIRE LTD.,11 Sep 2019,Bonus issue 4:3,12 Sep 2019,-,-,04 Sep 2019,11 Sep 2019,-
532830,ASTRAL,ASTRAL POLY TECHNIK LTD.,16 Sep 2019,Bonus issue 1:4,17 Sep 2019,-,-,09 Sep 2019,16 Sep 2019,-
530431,ADORFO,ADOR FONTECH LTD.-$,19 Sep 2019,Bonus issue 1:1,21 Sep 2019,-,-,16 Sep 2019,19 Sep 2019,-
540697,AMFL,A & M Febcon Ltd,19 Sep 2019,Bonus issue 2:5,21 Sep 2019,-,-,16 Sep 2019,19 Sep 2019,-
537092,MODEX,Modex International Securities Ltd,26 Sep 2019,Bonus issue 1:1,-,28 Sep 2019,30 Sep 2019,23 Sep 2019,26 Sep 2019,-
541701,SUPERSHAKT,Supershakti Metaliks Ltd,26 Sep 2019,Bonus issue 1:1,28 Sep 2019,-,-,23 Sep 2019,26 Sep 2019,-
524208,AARTIIND,AARTI INDUSTRIES LTD.,27 Sep 2019,Bonus issue 1:1,30 Sep 2019,-,-,23 Sep 2019,27 Sep 2019,-
531412,RADIXIND,Radix Industries (India) Limited,30 Sep 2019,Bonus issue 1:2,01 Oct 2019,-,-,24 Sep 2019,30 Sep 2019,-
