security_name, dividend_amount, dividend_count
LYPSAGEMS , 0.3 , 1
SURANASOL , 0.5 , 1
SURANAT&P , 0.1 , 1
KESARPE , 1.0 , 1
RPOWER , 1.0 , 1
SOFTSOL , 1.2 , 1
BINANIIND , 3.0 , 1
MAXHEIGHTS , 0.1 , 1
REMIELEK , 5.0 , 1
REMIPRO , 1.0 , 1
RASRESOR , 1.0 , 1
KOTAKNIFTY , 11.0 , 1
SBBJ , 14.3 , 1
INVPREC , 0.7 , 1
TATAMOTORS , 0.2 , 1
TATAMTRDVR , 0.3 , 1
CORAGRO , 1.2 , 1
BUTTERFLY , 1.2 , 1
ZEEMEDIA , 0.1 , 1
MOHITIND , 1.0 , 1
PRICOL , 1.0 , 1
OMAXAUTO , 1.0 , 1
NUTRA , 0.5 , 1
BLUBLND-B , 0.5 , 1
EXCAST , 0.1 , 1
MKEXIM , 0.5 , 1
MSRINDIA , 0.1 , 1
ZNIVEMER , 0.5 , 1
PRAKASHCON , 0.1 , 1
WOCKPHARMA , 10.0 , 1
HINDADH , 1.0 , 1
SHANTAI , 1.0 , 1
LYCOS , 0.1 , 1
KPL , 0.6 , 1
8KMILES , 1.0 , 1
ABIRAFN , 0.3 , 1
ADROITINFO , 0.5 , 1
ASYL , 0.2 , 1
BFLAFL , 0.5 , 1
BKMINDST , 0.2 , 1
CATVISION , 1.0 , 1
CHDCHEM , 0.1 , 1
CHDDLTD , 0.1 , 1
CINELINE , 0.5 , 1
DIAMINES , 1.5 , 1
DWITIYA , 0.0 , 1
EML , 0.1 , 1
KLRF , 1.0 , 1
MRSS , 0.5 , 1
MANGALAM , 0.5 , 1
MEDICAME , 1.0 , 1
NRAGRIND , 2.0 , 1
NIDL , 0.2 , 1
NATNLSTEEL , 0.5 , 1
NOVAPUB , 0.2 , 1
OASIS , 0.2 , 1
PRIME , 0.2 , 1
RAJSREESUG , 1.0 , 1
RAPIDIN , 0.5 , 1
RELSTRUCT , 0.1 , 1
SIPROJECTS , 0.5 , 1
TOKYOPLAST , 0.5 , 1
VOL , 0.2 , 1
ZENLABS , 0.2 , 1
IBULISL , 1.0 , 1
RSYSTEMINT , 0.6 , 1
FAZE3Q , 0.5 , 1
RRMETAL , 0.5 , 1
ACCEL , 0.4 , 1
UGROCAP , 3.5 , 1
CAPF , 2.8 , 1
EXPLEOSOL , 20.0 , 1
IDFCFIRSTB , 0.8 , 1
STARCEMENT , 1.0 , 1
SHAILY , 7.5 , 1
CLEDUCATE , 1.0 , 1
LKPSEC , 0.1 , 1
DARSHANORNA , 0.2 , 1
DYNAMATECH , 2.0 , 1
KAMAHOLD , 15.0 , 1
IEX , 22.0 , 1
KANCOTEA , 1.0 , 1
AKSHOPTFBR , 0.3 , 1
RELHOME , 1.0 , 1
VIAANINDUS , 0.1 , 1
AGIIL , 1.0 , 1
UPSURGE , 0.5 , 1
UTLINDS , 0.1 , 1
UYFINCORP , 0.1 , 1
BAJAJHCARE , 1.0 , 1
MORARKFI , 1.0 , 1
RIDDHICORP , 0.2 , 1
RUDRA , 1.0 , 1
SHIVAAGRO , 0.6 , 1
SRIKPRIND , 1.0 , 1
TALWGYM , 1.0 , 1
TECHNOFAB , 2.0 , 1
UHZAVERI , 0.1 , 1
VIJAYTX , 1.0 , 1
VSL , 0.5 , 1
MASTERTR , 1.0 , 1
GSBFIN , 0.2 , 1
DARJEELING , 0.2 , 1
TAALENT , 10.0 , 1
DISHTV , 0.5 , 1
APOLLO , 1.0 , 1
SKC , 0.1 , 1
ZODIACVEN , 0.0 , 1
AREYDRG , 0.1 , 1
BAJAJCON , 14.0 , 1
HAL , 19.8 , 1
JUMPNET , 0.0 , 1
POLYCAB , 3.0 , 1
BCPL , 0.6 , 1
INDICAP , 1.0 , 1
INFLAME , 0.5 , 1
NELCO , 1.5 , 1
IPRINGLTD , 1.0 , 1
SMRUTHIORG , 2.0 , 1
TEJASNET , 1.0 , 1
RADHIKAJWE , 0.5 , 1
OBCL , 0.5 , 1
ADANIGAS , 0.2 , 1
ARVSMART , 1.5 , 1
BHARATGEAR , 1.0 , 1
ANUP , 7.0 , 1
HIRECT , 0.4 , 1
NIITLTD , 5.0 , 1
ASHIKACR , 1.0 , 1
MCLOUD , 0.5 , 1
NH , 1.0 , 1
PUNJABCHEM , 1.5 , 1
GLOSTERLTD , 10.0 , 1
SOLARA , 5.0 , 1
REGENCY , 0.1 , 1
SUPERSHAKT , 1.0 , 1
VARROC , 4.0 , 1
EVANS , 2.2 , 1
NGLFINE , 1.8 , 1
SHALBY , 0.5 , 1
PML , 2.0 , 1
ASTRAZEN , 1.0 , 1
DALMIASUG , 1.6 , 1
KPITTECH , 0.8 , 1
MUKTAARTS , 1.2 , 1
CAREERP , 1.0 , 1
DSSL , 0.5 , 1
DALBHARAT , 2.0 , 1
SRD , 0.2 , 1
VRFILMS , 1.0 , 1
INTLCOMBQ , 1.0 , 1
EVERESTO , 1.0 , 1
ESTER , 0.5 , 1
RVNL , 0.1 , 1
STL , 0.5 , 1
NEOGEN , 1.5 , 1
YASHPPR , 1.0 , 1
DCAL , 0.2 , 1
IYKOTHITE , 0.4 , 1
TREJHARA , 0.5 , 1
AVL , 0.5 , 1
MEDICAMEQ , 1.0 , 1
RIR , 1.0 , 1
AUSTENG , 0.5 , 1
DENISCHEM , 1.0 , 1
KIRIINDUS , 2.0 , 1
TRIGYN , 0.8 , 1
APOLLOPIPES , 1.0 , 1
BENARA , 0.2 , 1
CENLUB , 2.5 , 1
CHANDRAP , 0.5 , 1
DIGISPICE , 0.5 , 1
INVENTURE , 0.2 , 1
JIGAR , 0.2 , 1
JIYAECO , 0.2 , 1
REFNOL , 1.0 , 1
SMSLIFE , 1.5 , 1
UNITDCR , 0.7 , 1
VISVEN , 0.2 , 1
ARL , 0.5 , 1
FRONTSP , 1.0 , 1
INTENTECH , 0.2 , 1
PERVASIVE , 0.1 , 1
PPL , 1.2 , 1
PRAKASH , 1.2 , 1
PROFINC , 0.1 , 1
ADSDIAG , 0.9 , 1
SBT , 5.0 & 5.0 , 2
CMC , 27.5 & 4.3 , 2
TIIL , 5.0 & 3.0 , 2
ORIENTBANK , 3.3 & 0.7 , 2
BANKBARODA , 3.2 & 1.2 , 2
UNIONBANK , 6.0 & 1.9 , 2
PSB , 0.6 & 1.6 , 2
CANBK , 10.5 & 1.0 , 2
ANDHRABANK , 2.0 & 0.5 , 2
RSSOFTWARE , 1.2 & 1.0 , 2
ELEMARB , 2.0 & 2.0 , 2
MBLINFRA , 3.0 & 1.5 , 2
21STCENMGM , 2.0 & 2.5 , 2
RANEENGINE , 2.5 & 2.5 , 2
GEOMETRIC , 2.5 & 3.0 , 2
DLINK , 2.0 & 2.0 , 2
INDORAMA , 1.0 & 1.0 , 2
CHEMFALKAL , 1.2 & 1.2 , 2
WALCHCAP , 1.0 & 1.2 , 2
RAUNAQEPC , 1.0 & 1.2 , 2
CAMLINFINE , 0.5 & 0.5 , 2
GILADAFINS , 0.5 & 0.2 , 2
BENGALT , 0.5 & 0.5 , 2
BHAGCHEM , 1.0 & 2.0 , 2
SIRCG , 4.0 & 4.5 , 2
SKPSEC , 1.0 & 1.0 , 2
ZUARI , 2.0 & 1.0 , 2
SAHYADRI , 1.5 & 1.0 , 2
REPRO , 10.0 & 3.0 , 2
DCM , 1.5 & 1.5 , 2
SAIL , 0.2 & 0.5 , 2
J&KBANK , 2.1 & 1.8 , 2
MUTHTFN , 5.0 & 5.5 , 2
DAIKAFFI , 0.8 & 1.2 , 2
IFGLREFRAC , 2.0 & 2.0 , 2
IL&FSTRANS , 4.0 & 2.0 , 2
PENINLAND , 0.3 & 0.2 , 2
TCFCFIN , 1.5 & 1.5 , 2
BNRUDY , 1.0 & 0.7 , 2
HBPOR , 0.5 & 0.5 , 2
JUPITERIN , 0.1 & 0.1 , 2
POEL , 1.0 & 1.2 , 2
SHIVAMAUTO , 1.2 & 0.4 , 2
ABIRLANUVO , 7.0 & 5.0 , 2
TTL , 1.0 & 0.5 , 2
USHDI , 2.1 & 1.0 , 2
IFCI , 0.5 & 1.0 , 2
JINDHOT , 0.8 & 0.8 , 2
RJL , 1.0 & 2.0 , 2
INFORTEC , 1.0 & 1.0 , 2
SJCORP , 0.1 & 0.1 , 2
CHOICEIN , 1.0 & 1.0 , 2
DUTRON , 1.4 & 1.4 , 2
FRONTCAP , 1.0 & 1.0 , 2
INDUSFINL , 0.5 & 0.4 , 2
JVLAGRO , 0.2 & 0.1 , 2
OMKARCHEM , 1.5 & 1.5 , 2
RELCHEM , 1.0 & 1.0 , 2
SATRAPROP , 0.1 & 0.1 , 2
SHILGRAV , 1.2 & 1.5 , 2
TERASOFT , 0.8 & 1.2 , 2
AMDIND , 0.9 & 0.5 , 2
FRSHTRP , 1.0 & 1.0 , 2
IDEA , 0.6 & 0.6 , 2
RIDDHI , 3.0 & 2.0 , 2
WHBRADY , 1.0 & 0.8 , 2
ZICOM , 1.2 & 0.5 , 2
ADFFOODS , 1.5 & 2.5 , 2
ANILPROD , 2.0 & 1.0 , 2
BWPL , 0.7 & 1.0 , 2
GAYAPROJ , 1.0 & 2.0 , 2
INTECCAP , 0.5 & 0.2 , 2
KULKPOWT , 0.5 & 0.8 , 2
SARUPINDUS , 1.8 & 1.0 , 2
SPICEISL , 1.5 & 0.8 , 2
VEERENRGY , 0.1 & 0.6 , 2
GNRL , 0.1 & 0.1 , 2
PARMCOS-B , 0.6 & 0.5 , 2
VAMSHIRU , 1.0 & 1.0 , 2
ANSALHSG , 0.8 & 0.6 , 2
DSKULKARNI , 1.2 & 1.2 , 2
GANONPRO , 0.1 & 0.0 , 2
LOKESHMACH , 0.5 & 0.5 , 2
SHILPI , 1.0 & 1.0 , 2
SWIL , 0.5 & 0.5 , 2
TRITRADE , 0.0 & 0.0 , 2
PHL , 9.0 & 7.5 , 2
DALMIACEM , 0.6 & 2.0 , 2
DEEPAKSP , 2.0 & 1.5 , 2
DICIND , 4.0 & 4.0 , 2
KSBPUMPS , 5.5 & 5.5 , 2
MERCK , 7.5 & 11.0 , 2
PINCON , 0.8 & 0.8 , 2
ABHIJIT , 0.6 & 0.8 , 2
VIDLI , 0.2 & 0.5 , 2
SWARAJAUTO , 3.5 & 4.0 , 2
IDFCBANK , 0.2 & 0.8 , 2
CLARIS , 2.0 & 2.0 , 2
MODEX , 0.6 & 0.2 , 2
PRIMEURB , 0.4 & 0.4 , 2
TATATIMKEN , 1.0 & 1.0 , 2
HINDHARD , 0.5 & 1.2 , 2
NAHARINVE , 0.5 & 0.5 , 2
UGARSUGAR , 0.2 & 0.2 , 2
HPCOTTON , 1.0 & 1.0 , 2
GITANJALI , 0.5 & 0.8 , 2
MSL , 1.0 & 1.0 , 2
NAHARINDUS , 1.0 & 1.0 , 2
ISHANCH , 0.5 & 0.8 , 2
MIENT , 0.0 & 0.0 , 2
PRABHAT , 0.4 & 0.4 , 2
SKCIL , 1.0 & 1.0 , 2
SOMICONV , 1.0 & 0.5 , 2
20MICRONS , 0.4 & 0.3 , 2
AEL , 0.1 & 0.1 , 2
BRNL , 0.5 & 0.5 , 2
BODHTREE , 0.5 & 0.8 , 2
BRAWN , 1.5 & 1.0 , 2
CTL , 0.1 & 0.1 , 2
CONFIPET , 0.1 & 0.1 , 2
CSLFINANCE , 1.0 & 2.0 , 2
DWARKESH , 10.0 & 1.0 , 2
FIBERWEB , 0.5 & 0.2 , 2
HDFCLIFE , 1.4 & 1.6 , 2
INFIBEAM , 0.1 & 0.1 , 2
LEHIL , 0.5 & 0.5 , 2
MJCO , 1.0 & 1.5 , 2
MUL , 0.5 & 0.2 , 2
PRICOLLTD , 1.0 & 1.0 , 2
SCHAND , 1.2 & 1.5 , 2
SPAL , 0.5 & 0.5 , 2
SANWARIA , 0.1 & 0.1 , 2
SMLT , 0.5 & 0.5 , 2
SEQUENT , 0.2 & 0.2 , 2
SHERVANI , 5.0 & 80.0 , 2
SHIVAEXPO , 0.2 & 0.2 , 2
SUCHITRA , 1.0 & 1.2 , 2
TRIVENI , 0.2 & 0.7 , 2
ULTRACAB , 0.1 & 0.1 , 2
VISHALBL , 0.5 & 0.5 , 2
VIVIMEDLAB , 0.4 & 0.4 , 2
WSFIN , 4.2 & 1.5 , 2
YASHCHEM , 0.3 & 0.3 , 2
SBILIFE , 2.0 & 2.0 , 2
LINDEINDIA , 1.0 & 1.5 , 2
KSB , 6.0 & 6.0 , 2
CIFL , 1.0 & 0.4 , 2
KENNAMET , 2.0 & 2.0 , 2
SUYOG , 1.0 & 2.5 , 2
OBEROIRLTY , 2.0 & 2.0 , 2
BBL , 2.5 & 12.5 , 2
TATAGLOBAL , 2.5 & 2.5 , 2
WELCORP , 0.5 & 0.5 , 2
CHEMFABALKA , 1.2 & 1.2 , 2
DAMOINDUS , 3.0 & 0.8 , 2
TTFL , 1.0 & 1.0 , 2
RIIL , 3.5 & 3.0 , 2
ROLCOEN , 0.5 & 1.5 , 2
TATASTLLP , 20.0 & 12.5 , 2
BANDHANBNK , 1.0 & 3.0 , 2
GICRE , 13.5 & 6.8 , 2
SALAUTO , 4.5 & 4.5 , 2
DIXON , 2.0 & 2.0 , 2
CGCL , 0.3 & 0.4 , 2
GODREJAGRO , 4.5 & 4.5 , 2
MAHEPC , 0.5 & 1.0 , 2
UNIVCABLES , 1.5 & 2.0 , 2
MAHLOG , 1.5 & 1.8 , 2
FSL , 1.5 & 2.0 , 2
MANALIPETC , 0.5 & 0.8 , 2
YSL , 30.0 & 40.0 , 2
ALLSEC , 5.0 & 10.0 , 2
AUBANK , 0.5 & 0.8 , 2
LUPIN , 5.0 & 5.0 , 2
NCC , 1.0 & 1.5 , 2
TNPETRO , 0.5 & 1.0 , 2
DISAQ , 2.5 & 2.5 , 2
INVPRECQ , 2.5 & 2.0 , 2
NEWGEN , 2.0 & 3.0 , 2
SMLISUZU , 1.5 & 3.0 , 2
SWELECTES , 4.0 & 2.5 , 2
DOLAT , 0.1 & 0.1 , 2
DVL , 3.5 & 4.0 , 2
GESHIP* , 7.2 & 5.4 , 2
KEYFINSER , 2.5 & 1.0 , 2
MATRIMONY , 1.5 & 1.5 , 2
PRSMJOHNSN , 0.5 & 1.0 , 2
SAYAJIIND , 3.8 & 2.0 , 2
TIMKEN , 1.0 & 1.0 , 2
MPILCORPL , 1.5 & 1.5 , 2
COCHINSHIP , 12.0 & 13.0 , 2
TCFCFINQ , 1.5 & 1.5 , 2
BRPL , 0.5 & 1.0 , 2
CTCL , 0.3 & 0.2 , 2
FSC , 1.0 & 1.2 , 2
GEL , 1.0 & 1.0 , 2
BSOFT , 2.4 & 2.0 , 2
DRAGARWQ , 1.2 & 1.5 , 2
BELLACASA , 0.5 & 1.0 , 2
GFLLIMITED , 3.5 & 3.5 , 2
PRESSMN , 1.4 & 1.4 , 2
CAPACITE , 1.0 & 1.0 , 2
TEXINFRA , 0.2 & 0.2 , 2
ALFAICA , 1.0 & 1.0 , 2
KHADIM , 1.0 & 1.0 , 2
7NR , 0.1 & 0.1 , 2
GARFIBRES , 4.5 & 5.0 , 2
MACPLASQ , 1.0 & 1.0 , 2
MEHAI , 0.1 & 0.1 , 2
SKYIND , 0.5 & 1.0 , 2
STHINPA , 1.0 & 1.5 , 2
SUNILAGR , 0.5 & 0.5 , 2
HGINFRA , 0.5 & 0.5 , 2
SHUKRAPHAR , 0.5 & 0.5 , 2
LINCPENQ , 1.5 & 1.5 , 2
ZIMLAB , 1.0 & 0.5 , 2
DOLLAR , 1.6 & 1.7 , 2
FILTRA , 1.5 & 1.2 , 2
GNA , 2.0 & 2.8 , 2
SUNFLAG , 0.5 & 0.5 , 2
IWP , 1.2 & 0.2 , 2
MARBU , 0.5 & 0.5 , 2
NAHARPOLY , 0.5 & 0.5 , 2
PODARPIGQ , 3.5 & 3.0 , 2
AHLUCONT , 0.3 & 0.3 , 2
APEX , 2.0 & 2.0 , 2
AVADHSUGAR , 1.0 & 3.0 , 2
GOLDCORP , 0.5 & 0.5 , 2
JUBILANT , 3.0 & 4.5 , 2
NATCAPSUQ , 1.0 & 1.0 , 2
AJMERA , 3.3 & 3.3 , 2
MAGADHSUGAR , 1.0 & 2.0 , 2
PGIL , 2.0 & 3.0 , 2
REMSONSIND , 1.3 & 1.5 , 2
SHIVAMILLS , 1.4 & 1.4 , 2
AXTEL , 1.5 & 1.5 , 2
MANORG , 1.0 & 1.0 , 2
ACE* , 0.5 & 0.5 , 2
BNALTD , 3.0 & 1.0 , 2
DIAMONDYD , 1.0 & 1.0 , 2
EASTWEST , 0.1 & 0.1 , 2
GALLANTT , 0.2 & 0.2 , 2
HIMTEK , 0.4 & 1.0 , 2
KILITCH , 0.5 & 0.5 , 2
KKALPANAIND , 0.2 & 0.2 , 2
NIKHILAD , 1.0 & 1.0 , 2
NRAGRINDQ , 3.0 & 4.0 , 2
PATINTLOG , 0.8 & 0.5 , 2
PECOS , 0.4 & 1.0 , 2
POLYCHMP , 0.8 & 0.8 , 2
PREMEXPLQ , 2.5 & 2.7 , 2
PRITIKAUTO , 0.2 & 0.5 , 2
UNIPLY , 0.2 & 0.2 , 2
AGARIND , 1.5 & 1.8 , 2
AIMCOPEST , 1.0 & 1.5 , 2
AKSCHEM , 3.5 & 3.5 , 2
AURIONPRO* , 2.0 & 2.0 , 2
CHAMANSEQ , 0.4 & 0.5 , 2
DHANVARSHA , 1.0 & 0.2 , 2
DIL , 1.2 & 1.2 , 2
DYNAMIC , 0.2 & 0.2 , 2
FINEORG , 7.0 & 7.0 , 2
GRMOVER , 5.0 & 5.0 , 2
GROVY , 0.1 & 0.1 , 2
HFCL , 0.1 & 0.1 , 2
KEERTHI , 0.9 & 0.9 , 2
NDL , 0.8 & 0.5 , 2
SANTOSHIND , 1.0 & 1.0 , 2
SATINDLTD , 0.1 & 0.1 , 2
SGRL , 1.0 & 1.2 , 2
TIRUFOAM , 2.0 & 1.5 , 2
VAKRANGEE , 0.2 & 0.2 , 2
VELJAN , 10.0 & 10.0 , 2
VALSONQ , 1.0 & 1.0 , 2
ACCELYA , 32.0 & 17.0 , 2
VAIBHAVGBL* , 5.0 & 5.0 , 2
INDOSTAR , 1.0 & 1.0 , 2
COMSYN , 0.7 & 0.8 , 2
SANDHAR , 1.2 & 1.2 , 2
IRCON , 10.7 & 10.8 , 2
HDFCAMC , 12.0 & 12.0 , 2
GRSE , 1.9 & 5.1 , 2
MACH , 0.5 & 0.3 , 2
SADHNANIQ , 1.2 & 0.8 , 2
ANDHRAPET , 1.0 & 0.5 , 2
DELTRON , 6.5 & 1.0 , 2
MAYUR , 0.5 & 0.5 & 0.5 , 3
MYSOREBANK , 5.0 & 1.0 & 6.0 , 3
STOVAC , 15.5 & 29.0 & 31.0 , 3
BOCINDIA , 1.5 & 0.8 & 0.8 , 3
ATISHAY , 0.6 & 0.6 & 0.6 , 3
RELIANCEINF , 3.5 & 3.5 & 3.5 , 3
SBIN , 3.5 & 2.6 & 2.6 , 3
VIJAYABANK , 1.5 & 1.5 & 1.2 , 3
LAKSHVILAS , 2.0 & 3.0 & 2.7 , 3
WELSPUNGUJR , 0.5 & 0.5 & 0.5 , 3
WIDIA , 2.0 & 2.0 & 2.0 , 3
OBEROIREAL , 2.0 & 2.0 & 2.0 , 3
AMRTCORP , 5.0 & 6.0 & 7.5 , 3
CAIRN , 4.0 & 3.0 & 17.7 , 3
MONEYMATF , 1.5 & 1.5 & 0.3 , 3
FCH , 2.2 & 2.4 & 2.6 , 3
LUPIN$ , 7.5 & 7.5 & 7.5 , 3
SUNILHITEC , 1.8 & 1.5 & 0.1 , 3
ANDREWYU , 0.1 & 0.1 & 0.0 , 3
SURYALAXMI , 1.2 & 1.8 & 1.0 , 3
ORIENTHOT , 0.4 & 0.2 & 0.5 , 3
ROSSELLIND , 0.5 & 0.5 & 0.2 , 3
DPL , 4.0 & 4.0 & 2.0 , 3
OKANCOTEA , 5.0 & 5.0 & 2.5 , 3
FUTSOL , 0.5 & 0.5 & 0.5 , 3
DISA , 2.5 & 2.5 & 2.5 , 3
NUCENTFI , 1.1 & 1.2 & 1.3 , 3
SIMPLXREA , 1.0 & 1.0 & 0.8 , 3
MTEDUCARE , 2.0 & 0.6 & 1.4 , 3
TATATEA , 2.2 & 2.2 & 2.4 , 3
TECHNO , 1.5 & 3.0 & 2.0 , 3
ZANMOLTR , 2.0 & 4.0 & 5.0 , 3
TATASPONGE , 10.0 & 10.0 & 11.0 , 3
MAFATIND , 3.0 & 3.0 & 2.0 , 3
ABCBEARS , 2.0 & 2.0 & 0.6 , 3
BANARBEADS , 1.0 & 2.5 & 1.0 , 3
EVEREADY , 1.0 & 1.0 & 1.5 , 3
CRAVATEX , 2.0 & 1.0 & 2.0 , 3
NEULANDLAB , 1.5 & 2.0 & 1.2 , 3
MACPLAS , 1.0 & 1.0 & 2.0 , 3
VALSON , 1.0 & 1.0 & 1.0 , 3
NAGARCON , 0.4 & 0.6 & 0.4 , 3
MERCATOR , 0.2 & 0.1 & 0.1 , 3
FEL , 0.6 & 0.1 & 0.2 , 3
FELDVR , 0.6 & 0.1 & 0.2 , 3
MORARJEE , 1.8 & 1.4 & 1.4 , 3
NATCAPSU , 1.5 & 1.5 & 1.0 , 3
DUKEOFS , 0.2 & 0.2 & 1.0 , 3
JUBILANTORG , 3.0 & 3.0 & 3.0 , 3
LINCPEN , 2.5 & 3.0 & 3.0 , 3
BAJAJST , 4.0 & 3.0 & 4.0 , 3
SWARAJMAZD , 6.0 & 8.0 & 8.0 , 3
JBFIND , 2.0 & 1.0 & 1.0 , 3
STHINPA-B , 2.5 & 3.0 & 1.5 , 3
AIFL , 1.0 & 0.5 & 0.8 , 3
DRAGARW , 1.2 & 0.8 & 1.5 , 3
TBZ , 1.0 & 0.8 & 0.8 , 3
PRADPME , 1.2 & 0.6 & 1.0 , 3
GEECEE , 1.5 & 1.5 & 1.5 , 3
BBREALTY , 3.0 & 3.0 & 3.0 , 3
PATELROD , 0.5 & 0.5 & 0.5 , 3
SANGHVIMOV , 0.5 & 3.0 & 4.0 , 3
DISHMAN , 2.0 & 2.0 & 1.2 , 3
MANALIPE , 0.5 & 0.5 & 0.5 , 3
MARIS , 1.0 & 1.0 & 1.0 , 3
OCL , 4.0 & 4.0 & 5.0 , 3
PREMEXPL , 2.0 & 2.0 & 3.0 , 3
ZGOVPOOX , 1.0 & 1.0 & 1.0 , 3
MACK , 0.5 & 0.5 & 0.5 , 3
MAGNAEL , 1.8 & 2.0 & 2.0 , 3
ORISSAMINE , 4.4 & 2.7 & 1.5 , 3
SHHARICH , 2.5 & 1.0 & 1.0 , 3
ACE , 0.2 & 0.2 & 0.3 , 3
GEE , 0.3 & 0.3 & 0.3 , 3
GUJINTRX , 1.0 & 1.5 & 2.0 , 3
MFSL , 1.0 & 1.8 & 1.8 , 3
SURYAAMBA , 1.0 & 1.0 & 1.0 , 3
UJAAS , 0.1 & 0.1 & 0.1 , 3
ARCOTECH , 1.0 & 1.5 & 0.3 , 3
AURIONPRO , 3.0 & 3.0 & 1.0 , 3
FAIRDSY , 0.5 & 1.2 & 1.2 , 3
FEDDERELEC , 1.0 & 0.8 & 1.0 , 3
GLOSTER , 6.0 & 3.0 & 5.0 , 3
LOHIASEC , 0.2 & 0.2 & 0.2 , 3
SABTN , 0.6 & 0.6 & 0.6 , 3
SPENTA , 1.1 & 1.5 & 1.5 , 3
SYNCOMF , 0.0 & 0.0 & 0.0 , 3
ATLANTA , 0.3 & 0.3 & 0.3 , 3
AUDICH , 3.5 & 3.5 & 3.5 , 3
GOLCRSFI , 1.2 & 1.2 & 0.5 , 3
RAJTV , 0.5 & 0.2 & 0.1 , 3
TEXMACO , 0.1 & 0.2 & 0.2 , 3
ANSALBU , 1.0 & 0.8 & 0.5 , 3
BCLIL , 0.4 & 1.0 & 1.2 , 3
CHAMANSE , 2.0 & 0.4 & 0.4 , 3
DENISON , 10.0 & 10.0 & 10.0 , 3
GUJFLUORO , 3.5 & 3.5 & 3.5 , 3
KEYCORPSER , 1.0 & 1.0 & 1.0 , 3
MONEYMAST , 0.1 & 0.0 & 0.0 , 3
NOIDATOLL , 1.0 & 1.5 & 1.5 , 3
BBARODA , 1.5 & 1.5 & 1.5 , 3
CARNATIN , 0.6 & 0.7 & 0.4 , 3
DALMIABHA , 1.5 & 2.0 & 2.2 , 3
DUPHARIN , 5.0 & 2.5 & 2.5 , 3
INTRGLB , 0.2 & 0.2 & 0.5 , 3
MADHUCON , 0.1 & 0.1 & 0.1 , 3
COMCL , 0.2 & 0.2 & 0.2 , 3
FDC , 2.2 & 2.2 & 2.2 , 3
VAKRANG , 0.2 & 1.2 & 2.0 , 3
VIKRAMTH , 0.8 & 1.6 & 1.5 , 3
ALPINEHOU , 1.0 & 0.6 & 0.5 , 3
MANAKSIA , 2.0 & 3.0 & 3.0 , 3
BAJAJCORP , 11.5 & 11.5 & 12.0 , 3
