Ultratech cement , 1 , 30
Lupin , 1 , 45
Bajaj auto , 1 , 55
Skf , 1 , 10
Powergrid , 1 , 97
Brigade , 1 , 10
Ambuja cements , 1 , 8
Carboruniv , 1 , 4
Akzo nobel , 1 , 22
Basf , 1 , 1
Muthootfin , 1 , 40
Nmdc , 1 , 10
Bayer , 1 , 17
Vsttillers , 1 , 15
Upl , 1 , 49
Century plyboards , 1 , 4
Coal , 1 , 512
Pvr , 1 , 2
Tatacoffee , 1 , 14
Eih , 1 , 7
Hindustan unilever , 1 , 48
Prestige , 1 , 4
Axis bank , 1 , 10
Hudco ltd , 1 , 6
Pidilite , 1 , 9
Titan , 1 , 5
Zee learn , 1 , 1
Tata power , 1 , 16
Nhpc , 1 , 45
Indhotel , 1 , 16
Maruti suzuki , 1 , 75
Icici lombard , 1 , 2
Cipla , 1 , 4
Asian paints , 1 , 53
Hdfc standard life , 1 , 4
Bharat petroleum , 1 , 70
Hindunilvr , 1 , 60
Zeel , 1 , 22
Tifin , 1 , 1
Glenmark pharma , 1 , 4
Thomas cook , 1 , 1
Greenlam industries , 1 , 1
Nationalum , 1 , 160
Ceat , 1 , 11
Sunpharma , 1 , 52
Hindalco industries , 1 , 9
Tatachem , 1 , 22
Nlc , 1 , 50
Talwalkars , 1 , 6
Kansainer , 1 , 9
Niacl , 1 , 7
Puravankara , 1 , 36
Britannia industries , 1 , 22
Coromandel , 1 , 15
Rajeshexpo , 1 , 2
Powergrid corporatio , 1 , 71
Voltas , 1 , 7
Petronet lng , 1 , 13
Whirlpool , 1 , 3
Hindustan zinc , 1 , 10
Siemens , 1 , 14
Icra , 1 , 27
Trent , 1 , 4
Rallis , 1 , 18
Castrol , 1 , 9
Lichsgfin , 1 , 12
Dividend , 1 , 110
Jsw steel , 1 , 11
Bel , 1 , 9
Hdfcbank , 1 , 198
Lalpathlab , 1 , 1
Asahiindia , 1 , 4
Asianpaint , 1 , 18
Apollohosp , 1 , 30
Interglobe aviation , 1 , 34
Tube investments , 1 , 2
Ncc , 1 , 4
Bhel , 1 , 12
Bata , 1 , 7
Sobha , 1 , 7
Pghh , 1 , 27
Itdc ltd , 1 , 2
Reliance industries , 1 , 77
Flfl , 1 , 2
Varun beverages , 1 , 5
Emami , 1 , 5
Gillette , 1 , 10
Hsil , 1 , 12
Lt , 1 , 84
Avanti feeds , 1 , 9
Bluedart , 1 , 15
Aegis logistics , 1 , 2
Jk tyre and industri , 1 , 17
M&m , 1 , 13
Tataglobal , 1 , 16
Berger paints , 1 , 7
Srtransfin , 1 , 5
Ubl , 1 , 1
Bse , 1 , 5
Kotak mahindra bank , 1 , 1
Acc , 1 , 11
Piramal enterprises , 1 , 21
Icici bank , 1 , 25
Jublfood , 1 , 2
Mrf , 1 , 3
Cox&kings , 1 , 4
Wipro , 1 , 22
Kajaria ceramics , 1 , 6
Cera sanitaryware , 1 , 12
Itc , 1 , 162
Adani enterprises , 1 , 4
Tiindia , 1 , 4
Ttk prestige , 1 , 12
Apollo tyres , 1 , 15
Relaxo footwears , 1 , 2
Power finance corpor , 2 , 132
Ibulhsgfin , 2 , 23
Colpal , 2 , 8
Tvs motor company , 2 , 13
Recltd , 2 , 104
Mothersumi , 2 , 161
Icicipruli , 2 , 31
Engineers , 2 , 22
Hero motocorp , 2 , 85
Hdfc , 2 , 133
Dabur , 2 , 9
Oil india ltd , 2 , 117
Dlf , 2 , 24
Vedanta , 2 , 778
Concor , 2 , 16
Bharti airtel , 2 , 101
Page industries , 2 , 60
Aurobindo pharma , 2 , 6
Monsanto , 2 , 30
Amarajabat , 2 , 6
Vip industries , 2 , 18
Godrej consumer prod , 2 , 2
Marico , 2 , 25
Exide industries , 2 , 12
Nbcc , 2 , 7
Crisil , 2 , 12
Hindustan petroleum , 2 , 89
Cummins , 2 , 24
Supreme industries , 2 , 15
Gail , 2 , 46
Indian oil corpn , 2 , 117
Nestle , 2 , 48
Nilkamal , 2 , 11
Ntpc , 3 , 208
Naukri , 3 , 9
Ongc , 3 , 128
Tcs , 4 , 388
Care ratings , 4 , 34
Balkrisind , 4 , 9
Hcl technologies , 4 , 72
total dividend amount:  ,  0 , 6198
total dividend entries: ,  0 , 206
total companies count:  ,  0 , 155
