Acc , 1 , 11
Adani enterprises , 1 , 4
Aegis logistics , 1 , 2
Akzo nobel , 1 , 22
Amara raja , 2 , 6
Ambuja cements , 1 , 8
Apollo hospitals ent , 1 , 30
Apollo tyres , 1 , 15
Asahi india glass li , 1 , 4
Asian paints , 2 , 71
Aurobindo pharma , 2 , 6
Avanti feeds , 1 , 9
Axis bank , 1 , 10
Bajaj auto , 1 , 55
Balkrishna industries , 4 , 9
Basf , 1 , 1
Bata , 1 , 7
Bayer , 1 , 17
Berger paints , 1 , 7
Bharat electronics , 1 , 9
Bharat petroleum , 1 , 70
Bharti airtel , 2 , 101
Bhel , 1 , 12
Blue dart , 1 , 15
Brigade enterprises , 1 , 10
Britannia industries , 1 , 22
Bse , 1 , 5
Carborundum universal , 1 , 4
Care ratings , 4 , 34
Castrol , 1 , 9
Ceat , 1 , 11
Century plyboards , 1 , 4
Cera sanitaryware , 1 , 12
Cipla , 1 , 4
Coal , 1 , 512
Colgate palmolive , 2 , 8
Container corporation , 2 , 16
Coromandel international , 1 , 15
Cox & kings ltd , 1 , 4
Crisil , 2 , 12
Cummins , 2 , 24
Dabur , 2 , 9
Dividend , 1 , 110
Dlf , 2 , 24
Dr lal pathlabs , 1 , 1
Eih , 1 , 7
Emami , 1 , 5
Engineers , 2 , 22
Exide industries , 2 , 12
Future lifestyle fashions , 1 , 2
Gail , 2 , 46
Gillette , 1 , 10
Glenmark pharma , 1 , 4
Godrej consumer prod , 2 , 2
Greenlam industries , 1 , 1
Hcl technologies , 4 , 72
Hdfc , 2 , 133
Hdfc bank , 1 , 198
Hdfc standard life , 1 , 4
Hero motocorp , 2 , 85
Hindalco industries , 1 , 9
Hindustan petroleum , 2 , 89
Hindustan unilever , 2 , 108
Hindustan zinc , 1 , 10
Hsil , 1 , 12
Hudco ltd , 1 , 6
Icici bank , 1 , 25
Icici lombard , 1 , 2
Icici prudential , 2 , 31
Icra , 1 , 27
Indiabulls housing finance , 2 , 23
Indian hotels , 1 , 16
Indian oil corpn , 2 , 117
Infoedge india limi , 3 , 9
Interglobe aviation , 1 , 34
Itc , 1 , 162
Itdc ltd , 1 , 2
Jk tyre and industri , 1 , 17
Jsw steel , 1 , 11
Jubilant foodworks , 1 , 2
Kajaria ceramics , 1 , 6
Kansai nerolac , 1 , 9
Kotak mahindra bank , 1 , 1
Larsen & toubro ltd , 1 , 84
Lic housing finance , 1 , 12
Lupin , 1 , 45
Mahindra & mahindra , 1 , 13
Marico , 2 , 25
Maruti suzuki , 1 , 75
Monsanto , 2 , 30
Motherson sumi syste , 2 , 161
Mrf , 1 , 3
Muthoot finance , 1 , 40
National aluminium co , 1 , 160
Nbcc , 2 , 7
Ncc , 1 , 4
Nestle , 2 , 48
New india assurance , 1 , 7
Nhpc , 1 , 45
Nilkamal , 2 , 11
Nlc , 1 , 50
Nmdc , 1 , 10
Ntpc , 3 , 208
Oil & natural gas , 3 , 128
Oil india ltd , 2 , 117
Page industries , 2 , 60
Petronet lng , 1 , 13
Pidilite , 1 , 9
Piramal enterprises , 1 , 21
Power finance corpor , 2 , 132
Power grid corp , 2 , 168
Prestige estates pro , 1 , 4
Procter & gamble hyg , 1 , 27
Puravankara , 1 , 36
Pvr , 1 , 2
Rajesh exports , 1 , 2
Rallis , 1 , 18
Relaxo footwears , 1 , 2
Reliance industries , 1 , 77
Rural electrification , 2 , 104
Shriram transport finance , 1 , 5
Siemens , 1 , 14
Skf , 1 , 10
Sobha , 1 , 7
Sun pharmaceutical i , 1 , 52
Supreme industries , 2 , 15
Talwalkars better value fitness , 1 , 6
Tata chemicals , 1 , 22
Tata coffee , 1 , 14
Tata global beverages , 1 , 16
Tata power , 1 , 16
Tcs , 4 , 388
Thomas cook , 1 , 1
Ti financial holdings , 1 , 1
Titan , 1 , 5
Trent , 1 , 4
Ttk prestige , 1 , 12
Tube investments , 2 , 6
Tvs motor company , 2 , 13
Ultratech cement , 1 , 30
United breweries , 1 , 1
Upl , 1 , 49
Varun beverages , 1 , 5
Vedanta , 2 , 778
Vip industries , 2 , 18
Voltas , 1 , 7
Vst tillers tractors , 1 , 15
Whirlpool , 1 , 3
Wipro , 1 , 22
Zee entertainment en , 1 , 22
Zee learn , 1 , 1
total dividend amount:  ,  0 , 6198
total dividend entries: ,  0 , 206
total companies count:  ,  0 , 151
