Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
520113,VESUVIUS,VESUVIUS INDIA LTD.,27 Apr 2015,Final Dividend - Rs. - 6.0000,-,29 Apr 2015,07 May 2015,22 Apr 2015,28 Apr 2015,-
500002,ABB,ABB India Limited,28 Apr 2015,Final Dividend - Rs. - 3.7000,-,30 Apr 2015,06 May 2015,23 Apr 2015,28 Apr 2015,06 May 2015
532735,RSYSTEMS,R Systems International Limited,29 Apr 2015,Interim Dividend - Rs. - 0.4000,04 May 2015,-,-,24 Apr 2015,29 Apr 2015,22 May 2015
523457,BOCINDIA,Linde India Limited,30 Apr 2015,Dividend - Rs. - 1.5000,-,06 May 2015,15 May 2015,27 Apr 2015,05 May 2015,-
532622,GDL,GATEWAY DISTRIPARKS LTD.,05 May 2015,Interim Dividend - Rs. - 3.0000,06 May 2015,-,-,27 Apr 2015,05 May 2015,08 May 2015
532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,05 May 2015,Interim Dividend - Rs. - 2.5000,06 May 2015,-,-,27 Apr 2015,05 May 2015,21 May 2015
532129,HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,05 May 2015,Interim Dividend - Rs. - 2.0000,-,07 May 2015,07 May 2015,30 Apr 2015,06 May 2015,12 May 2015
532733,SUNTV,SUN TV NETWORK LTD.,05 May 2015,Interim Dividend - Rs. - 6.0000,06 May 2015,-,-,27 Apr 2015,05 May 2015,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,05 May 2015,Interim Dividend - Rs. - 1.1500,06 May 2015,-,-,27 Apr 2015,05 May 2015,-
500870,CASTROLIND,CASTROL INDIA LTD.,06 May 2015,Final Dividend - Rs. - 4.0000,-,08 May 2015,14 May 2015,29 Apr 2015,07 May 2015,-
535789,IBULHSGFIN,Indiabulls Housing Finance Ltd,06 May 2015,Interim Dividend - Rs. - 9.0000,07 May 2015,-,-,28 Apr 2015,06 May 2015,23 May 2015
532960,IBVENTURES,Indiabulls Ventures Limited,06 May 2015,Interim Dividend - Rs. - 1.0000,07 May 2015,-,-,28 Apr 2015,06 May 2015,23 May 2015
500150,FOSECOIND,FOSECO INDIA LTD.,07 May 2015,Interim Dividend - Rs. - 3.5000,08 May 2015,-,-,29 Apr 2015,07 May 2015,22 May 2015
507488,GMBREW,G.M.BREWERIES LTD.,08 May 2015,Dividend - Rs. - 2.5000,-,12 May 2015,19 May 2015,05 May 2015,11 May 2015,-
500189,HINDUJAVEN,HINDUJA VENTURES LTD.,08 May 2015,Interim Dividend - Rs. - 15.0000,11 May 2015,-,-,30 Apr 2015,08 May 2015,-
500325,RELIANCE,RELIANCE INDUSTRIES LTD.,08 May 2015,Dividend - Rs. - 10.0000,-,12 May 2015,15 May 2015,05 May 2015,11 May 2015,19 Jun 2015
532475,APTECHT,APTECH LTD.,11 May 2015,Interim Dividend - Rs. - 1.7500,12 May 2015,-,-,05 May 2015,11 May 2015,19 May 2015
500188,HINDZINC,HINDUSTAN ZINC LTD.,12 May 2015,Final Dividend - Rs. - 2.5000,-,14 May 2015,15 May 2015,07 May 2015,13 May 2015,-
520056,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,13 May 2015,Interim Dividend - Rs. - 6.0000,14 May 2015,-,-,07 May 2015,13 May 2015,-
532200,MYSOREBANK,STATE BANK OF MYSORE,14 May 2015,Final Dividend - Rs. - 1.0000,-,16 May 2015,18 May 2015,11 May 2015,14 May 2015,22 May 2015
532191,SBT,STATE BANK OF TRAVANCORE,14 May 2015,Dividend - Rs. - 5.0000,-,16 May 2015,18 May 2015,11 May 2015,14 May 2015,28 May 2015
538713,ATISHAY,Atishay Ltd,18 May 2015,Dividend - Rs. - 0.6000,-,20 May 2015,28 May 2015,13 May 2015,19 May 2015,-
524735,HIKAL,HIKAL LTD.,18 May 2015,Interim Dividend - Rs. - 0.5000,19 May 2015,-,-,12 May 2015,18 May 2015,29 May 2015
500790,NESTLEIND,NESTLE INDIA LTD.,19 May 2015,Final Dividend - Rs. - 12.5000,-,21 May 2015,22 May 2015,14 May 2015,20 May 2015,-
500790,NESTLEIND,NESTLE INDIA LTD.,19 May 2015,Interim Dividend - Rs. - 14.0000,-,21 May 2015,22 May 2015,14 May 2015,20 May 2015,-
532648,YESBANK,YES BANK LTD.,21 May 2015,Final Dividend - Rs. - 9.0000,-,25 May 2015,06 Jun 2015,18 May 2015,22 May 2015,12 Jun 2015
532921,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,22 May 2015,Dividend - Rs. - 1.1000,-,26 May 2015,30 May 2015,19 May 2015,25 May 2015,-
517326,CMC,CMC LTD.,22 May 2015,Dividend - Rs. - 27.5000,-,26 May 2015,28 May 2015,19 May 2015,25 May 2015,10 Jul 2015
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,22 May 2015,Interim Dividend - Rs. - 2.5000,25 May 2015,-,-,18 May 2015,22 May 2015,-
521248,KITEX,KITEX GARMENTS LTD.,25 May 2015,Dividend - Rs. - 1.2500,-,27 May 2015,04 Jun 2015,20 May 2015,26 May 2015,-
532732,KKCL,KEWAL KIRAN CLOTHING LTD.,25 May 2015,Interim Dividend - Rs. - 3.0000,26 May 2015,-,-,19 May 2015,25 May 2015,-
531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,25 May 2015,Interim Dividend - Rs. - 0.4500,26 May 2015,-,-,19 May 2015,25 May 2015,03 Jun 2015
523445,RELIANCEINF,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,26 May 2015,Dividend - Rs. - 3.5000,-,28 May 2015,30 May 2015,21 May 2015,27 May 2015,24 Jul 2015
500330,RAYMOND,RAYMOND LTD.,27 May 2015,Dividend - Rs. - 3.0000,-,29 May 2015,08 Jun 2015,22 May 2015,28 May 2015,-
500469,FEDERALBNK,FEDERAL BANK LTD.,28 May 2015,Dividend - Rs. - 2.2000,-,01 Jun 2015,05 Jun 2015,25 May 2015,29 May 2015,-
522241,MMFL,M.M.FORGINGS LTD.-$,28 May 2015,Interim Dividend - Rs. - 3.0000,29 May 2015,-,-,22 May 2015,28 May 2015,17 Jun 2015
500112,SBIN,STATE BANK OF INDIA,28 May 2015,Dividend - Rs. - 3.5000,-,30 May 2015,03 Jun 2015,27 May 2015,28 May 2015,18 Jun 2015
500182,HEROMOTOCO,HERO MOTOCORP LTD.,01 Jun 2015,Final Dividend - Rs. - 30.0000,-,03 Jun 2015,06 Jun 2015,27 May 2015,02 Jun 2015,-
507912,LKPFIN,LKP Finance Limited,02 Jun 2015,Final Dividend - Rs. - 2.0000,-,04 Jun 2015,11 Jun 2015,28 May 2015,03 Jun 2015,-
500875,ITC,ITC LTD.,03 Jun 2015,Dividend - Rs. - 6.2500,-,05 Jun 2015,09 Jun 2015,29 May 2015,04 Jun 2015,-
532735,RSYSTEMS,R Systems International Limited,03 Jun 2015,Final Dividend - Rs. - 0.9500,-,05 Jun 2015,09 Jun 2015,29 May 2015,04 Jun 2015,29 Jun 2015
532893,VTMLTD,VTM LTD.,03 Jun 2015,Dividend - Rs. - 0.6300,-,05 Jun 2015,17 Jun 2015,29 May 2015,04 Jun 2015,-
504387,ELFTRDG,ELF TRADING & CHEMICALS MANUFACTURING LTD.,04 Jun 2015,Final Dividend - Rs. - 2.0000,-,18 Jun 2015,25 Jun 2015,04 Jun 2015,23 Jun 2015,-
531531,HATSUN,HATSUN AGRO PRODUCT LTD.,04 Jun 2015,Interim Dividend - Rs. - 1.2000,05 Jun 2015,-,-,29 May 2015,04 Jun 2015,27 Jun 2015
532174,ICICIBANK,ICICI BANK LTD.,04 Jun 2015,Dividend - Rs. - 5.0000,-,06 Jun 2015,29 Jun 2015,01 Jun 2015,04 Jun 2015,30 Jun 2015
532947,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,04 Jun 2015,Interim Dividend - Rs. - 2.0000,05 Jun 2015,-,-,29 May 2015,04 Jun 2015,17 Jun 2015
532827,PAGEIND,PAGE INDUSTRIES LTD.,04 Jun 2015,Interim Dividend - Rs. - 19.0000,05 Jun 2015,-,-,29 May 2015,04 Jun 2015,20 Jun 2015
533169, MANINFRA,MAN INFRACONSTRUCTION LTD.,05 Jun 2015,Interim Dividend - Rs. - 0.5400,08 Jun 2015,-,-,01 Jun 2015,05 Jun 2015,15 Jun 2015
532540,TCS,TATA CONSULTANCY SERVICES LTD.,05 Jun 2015,Final Dividend - Rs. - 24.0000,-,09 Jun 2015,13 Jun 2015,02 Jun 2015,08 Jun 2015,07 Jul 2015
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,05 Jun 2015,Interim Dividend - Rs. - 5.0000,08 Jun 2015,-,-,01 Jun 2015,05 Jun 2015,-
524804,AUROPHARMA,AUROBINDO PHARMA LTD.,08 Jun 2015,Interim Dividend - Rs. - 1.0000,09 Jun 2015,-,-,02 Jun 2015,08 Jun 2015,23 Jun 2015
523405,JMFINANCIL,JM FINANCIAL LTD.-$,08 Jun 2015,Final Dividend - Rs. - 0.8000,-,10 Jun 2015,12 Jun 2015,03 Jun 2015,09 Jun 2015,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,09 Jun 2015,Interim Dividend - Rs. - 10.0000,10 Jun 2015,-,-,03 Jun 2015,09 Jun 2015,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,09 Jun 2015,Interim Dividend - Rs. - 0.9000,10 Jun 2015,-,-,03 Jun 2015,09 Jun 2015,-
500315,ORIENTBANK,ORIENTAL BANK OF COMMERCE,10 Jun 2015,Dividend - Rs. - 3.3000,-,12 Jun 2015,19 Jun 2015,05 Jun 2015,11 Jun 2015,22 Jul 2015
532254,POLARIS,Polaris Consulting & Services Limited,10 Jun 2015,Final Dividend - Rs. - 10.0000,-,12 Jun 2015,23 Jun 2015,05 Jun 2015,11 Jun 2015,20 Jul 2015
500168,GOODYEAR,GOODYEAR INDIA LTD.,11 Jun 2015,Dividend - Rs. - 10.0000,-,13 Jun 2015,26 Jun 2015,08 Jun 2015,11 Jun 2015,-
532819,MINDTREE,MINDTREE LTD.,11 Jun 2015,Final Dividend - Rs. - 10.0000,-,15 Jun 2015,22 Jun 2015,08 Jun 2015,12 Jun 2015,30 Jun 2015
532779,TORNTPOWER,TORRENT POWER LTD.,11 Jun 2015,Dividend - Rs. - 1.5000,-,15 Jun 2015,17 Jun 2015,08 Jun 2015,12 Jun 2015,-
511389,VIDEOIND,VIDEOCON INDUSTRIES LTD.,11 Jun 2015,Dividend - Rs. - 2.0000,-,15 Jun 2015,27 Jun 2015,08 Jun 2015,12 Jun 2015,-
523323,KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.,12 Jun 2015,Interim Dividend - Rs. - 1.0000,15 Jun 2015,-,-,08 Jun 2015,12 Jun 2015,-
500355,RALLIS,RALLIS INDIA LTD.,12 Jun 2015,Final Dividend - Rs. - 1.5000,-,16 Jun 2015,29 Jun 2015,09 Jun 2015,15 Jun 2015,02 Jul 2015
532401,VIJAYABANK,VIJAYA BANK,12 Jun 2015,Final Dividend - Rs. - 1.5000,-,16 Jun 2015,22 Jun 2015,09 Jun 2015,15 Jun 2015,21 Jul 2015
500209,INFY,INFOSYS LTD.,15 Jun 2015,Final Dividend - Rs. - 29.5000,-,17 Jun 2015,17 Jun 2015,10 Jun 2015,16 Jun 2015,-
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,15 Jun 2015,Final Dividend - Rs. - 6.2500,-,17 Jun 2015,19 Jun 2015,10 Jun 2015,16 Jun 2015,-
532134,BANKBARODA,BANK OF BARODA,16 Jun 2015,Dividend - Rs. - 3.2000,-,18 Jun 2015,24 Jun 2015,11 Jun 2015,17 Jun 2015,08 Jul 2015
511288,GRUH,GRUH FINANCE LTD.,16 Jun 2015,Dividend - Rs. - 2.0000,-,18 Jun 2015,26 Jun 2015,11 Jun 2015,17 Jun 2015,-
500477,ASHOKLEY,ASHOK LEYLAND LTD.,17 Jun 2015,Dividend - Rs. - 0.4500,-,19 Jun 2015,29 Jun 2015,12 Jun 2015,18 Jun 2015,-
530959,DIANATEA,DIANA TEA CO.LTD.,17 Jun 2015,Dividend - Rs. - 0.2500,-,19 Jun 2015,26 Jun 2015,12 Jun 2015,18 Jun 2015,-
534690,LAKSHVILAS,LAKSHMI VILAS BANK LTD.,17 Jun 2015,Dividend - Rs. - 2.0000,-,19 Jun 2015,23 Jun 2015,12 Jun 2015,18 Jun 2015,-
532480,ALBK,ALLAHABAD BANK,18 Jun 2015,Dividend - Rs. - 1.6300,-,20 Jun 2015,26 Jun 2015,15 Jun 2015,18 Jun 2015,10 Jul 2015
500027,ATUL,ATUL LTD.,18 Jun 2015,Dividend - Rs. - 8.5000,-,20 Jun 2015,23 Jun 2015,15 Jun 2015,18 Jun 2015,-
532121,DENABANK,DENA BANK,18 Jun 2015,Dividend - Rs. - 0.9000,-,20 Jun 2015,27 Jun 2015,15 Jun 2015,18 Jun 2015,11 Jul 2015
590031,DENORA,DE NORA INDIA LTD.,18 Jun 2015,Dividend - Rs. - 1.5000,-,22 Jun 2015,29 Jun 2015,15 Jun 2015,19 Jun 2015,14 Jul 2015
500247,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,18 Jun 2015,Dividend - Rs. - 0.9000,-,22 Jun 2015,29 Jun 2015,15 Jun 2015,19 Jun 2015,-
523411,KRONE,ADC India Communications Limited-$,18 Jun 2015,Final Dividend - Rs. - 1.0000,-,22 Jun 2015,26 Jun 2015,15 Jun 2015,19 Jun 2015,-
536666,SFCL,Star Ferro and Cement Ltd,18 Jun 2015,Interim Dividend - Rs. - 1.0000,19 Jun 2015,-,-,12 Jun 2015,18 Jun 2015,-
532276,SYNDIBANK,SYNDICATE BANK,18 Jun 2015,Dividend - Rs. - 4.7000,-,20 Jun 2015,26 Jun 2015,15 Jun 2015,18 Jun 2015,08 Jul 2015
532477,UNIONBANK,UNION BANK OF INDIA,18 Jun 2015,Dividend - Rs. - 6.0000,-,20 Jun 2015,26 Jun 2015,15 Jun 2015,18 Jun 2015,06 Jul 2015
516072,VISHNU,VISHNU CHEMICALS LTD.,18 Jun 2015,Final Dividend - Rs. - 1.0000,-,22 Jun 2015,29 Jun 2015,15 Jun 2015,19 Jun 2015,-
532144,WELSPUNGUJR,Welspun Corp Limited,18 Jun 2015,Dividend - Rs. - 0.5000,-,22 Jun 2015,24 Jun 2015,15 Jun 2015,19 Jun 2015,-
514162,WELSPUNIND,WELSPUN INDIA LTD.,18 Jun 2015,Final Dividend - Rs. - 7.5000,-,22 Jun 2015,24 Jun 2015,15 Jun 2015,19 Jun 2015,-
500335,BIRLACORPN,BIRLA CORPORATION LTD.,19 Jun 2015,Dividend - Rs. - 6.0000,-,23 Jun 2015,02 Jul 2015,16 Jun 2015,22 Jun 2015,-
500135,ESSELPRO,ESSEL PROPACK LTD.,19 Jun 2015,Dividend - Rs. - 1.6000,-,23 Jun 2015,30 Jun 2015,16 Jun 2015,22 Jun 2015,-
530117,FAIRCHEM,Fairchem Speciality Ltd,19 Jun 2015,Dividend - Rs. - 2.5000,-,23 Jun 2015,26 Jun 2015,16 Jun 2015,22 Jun 2015,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,19 Jun 2015,Final Dividend - Rs. - 9.0000,-,23 Jun 2015,29 Jun 2015,16 Jun 2015,22 Jun 2015,-
532525,MAHABANK,BANK OF MAHARASHTRA,19 Jun 2015,Dividend - Rs. - 0.8000,-,23 Jun 2015,29 Jun 2015,16 Jun 2015,22 Jun 2015,08 Jul 2015
532504,NAVINFLUOR,Navin Fluorine International Limited-$,19 Jun 2015,Final Dividend - Rs. - 8.5000,-,23 Jun 2015,26 Jun 2015,16 Jun 2015,22 Jun 2015,01 Jul 2015
533295,PSB,PUNJAB & SIND BANK,19 Jun 2015,Dividend - Rs. - 0.6000,-,23 Jun 2015,29 Jun 2015,16 Jun 2015,22 Jun 2015,-
532179,CORPBANK,CORPORATION BANK,22 Jun 2015,Dividend - Rs. - 1.4000,-,24 Jun 2015,29 Jun 2015,17 Jun 2015,23 Jun 2015,-
521220,DAMOTH,DAMODAR INDUSTRIES LTD.-$,22 Jun 2015,Final Dividend - Rs. - 1.0000,-,24 Jun 2015,27 Jun 2015,17 Jun 2015,23 Jun 2015,-
532461,PNB,PUNJAB NATIONAL BANK,22 Jun 2015,Dividend - Rs. - 3.3000,-,24 Jun 2015,30 Jun 2015,17 Jun 2015,23 Jun 2015,-
531574,VASINFRA,VAS INFRASTRUCTURE LTD.,22 Jun 2015,Dividend - Rs. - 0.7000,-,24 Jun 2015,30 Jun 2015,17 Jun 2015,23 Jun 2015,-
505890,WIDIA,KENNAMETAL INDIA LTD.-$,22 Jun 2015,Interim Dividend - Rs. - 2.0000,23 Jun 2015,-,-,16 Jun 2015,22 Jun 2015,-
532885,CENTRALBK,CENTRAL BANK OF INDIA,23 Jun 2015,Final Dividend - Rs. - 0.5000,-,25 Jun 2015,30 Jun 2015,18 Jun 2015,24 Jun 2015,08 Jul 2015
532814,INDIANB,INDIAN BANK,23 Jun 2015,Dividend - Rs. - 4.2000,-,25 Jun 2015,27 Jun 2015,18 Jun 2015,24 Jun 2015,-
532505,UCOBANK,UCO BANK,23 Jun 2015,Final Dividend - Rs. - 2.0000,-,25 Jun 2015,29 Jun 2015,18 Jun 2015,24 Jun 2015,10 Jul 2015
500820,ASIANPAINT,ASIAN PAINTS LTD.,24 Jun 2015,Final Dividend - Rs. - 4.3000,-,26 Jun 2015,03 Jul 2015,19 Jun 2015,25 Jun 2015,-
511196,CANFINHOME,CAN FIN HOMES LTD.,24 Jun 2015,Dividend - Rs. - 7.0000,-,26 Jun 2015,08 Jul 2015,19 Jun 2015,25 Jun 2015,-
536884,H923N28DQ1,HDFC Mutual Fund - HDFC FMP 923D November 2013 (1) - Direct Option- Quarterly Dividend Option,24 Jun 2015,-,25 Jun 2015,-,-,24 Jun 2015,24 Jun 2015,-
532331,AJANTPHARM,AJANTA PHARMA LTD.,25 Jun 2015,Dividend - Rs. - 6.0000,-,27 Jun 2015,04 Jul 2015,22 Jun 2015,25 Jun 2015,-
532483,CANBK,CANARA BANK,25 Jun 2015,Dividend - Rs. - 10.5000,-,27 Jun 2015,14 Jul 2015,22 Jun 2015,25 Jun 2015,-
532732,KKCL,KEWAL KIRAN CLOTHING LTD.,25 Jun 2015,Interim Dividend - Rs. - 35.0000,26 Jun 2015,-,-,19 Jun 2015,25 Jun 2015,-
533273,OBEROIREAL,OBEROI REALTY LTD.,25 Jun 2015,Dividend - Rs. - 2.0000,-,27 Jun 2015,01 Jul 2015,22 Jun 2015,25 Jun 2015,-
506767,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,26 Jun 2015,Dividend - Rs. - 4.0000,-,30 Jun 2015,07 Jul 2015,23 Jun 2015,29 Jun 2015,-
500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,26 Jun 2015,Dividend - Rs. - 1.4000,-,30 Jun 2015,02 Jul 2015,23 Jun 2015,29 Jun 2015,-
503811,SIYSIL,SIYARAM SILK MILLS LTD.-$,26 Jun 2015,Dividend - Rs. - 10.0000,-,30 Jun 2015,03 Jul 2015,23 Jun 2015,29 Jun 2015,-
507525,AMRTCORP,AMRIT CORP.LTD.-$,29 Jun 2015,Dividend - Rs. - 5.0000,-,01 Jul 2015,07 Jul 2015,24 Jun 2015,30 Jun 2015,-
532346,BLUESTINFO,BLUE STAR INFOTECH LTD.,29 Jun 2015,Dividend - Rs. - 4.0000,-,01 Jul 2015,07 Jul 2015,24 Jun 2015,30 Jun 2015,-
500096,DABUR,DABUR INDIA LTD.,29 Jun 2015,Final Dividend - Rs. - 0.7500,-,01 Jul 2015,08 Jul 2015,24 Jun 2015,30 Jun 2015,-
517477,ELNET,ELNET TECHNOLOGIES LTD.-$,29 Jun 2015,Dividend - Rs. - 1.4000,-,01 Jul 2015,08 Jul 2015,24 Jun 2015,30 Jun 2015,-
509567,GOACARBON,GOA CARBON LTD.-$,29 Jun 2015,Dividend - Rs. - 1.0000,-,01 Jul 2015,08 Jul 2015,24 Jun 2015,30 Jun 2015,24 Jul 2015
517354,HAVELLS,HAVELLS INDIA LTD.,29 Jun 2015,Final Dividend - Rs. - 3.0000,-,01 Jul 2015,07 Jul 2015,24 Jun 2015,30 Jun 2015,-
532418,ANDHRABANK,ANDHRA BANK,30 Jun 2015,Dividend - Rs. - 2.0000,-,02 Jul 2015,07 Jul 2015,25 Jun 2015,01 Jul 2015,-
531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,30 Jun 2015,Dividend - Rs. - 5.0000,-,02 Jul 2015,08 Jul 2015,25 Jun 2015,01 Jul 2015,-
506260,ANUHPHR,ANUH PHARMA LTD.,01 Jul 2015,Final Dividend - Rs. - 5.0000,-,03 Jul 2015,03 Jul 2015,25 Jun 2015,02 Jul 2015,-
500280,CENTENKA,CENTURY ENKA LTD.,01 Jul 2015,Dividend - Rs. - 6.0000,-,03 Jul 2015,10 Jul 2015,25 Jun 2015,02 Jul 2015,-
500180,HDFCBANK,HDFC Bank Ltd,02 Jul 2015,Dividend - Rs. - 8.0000,-,04 Jul 2015,21 Jul 2015,29 Jun 2015,02 Jul 2015,30 Jul 2015
517518,LEEL,Leel Electricals Ltd,02 Jul 2015,Dividend - Rs. - 1.3000,-,04 Jul 2015,10 Jul 2015,29 Jun 2015,02 Jul 2015,-
532720,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,02 Jul 2015,Dividend - Rs. - 4.0000,-,04 Jul 2015,24 Jul 2015,29 Jun 2015,02 Jul 2015,-
526492,RISHIROOP,Rishiroop Ltd,02 Jul 2015,Dividend - Rs. - 0.8000,-,04 Jul 2015,17 Jul 2015,29 Jun 2015,02 Jul 2015,-
517447,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,02 Jul 2015,Final Dividend - Rs. - 1.2500,-,04 Jul 2015,10 Jul 2015,29 Jun 2015,02 Jul 2015,-
532784,SOBHA,Sobha Limited,02 Jul 2015,Dividend - Rs. - 7.0000,-,04 Jul 2015,04 Jul 2015,29 Jun 2015,02 Jul 2015,-
506690,UNICHEMLAB,UNICHEM LABORATORIES LTD.,02 Jul 2015,Final Dividend - Rs. - 2.0000,-,06 Jul 2015,11 Jul 2015,29 Jun 2015,03 Jul 2015,-
500680,PFIZER,PFIZER LTD.,03 Jul 2015,Dividend - Rs. - 12.5000,-,07 Jul 2015,13 Jul 2015,30 Jun 2015,06 Jul 2015,-
504067,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,03 Jul 2015,Final Dividend - Rs. - 6.5000,-,07 Jul 2015,14 Jul 2015,30 Jun 2015,06 Jul 2015,-
502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,06 Jul 2015,Final Dividend - Rs. - 2.4000,-,08 Jul 2015,09 Jul 2015,01 Jul 2015,07 Jul 2015,-
500228,JSWSTEEL,JSW STEEL LTD.,06 Jul 2015,Dividend - Rs. - 11.0000,-,08 Jul 2015,10 Jul 2015,01 Jul 2015,07 Jul 2015,-
523828,MENONBE,MENON BEARINGS LTD.-$,06 Jul 2015,Dividend - Rs. - 0.8000,-,08 Jul 2015,14 Jul 2015,01 Jul 2015,07 Jul 2015,-
500295,VEDL,Vedanta Limited,06 Jul 2015,Final Dividend - Rs. - 2.3500,-,08 Jul 2015,10 Jul 2015,01 Jul 2015,07 Jul 2015,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,07 Jul 2015,Dividend - Rs. - 12.5000,-,09 Jul 2015,16 Jul 2015,02 Jul 2015,08 Jul 2015,-
532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,07 Jul 2015,Dividend - Rs. - 0.6000,-,09 Jul 2015,15 Jul 2015,02 Jul 2015,08 Jul 2015,-
590071,SUNDARMFIN,SUNDARAM FINANCE LTD.,07 Jul 2015,Final Dividend - Rs. - 6.0000,-,09 Jul 2015,23 Jul 2015,02 Jul 2015,08 Jul 2015,-
532792,CAIRN,CAIRN INDIA LTD.,08 Jul 2015,Final Dividend - Rs. - 4.0000,-,10 Jul 2015,21 Jul 2015,03 Jul 2015,09 Jul 2015,07 Aug 2015
526705,ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,08 Jul 2015,Final Dividend - Rs. - 2.0000,-,10 Jul 2015,15 Jul 2015,03 Jul 2015,09 Jul 2015,-
526797,GREENPLY,GREENPLY INDUSTRIES LTD.,08 Jul 2015,Dividend - Rs. - 3.0000,-,10 Jul 2015,14 Jul 2015,03 Jul 2015,09 Jul 2015,-
