sr_no,name,isin,bse_symbol,nse_symbol,avg_mcap,captype
303,Gujarat Pipavav Port Limited,INE517F01014,GPPL,GPPL,6764,Small Cap
304,"Carborundum Universal Ltd.,",INE120A01034,CARBORUNIV,CARBORUNIV,6637,Small Cap
305,Security and Intelligence Services (India) Limited,INE285J01010,SIS,SIS,6562,Small Cap
306,Future Lifestyle Fashions Limited,INE452O01016,FLFL,FLFL,6550,Small Cap
307,Relaxo Footwears Ltd.,INE131B01039,RELAXO,RELAXO,6543,Small Cap
308,"MMTC Ltd.,",INE123F01029,MMTC,MMTC,6467,Small Cap
309,Redington (India) ltd.,INE891D01026,REDINGTON,REDINGTON,6446,Small Cap
310,"Lakshmi Machine Works Ltd.,",INE269B01029,LAXMIMACH,LAXMIMACH,6352,Small Cap
311,Indian Overseas Bank,INE565A01014,IOB,IOB,6347,Small Cap
312,Bajaj Corp Limited,INE933K01021,BAJAJCORP,BAJAJCORP,6320,Small Cap
313,Ipca Laboratories Ltd.,INE571A01020,IPCALAB,IPCALAB,6304,Small Cap
314,PVR Ltd.,INE191H01014,PVR,PVR,6289,Small Cap
315,Century Plyboards (India) Ltd.,INE348B01021,CENTURYPLY,CENTURYPLY,6252,Small Cap
316,Chennai Petroleum Corporation Ltd.,INE178A01016,CHENNPETRO,CHENNPETRO,6228,Small Cap
317,Narayana Hrudayalaya Limited,INE410P01011,NH,NH,6122,Small Cap
318,"E.I.D. Parry (India) Ltd.,",INE126A01031,EIDPARRY,EIDPARRY,6090,Small Cap
319,Cyient Limited,INE136B01020,CYIENT,CYIENT,6029,Small Cap
320,Johnson Controls-Hitachi Air Conditioning India Ltd.,INE782A01015,JCHAC,JCHAC,5987,Small Cap
321,"Great Eastern Shipping Co. Ltd.,",INE017A01032,GESHIP,GESHIP,5957,Small Cap
322,Chambal Fertilisers & Chemicals Ltd,INE085A01013,CHAMBLFERT,CHAMBLFERT,5916,Small Cap
323,ITI Limited (Indian Teleph.Ind.Ltd),INE248A01017,ITI,ITI,5867,Small Cap
324,Kalpataru Power Transmission Ltd.,INE220B01022,KALPATPOWR,KALPATPOWR,5845,Small Cap
325,Gujarat Narmada Valley Fert.Co.Ltd,INE113A01013,GNFC,GNFC,5840,Small Cap
326,Delta Corp Limited,INE124G01033,DELTACORP,DELTACORP,5803,Small Cap
327,Laurus Labs Limited,INE947Q01010,LAURUSLABS,LAURUSLABS,5795,Small Cap
328,DCB Bank Limited,INE503A01015,DCBBANK,DCBBANK,5761,Small Cap
329,Prism Cement Ltd.,INE010A01011,PRISMCEM,PRISMCEM,5736,Small Cap
330,K.P.R. Mill Ltd.,INE930H01023,KPRMILL,KPRMILL,5688,Small Cap
331,"India Cements Ltd.,",INE383A01012,INDIACEM,INDIACEM,5682,Small Cap
332,Allahabad Bank,INE428A01015,ALBK,ALBK,5646,Small Cap
333,SREI Infrastructure Finance limited,INE872A01014,SREINFRA,SREINFRA,5594,Small Cap
334,MOIL Limited,INE490G01020,MOIL,MOIL,5542,Small Cap
335,Gujarat State Fertilizers & Chem.Ltd,INE026A01025,GSFC,GSFC,5510,Small Cap
336,Jagran Prakashan Limited,INE199G01027,JAGRAN,JAGRAN,5496,Small Cap
337,NCC Limited,INE868B01028,NAGARCON,NCC,5473,Small Cap
338,UCO Bank,INE691A01018,UCOBANK,UCOBANK,5472,Small Cap
339,"Godfrey Phillips India Ltd.,",INE260B01028,GODFRYPHLP,GODFRYPHLP,5464,Small Cap
340,Tata Elxsi Ltd,INE670A01012,TATAELXSI,TATAELXSI,5441,Small Cap
341,South Indian Bank Ltd.,INE683A01023,SOUTHBANK,SOUTHBANK,5393,Small Cap
342,Network 18 Media & Investments Limited,INE870H01013,NETWORK18,NETWORK18,5382,Small Cap
343,Himadri Speciality Chemical Ltd.,INE019C01026,HSCL,HSCL,5381,Small Cap
344,Kirloskar Oil Engines Limited,INE146L01010,KIRLOSENG,KIRLOSENG,5377,Small Cap
345,BSE Ltd.,INE118H01025,,BSE,5348,Small Cap
346,Raymond Limited,INE301A01014,RAYMOND,RAYMOND,5348,Small Cap
347,Sadbhav Engineering Ltd.,INE226H01026,SADBHAV,SADBHAV,5334,Small Cap
348,Multi Commodity Exchange of India Ltd,INE745G01035,MCX,,5324,Small Cap
349,CG Power and Industrial Solutions Limited,INE067A01029,CGPOWER,CGPOWER,5276,Small Cap
350,Timken India Ltd,INE325A01013,TATATIMKEN,TIMKEN,5264,Small Cap
351,Equitas Holdings Limited,INE988K01017,EQUITAS,EQUITAS,5228,Small Cap
352,Sintex Plastics Technology Ltd.,INE501W01021,SINTEXPLAST,SPTL,5217,Small Cap
353,Persistent Systems Limited,INE262H01013,PERSISTENT,PERSISTENT,5161,Small Cap
354,eClerx Services Limited,INE738I01010,ECLERX,ECLERX,5157,Small Cap
355,Corporation Bank,INE112A01023,CORPBANK,CORPBANK,5136,Small Cap
356,"Vinati Organics Ltd.,",INE410B01029,VINATIORGA,VINATIORGA,5100,Small Cap
357,Caplin Point Laboratories Ltd.,INE475E01026,CAPPL,CAPLIPOINT,5096,Small Cap
358,Shilpa Medicare Ltd.,INE790G01031,SHILPAMED,SHILPAMED,5043,Small Cap
359,JK Lakshmi Cement Limited,INE786A01032,JKLAKSHMI,JKLAKSHMI,5033,Small Cap
360,Jaiprakash Associates Limited,INE455F01025,JPASSOCIAT,JPASSOCIAT,5031,Small Cap
361,Rashtriya Chemicals & Fertilizers Limited,INE027A01015,RCF,RCF,5011,Small Cap
362,Tube Investments of India Ltd,INE974X01010,TIINDIA,TIINDIA,5007,Small Cap
363,Coffee Day Enterprises Limited,INE335K01011,COFFEEDAY,COFFEEDAY,4967,Small Cap
364,"Jain Irrigation Systems Ltd.,",INE175A01038,JISLJALEQS,JISLJALEQS,4959,Small Cap
365,Grindwell Norton Ltd.,INE536A01023,GRINDWELL,GRINDWELL,4953,Small Cap
366,Dishman Carbogen Amcis Limited,INE385W01011,DCAL,DCAL,4921,Small Cap
367,Star Cement Limited,INE460H01021,STARCEMENT,STARCEMENT,4917,Small Cap
368,Force Motors Limited,INE451A01017,FORCEMOT,,4875,Small Cap
369,ISGEC Heavy Engineering Limited,INE858B01011,ISGEC,,4851,Small Cap
370,Mahindra Holidays & Resorts India Limited,INE998I01010,MHRIL,MHRIL,4849,Small Cap
371,Gujarat Mineral Development Corpora,INE131A01031,GMDCLTD,GMDCLTD,4837,Small Cap
372,"VST Industries Ltd.,",INE710A01016,VSTIND,VSTIND,4809,Small Cap
373,Manpasand Beverages Limited,INE122R01018,MANPASAND,MANPASAND,4790,Small Cap
374,Reliance Communications Limited,INE330H01018,RCOML,RCOM,4789,Small Cap
375,Cox & Kings Limited,INE008I01026,COX&KINGS,COX&KINGS,4702,Small Cap
376,Andhra Bank,INE434A01013,ANDHRABANK,ANDHRABANK,4701,Small Cap
377,"Tata Investment Corporation Ltd.,",INE672A01018,TATAINVEST,TATAINVEST,4695,Small Cap
378,Indian Energy Exchange Limited,INE022Q01012,IEX,IEX,4694,Small Cap
379,Jindal Stainless Limited,INE220G01021,JSL,JSL,4670,Small Cap
380,Trident Ltd,INE064C01014,TRIDENT,TRIDENT,4638,Small Cap
381,Rallis India Ltd,INE613A01020,RALLIS,RALLIS,4570,Small Cap
382,HEG Ltd.,INE545A01016,HEG,HEG,4528,Small Cap
383,Sital Leasing And Finance Limited,INE341O01029,,,4523,Small Cap
384,India Tourism Development Corporati,INE353K01014,ITDC,ITDC,4519,Small Cap
385,Oriental Bank Of Commerce,INE141A01014,ORIENTBANK,ORIENTBANK,4517,Small Cap
386,GE Power India Limited,INE878A01011,GEPIL,GEPIL,4493,Small Cap
387,Shriram Pistons & Rings Ltd.,INE526E01018,,SHRIPISTON,4483,Small Cap
388,Triveni Turbine Limited,INE152M01016,TRITURBINE,TRITURBINE,4468,Small Cap
389,Jindal Stainless (Hisar) Limited,INE455T01018,JSLHISAR,JSLHISAR,4442,Small Cap
390,Sobha Limited,INE671H01015,SOBHA,SOBHA,4408,Small Cap
391,Monsanto India Ltd.,INE274B01011,MONSANTO,MONSANTO,4382,Small Cap
392,CARE Ratings Limited,INE752H01013,CARERATING,CARERATING,4350,Small Cap
393,Karnataka Bank Ltd.,INE614B01018,KTKBANK,KTKBANK,4348,Small Cap
394,Jammu and Kashmir Bank Ltd.,INE168A01041,J&KBANK,J&KBANK,4322,Small Cap
395,Shipping Corporation Of India Ltd,INE109A01011,SCI,SCI,4256,Small Cap
396,Allcargo Logistics Ltd,INE418H01029,ALLCARGO,ALLCARGO,4250,Small Cap
397,Bombay Rayon Fashions Ltd.,INE589G01011,BRFL,BRFL,4231,Small Cap
398,Sunteck Realty Ltd,INE805D01034,SUNTECK,SUNTECK,4225,Small Cap
399,Gulf Oil Lubricants India Limited,INE635Q01029,GULFOILLUB,GULFOILLUB,4218,Small Cap
400,"Gujarat Alkalis & Chemicals Ltd.,",INE186A01019,GUJALKALI,GUJALKALI,4216,Small Cap
401,Time Technoplast Limited,INE508G01029,TIMETECHNO,TIMETECHNO,4211,Small Cap
402,Ujjivan Financial Services Limited,INE334L01012,UJJIVAN,UJJIVAN,4194,Small Cap
403,Essel Propack ltd.,INE255A01020,ESSELPRO,ESSELPACK,4193,Small Cap
404,Cera Sanitaryware Ltd.,INE739E01017,CERA,CERA,4189,Small Cap
405,Repco Home Finance Limited,INE612J01015,REPCOHOME,REPCOHOME,4186,Small Cap
406,Ratnamani Metals & Tubes Ltd,INE703B01027,RATNAMANI,RATNAMANI,4183,Small Cap
407,Techno Electric And Engineering Co Ltd,INE286K01024,TECHNO,TECHNO,4181,Small Cap
408,Jaiprakash Power Ventures Limited,INE351F01018,JPHYDRO,JPPOWER,4156,Small Cap
409,APL Apollo Tubes Limited,INE702C01019,APLAPOLLO,APLAPOLLO,4151,Small Cap
410,Westlife Development Ltd,INE274F01020,WESTLIFE,,4133,Small Cap
411,Reliance Home Finance Limited,INE217K01011,RELHOME,RHFL,4128,Small Cap
412,Sharda Cropchem Limited,INE221J01015,SHARDACROP,SHARDACROP,4115,Small Cap
413,PNC Infratech Limited,INE195J01029,PNCINFRA,PNCINFRA,4101,Small Cap
414,IFCI Ltd.,INE039A01010,IFCI,IFCI,4073,Small Cap
415,Magma Fincorp  Limited,INE511C01022,MAGMA,MAGMA,4070,Small Cap
416,CCL Products (India) Ltd.,INE421D01022,CCL,CCL,3997,Small Cap
417,Sadbhav Infrastructure Project Limited,INE764L01010,SADBHIN,SADBHIN,3985,Small Cap
418,Entertainment Network (India) Ltd,INE265F01028,ENIL,ENIL,3928,Small Cap
419,"Bajaj Electricals Ltd.,",INE193E01025,BAJAJELEC,BAJAJELEC,3901,Small Cap
420,ICRA Limited,INE725G01011,ICRA,ICRA,3891,Small Cap
421,Suprajit Engineering Ltd.,INE399C01030,SUPRAJIT,SUPRAJIT,3890,Small Cap
422,Navneet Education Limited,INE060A01024,NAVNETEDUL,NAVNETEDUL,3869,Small Cap
423,Kaveri Seed Company Ltd,INE455I01029,KSCL,KSCL,3858,Small Cap
424,Ashoka Buildcon Limited,INE442H01029,ASHOKA,ASHOKA,3835,Small Cap
425,Shoppers Stop Ltd,INE498B01024,SHOPERSTOP,SHOPERSTOP,3823,Small Cap
426,"Elgi Equipments Ltd.,",INE285A01027,ELGIEQUIP,ELGIEQUIP,3819,Small Cap
427,S H Kelkar and Company Limited,INE500L01026,SHK,SHK,3808,Small Cap
428,Reliance Naval and Engineering Limited,INE542F01012,RNAVAL,RNAVAL,3805,Small Cap
429,Balrampur Chini Mills Ltd.,INE119A01028,BALRAMCHIN,BALRAMCHIN,3785,Small Cap
430,"Hindustan Construction Co. Ltd.,",INE549A01026,HCC,HCC,3771,Small Cap
431,OMAXE LIMITED,INE800H01010,OMAXE,OMAXE,3758,Small Cap
432,Linde India Limited,INE473A01011,BOCINDIA,LINDEINDIA,3754,Small Cap
433,Brigade Enterprises Limited,INE791I01019,BRIGADE,BRIGADE,3733,Small Cap
434,Max India Ltd.,INE153U01017,MAXINDIA,MAXINDIA,3720,Small Cap
435,Thyrocare Technologies Limited,INE594H01019,THYROCARE,THYROCARE,3710,Small Cap
436,IFB Industries Limited,INE559A01017,IFBIND,IFBIND,3703,Small Cap
437,Central Depository Services (India) Ltd.,INE736A01011,,CDSL,3686,Small Cap
438,Swan Energy Ltd.,INE665A01038,SWANENERGY,SWANENERGY,3685,Small Cap
439,"V.I.P. Industries Ltd.,",INE054A01027,VIPIND,VIPIND,3660,Small Cap
440,Zensar Technologies Ltd.,INE520A01019,ZENSARTECH,ZENSARTECH,3617,Small Cap
441,Nesco Ltd,INE317F01035,NESCO,NESCO,3615,Small Cap
442,RUPA & COMPANY LIMITED,INE895B01021,RUPA,RUPA,3602,Small Cap
443,Greenply Industries Ltd,INE461C01038,GREENPLY,GREENPLY,3534,Small Cap
444,NIIT Technologies Limited,INE591G01017,NIITTECH,NIITTECH,3518,Small Cap
445,Zydus Wellness Limited,INE768C01010,ZYDUSWELL,ZYDUSWELL,3508,Small Cap
446,Dhanuka Agritech Ltd.,INE435G01025,DHANUKA,DHANUKA,3507,Small Cap
447,Supreme Petrochem Ltd.,INE663A01017,SUPPETRO,SUPPETRO,3507,Small Cap
448,Somany Ceramics Limited,INE355A01028,SOMANYCERA,SOMANYCERA,3499,Small Cap
449,Jindal Saw Ltd.,INE324A01024,JINDALSAW,JINDALSAW,3489,Small Cap
450,Welspun Corp Limited,INE191B01025,WELSPUNGUJR,WELCORP,3485,Small Cap
451,PTC India Ltd,INE877F01012,PTC,PTC,3468,Small Cap
452,Dixon Technologies (India) Limited,INE935N01012,DIXON,DIXON,3441,Small Cap
453,MAS Financial Services Limited,INE348L01012,MASFIN,MASFIN,3440,Small Cap
454,"Himatsingka Seide Ltd.,",INE049A01027,HIMATSEIDE,HIMATSEIDE,3440,Small Cap
455,"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,BOMDYEING,BOMDYEING,3414,Small Cap
456,JK Tyre & Industries Ltd.,INE573A01042,JKTYRE,JKTYRE,3414,Small Cap
457,Navin Fluorine International Limited,INE048G01026,NAVINFLUOR,NAVINFLUOR,3409,Small Cap
458,Greaves Cotton Ltd.,INE224A01026,GREAVESCOT,GREAVESCOT,3398,Small Cap
459,FDC Ltd.,INE258B01022,FDC,FDC,3392,Small Cap
460,Deepak Fertilizers &Petrochemicals,INE501A01019,DEEPAKFERT,DEEPAKFERT,3369,Small Cap
461,DPSC Ltd.,INE360C01024,,DPSCLTD,3367,Small Cap
462,VA Tech Wabag Limited,INE956G01038,WABAG,WABAG,3327,Small Cap
463,VRL Logistics Limited,INE366I01010,VRLLOG*,VRLLOG,3320,Small Cap
464,Gayatri Projects Limited,INE336H01023,GAYAPROJ,GAYAPROJ,3316,Small Cap
465,KNR Constructions Limited,INE634I01029,KNRCON,KNRCON,3299,Small Cap
466,Heritage Foods Limited,INE978A01027,HERITGFOOD,HERITGFOOD,3294,Small Cap
467,Venky's (India) ltd.,INE398A01010,VENKYS,VENKEYS,3288,Small Cap
468,LAKSHMI VILAS BANK LTD,INE694C01018,LAKSHVILAS,LAKSHVILAS,3286,Small Cap
469,ORIENT CEMENT LIMITED,INE876N01018,ORIENTCEM,ORIENTCEM,3273,Small Cap
470,"National Fertilizers Ltd.,",INE870D01012,NFL,NFL,3261,Small Cap
471,Bank of maharashtra,INE457A01014,MAHABANK,MAHABANK,3238,Small Cap
472,Advanced Enzyme Technologies Limited,INE837H01020,ADVENZYMES,ADVENZYMES,3214,Small Cap
473,Uflex Limited,INE516A01017,UFLEX,UFLEX,3203,Small Cap
474,Shankara Building Products Limited,INE274V01019,SHANKARA,SHANKARA,3183,Small Cap
475,LUX Industries Limited,INE150G01020,LUXIND,LUXIND,3141,Small Cap
476,Granules India Ltd.,INE101D01020,GRANULES,GRANULES,3137,Small Cap
477,Tejas Networks Limited,INE010J01012,TEJASNET,TEJASNET,3122,Small Cap
478,Prime Focus Limited,INE367G01038,PFOCUS,PFOCUS,3112,Small Cap
479,KUSHAL LIMITED,INE647N01021,KUSHAL,,3107,Small Cap
480,Mahindra Logistics Limited,INE766P01016,MAHLOG,MAHLOG,3100,Small Cap
481,HeidelbergCement  India Limited,INE578A01017,HEIDELBERG,HEIDELBERG,3088,Small Cap
482,Maharashtra Seamless Ltd.,INE271B01025,MAHSEAMLES,MAHSEAMLES,3062,Small Cap
483,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,INE839M01018,SCHNEIDER,SCHNEIDER,3013,Small Cap
484,Himachal Futuristic Communications,INE548A01028,HFCL$,HFCL,2978,Small Cap
485,Apar Industries Ltd,INE372A01015,APARINDS,APARINDS,2973,Small Cap
486,Minda Corporation Limited,INE842C01021,MINDACORP,MINDACORP,2970,Small Cap
487,Inox Wind Limited,INE066P01011,INOXWIND,INOXWIND,2927,Small Cap
488,"Maharashtra Scooters Ltd.,",INE288A01013,MAHSCOOTER,MAHSCOOTER,2926,Small Cap
489,La Opala RG Ltd.,INE059D01020,LAOPALA,LAOPALA,2926,Small Cap
490,HSIL Limited,INE415A01038,HSIL,HSIL,2922,Small Cap
491,Just Dial Limited,INE599M01018,JUSTDIAL,JUSTDIAL,2920,Small Cap
492,Centrum Capital Limited,INE660C01027,CENTRUM,,2910,Small Cap
493,TeamLease Services Limited,INE985S01024,TEAMLEASE,TEAMLEASE,2893,Small Cap
494,Federal-Mogul Goetze (India) Ltd,INE529A01010,FMGOETZE,FMGOETZE,2886,Small Cap
495,Igarashi Motors India Ltd.,INE188B01013,IGARASHI,IGARASHI,2863,Small Cap
496,Hathway Cable & Datacom Limited,INE982F01036,HATHWAY,HATHWAY,2861,Small Cap
497,Prataap Snacks Limited,INE393P01035,DIAMONDYD,DIAMONDYD,2858,Small Cap
498,Kwality Limited,INE775B01025,KWALITY,KWALITY,2831,Small Cap
499,Polaris Consulting & Services Limited,INE763A01023,POLARIS,POLARIS,2817,Small Cap
500,Housing Development & Infrastructure  Ltd,INE191I01012,HDIL,HDIL,2797,Small Cap
501,"Balmer Lawrie & Co. Ltd.,",INE164A01016,BALMLAWRIE,BALMLAWRIE,2792,Small Cap
502,"Phillips Carbon Black Ltd.,",INE602A01015,PHILIPCARB,PHILIPCARB,2790,Small Cap
503,Navkar Corporation Limited,INE278M01019,NAVKARCORP,NAVKARCORP,2788,Small Cap
504,Tata Coffee Ltd,INE493A01027,TATACOFFEE,TATACOFFEE,2784,Small Cap
505,ITD Cementation India Ltd,INE686A01026,ITDCEM,ITDCEM,2781,Small Cap
506,Geojit Financial Services Limited,INE007B01023,GEOJITFSL,GEOJITFSL,2775,Small Cap
507,Dena Bank,INE077A01010,DENABANK,DENABANK,2751,Small Cap
508,United Bank of India,INE695A01019,UNITEDBNK,UNITEDBNK,2748,Small Cap
509,KSB Pumps Limited.,INE999A01015,KSBPUMPS,KSBPUMPS,2744,Small Cap
510,KPIT Technologies Limited,INE836A01035,KPIT,KPIT,2733,Small Cap
511,Future Supply Chain Solutions Limited,INE935Q01015,FSC,FSC,2729,Small Cap
512,Sequent Scientific Limited,INE807F01027,SEQUENT,SEQUENT,2728,Small Cap
513,"Bannari Amman Sugars Ltd.,",INE459A01010,BANARISUG,BANARISUG,2715,Small Cap
514,IL&FS Transportation Networks Limited,INE975G01012,IL&FSTRANS,IL&FSTRANS,2706,Small Cap
515,GATEWAY DISTRIPARKS LTD.,INE852F01015,GDL,GDL,2692,Small Cap
516,Vesuvius India Ltd.,INE386A01015,VESUVIUS,VESUVIUS,2683,Small Cap
517,GTL Infrastructure Limited,INE221H01019,GTLINFRA,GTLINFRA,2662,Small Cap
518,GIC Housing Finance Ltd.,INE289B01019,GICHSGFIN,GICHSGFIN,2657,Small Cap
519,Firstsource Solutions Ltd.,INE684F01012,FSL,FSL,2645,Small Cap
520,Gabriel India Ltd.,INE524A01029,GABRIEL,GABRIEL,2640,Small Cap
521,"Sudarshan Chemical Indus. Ltd.,",INE659A01023,SUDARSCHEM,SUDARSCHEM,2630,Small Cap
522,Forbes & Company Ltd,INE518A01013,FORBESCO,,2608,Small Cap
523,Radico Khaitan Ltd.,INE944F01028,RADICO,RADICO,2597,Small Cap
524,Rane Holdings Ltd.,INE384A01010,RANEHOLDIN,RANEHOLDIN,2594,Small Cap
525,"TVS Srichakra Ltd.,",INE421C01016,TVSSRICHAK,TVSSRICHAK,2571,Small Cap
526,Ingersoll-Rand (India) Ltd.,INE177A01018,INGERRAND,INGERRAND,2552,Small Cap
527,NOCIL Ltd,INE163A01018,NOCIL,NOCIL,2547,Small Cap
528,Nilkamal Limited,INE310A01015,NILKAMAL,NILKAMAL,2530,Small Cap
529,AstraZeneca Pharma India Ltd.,INE203A01020,ASTRAZEN,ASTRAZEN,2527,Small Cap
530,Swaraj Engines Ltd.,INE277A01016,SWARAJENG,SWARAJENG,2526,Small Cap
531,Eveready Industries India Ltd.,INE128A01029,EVEREADY,EVEREADY,2522,Small Cap
532,Deepak Nitrite Limited,INE288B01029,DEEPAKNI,DEEPAKNTR,2515,Small Cap
533,Simplex Infrastructures Limited,INE059B01024,SIMPLEXINF,SIMPLEXINF,2511,Small Cap
534,GOCL Corporation Limited,INE077F01035,GOCLCORP,GOCLCORP,2496,Small Cap
535,PTC India Financial Services Limited,INE560K01014,PFS,PFS,2487,Small Cap
536,Capacit'e Infraprojects Limited,INE264T01014,CAPACITE,CAPACITE,2485,Small Cap
537,Tamil Nadu Newsprint And Papers Ltd,INE107A01015,TNPL,TNPL,2483,Small Cap
538,"Siyaram Silk Mills Ltd.,",INE076B01028,SIYSIL,SIYSIL,2482,Small Cap
539,"Unichem Laboratories Ltd.,",INE351A01035,UNICHEMLAB,UNICHEMLAB,2475,Small Cap
540,J.B. Chemicals & Pharmaceuticals Lt,INE572A01028,JBCHEPHARM,JBCHEPHARM,2472,Small Cap
541,Inox Leisure Limited,INE312H01016,INOXLEISUR,INOXLEISUR,2466,Small Cap
542,"Indian Hume Pipe Co. Ltd.,",INE323C01030,INDIANHUME,INDIANHUME,2457,Small Cap
543,Indo Count Industries Ltd,INE483B01026,ICIL,ICIL,2455,Small Cap
544,GHCL Ltd.,INE539A01019,GHCL,GHCL,2440,Small Cap
545,V-Mart Retail Limited,INE665J01013,VMART,VMART,2436,Small Cap
546,Shalby Limited,INE597J01018,SHALBY,SHALBY,2371,Small Cap
547,KEI Industries Ltd.,INE878B01027,KEI,KEI,2367,Small Cap
548,BLS International Services Ltd,INE153T01027,BLS,BLS,2366,Small Cap
549,Dollar Industries Ltd.,INE325C01035,,DOLLAR,2366,Small Cap
550,Skipper Limited,INE439E01022,SKIPPER,SKIPPER,2364,Small Cap
551,Nava Bharat Ventures Ltd,INE725A01022,NBVENTURES,NBVENTURES,2359,Small Cap
552,HealthCare Global Enterprises Limited,INE075I01017,HCG,HCG,2346,Small Cap
553,Greenlam Industries Ltd,INE544R01013,GRNLAMIND,GREENLAM,2343,Small Cap
554,Suven Life Sciences Ltd.,INE495B01038,SUVEN,SUVEN,2340,Small Cap
555,Sanghi Industries Ltd.,INE999B01013,SANGHIIND,SANGHIIND,2321,Small Cap
556,Mahindra Lifespace Developers Ltd.,INE813A01018,MAHLIFE,MAHLIFE,2305,Small Cap
557,"Jamna Auto Industries Ltd.,",INE039C01032,JAMNAAUTO,JAMNAAUTO,2300,Small Cap
558,Ramco Industries Ltd,INE614A01028,RAMCOIND,RAMCOIND,2294,Small Cap
559,HMT Limited,INE262A01018,HMT,HMT,2292,Small Cap
560,Puravankara Limited,INE323I01011,PURVA,PURVA,2289,Small Cap
561,Future Enterprises Limited,INE623B01027,FEL,FEL,2273,Small Cap
562,Orient Paper & Industries Ltd.,INE592A01026,ORIENTPPR,ORIENTPPR,2266,Small Cap
563,Triveni Engineering & Industries Ltd,INE256C01024,TRIVENI,TRIVENI,2256,Small Cap
564,Jaypee Infratech Limited,INE099J01015,JPINFRATEC,JPINFRATEC,2246,Small Cap
565,Transport Corporation of India Ltd,INE688A01022,TCI,TCI,2236,Small Cap
566,Texmaco Rail & Engineering Limited,INE621L01012,TEXRAIL,TEXRAIL,2234,Small Cap
567,Siti Networks Limited,INE965H01011,SITINET,SITINET,2220,Small Cap
568,"Tinplate Company of India Ltd.,",INE422C01014,TINPLATE,TINPLATE,2217,Small Cap
569,HT Media Ltd,INE501G01024,HTMEDIA,HTMEDIA,2205,Small Cap
570,Sona Koyo Steering Systems Ltd.,INE643A01035,SONASTEER,SONASTEER,2195,Small Cap
571,Kewal Kiran Clothing Ltd.,INE401H01017,KKCL,KKCL,2191,Small Cap
572,Tide Water Oil (India) Ltd.,INE484C01022,TIDEWATER,TIDEWATER,2185,Small Cap
573,Meghmani Organics Ltd.,INE974H01013,MEGH,MEGH,2180,Small Cap
574,WHEELS INDIA LTD,INE715A01015,WHEELS,WHEELS,2165,Small Cap
575,Surabhi Chemicals & Investments Ltd,INE401F01037,SURCHIN,,2150,Small Cap
576,Music Broadcast Limited,INE919I01016,RADIOCITY,RADIOCITY,2145,Small Cap
577,Indoco Remedies Ltd.,INE873D01024,INDOCO,INDOCO,2136,Small Cap
578,Poly Medicure Ltd,INE205C01021,POLYMED,POLYMED,2131,Small Cap
579,Welspun Enterprises Limited,INE625G01013,WELENT,WELENT,2123,Small Cap
580,Parag Milk Foods Limited,INE883N01014,PARAGMILK,PARAGMILK,2119,Small Cap
581,Jai Corp Limited,INE070D01027,JAICORPLTD,JAICORPLTD,2117,Small Cap
582,Pilani Investment And Industries Corporation Limited,INE417C01014,PILANIINVS,PILANIINVS,2117,Small Cap
583,Ahluwalia Contracts (India) Ltd,INE758C01029,AHLUCONT,AHLUCONT,2113,Small Cap
584,GVK Power & Infrastructure Ltd,INE251H01024,GVKPIL,GVKPIL,2103,Small Cap
585,"Borosil Glass Works Ltd.,",INE666D01022,BOROSIL,,2100,Small Cap
586,Accelya Kale Solutions Limitd,INE793A01012,KALECONSUL,ACCELYA,2094,Small Cap
587,"Kirloskar Brothers Ltd.,",INE732A01036,KIRLOSBROS,KIRLOSBROS,2088,Small Cap
588,TCI Express Limited,INE586V01016,TCIEXP,TCIEXP,2085,Small Cap
589,ramkrishna forgings Ltd.,INE399G01015,RKFORGE,RKFORGE,2063,Small Cap
590,Take Solutions Ltd,INE142I01023,TAKE,TAKE,2063,Small Cap
591,"Garware Wall Ropes Ltd.,",INE276A01018,GARWALLROP,GARWALLROP,2058,Small Cap
592,Greencrest Financial Services Limited,INE414C01029,GREENCREST,,2043,Small Cap
593,Excel Crop Care Ltd.,INE223G01017,EXCELCROP,EXCELCROP,2032,Small Cap
594,Jindal South West Holdings Limited,INE824G01012,JSWHL,JSWHL,2026,Small Cap
595,Wonderla Holidays Limited,INE066O01014,WONDERLA,WONDERLA,2021,Small Cap
596,"Nirlon Limited,",INE910A01012,NIRLON,,2005,Small Cap
597,Gujarat Industries Power Co. Ltd,INE162A01010,GIPCL,GIPCL,1993,Small Cap
598,ZUARI AGRO CHEMICALS LIMITED,INE840M01016,ZUARI,ZUARI,1992,Small Cap
599,Eros International Media Limited,INE416L01017,EROSMEDIA,EROSMEDIA,1982,Small Cap
600,PUNJAB & SIND BANK,INE608A01012,PSB,PSB,1980,Small Cap
601,Jindal Worldwide Ltd.,INE247D01021,JINDWORLD,JINDWORLD,1975,Small Cap
602,Huhtamaki PPL Limited,INE275B01026,PAPERPROD,PAPERPROD,1973,Small Cap
603,Matrimony.com Limited,INE866R01028,MATRIMONY,MATRIMONY,1971,Small Cap
604,"Goodyear India Ltd.,",INE533A01012,GOODYEAR,,1969,Small Cap
605,Shriram EPC Limited,INE964H01014,SEPC,SHRIRAMEPC,1962,Small Cap
606,"Prakash Industries Ltd.,",INE603A01013,PRAKASH,PRAKASH,1962,Small Cap
