sr_no,name,isin,bse_symbol,nse_symbol,avg_mcap,captype
275,DEEPAK NITRITE LIMITED,INE288B01029,DEEPAKNI,DEEPAKNTR,6146,Small Cap
276,MULTI COMMODITY EXCHANGE OF INDIA LTD,INE745G01035,MCX,,6102,Small Cap
277,EDELWEISS FINANCIAL SERVICES LTD.,INE532F01054,EDELWEISS,EDELWEISS,6040,Small Cap
278,GRINDWELL NORTON LTD.,INE536A01023,GRINDWELL,GRINDWELL,6014,Small Cap
279,FINOLEX INDUSTRIES LTD.,INE183A01016,FINOLEXIND,FINPIPE,5893,Small Cap
280,CHAMBAL FERTILISERS & CHEMICALS LTD,INE085A01013,CHAMBLFERT,CHAMBLFERT,5873,Small Cap
281,HOUSING &URBAN DEVELOPMENT CORPORATION LTD.,INE031A01017,HUDCO,HUDCO,5758,Small Cap
282,KIOCL LIMITED,INE880L01014,KIOCL,KIOCL,5743,Small Cap
283,"GODFREY PHILLIPS INDIA LTD.,",INE260B01028,GODFRYPHLP,GODFRYPHLP,5720,Small Cap
284,EIH LTD,INE230A01023,EIHOTEL,EIHOTEL,5615,Small Cap
285,BLUE DART EXPRESS LTD.,INE233B01017,BLUEDART,BLUEDART,5525,Small Cap
286,WESTLIFE DEVELOPMENT LTD,INE274F01020,WESTLIFE,,5516,Small Cap
287,QUESS CORP LIMITED,INE615P01015,QUESS,QUESS,5512,Small Cap
288,"VST INDUSTRIES LTD.,",INE710A01016,VSTIND,VSTIND,5478,Small Cap
289,ESSEL PROPACK LTD.,INE255A01020,ESSELPRO,ESSELPACK,5476,Small Cap
290,KRBL LTD.,INE001B01026,KRBL,KRBL,5356,Small Cap
291,TATA ELXSI LTD,INE670A01012,TATAELXSI,TATAELXSI,5242,Small Cap
292,INDIAN BANK,INE562A01011,INDIANB,INDIANB,5145,Small Cap
293,"CARBORUNDUM UNIVERSAL LTD.,",INE120A01034,CARBORUNIV,CARBORUNIV,5114,Small Cap
294,LINDE INDIA LIMITED,INE473A01011,LINDEINDIA,LINDEINDIA,5075,Small Cap
295,DIXON TECHNOLOGIES (INDIA) LIMITED,INE935N01012,DIXON,DIXON,5045,Small Cap
296,FUTURE LIFESTYLE FASHIONS LIMITED,INE452O01016,FLFL,FLFL,5030,Small Cap
297,GALAXY SURFACTANTS LIMITED,INE600K01018,GALAXYSURF,GALAXYSURF,5027,Small Cap
298,RATNAMANI METALS & TUBES LTD,INE703B01027,RATNAMANI,RATNAMANI,4974,Small Cap
299,INDIAN ENERGY EXCHANGE LIMITED,INE022Q01020,IEX,IEX,4952,Small Cap
300,"CAN FIN HOMES LTD.,",INE477A01020,CANFINHOME,CANFINHOME,4922,Small Cap
301,DCM SHRIRAM LIMITED,INE499A01024,DCMSHRIRAM,DCMSHRIRAM,4921,Small Cap
302,SPANDANA SPHOORTY FINANCIAL LIMITED,INE572J01011,SPANDANA,SPANDANA,4871,Small Cap
303,PNB HOUSING FINANCE LIMITED,INE572E01012,PNBHOUSING,PNBHOUSING,4867,Small Cap
304,ASAHI INDIA GLASS LTD.,INE439A01020,ASAHIINDIA,ASAHIINDIA,4783,Small Cap
305,ENGINEERS INDIA LTD.,INE510A01028,ENGINERSIN,ENGINERSIN,4739,Small Cap
306,VARDHMAN TEXTILES LIMTED,INE825A01012,VTL,VTL,4713,Small Cap
307,CHALET HOTELS LIMITED,INE427F01016,CHALET,CHALET,4694,Small Cap
308,PERSISTENT SYSTEMS LIMITED,INE262H01013,PERSISTENT,PERSISTENT,4644,Small Cap
309,GUJARAT FLUOROCHEMICALS LIMITED,INE09N301011,FLUOROCHEM,FLUOROCHEM,4635,Small Cap
310,LAURUS LABS LIMITED,INE947Q01010,LAURUSLABS,LAURUSLABS,4632,Small Cap
311,BHARAT DYNAMICS LIMITED,INE171Z01018,BDL,BDL,4606,Small Cap
312,"V.I.P. INDUSTRIES LTD.,",INE054A01027,VIPIND,VIPIND,4567,Small Cap
313,RADICO KHAITAN LTD.,INE944F01028,RADICO,RADICO,4565,Small Cap
314,GMM PFAUDLER LTD.,INE541A01023,GMM,GMMPFAUDLR,4552,Small Cap
315,MAHINDRA CIE AUTOMOTIVE LIMITED,INE536H01010,MAHINDCIE,MAHINDCIE,4525,Small Cap
316,SITAL LEASING AND FINANCE LIMITED,INE341O01029,,,4523,Small Cap
317,BASF INDIA LTD,INE373A01013,BASF,BASF,4502,Small Cap
318,JYOTHY LABS LIMITED,INE668F01031,JYOTHYLAB,JYOTHYLAB,4501,Small Cap
319,J.B. CHEMICALS & PHARMACEUTICALS LT,INE572A01028,JBCHEPHARM,JBCHEPHARM,4500,Small Cap
320,"FINOLEX CABLES LTD.,",INE235A01022,FINCABLES,FINCABLES,4500,Small Cap
321,"CENTURY TEXTILES & INDUSTRIES LTD.,",INE055A01016,CENTURYTEX,CENTURYTEX,4484,Small Cap
322,NBCC (INDIA) LIMITED,INE095N01031,NBCC,NBCC,4459,Small Cap
323,KALPATARU POWER TRANSMISSION LTD.,INE220B01022,KALPATPOWR*,KALPATPOWR,4426,Small Cap
324,BIRLA CORPORATION LTD.,INE340A01012,BIRLACORPN,BIRLACORPN,4426,Small Cap
325,GRAPHITE INDIA LTD.,INE371A01025,GRAPHITE,GRAPHITE,4321,Small Cap
326,ORIENT ELECTRIC LIMITED,INE142Z01019,ORIENTELEC,ORIENTELEC,4273,Small Cap
327,MAS FINANCIAL SERVICES LIMITED,INE348L01012,MASFIN,MASFIN,4209,Small Cap
328,RALLIS INDIA LTD,INE613A01020,RALLIS,RALLIS,4206,Small Cap
329,DILIP BUILDCON LIMITED,INE917M01012,DBL,DBL,4162,Small Cap
330,"BAJAJ ELECTRICALS LTD.,",INE193E01025,BAJAJELEC,BAJAJELEC,4155,Small Cap
331,GRANULES INDIA LTD.,INE101D01020,GRANULES,GRANULES,4143,Small Cap
332,AMBER ENTERPRISES INDIA LIMITED,INE371P01015,AMBER,AMBER,4128,Small Cap
333,RAIL VIKAS NIGAM LIMITED,INE415G01027,RVNL,RVNL,4125,Small Cap
334,IRCON INTERNATIONAL LTD,INE962Y01021,IRCON,IRCON,4120,Small Cap
335,STERLITE TECHNOLOGIES LIMITED.,INE089C01029,STRTECH*,STRTECH,4096,Small Cap
336,FDC LTD.,INE258B01022,FDC,FDC,4021,Small Cap
337,APL APOLLO TUBES LIMITED,INE702C01019,APLAPOLLO,APLAPOLLO,4010,Small Cap
338,COCHIN SHIPYARD LIMITED,INE704P01017,COCHINSHIP,COCHINSHIP,3961,Small Cap
339,SUNTECK REALTY LTD,INE805D01034,SUNTECK,SUNTECK,3958,Small Cap
340,TV18 BROADCAST LTD.,INE886H01027,TV18BRDCST,TV18BRDCST,3951,Small Cap
341,SUVEN PHARMACEUTICALS LIMITED,INE03QK01018,SUVENPHAR,SUVENPHAR,3944,Small Cap
342,NESCO LTD,INE317F01035,NESCO,NESCO,3936,Small Cap
343,HEIDELBERGCEMENT  INDIA LIMITED,INE578A01017,HEIDELBERG,HEIDELBERG,3919,Small Cap
344,"TATA INVESTMENT CORPORATION LTD.,",INE672A01018,TATAINVEST,TATAINVEST,3915,Small Cap
345,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,INE232I01014,SPARC,SPARC,3880,Small Cap
346,IDFC LIMITED,INE043D01016,IDFC,IDFC,3847,Small Cap
347,AFFLE (INDIA) LIMITED,INE00WC01019,AFFLE,AFFLE,3844,Small Cap
348,SPICEJET LIMITED,INE285B01017,SPICEJET,,3841,Small Cap
349,PNC INFRATECH LIMITED,INE195J01029,PNCINFRA,PNCINFRA,3781,Small Cap
350,IIFL FINANCE LIMITED ,INE530B01024,IIFL,IIFL,3745,Small Cap
351,VAKRANGEE LIMITED,INE051B01021,VAKRANGEE,VAKRANGEE,3738,Small Cap
352,DCB BANK LIMITED,INE503A01015,DCBBANK,DCBBANK,3722,Small Cap
353,GE POWER INDIA LIMITED,INE878A01011,GEPIL,GEPIL,3711,Small Cap
354,REDINGTON (INDIA) LTD.,INE891D01026,REDINGTON,REDINGTON,3699,Small Cap
355,HATHWAY CABLE & DATACOM LIMITED,INE982F01036,HATHWAY,HATHWAY,3671,Small Cap
356,STRIDES PHARMA SCIENCE LIMITED,INE939A01011,STAR,STAR,3654,Small Cap
357,MISHRA DHATU NIGAM LIMITED,INE099Z01011,MIDHANI,MIDHANI,3630,Small Cap
358,VARROC ENGINEERING LIMITED,INE665L01035,VARROC,VARROC,3621,Small Cap
359,"GREAT EASTERN SHIPPING CO. LTD.,",INE017A01032,GESHIP,GESHIP,3600,Small Cap
360,"CEAT LTD.,",INE482A01020,CEATLTD,CEATLTD,3588,Small Cap
361,K.P.R. MILL LTD.,INE930H01023,KPRMILL,KPRMILL,3578,Small Cap
362,"MAHARASHTRA SCOOTERS LTD.,",INE288A01013,MAHSCOOTER,MAHSCOOTER,3568,Small Cap
363,WELSPUN INDIA LTD,INE192B01031,WELSPUNIND,WELSPUNIND,3533,Small Cap
364,SUNDARAM CLAYTON LTD.,INE105A01035,SUNCLAYLTD,SUNCLAYLTD,3520,Small Cap
365,CYIENT LIMITED,INE136B01020,CYIENT,CYIENT,3512,Small Cap
366,ABB POWER PRODUCTS AND SYSTEMS INDIA LIMITED,INE07Y701011,POWERINDIA,POWERINDIA,3448,Small Cap
367,TEAMLEASE SERVICES LIMITED,INE985S01024,TEAMLEASE,TEAMLEASE,3425,Small Cap
368,BRIGADE ENTERPRISES LIMITED,INE791I01019,BRIGADE,BRIGADE,3420,Small Cap
369,GUJARAT PIPAVAV PORT LIMITED,INE517F01014,GPPL,GPPL,3407,Small Cap
370,HEG LTD.,INE545A01016,HEG,HEG,3406,Small Cap
371,"E.I.D. PARRY (INDIA) LTD.,",INE126A01031,EIDPARRY,EIDPARRY,3375,Small Cap
372,INFIBEAM AVENUES LIMITED,INE483S01020,INFIBEAM,INFIBEAM,3349,Small Cap
373,KEI INDUSTRIES LTD.,INE878B01027,KEI,KEI,3348,Small Cap
374,GULF OIL LUBRICANTS INDIA LIMITED,INE635Q01029,GULFOILLUB,GULFOILLUB,3336,Small Cap
375,STAR CEMENT LIMITED,INE460H01021,STARCEMENT,STARCEMENT,3332,Small Cap
376,KNR CONSTRUCTIONS LIMITED,INE634I01029,KNRCON,KNRCON,3293,Small Cap
377,V-MART RETAIL LIMITED,INE665J01013,VMART,VMART,3292,Small Cap
378,MOIL LIMITED,INE490G01020,MOIL,MOIL,3266,Small Cap
379,"ALKYL AMINES CHEMICALS LTD.,",INE150B01021,ALKYLAMINE,ALKYLAMINE,3228,Small Cap
380,VAIBHAV GLOBAL LTD,INE884A01019,VAIBHAVGBL,VAIBHAVGBL,3196,Small Cap
381,INOX LEISURE LIMITED,INE312H01016,INOXLEISUR,INOXLEISUR,3174,Small Cap
382,DELTA CORP LIMITED,INE124G01033,DELTACORP*,DELTACORP,3115,Small Cap
383,JK LAKSHMI CEMENT LIMITED,INE786A01032,JKLAKSHMI,JKLAKSHMI,3114,Small Cap
384,"INDIA CEMENTS LTD.,",INE383A01012,INDIACEM,INDIACEM,3099,Small Cap
385,"LAKSHMI MACHINE WORKS LTD.,",INE269B01029,LAXMIMACH,LAXMIMACH,3097,Small Cap
386,CERA SANITARYWARE LTD.,INE739E01017,CERA,CERA,3079,Small Cap
387,SHILPA MEDICARE LTD.,INE790G01031,SHILPAMED,SHILPAMED,3076,Small Cap
388,KAMA HOLDINGS LIMITED,INE411F01010,KAMAHOLD,,3074,Small Cap
389,UJJIVAN FINANCIAL SERVICES LIMITED,INE334L01012,UJJIVAN,UJJIVAN,3072,Small Cap
390,STERLING AND WILSON SOLAR LIMITED,INE00M201021,SWSOLAR,SWSOLAR,3013,Small Cap
391,OMAXE LIMITED,INE800H01010,OMAXE,OMAXE,3008,Small Cap
392,CAPRI GLOBAL CAPITAL LIMITED,INE180C01026,CGCL,CGCL,2983,Small Cap
393,LUX INDUSTRIES LIMITED,INE150G01020,LUXIND,LUXIND,2982,Small Cap
394,GARWARE TECHNICAL FIBRES LIMITED,INE276A01018,GARFIBRES,GARFIBRES,2981,Small Cap
395,WELSPUN CORP LIMITED,INE191B01025,WELCORP,WELCORP,2969,Small Cap
396,HINDUSTAN COPPER LTD.,INE531E01026,HINDCOPPER,HINDCOPPER,2952,Small Cap
397,WOCKHARDT LTD,INE049B01025,WOCKPHARMA,WOCKPHARMA,2945,Small Cap
398,CENTURY PLYBOARDS (INDIA) LTD.,INE348B01021,CENTURYPLY,CENTURYPLY,2945,Small Cap
399,INDIABULLS REAL ESTATE LIMITED,INE069I01010,IBREALEST,IBREALEST,2944,Small Cap
400,BEML LTD,INE258A01016,BEML,BEML,2943,Small Cap
401,BALRAMPUR CHINI MILLS LTD.,INE119A01028,BALRAMCHIN,BALRAMCHIN,2887,Small Cap
402,TRIDENT LTD,INE064C01022,TRIDENT,TRIDENT,2872,Small Cap
403,KARUR VYSYA BANK LTD.,INE036D01028,KARURVYSYA,KARURVYSYA,2861,Small Cap
404,"SUDARSHAN CHEMICAL INDUS. LTD.,",INE659A01023,SUDARSCHEM,SUDARSCHEM,2856,Small Cap
405,THYROCARE TECHNOLOGIES LIMITED,INE594H01019,THYROCARE,THYROCARE,2844,Small Cap
406,RAIN INDUSTRIES LIMITED,INE855B01025,RAIN,RAIN,2834,Small Cap
407,TCNS CLOTHING CO. LIMITED,INE778U01029,TCNSBRANDS,TCNSBRANDS,2832,Small Cap
408,"ELGI EQUIPMENTS LTD.,",INE285A01027,ELGIEQUIP,ELGIEQUIP,2832,Small Cap
409,FUTURE CONSUMER LIMITED,INE220J01025,FCONSUMER,FCONSUMER,2804,Small Cap
410,LEMON TREE HOTELS LIMITED,INE970X01018,LEMONTREE,LEMONTREE,2801,Small Cap
411,ZENSAR TECHNOLOGIES LTD.,INE520A01027,ZENSARTECH,ZENSARTECH,2800,Small Cap
412,JUST DIAL LIMITED,INE599M01018,JUSTDIAL,JUSTDIAL,2778,Small Cap
413,BHARAT RASAYAN LIMITED,INE838B01013,BHARATRAS,BHARATRAS,2776,Small Cap
414,KAVERI SEED COMPANY LTD,INE455I01029,KSCL,KSCL,2771,Small Cap
415,SWAN ENERGY LTD.,INE665A01038,SWANENERGY,SWANENERGY,2763,Small Cap
416,IRB INFRASTRUCTURE DEVELOPERS LIMITED,INE821I01014,IRB,IRB,2744,Small Cap
417,CCL PRODUCTS (INDIA) LTD.,INE421D01022,CCL,CCL,2742,Small Cap
418,NETWORK 18 MEDIA & INVESTMENTS LIMITED,INE870H01013,NETWORK18,NETWORK18,2740,Small Cap
419,ALOK INDUSTRIES LTD.,INE270A01029,ALOKTEXT,ALOKINDS,2713,Small Cap
420,GE T&D INDIA LIMITED,INE200A01026,GET&D,GET&D,2701,Small Cap
421,TCI EXPRESS LIMITED,INE586V01016,TCIEXP,TCIEXP,2701,Small Cap
422,SONATA SOFTWARE LTD.,INE269A01021,SONATSOFTW,SONATSOFTW,2687,Small Cap
423,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,INE285K01026,TECHNOE,TECHNOE,2636,Small Cap
424,SOBHA LIMITED,INE671H01015,SOBHA,SOBHA,2610,Small Cap
425,CSB BANK LIMITED,INE679A01013,CSBBANK,CSBBANK,2599,Small Cap
426,CENTRAL DEPOSITORY SERVICES (INDIA) LTD.,INE736A01011,,CDSL,2586,Small Cap
427,FIRSTSOURCE SOLUTIONS LTD.,INE684F01012,FSL,FSL,2585,Small Cap
428,RAYMOND LIMITED,INE301A01014,RAYMOND,RAYMOND,2578,Small Cap
429,"TASTY BITE EATABLES LTD.,",INE488B01017,TASTYBIT,TASTYBITE,2569,Small Cap
430,INDOSTAR CAPITAL FINANCE LIMITED,INE896L01010,INDOSTAR,INDOSTAR,2561,Small Cap
431,ICRA LIMITED,INE725G01011,ICRA,ICRA,2553,Small Cap
432,FEDERAL-MOGUL GOETZE (INDIA) LTD,INE529A01010,FMGOETZE,FMGOETZE,2537,Small Cap
433,BAJAJ CONSUMER CARE LIMITED,INE933K01021,BAJAJCON,BAJAJCON,2518,Small Cap
434,TRIVENI TURBINE LIMITED,INE152M01016,TRITURBINE,TRITURBINE,2503,Small Cap
435,"GUJARAT ALKALIS & CHEMICALS LTD.,",INE186A01019,GUJALKALI,GUJALKALI,2482,Small Cap
436,"MMTC LTD.,",INE123F01029,MMTC,MMTC,2478,Small Cap
437,EQUITAS HOLDINGS LIMITED,INE988K01017,EQUITAS,EQUITAS,2465,Small Cap
438,PRISM JOHNSON LIMITED.,INE010A01011,PRSMJOHNSN,PRSMJOHNSN,2443,Small Cap
439,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED,INE998I01010,MHRIL,MHRIL,2437,Small Cap
440,TATA STEEL BSL LIMITED,INE824B01021,TATASTLBSL,TATASTLBSL,2415,Small Cap
441,DEN NETWORKS LIMITED,INE947J01015,DEN,DEN,2402,Small Cap
442,GUJARAT NARMADA VALLEY FERT.CO.LTD,INE113A01013,GNFC,GNFC,2391,Small Cap
443,SHOPPERS STOP LTD,INE498B01024,SHOPERSTOP,SHOPERSTOP,2380,Small Cap
444,GREAVES COTTON LTD.,INE224A01026,GREAVESCOT,GREAVESCOT,2376,Small Cap
445,CAPLIN POINT LABORATORIES LTD.,INE475E01026,CAPPL,CAPLIPOINT,2358,Small Cap
446,POLY MEDICURE LTD,INE205C01021,POLYMED,POLYMED,2343,Small Cap
447,DHANUKA AGRITECH LTD.,INE435G01025,DHANUKA,DHANUKA,2310,Small Cap
448,RASHTRIYA CHEMICALS & FERTILIZERS LIMITED,INE027A01015,RCF,RCF,2298,Small Cap
449,MAHINDRA LOGISTICS LIMITED,INE766P01016,MAHLOG,MAHLOG,2297,Small Cap
450,HAWKINS COOKER LTD.,INE979B01015,HAWKINCOOK,,2289,Small Cap
451,SHIPPING CORPORATION OF INDIA LTD,INE109A01011,SCI,SCI,2281,Small Cap
452,GUJARAT STATE FERTILIZERS & CHEM.LTD,INE026A01025,GSFC,GSFC,2264,Small Cap
453,RESPONSIVE INDUSTRIES LTD,INE688D01026,RESPONIND,RESPONIND,2255,Small Cap
454,"NIRLON LIMITED,",INE910A01012,NIRLON,,2251,Small Cap
455,ORIENT REFRACTORIES LTD.,INE743M01012,ORIENTREF,ORIENTREF,2201,Small Cap
456,JSW HOLDINGS LIMITED,INE824G01012,JSWHL,JSWHL,2189,Small Cap
457,SUPRAJIT ENGINEERING LTD.,INE399C01030,SUPRAJIT,SUPRAJIT,2165,Small Cap
458,SURABHI CHEMICALS & INVESTMENTS LTD,INE401F01037,SURCHIN,,2150,Small Cap
459,JINDAL SAW LTD.,INE324A01024,JINDALSAW,JINDALSAW,2148,Small Cap
460,ALLCARGO LOGISTICS LTD,INE418H01029,ALLCARGO,ALLCARGO,2135,Small Cap
461,HIMADRI SPECIALITY CHEMICAL LTD.,INE019C01026,HSCL,HSCL,2129,Small Cap
462,ISGEC HEAVY ENGINEERING LIMITED,INE858B01029,ISGEC,,2128,Small Cap
463,BIRLASOFT LIMITED,INE836A01035,BSOFT,BSOFT,2115,Small Cap
464,ASHOKA BUILDCON LIMITED,INE442H01029,ASHOKA,ASHOKA,2102,Small Cap
465,NCC LIMITED,INE868B01028,NCC,NCC,2089,Small Cap
466,"CITURGIA BIOCHEMICALS LTD.,",INE795B01031,CITURGIA,,2089,Small Cap
467,ESAB INDIA LTD.,INE284A01012,ESABINDIA,ESABINDIA,2011,Small Cap
468,INDOCO REMEDIES LTD.,INE873D01024,INDOCO,INDOCO,2011,Small Cap
469,SEQUENT SCIENTIFIC LIMITED,INE807F01027,SEQUENT,SEQUENT,2010,Small Cap
470,INGERSOLL-RAND (INDIA) LTD.,INE177A01018,INGERRAND,INGERRAND,2010,Small Cap
471,VESUVIUS INDIA LTD.,INE386A01015,VESUVIUS,VESUVIUS,1986,Small Cap
472,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,INE839M01018,SCHNEIDER,SCHNEIDER,1972,Small Cap
473,KSB LIMITED,INE999A01015,KSB,KSB,1968,Small Cap
474,EMRALD COMMERCIAL LIMITED,INE162D01014,,,1948,Small Cap
475,MAX INDIA LTD.,INE153U01017,MAXINDIA,,1947,Small Cap
476,BSE LTD.,INE118H01025,,BSE,1939,Small Cap
477,FAIRCHEM SPECIALITY LIMITED,INE959A01019,FAIRCHEM,FAIRCHEM,1936,Small Cap
478,ELANTAS BECK INDIA LTD,INE280B01018,ELANTAS,,1934,Small Cap
479,LA OPALA RG LTD.,INE059D01020,LAOPALA,LAOPALA,1923,Small Cap
480,GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,INE382Z01011,GRSE,GRSE,1909,Small Cap
481,MAHARASHTRA SEAMLESS LTD.,INE271B01025,MAHSEAMLES,MAHSEAMLES,1878,Small Cap
482,"GOODYEAR INDIA LTD.,",INE533A01012,GOODYEAR,,1871,Small Cap
483,JK PAPER LTD.,INE789E01012,JKPAPER*,JKPAPER,1871,Small Cap
484,ECLERX SERVICES LIMITED,INE738I01010,ECLERX,ECLERX,1858,Small Cap
485,KPIT TECHNOLOGIES LTD,INE04I401011,KPITTECH,KPITTECH,1857,Small Cap
486,KENNAMETAL INDIA LIMTIED,INE717A01029,KENNAMET,,1844,Small Cap
487,IFB INDUSTRIES LIMITED,INE559A01017,IFBIND,IFBIND,1843,Small Cap
488,INDIA TOURISM DEVELOPMENT CORPORATI,INE353K01014,ITDC,ITDC,1834,Small Cap
489,MINDA CORPORATION LIMITED,INE842C01021,MINDACORP,MINDACORP,1832,Small Cap
490,GREENLAM INDUSTRIES LTD,INE544R01013,GRNLAMIND,GREENLAM,1803,Small Cap
491,VRL LOGISTICS LIMITED,INE366I01010,VRLLOG,VRLLOG,1801,Small Cap
492,NILKAMAL LIMITED,INE310A01015,NILKAMAL,NILKAMAL,1789,Small Cap
493,"BALMER LAWRIE & CO. LTD.,",INE164A01016,BALMLAWRIE,BALMLAWRIE,1781,Small Cap
494,NAVNEET EDUCATION LIMITED,INE060A01024,NAVNETEDUL,NAVNETEDUL,1775,Small Cap
495,ADVANCED ENZYME TECHNOLOGIES LIMITED,INE837H01020,ADVENZYMES,ADVENZYMES,1727,Small Cap
496,VENKY'S (INDIA) LTD.,INE398A01010,VENKYS,VENKEYS,1723,Small Cap
497,KIRLOSKAR OIL ENGINES LIMITED,INE146L01010,KIRLOSENG,KIRLOSENG,1714,Small Cap
498,SHARDA CROPCHEM LIMITED,INE221J01015,SHARDACROP,SHARDACROP,1702,Small Cap
499,HUHTAMAKI PPL LIMITED,INE275B01026,PAPERPROD,PAPERPROD,1701,Small Cap
500,D.B.CORP LIMITED,INE950I01011,DBCORP,DBCORP,1694,Small Cap
501,AARTI DRUGS LIMITED,INE767A01016,AARTIDRUGS,AARTIDRUGS,1686,Small Cap
502,HFCL LIMITED,INE548A01028,HFCL,HFCL,1684,Small Cap
503,JINDAL STAINLESS LIMITED,INE220G01021,JSL,JSL,1679,Small Cap
504,"PHILLIPS CARBON BLACK LTD.,",INE602A01023,PHILIPCARB,PHILIPCARB,1673,Small Cap
505,ARVIND FASHIONS LIMITED,INE955V01021,ARVINDFASN,ARVINDFASN,1612,Small Cap
506,VALIANT ORGANICS LIMITED,INE565V01010,VALIANTORG,,1611,Small Cap
507,KARNATAKA BANK LTD.,INE614B01018,KTKBANK,KTKBANK,1610,Small Cap
508,AHLUWALIA CONTRACTS (INDIA) LTD,INE758C01029,AHLUCONT,AHLUCONT,1608,Small Cap
509,JTEKT INDIA LIMITED,INE643A01035,JTEKTINDIA,JTEKTINDIA,1572,Small Cap
510,FORBES & COMPANY LTD,INE518A01013,FORBESCO,,1569,Small Cap
511,TRANSPORT CORPORATION OF INDIA LTD,INE688A01022,TCI,TCI,1564,Small Cap
512,SUPREME PETROCHEM LTD.,INE663A01017,SUPPETRO*,SUPPETRO,1532,Small Cap
513,IOL CHEMICALS & PHARMACEUTICALS LTD,INE485C01011,IOLCP,IOLCP,1522,Small Cap
514,BENGAL & ASSAM COMPANY LIMITED,INE083K01017,BENGALASM,,1520,Small Cap
515,PSP PROJECTS LIMITED,INE488V01015,PSPPROJECT,PSPPROJECT,1509,Small Cap
516,TATA COFFEE LTD,INE493A01027,TATACOFFEE,TATACOFFEE,1501,Small Cap
517,GUJARAT AMBUJA EXPORTS LTD.,INE036B01022,GAEL,GAEL,1494,Small Cap
518,JAGRAN PRAKASHAN LIMITED,INE199G01027,JAGRAN,JAGRAN,1489,Small Cap
519,PRATAAP SNACKS LIMITED,INE393P01035,DIAMONDYD,DIAMONDYD,1487,Small Cap
520,GUJARAT MINERAL DEVELOPMENT CORPORA,INE131A01031,GMDCLTD,GMDCLTD,1485,Small Cap
521,JK TYRE & INDUSTRIES LTD.,INE573A01042,JKTYRE,JKTYRE,1480,Small Cap
522,SUZLON ENERGY LTD.,INE040H01021,SUZLON,SUZLON,1479,Small Cap
523,NOCIL LTD,INE163A01018,NOCIL,NOCIL,1477,Small Cap
524,"POLYPLEX CORPORATION LTD.,",INE633B01018,POLYPLEX*,POLYPLEX,1469,Small Cap
525,DISH TV INDIA LIMITED,INE836F01026,DISHTV,DISHTV,1462,Small Cap
526,NOVARTIS INDIA LIMITED.,INE234A01025,NOVARTIND,,1461,Small Cap
527,PRAJ INDUSTRIES LTD.,INE074A01025,PRAJIND,PRAJIND,1451,Small Cap
528,"THOMAS COOK (INDIA) LTD.,",INE332A01027,THOMASCOOK,THOMASCOOK,1450,Small Cap
529,JAI CORP LIMITED,INE070D01027,JAICORPLTD,JAICORPLTD,1449,Small Cap
530,ACCELYA SOLUTIONS INDIA LIMITED,INE793A01012,ACCELYA,ACCELYA,1443,Small Cap
531,MAHINDRA LIFESPACE DEVELOPERS LTD.,INE813A01018,MAHLIFE,MAHLIFE,1430,Small Cap
532,TATA METALIKS LTD,INE056C01010,TATAMETALI,TATAMETALI,1429,Small Cap
533,KOLTE-PATIL DEVELOPERS LTD,INE094I01018,KOLTEPATIL,KOLTEPATIL,1414,Small Cap
534,SWARAJ ENGINES LTD.,INE277A01016,SWARAJENG,SWARAJENG,1401,Small Cap
535,SOUTH INDIAN BANK LTD.,INE683A01023,SOUTHBANK,SOUTHBANK,1396,Small Cap
536,HIKAL LTD.,INE475B01022,HIKAL,HIKAL,1392,Small Cap
537,GREENPLY INDUSTRIES LTD,INE461C01038,GREENPLY,GREENPLY,1389,Small Cap
538,PRINCE PIPES AND FITTINGS LIMITED,INE689W01016,PRINCEPIPE,PRINCEPIPE,1389,Small Cap
539,TIDE WATER OIL (INDIA) LTD.,INE484C01022,TIDEWATER,TIDEWATER,1387,Small Cap
540,TATA STEEL LONG PRODUCTS LIMITED,INE674A01014,TATASTLLP,TATASTLLP,1386,Small Cap
541,INTELLECT DESIGN ARENA LIMITED,INE306R01017,INTELLECT,INTELLECT,1386,Small Cap
542,FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,INE188A01015,FACT,FACT,1377,Small Cap
543,UFLEX LIMITED,INE516A01017,UFLEX,UFLEX,1377,Small Cap
544,RUPA & COMPANY LIMITED,INE895B01021,RUPA,RUPA,1370,Small Cap
545,AGRO TECH FOODS LTD,INE209A01019,ATFL,ATFL,1364,Small Cap
546,SOLARA ACTIVE PHARMA SCIENCES LIMITED,INE624Z01016,SOLARA,SOLARA,1364,Small Cap
547,ALEMBIC  LTD,INE426A01027,ALEMBICLTD,ALEMBICLTD,1363,Small Cap
548,CARE RATINGS LIMITED,INE752H01013,CARERATING,CARERATING,1362,Small Cap
549,JINDAL STAINLESS (HISAR) LIMITED,INE455T01018,JSLHISAR,JSLHISAR,1362,Small Cap
550,TRIVENI ENGINEERING & INDUSTRIES LTD,INE256C01024,TRIVENI,TRIVENI,1362,Small Cap
551,"BANNARI AMMAN SUGARS LTD.,",INE459A01010,BANARISUG,BANARISUG,1356,Small Cap
