sr_no,name,isin,bse_symbol,nse_symbol,avg_mcap,captype
577,SEQUENT SCIENTIFIC LTD.,INE807F01027,SEQUENT,SEQUENT,1750,Small Cap
578,NATIONAL FERTILIZERS LTD.,INE870D01012,NFL,NFL,1743,Small Cap
579,VINDHYA TELELINKS LTD.,INE707A01012,VINDHYATEL,VINDHYATEL,1742,Small Cap
580,Pilani Investment And Industri,INE417C01014,PILANIINVS,PILANIINVS,1741,Small Cap
581,INDOCO REMEDIES LTD.,INE873D01024,INDOCO,INDOCO,1725,Small Cap
582,Fairchem Speciality Limited,INE959A01019,FAIRCHEM,FAIRCHEM,1725,Small Cap
583,UFLEX LTD.,INE516A01017,UFLEX,UFLEX,1715,Small Cap
584,NOVARTIS INDIA LTD.,INE234A01025,NOVARTIND,,1709,Small Cap
585,OLECTRA GREENTECH LIMITED,INE260D01016,OLECTRA,OLECTRA,1708,Small Cap
586,West Coast Paper Mills Limited,INE976A01021,WSTCSTPAPR,WSTCSTPAPR,1708,Small Cap
587,HealthCare Global Enterprises ,INE075I01017,HCG,HCG,1704,Small Cap
588,SWARAJ ENGINES LTD.,INE277A01016,SWARAJENG,SWARAJENG,1703,Small Cap
589,BLISS GVS PHARMA LTD.,INE416D01022,BLISSGVS,BLISSGVS,1699,Small Cap
590,SHIPPING CORPORATION OF INDIA,INE109A01011,SCI,SCI,1695,Small Cap
591,JINDAL STAINLESS LTD.,INE220G01021,JSL,JSL,1692,Small Cap
592,TVS SRICHAKRA LTD.,INE421C01016,TVSSRICHAK,TVSSRICHAK,1681,Small Cap
593,SIYARAM SILK MILLS LTD.,INE076B01028,SIYSIL,SIYSIL,1677,Small Cap
594,WELSPUN ENTERPRISES LIMTED,INE625G01013,WELENT,WELENT,1674,Small Cap
595,TATA COFFEE LTD.,INE493A01027,TATACOFFEE,TATACOFFEE,1669,Small Cap
596,Sandhar Technologies Limited,INE278H01035,SANDHAR,SANDHAR,1662,Small Cap
597,RANE HOLDINGS LTD.,INE384A01010,RANEHOLDIN,RANEHOLDIN,1657,Small Cap
598,SUBROS LTD.,INE287B01021,SUBROS,SUBROS,1657,Small Cap
599,WONDERLA HOLIDAYS LTD,INE066O01014,WONDERLA,WONDERLA,1651,Small Cap
600,POLYPLEX CORPORATION LTD.,INE633B01018,POLYPLEX,POLYPLEX,1650,Small Cap
601,VA TECH WABAG LTD.,INE956G01038,WABAG,WABAG,1644,Small Cap
602,ALKYL AMINES CHEMICALS LTD.,INE150B01021,ALKYLAMINE,ALKYLAMINE,1630,Small Cap
603,SOMANY CERAMICS LTD.,INE355A01028,SOMANYCERA,SOMANYCERA,1628,Small Cap
604,PSP Projects Limited,INE488V01015,PSPPROJECT,PSPPROJECT,1627,Small Cap
605,NATIONAL PEROXIDE LTD.,INE585A01020,NATPEROX,,1625,Small Cap
606,Tejas Networks Limited,INE010J01012,TEJASNET,TEJASNET,1619,Small Cap
607,Music Broadcast Limited,INE919I01024,RADIOCITY,RADIOCITY,1613,Small Cap
608,PUNJAB & SIND BANK,INE608A01012,PSB,PSB,1606,Small Cap
609,HUHTAMAKI PPL LIMITED,INE275B01026,PAPERPROD,PAPERPROD,1606,Small Cap
610,RAMKRISHNA FORGINGS LTD.,INE399G01015,RKFORGE,RKFORGE,1603,Small Cap
611,SAFARI INDUSTRIES (INDIA) LTD.,INE429E01023,SAFARIND,,1601,Small Cap
612,Capacit'e Infraprojects Limite,INE264T01014,CAPACITE,CAPACITE,1596,Small Cap
613,SAVITA OIL TECHNOLOGIES LTD.,INE035D01012,SOTL,SOTL,1596,Small Cap
614,NIIT LTD.,INE161A01038,NIITLTD,NIITLTD,1590,Small Cap
615,H.G. Infra Engineering Limited,INE926X01010,HGINFRA,HGINFRA,1588,Small Cap
616,HINDUSTAN OIL EXPLORATION CO.L,INE345A01011,HINDOILEXP,HINDOILEXP,1587,Small Cap
617,HAWKINS COOKERS LTD.,INE979B01015,HAWKINCOOK,,1563,Small Cap
618,TATA METALIKS LTD.,INE056C01010,TATAMETALI,TATAMETALI,1562,Small Cap
619,Dollar Industries Limited,INE325C01035,DOLLAR,DOLLAR,1558,Small Cap
620,MAYUR UNIQUOTERS LTD.,INE040D01038,MAYURUNIQ,MAYURUNIQ,1543,Small Cap
621,MEGHMANI ORGANICS LTD.,INE974H01013,MEGH,MEGH,1534,Small Cap
622,KEWAL KIRAN CLOTHING LTD.,INE401H01017,KKCL,KKCL,1530,Small Cap
623,SANGHI INDUSTRIES LTD.,INE999B01013,SANGHIIND,SANGHIIND,1521,Small Cap
624,TRIVENI ENGINEERING & INDUSTRI,INE256C01024,TRIVENI,TRIVENI,1518,Small Cap
625,KIRI INDUSTRIES LTD.,INE415I01015,KIRIINDUS,KIRIINDUS,1512,Small Cap
626,Inox Wind Limited,INE066P01011,INOXWIND,INOXWIND,1511,Small Cap
627,LUMAX INDUSTRIES LTD.,INE162B01018,LUMAXIND,LUMAXIND,1500,Small Cap
628,TINPLATE COMPANY OF INDIA LTD.,INE422C01014,TINPLATE,TINPLATE,1484,Small Cap
629,RELIANCE COMMUNICATIONS LTD.,INE330H01018,RCOM,RCOM,1479,Small Cap
630,SATIN CREDITCARE NETWORK LIMIT,INE836B01017,SATIN,SATIN,1463,Small Cap
631,MAITHAN ALLOYS LTD.,INE683C01011,MAITHANALL,MAITHANALL,1460,Small Cap
632,ESAB INDIA LTD.,INE284A01012,ESABINDIA,ESABINDIA,1449,Small Cap
633,EXCEL INDUSTRIES LTD.,INE369A01029,EXCELINDUS,EXCELINDUS,1444,Small Cap
634,Shalby Limited,INE597J01018,SHALBY,SHALBY,1432,Small Cap
635,TEXMACO RAIL & ENGINEERING LTD,INE621L01012,TEXRAIL,TEXRAIL,1421,Small Cap
636,INDIAN HUME PIPE CO.LTD.,INE323C01030,INDIANHUME,INDIANHUME,1420,Small Cap
637,JINDAL WORLDWIDE LTD.,INE247D01039,JINDWORLD,JINDWORLD,1420,Small Cap
638,Quick Heal Technologies Limite,INE306L01010,QUICKHEAL,QUICKHEAL,1414,Small Cap
639,TAMIL NADU NEWSPRINT & PAPERS,INE107A01015,TNPL,TNPL,1413,Small Cap
640,AARTI DRUGS LTD.,INE767A01016,AARTIDRUGS,AARTIDRUGS,1408,Small Cap
641,BALAJI AMINES LTD.,INE050E01027,BALAMINES,BALAMINES,1404,Small Cap
642,GOCL Corporation Limited,INE077F01035,GOCLCORP,GOCLCORP,1400,Small Cap
643,MAJESCO LIMITED,INE898S01029,MJCO,MAJESCO,1399,Small Cap
644,AGRO TECH FOODS LTD.,INE209A01019,ATFL,ATFL,1374,Small Cap
645,ACCELYA SOLUTIONS INDIA LIMITE,INE793A01012,ACCELYA,ACCELYA,1372,Small Cap
646,BODAL CHEMICALS LTD.,INE338D01028,BODALCHEM,BODALCHEM,1365,Small Cap
647,DHAMPUR SUGAR MILLS LTD.,INE041A01016,DHAMPURSUG,DHAMPURSUG,1363,Small Cap
648,Power Mech Projects Limited,INE211R01019,POWERMECH,POWERMECH,1361,Small Cap
649,HIL LTD.,INE557A01011,HIL,HIL,1361,Small Cap
650,BENGAL & ASSAM COMPANY LTD.,INE083K01017,BENGALASM,,1361,Small Cap
651,SREI INFRASTRUCTURE FINANCE LT,INE872A01014,SREINFRA,SREINFRA,1359,Small Cap
652,MUTHOOT CAPITAL SERVICES LTD.,INE296G01013,MUTHTFN,MUTHOOTCAP,1357,Small Cap
653,GATEWAY DISTRIPARKS LTD.,INE852F01015,GDL,GDL,1357,Small Cap
654,GIC HOUSING FINANCE LTD.,INE289B01019,GICHSGFIN,GICHSGFIN,1349,Small Cap
655,UNICHEM LABORATORIES LTD.,INE351A01035,UNICHEMLAB,UNICHEMLAB,1347,Small Cap
656,JAIPRAKASH ASSOCIATES LTD.,INE455F01025,JPASSOCIAT,JPASSOCIAT,1344,Small Cap
657,VISHAL FABRICS LTD,INE755Q01025,VISHAL,,1342,Small Cap
658,PAISALO DIGITAL LIMITED,INE420C01042,PAISALO,PAISALO,1334,Small Cap
659,PRAKASH INDUSTRIES LTD.,INE603A01013,PRAKASH,PRAKASH,1331,Small Cap
660,SUNDARAM FINANCE HOLDINGS LTD.,INE202Z01029,,SUNDARMHLD,1329,Small Cap
661,STEEL STRIPS WHEELS LTD.,INE802C01017,SSWL,SSWL,1320,Small Cap
662,CENTRUM CAPITAL LTD.,INE660C01027,CENTRUM,CENTRUM,1320,Small Cap
663,HINDUJA GLOBAL SOLUTIONS LTD.,INE170I01016,HGS,HGS,1318,Small Cap
664,CESC Ventures Limited,INE425Y01011,CESCVENTURE,CESCVENT,1317,Small Cap
665,INSECTICIDES (INDIA) LTD.,INE070I01018,INSECTICID,INSECTICID,1313,Small Cap
666,MONNET ISPAT & ENERGY LTD.,INE743C01021,MONNETISPA,AIONJSW,1305,Small Cap
667,M.M.FORGINGS LTD.,INE227C01017,MMFL,MMFL,1299,Small Cap
668,Reliance Home Finance Limited,INE217K01011,RELHOME,RHFL,1298,Small Cap
669,JAIPRAKASH POWER VENTURES LIMI,INE351F01018,JPPOWER,JPPOWER,1298,Small Cap
670,KIRLOSKAR BROTHERS LTD.,INE732A01036,KIRLOSBROS,KIRLOSBROS,1296,Small Cap
671,FERTILIZERS & CHEMICALS TRAVAN,INE188A01015,FACT,FACT,1294,Small Cap
672,SAGAR CEMENTS LTD.,INE229C01013,SAGCEM,SAGCEM,1292,Small Cap
673,SURYA ROSHNI LTD.,INE335A01012,SURYAROSNI,SURYAROSNI,1290,Small Cap
674,Gromo Trade & Consultancy Ltd.,INE286N01010,GROMOTRADE,,1284,Small Cap
675,TECHNOCRAFT INDUSTRIES (INDIA),INE545H01011,TIIL,TIIL,1279,Small Cap
676,LS INDUSTRIES LTD.,INE345D01031,LSIND,,1273,Small Cap
677,Matrimony.com Limited,INE866R01028,MATRIMONY,MATRIMONY,1250,Small Cap
678,HESTER BIOSCIENCES LTD.,INE782E01017,HESTERBIO,HESTERBIO,1243,Small Cap
679,KIRLOSKAR FERROUS INDUSTRIES L,INE884B01025,KIRLFER,,1236,Small Cap
680,TAJGVK HOTELS & RESORTS LTD.,INE586B01026,TAJGVK,TAJGVK,1231,Small Cap
681,SESHASAYEE PAPER & BOARDS LTD.,INE630A01016,SESHAPAPER,SESHAPAPER,1213,Small Cap
682,BHANSALI ENGINEERING POLYMERS,INE922A01025,BEPL,BEPL,1211,Small Cap
683,L.G.BALAKRISHNAN & BROS.LTD.,INE337A01034,LGBBROSLTD,LGBBROSLTD,1208,Small Cap
684,KELVIN FINCAP LTD,INE232N01022,KELVINFIN,,1200,Small Cap
685,TATA SPONGE IRON LTD.,INE674A01014,TATASPONGE,TATASPONGE,1194,Small Cap
686,ASHIANA HOUSING LTD.,INE365D01021,ASHIANA,ASHIANA,1188,Small Cap
687,BLS International Services Ltd,INE153T01027,BLS,BLS,1188,Small Cap
688,V.S.T.TILLERS TRACTORS LTD.,INE764D01017,VSTTILLERS,VSTTILLERS,1186,Small Cap
689,DPSC LTD.,INE360C01024,,DPSCLTD,1186,Small Cap
690,KIRLOSKAR PNEUMATIC CO.LTD.,INE811A01020,KIRLPNU,,1179,Small Cap
691,Sasken Technologies Limited,INE231F01020,SASKEN,SASKEN,1171,Small Cap
692,DEEPAK FERTILISERS & PETROCHEM,INE501A01019,DEEPAKFERT,DEEPAKFERT,1166,Small Cap
693,ORIENTAL CARBON & CHEMICALS LT,INE321D01016,ORIENTCQ,OCCL,1162,Small Cap
694,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,EVEREADY,EVEREADY,1160,Small Cap
695,Garden Reach Shipbuilders & En,INE382Z01011,GRSE,GRSE,1156,Small Cap
696,IGARASHI MOTORS INDIA LTD.,INE188B01013,IGARASHI,IGARASHI,1152,Small Cap
697,ASIAN STAR CO.LTD.,INE194D01017,ASTAR,,1148,Small Cap
698,DFM FOODS LTD.,INE456C01020,DFM,DFMFOODS,1148,Small Cap
699,SEYA INDUSTRIES LTD.,INE573R01012,SEYAIND,,1147,Small Cap
700,Sintex Plastics Technology Ltd,INE501W01021,SINTEXPLAST,SPTL,1140,Small Cap
701,GTL INFRASTRUCTURE LTD.,INE221H01019,GTLINFRA,GTLINFRA,1135,Small Cap
702,ACE EDUTREND LTD.,INE731H01025,ACE*,ACE,1129,Small Cap
703,GRAUER & WEIL (INDIA) LTD.,INE266D01021,GRAUWEIL,,1127,Small Cap
704,K.C.P.LTD.,INE805C01028,KCP,KCP,1124,Small Cap
705,HMT LTD.,INE262A01018,HMT,HMT,1121,Small Cap
706,DREDGING CORPORATION OF INDIA,INE506A01018,DREDGECORP,DREDGECORP,1114,Small Cap
707,EIH ASSOCIATED HOTELS LTD.,INE276C01014,EIHAHOTELS,EIHAHOTELS,1110,Small Cap
708,GUJARAT INDUSTRIES POWER CO.LT,INE162A01010,GIPCL,GIPCL,1106,Small Cap
709,VOLTAMP TRANSFORMERS LTD.,INE540H01012,VOLTAMP,VOLTAMP,1105,Small Cap
710,BANCO PRODUCTS (INDIA) LTD.,INE213C01025,BANCOINDIA,BANCOINDIA,1102,Small Cap
711,LT FOODS LTD.,INE818H01020,DAAWAT,DAAWAT,1101,Small Cap
712,Spencer's Retail Limited,INE020801028,SPENCER,SPENCERS,1101,Small Cap
713,GVK POWER & INFRASTRUCTURE LTD,INE251H01024,GVKPIL,GVKPIL,1095,Small Cap
714,IOL CHEMICALS & PHARMACEUTICAL,INE485C01011,IOLCP,IOLCP,1093,Small Cap
715,ALEMBIC LTD.,INE426A01027,ALEMBICLTD,ALEMBICLTD,1088,Small Cap
716,CAPITAL INDIA FINANCE LIMITED,INE345H01016,CIFL,,1086,Small Cap
717,PANACEA BIOTEC LTD.,INE922B01023,PANACEABIO,PANACEABIO,1081,Small Cap
718,Shankara Building Products Lim,INE274V01019,SHANKARA,SHANKARA,1071,Small Cap
719,HONDA SIEL POWER PRODUCTS LTD.,INE634A01018,HONDAPOWER,HONDAPOWER,1071,Small Cap
720,HOUSING DEVELOPMENT & INFRASTR,INE191I01012,HDIL,HDIL,1070,Small Cap
721,JINDAL POLY FILMS LTD.,INE197D01010,JINDALPOLY,JINDALPOLY,1069,Small Cap
722,J.KUMAR INFRAPROJECTS LTD.,INE576I01022,JKIL,JKIL,1066,Small Cap
723,JBM AUTO LTD.,INE927D01028,JBMA,JBMA,1066,Small Cap
724,CONFIDENCE PETROLEUM INDIA LTD,INE552D01024,CONFIPET,CONFIPET,1060,Small Cap
725,APCOTEX INDUSTRIES LTD.,INE116A01024,APCOTEXIND,APCOTEXIND,1059,Small Cap
726,MASTEK LTD.,INE759A01021,MASTEK,MASTEK,1056,Small Cap
727,DOLAT INVESTMENTS LTD.,INE966A01022,DOLAT,,1051,Small Cap
728,FILATEX INDIA LTD.,INE816B01027,FILATEX,FILATEX,1047,Small Cap
729,SHEMAROO ENTERTAINMENT LIMITED,INE363M01019,SHEMAROO,SHEMAROO,1041,Small Cap
730,SML ISUZU LIMITED,INE294B01019,SMLISUZU,SMLISUZU,1037,Small Cap
731,PREMIER CAPITAL SERVICES LTD.,INE946K01023,PREMCAP,,1035,Small Cap
732,PTC INDIA FINANCIAL SERVICES L,INE560K01014,PFS,PFS,1027,Small Cap
733,NUCLEUS SOFTWARE EXPORTS LTD.,INE096B01018,NUCLEUS,NUCLEUS,1025,Small Cap
734,USHA MARTIN LTD.,INE228A01035,USHAMART,USHAMART,1010,Small Cap
735,G.M.BREWERIES LTD.,INE075D01018,GMBREW,GMBREW,1010,Small Cap
736,SOLARA ACTIVE PHARMA SCIENCES ,INE624Z01016,SOLARA,SOLARA,1000,Small Cap
737,STERLING TOOLS LTD.,INE334A01023,STERTOOLS,STERTOOLS,999,Small Cap
738,MARKSANS PHARMA LTD.,INE750C01026,MARKSANS,MARKSANS,997,Small Cap
739,SAREGAMA INDIA LTD.,INE979A01017,SAREGAMA,SAREGAMA,994,Small Cap
740,SHANTHI GEARS LTD.,INE631A01022,SHANTIGEAR,SHANTIGEAR,993,Small Cap
741,KESORAM INDUSTRIES LTD.,INE087A01019,KESORAMIND,KESORAMIND,993,Small Cap
742,Manpasand Beverages Limited,INE122R01018,MANPASAND,MANPASAND,986,Small Cap
743,TOURISM FINANCE CORPORATION OF,INE305A01015,TFCILTD,TFCILTD,984,Small Cap
744,SEAMEC LTD.,INE497B01018,SEAMECLTD,SEAMECLTD,984,Small Cap
745,Apex Frozen Foods Limited,INE346W01013,APEX ,APEX,970,Small Cap
746,ASTEC LIFESCIENCES LIMITED,INE563J01010,ASTEC,ASTEC,968,Small Cap
747,SARDA ENERGY & MINERALS LTD.,INE385C01013,SARDAEN,SARDAEN,967,Small Cap
748,INEOS Styrolution India Limite,INE189B01011,INEOSSTYRO,INEOSSTYRO,964,Small Cap
749,TTK HEALTHCARE LTD.,INE910C01018,TTKHEALTH,TTKHLTCARE,959,Small Cap
750,GALLANTT ISPAT LTD.,INE528K01029, GALLISPAT,GALLISPAT,956,Small Cap
751,ANANT RAJ LIMITED,INE242C01024,ANANTRAJ,ANANTRAJ,950,Small Cap
752,BAJAJ HINDUSTHAN SUGAR LIMITED,INE306A01021,BAJAJHIND,BAJAJHIND,950,Small Cap
753,INDIA NIPPON ELECTRICALS LTD.,INE092B01025,INDNIPPON,INDNIPPON,945,Small Cap
754,HIND ISPAT LIMITED,INE951E01018,,,942,Small Cap
755,LUMAX AUTO TECHNOLOGIES LTD.,INE872H01027,LUMAXTECH,LUMAXTECH,941,Small Cap
756,CIGNITI TECHNOLOGIES LTD.,INE675C01017,CIGNITI,CIGNITITEC,937,Small Cap
757,KOKUYO CAMLIN LTD.,INE760A01029,KOKUYOCMLN,KOKUYOCMLN,931,Small Cap
758,Valiant Organics Limited,INE565V01010,VALIANTORG,,928,Small Cap
759,DYNAMATIC TECHNOLOGIES LTD.,INE221B01012,DYNAMATECH,DYNAMATECH,919,Small Cap
760,ANDHRA SUGARS LTD.,INE715B01013,ANDHRSUGAR,ANDHRSUGAR,918,Small Cap
761,Geojit Financial Services Limi,INE007B01023,GEOJITFSL,GEOJITFSL,916,Small Cap
762,I G PETROCHEMICALS LTD.,INE204A01010,IGPL,IGPL,916,Small Cap
763,ZEE LEARN LTD.,INE565L01011,ZEELEARN,ZEELEARN,915,Small Cap
764,SIMPLEX INFRASTRUCTURES LTD.,INE059B01024,SIMPLEXINF,SIMPLEXINF,913,Small Cap
765,KALYANI STEELS LTD.,INE907A01026,KSL,KSL,908,Small Cap
766,Srikalahasthi Pipes Limited,INE943C01027,SRIPIPES,SRIPIPES,907,Small Cap
767,AMRUTANJAN HEALTH CARE LTD.,INE098F01031,AMRUTANJAN,AMRUTANJAN,907,Small Cap
768,HT MEDIA LTD.,INE501G01024,HTMEDIA,HTMEDIA,901,Small Cap
769,ANDREW YULE & COMPANY LTD.,INE449C01025,ANDREWYU,,900,Small Cap
770,OPTIEMUS INFRACOM LTD,INE350C01017,OPTIEMUS,OPTIEMUS,891,Small Cap
771,HBL POWER SYSTEMS LTD.,INE292B01021,HBLPOWER,HBLPOWER,890,Small Cap
772,BF INVESTMENT LTD.,INE878K01010,BFINVEST,BFINVEST,886,Small Cap
773,BALMER LAWRIE INVESTMENTS LTD.,INE525F01017,BLIL,,883,Small Cap
774,THIRUMALAI CHEMICALS LTD.,INE338A01024,TIRUMALCHM,TIRUMALCHM,883,Small Cap
775,FOSECO INDIA LTD.,INE519A01011,FOSECOIND,FOSECOIND,880,Small Cap
776,DALMIA BHARAT SUGAR AND INDUST,INE495A01022,DALMIASUG,DALMIASUG,879,Small Cap
777,SORIL Infra Resources Limited,INE034H01016,SORILINFRA,SORILINFRA,876,Small Cap
778,Kaya Limited,INE587G01015,KAYA,KAYA,873,Small Cap
779,RICO AUTO INDUSTRIES LTD.,INE209B01025,RICOAUTO,RICOAUTO,871,Small Cap
780,MPS LTD.,INE943D01017,MPSLTD,MPSLTD,867,Small Cap
781,EXDON TRADING CO.LTD.,INE204I01013,ZEXDONTR,,866,Small Cap
782,INDO COUNT INDUSTRIES LTD.,INE483B01026,ICIL,ICIL,865,Small Cap
783,V2 RETAIL LTD.,INE945H01013,V2RETAIL,V2RETAIL,865,Small Cap
784,MAN INFRACONSTRUCTION LTD.,INE949H01023, MANINFRA,MANINFRA,865,Small Cap
785,SHRIRAM EPC LTD.,INE964H01014,SHRIRAMEPC,SHRIRAMEPC,862,Small Cap
786,EMAMI PAPER MILLS LTD.,INE830C01026,EMAMIPAP,EMAMIPAP,861,Small Cap
787,DISA INDIA LTD.,INE131C01011,DISAQ,,854,Small Cap
788,GATI LTD.,INE152B01027,GATI,GATI,847,Small Cap
789,PUNJAB CHEMICALS AND CROP PROT,INE277B01014,PUNJABCHEM,PUNJABCHEM,841,Small Cap
790,MOREPEN LABORATORIES LTD.,INE083A01026,MOREPENLAB,MOREPENLAB,841,Small Cap
791,SHARDA MOTOR INDUSTRIES LTD,INE597I01010,SHARDA,SHARDAMOTR,840,Small Cap
792,ELPRO INTERNATIONAL LTD.,INE579B01039,ELPROINTL,,836,Small Cap
793,GODAWARI POWER & ISPAT LTD.,INE177H01013,GPIL,GPIL,835,Small Cap
794,INDIA GLYCOLS LTD.,INE560A01015,INDIAGLYCO,INDIAGLYCO,833,Small Cap
795,TRANSPEK INDUSTRY LTD.,INE687A01016,TRANSPEK,,824,Small Cap
796,GTPL Hathway Limited,INE869I01013,GTPL,GTPL,819,Small Cap
797,SUNFLAG IRON & STEEL CO.LTD.,INE947A01014,SUNFLAG,SUNFLAG,818,Small Cap
798,KOVAI MEDICAL CENTER & HOSPITA,INE177F01017,KOVAI,,815,Small Cap
799,Kingfa Science & Technology (I,INE473D01015,KINGFA,KINGFA,815,Small Cap
800,HINDUSTAN MEDIA VENTURES LTD.,INE871K01015,HMVL,HMVL,813,Small Cap
801,RATTANINDIA POWER LTD.,INE399K01017,RTNPOWER,RTNPOWER,813,Small Cap
802,Bharat Road Network Limited,INE727S01012,BRNL,BRNL,808,Small Cap
803,SANDUR MANGANESE & IRON ORES L,INE149K01016,SANDUMA,,806,Small Cap
804,WPIL LTD.,INE765D01014,WPIL,,805,Small Cap
805,IFGL Refractories Limited,INE133Y01011,IFGLEXPOR,IFGLEXPOR,802,Small Cap
806,JAYBHARAT TEXTILES & REAL ESTA,INE091E01039,JAYTEX,,802,Small Cap
807,BALAJI TELEFILMS LTD.,INE794B01026,BALAJITELE,BALAJITELE,802,Small Cap
808,NEULAND LABORATORIES LTD.,INE794A01010,NEULANDLAB,NEULANDLAB,800,Small Cap
809,NATH BIO-GENES (INDIA) LTD,INE448G01010,NATHBIOGEN,NATHBIOGEN,799,Small Cap
810,CLARIANT CHEMICALS (INDIA) LTD,INE492A01029,CLNINDIA,CLNINDIA,799,Small Cap
811,RUSHIL DECOR LTD.,INE573K01017,RUSHIL,RUSHIL,795,Small Cap
812,ELECTROSTEEL CASTINGS LTD.,INE086A01029,ELECTCAST,ELECTCAST,791,Small Cap
813,ATLAS JEWELLERY INDIA LIMITED,INE022N01019,AJIL,,790,Small Cap
814,ZUARI AGRO CHEMICALS LTD.,INE840M01016,ZUARI,ZUARI,790,Small Cap
815,YUKEN INDIA LTD.,INE384C01016,YUKEN,,788,Small Cap
816,ALICON CASTALLOY LIMITED,INE062D01024,ALICON,ALICON,786,Small Cap
817,THE INVESTMENT TRUST OF INDIA ,INE924D01017,THEINVEST,THEINVEST,785,Small Cap
818,MCLEOD RUSSEL INDIA LTD.,INE942G01012,MCLEODRUSS,MCLEODRUSS,782,Small Cap
819,ORIENTAL AROMATICS LIMITED,INE959C01023,OAL,,782,Small Cap
820,KIRLOSKAR INDUSTRIES LTD,INE250A01039,KIRLOSIND,KIRLOSIND,781,Small Cap
821,TITAGARH WAGONS LTD.,INE615H01020,TWL,TWL,780,Small Cap
822,ZEE MEDIA CORPORATION LIMITED,INE966H01019,ZEEMEDIA,ZEEMEDIA,774,Small Cap
823,UNIPLY INDUSTRIES LTD.,INE950G01023,UNIPLY,UNIPLY,774,Small Cap
824,RICOH INDIA LTD.,INE291B01015,RICOHQ,,769,Small Cap
825,DIL LTD.,INE225B01021,DIL,,768,Small Cap
826,SICAL LOGISTICS LTD.,INE075B01012,SICAL,SICAL,761,Small Cap
827,HINDUJA VENTURES LTD.,INE353A01023,HINDUJAVEN,HINDUJAVEN,760,Small Cap
828,ORIENTAL HOTELS LTD.,INE750A01020,ORIENTHOT,ORIENTHOT,760,Small Cap
829,MAHANAGAR TELEPHONE NIGAM LTD.,INE153A01019,MTNL,MTNL,756,Small Cap
830,SHAKTI PUMPS (INDIA) LTD.,INE908D01010,SHAKTIPUMP,SHAKTIPUMP,751,Small Cap
831,Monte Carlo Fashions Limited,INE950M01013,MONTECARLO,MONTECARLO,748,Small Cap
832,UNIVERSAL CABLES LTD.,INE279A01012,UNIVCABLES,UNIVCABLES,748,Small Cap
833,GENUS POWER INFRASTRUCTURES LT,INE955D01029,GENUSPOWER,GENUSPOWER,747,Small Cap
834,MUKAND LTD.,INE304A01026,MUKANDLTD,MUKANDLTD,747,Small Cap
835,ASTRA MICROWAVE PRODUCTS LTD.,INE386C01029,ASTRAMICRO,ASTRAMICRO,745,Small Cap
836,Khadim India Limited,INE834I01025,KHADIM,KHADIM,738,Small Cap
837,KALYANI INVESTMENT COMPANY LTD,INE029L01018,KICL,KICL,735,Small Cap
838,MIRZA INTERNATIONAL LTD.,INE771A01026,MIRZAINT,MIRZAINT,733,Small Cap
839,ORIENT PAPER & INDUSTRIES LTD.,INE592A01026,ORIENTPPR,ORIENTPPR,732,Small Cap
840,STATE TRADING CORPORATION OF I,INE655A01013,STCINDIA,STCINDIA,731,Small Cap
841,Neogen Chemicals Limited,INE136S01016,NEOGEN,NEOGEN,727,Small Cap
842,INDIA MOTOR PARTS & ACCESSORIE,INE547E01014,IMPAL,IMPAL,724,Small Cap
843,BF UTILITIES LTD.,INE243D01012,BFUTILITIE,BFUTILITIE,723,Small Cap
844,MEP Infrastructure Developers ,INE776I01010,MEP,MEP,719,Small Cap
845,ARSHIYA LIMITED,INE968D01022,ARSHIYA,ARSHIYA,715,Small Cap
846,RAMCO SYSTEMS LTD.,INE246B01019,RAMCOSYS,RAMCOSYS,710,Small Cap
847,KUSHAL LIMITED,INE647N01021,KUSHAL,,710,Small Cap
848,TATA STEEL BSL LIMITED,INE824B01021,TATASTLBSL,TATASTLBSL,709,Small Cap
849,PANAMA PETROCHEM LTD.,INE305C01029,PANAMAPET,PANAMAPET,709,Small Cap
850,PINE ANIMATION LIMITED,INE452N01026,PINEANIM,,709,Small Cap
851,HOTEL LEELAVENTURE LTD.,INE102A01024,HOTELEELA,HOTELEELA,708,Small Cap
852,S.P. Apparels Limited,INE212I01016,SPAL,SPAL,708,Small Cap
853,MSTC Limited,INE255X01014,MSTC,MSTCLTD,702,Small Cap
854,TEXMACO INFRASTRUCTURE & HOLDI,INE435C01024,TEXINFRA,TEXINFRA,701,Small Cap
855,HINDUSTHAN NATIONAL GLASS & IN,INE952A01022,HINDNATGLS,HINDNATGLS,694,Small Cap
856,MOLD-TEK PACKAGING LIMITED,INE893J01029,MOLDTKPAC,MOLDTKPAC,693,Small Cap
857,ATUL AUTO LTD.,INE951D01028,ATULAUTO,ATULAUTO,693,Small Cap
858,PORSCHE CAPITAL MARKET LIMITED,INE939Q01017,,,693,Small Cap
859,UNIPHOS ENTERPRISES LTD.,INE037A01022,UNIPHOS,UNIENTER,692,Small Cap
860,EVEREST INDUSTRIES LTD.,INE295A01018,EVERESTIND,EVERESTIND,692,Small Cap
861,PDS MULTINATIONAL FASHIONS LIM,INE111Q01013,PDSMFL,PDSMFL,690,Small Cap
862,Reliance Naval and Engineering,INE542F01012,RNAVAL,RNAVAL,690,Small Cap
