AMBER, missing data, ?
ARVINDFASN, missing data, ?
BRIGADE, missing data, ?
BSE, missing data, ?
BSOFT, missing data, ?
CDSL, missing data, ?
CESC, missing data, ?
CGCL, missing data, ?
COX&KINGS, missing data, ?
DALBHARAT, missing data, ?
DEN, missing data, ?
DIXON, missing data, ?
ELGIEQUIP, missing data, ?
FMGOETZE, missing data, ?
GARFIBRES, missing data, ?
HATSUN, missing data, ?
ICRA, missing data, ?
IIFL, missing data, ?
JKPAPER, missing data, ?
KARURVYSYA, missing data, ?
KIRLOSENG, missing data, ?
KOLTEPATIL, missing data, ?
KPITTECH, missing data, ?
KSCL, missing data, ?
LAKSHVILAS, missing data, ?
MCDOWELL-N, missing data, ?
METROPOLIS, missing data, ?
NFL, missing data, ?
ORIENTREF, missing data, ?
PRAJIND, missing data, ?
RENUKA, missing data, ?
RVNL, missing data, ?
SUNCLAYLTD, missing data, ?
SUNDARMFIN, missing data, ?
SYNDIBANK, missing data, ?
TATAMTRDVR, missing data, ?
TCIEXP, missing data, ?
TECHNOE, missing data, ?
VAIBHAVGBL, missing data, ?
VAKRANGEE, missing data, ?
VRLLOG, missing data, ?
VSTIND, missing data, ?
