stock_symbol, isin_code, comp_name, action, qty, price, txn_date
EMAMILTD,INE548C01032,EMAMI LIMITED,Buy,2,0,29-Jun-2018
EMAMILTD,INE548C01032,EMAMI LIMITED,Buy,3,372,19-Feb-2019
ENDURANCE,INE913H01037,ENDURANCE TECHNOLOGIES LIMITED,Buy,1,1469,07-Sep-2018
ENGINERSIN,INE510A01028,ENGINEERS INDIA LTD,Buy,7,160,08-Sep-2017
ENGINERSIN,INE510A01028,ENGINEERS INDIA LTD,Buy,10,121,03-Jul-2018
ENIL,INE265F01028,ENTERTAINMENT NETWORK (INDIA),Buy,2,540,13-Mar-2019
ESSELPACK,INE255A01020,ESSEL PROPACK LIMITED,Buy,1,263,28-May-2018
ESSELPACK,INE255A01020,ESSEL PROPACK LIMITED,Buy,3,263,28-May-2018
ESSELPACK,INE255A01020,ESSEL PROPACK LIMITED,Buy,4,0,26-Jun-2018
ESSELPACK,INE255A01020,ESSEL PROPACK LIMITED,Buy,2,99,09-Oct-2018
ESSELPACK,INE255A01020,ESSEL PROPACK LIMITED,Buy,2,99,09-Oct-2018
ESSELPACK,INE255A01020,ESSEL PROPACK LIMITED,Buy,2,99,09-Oct-2018
EVEREADY,INE128A01029,EVEREADY INDUSTRIES INDIA LTD,Buy,3,315,02-Jun-2017
EVEREADY,INE128A01029,EVEREADY INDUSTRIES INDIA LTD,Buy,3,339,01-Nov-2017
EVEREADY,INE128A01029,EVEREADY INDUSTRIES INDIA LTD,Buy,5,194,09-Nov-2018
EVEREADY,INE128A01029,EVEREADY INDUSTRIES INDIA LTD,Buy,10,108,06-May-2019
EVEREADY,INE128A01029,EVEREADY INDUSTRIES INDIA LTD,Buy,20,55,17-Sep-2019
EXIDEIND,INE302A01020,EXIDE INDUSTRIES LTD,Buy,5,222,16-Jun-2017
EXIDEIND,INE302A01020,EXIDE INDUSTRIES LTD,Buy,4,255,05-Dec-2018
EXIDEIND,INE302A01020,EXIDE INDUSTRIES LTD,Buy,45,177,25-Oct-2019
FLFL,INE452O01016,FUTURE LIFESTYLE FASHIONS LTD,Buy,3,335,14-Jun-2017
FLFL,INE452O01016,FUTURE LIFESTYLE FASHIONS LTD,Buy,3,385,01-Feb-2018
FRETAIL,INE752P01024,FUTURE RETAIL LIMITED,Buy,3,390,14-Jun-2017
FRETAIL,INE752P01024,FUTURE RETAIL LIMITED,Buy,2,558,01-Feb-2018
FSC,INE935Q01015,FUTURE SUPPLY CHAIN SOL LTD,Buy,2,672,02-Feb-2018
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Buy,2,378,20-Jun-2008
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Buy,1,0,01-Nov-2008
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Sell,1,212,11-Nov-2008
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Sell,2,211,11-Nov-2008
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Buy,5,358,01-Jan-2013
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Sell,5,335,11-Feb-2013
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Buy,3,362,29-Jun-2017
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Buy,2,494,02-Jan-2018
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Buy,1,0,10-Apr-2018
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Buy,3,351,22-Apr-2019
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Buy,9,0,24-Jul-2019
GAIL,INE129A01019,GAIL (INDIA) LIMITED,Buy,60,123,25-Oct-2019
GICRE,INE481Y01014,GENERAL INSURANCE CORP INDIA,Buy,2,800,25-Oct-2017
GICRE,INE481Y01014,GENERAL INSURANCE CORP INDIA,Buy,2,0,24-Jul-2018
GICRE,INE481Y01014,GENERAL INSURANCE CORP INDIA,Buy,4,278,04-Dec-2018
GILLETTE,INE322A01010,GILLETTE INDIA LTD,Buy,1,4863,12-Jun-2017
GLAXO,INE159A01016,GLAXOSMITHKLINE PHARMACEUTICAL,Buy,1,3329,24-Aug-2018
GLAXO,INE159A01016,GLAXOSMITHKLINE PHARMACEUTICAL,Buy,1,0,21-Sep-2018
GLENMARK,INE935A01035,GLENMARK PHARMACEUTICALS LTD,Buy,2,614,19-Sep-2017
GLENMARK,INE935A01035,GLENMARK PHARMACEUTICALS LTD,Buy,2,578,03-Jul-2018
GODFRYPHLP,INE260B01028,GODFREY PHILLIPS INDIA LIMITED,Buy,2,726,29-Jun-2018
GODREJAGRO,INE850D01014,GODREJ AGROVET LIMITED,Buy,2,591,16-Oct-2017
GODREJAGRO,INE850D01014,GODREJ AGROVET LIMITED,Buy,1,525,09-Nov-2018
GODREJAGRO,INE850D01014,GODREJ AGROVET LIMITED,Buy,1,525,09-Nov-2018
GODREJCP,INE102D01028,GODREJ CONSUMER PRODUCTS LTD,Buy,1,936,25-Sep-2017
GODREJCP,INE102D01028,GODREJ CONSUMER PRODUCTS LTD,Buy,1,1240,03-Jul-2018
GODREJCP,INE102D01028,GODREJ CONSUMER PRODUCTS LTD,Buy,1,0,25-Sep-2018
GODREJIND,INE233A01035,GODREJ INDUSTRIES LIMITED,Buy,2,610,16-Oct-2017
GODREJIND,INE233A01035,GODREJ INDUSTRIES LIMITED,Buy,2,476,09-Nov-2018
GRASIM,INE047A01021,GRASIM INDUSTRIES LIMITED,Buy,1,1653,07-Oct-2008
GRASIM,INE047A01021,GRASIM INDUSTRIES LIMITED,Sell,1,1050,11-Nov-2008
GRASIM,INE047A01021,GRASIM INDUSTRIES LIMITED,Buy,1,1144,16-Oct-2017
GRASIM,INE047A01021,GRASIM INDUSTRIES LIMITED,Buy,1,862,09-Nov-2018
GREENLAM,INE544R01013,GREENLAM INDUSTRIES LIMITED,Buy,1,957,11-Jul-2017
GREENLAM,INE544R01013,GREENLAM INDUSTRIES LIMITED,Buy,1,1264,01-Feb-2018
GREENPLY,INE461C01038,GREENPLY INDUSTRIES LIMITED,Buy,5,229,28-Jun-2018
GRINDWELL,INE536A01023,GRINDWELL NORTON LTD,Buy,3,431,17-Oct-2017
GRINDWELL,INE536A01023,GRINDWELL NORTON LTD,Buy,2,490,09-Nov-2018
GSKCONS,INE264A01014,GLAXOSMITHKLINE CONSUMER HEALT,Buy,1,5069,19-Sep-2017
HAL,INE066F01012,HINDUSTAN AERONAUTICS LIMITED,Buy,1,907,12-Sep-2018
HATSUN,INE473B01035,HATSUN AGRO PRODUCTS LTD,Buy,2,741,05-Sep-2018
HAVELLS,INE176B01034,HAVELLS INDIA LIMITED,Buy,3,478,31-Jul-2017
HAVELLS,INE176B01034,HAVELLS INDIA LIMITED,Buy,2,535,03-Jul-2018
HAVELLS,INE176B01034,HAVELLS INDIA LIMITED,Buy,12,678,30-Oct-2019
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Buy,3,194,06-Oct-2008
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Buy,4,156,14-Nov-2008
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Sell,7,659,11-Feb-2013
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Buy,1,794,26-Sep-2016
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Buy,1,811,24-Oct-2016
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Buy,1,760,24-Nov-2016
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Buy,1,786,26-Dec-2016
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Buy,1,844,24-Jan-2017
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Buy,1,843,27-Feb-2017
HCLTECH,INE860A01027,HCL TECHNOLOGIES LIMITED,Buy,1,928,03-Jul-2018
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1387,20-Sep-2016
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1364,20-Oct-2016
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1222,21-Nov-2016
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1250,20-Dec-2016
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1242,20-Jan-2017
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1393,20-Feb-2017
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1459,20-Mar-2017
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1662,06-Dec-2017
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1945,04-Dec-2018
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1994,11-Oct-2019
HDFC,INE001A01036,HOUSING DEVELOPMENT FINANCE CO,Buy,3,1994,11-Oct-2019
HDFCAMC,INE127D01025,HDFC ASSET MANAGEMENT CO LTD,Buy,13,1100,02-Aug-2018
HDFCLIFE,INE795G01014,HDFC LIFE INSURANCE COM LTD,Buy,3,346,17-Nov-2017
HDFCLIFE,INE795G01014,HDFC LIFE INSURANCE COM LTD,Buy,3,397,04-Dec-2018
HEIDELBERG,INE578A01017,HEIDELBERG CEMENT INDIA LTD,Buy,1,134,26-Oct-2018
HEIDELBERG,INE578A01017,HEIDELBERG CEMENT INDIA LTD,Buy,7,134,26-Oct-2018
HEROMOTOCO,INE158A01026,HERO MOTOCORP LIMITED,Buy,1,867,07-Oct-2008
HEROMOTOCO,INE158A01026,HERO MOTOCORP LIMITED,Sell,1,720,14-Nov-2008
HEROMOTOCO,INE158A01026,HERO MOTOCORP LIMITED,Buy,1,3769,09-Jun-2017
HEROMOTOCO,INE158A01026,HERO MOTOCORP LIMITED,Buy,1,3472,03-Jul-2018
HEROMOTOCO,INE158A01026,HERO MOTOCORP LIMITED,Buy,1,2826,03-Jun-2019
HEROMOTOCO,INE158A01026,HERO MOTOCORP LIMITED,Buy,4,2589,11-Oct-2019
HINDALCO,INE038A01020,HINDALCO INDUSTRIES LIMITED,Buy,6,160,20-Jun-2008
HINDALCO,INE038A01020,HINDALCO INDUSTRIES LIMITED,Buy,10,56,14-Nov-2008
HINDALCO,INE038A01020,HINDALCO INDUSTRIES LIMITED,Sell,16,112,11-Feb-2013
HINDALCO,INE038A01020,HINDALCO INDUSTRIES LIMITED,Buy,5,197,02-Jun-2017
HINDALCO,INE038A01020,HINDALCO INDUSTRIES LIMITED,Buy,4,244,01-Sep-2017
HINDALCO,INE038A01020,HINDALCO INDUSTRIES LIMITED,Buy,5,224,03-Jul-2018
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,Buy,12,285,04-Mar-2008
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,Buy,10,226,06-Jun-2008
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,Buy,5,192,09-Jun-2008
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,Sell,4,202,11-Nov-2008
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,Sell,23,217,11-Nov-2008
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,Buy,2,527,22-Jun-2017
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,Buy,1,0,24-Jul-2017
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,Buy,3,406,02-Jan-2018
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,Buy,6,176,09-Oct-2018
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Buy,5,188,28-Jan-2008
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Buy,5,188,28-Jan-2008
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Sell,5,240,05-Aug-2008
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Buy,3,243,18-Feb-2010
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Buy,3,237,25-Feb-2010
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Sell,10,530,01-Jan-2013
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Sell,1,461,11-Feb-2013
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Buy,3,606,31-Mar-2014
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Buy,3,954,05-May-2017
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Buy,1,1354,04-Apr-2018
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LIMITED,Buy,1,1834,05-Dec-2018
HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,Buy,10,621,22-Feb-2008
HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,Sell,7,363,11-Nov-2008
HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,Buy,27,0,02-Jan-2013
HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,Sell,30,124,11-Feb-2013
HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,Buy,5,238,02-Jun-2017
HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,Buy,3,308,02-Jan-2018
HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,Buy,4,273,02-Jan-2019
HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,Buy,30,230,20-Jun-2019
HONAUT,INE671A01010,HONEYWELL AUTOMATION INDIA LTD,Buy,1,12398,02-Aug-2017
HONAUT,INE671A01010,HONEYWELL AUTOMATION INDIA LTD,Sell,1,14951,08-Nov-2017
HONAUT,INE671A01010,HONEYWELL AUTOMATION INDIA LTD,Buy,1,22690,12-Mar-2019
HUDCO,INE031A01017,HOUSING URBAN DEV CO LTD HUDCO,Buy,12,88,19-Sep-2017
HUDCO,INE031A01017,HOUSING URBAN DEV CO LTD HUDCO,Buy,20,55,03-Jul-2018
IBULHSGFIN,INE148I01020,INDIABULLS HOUSING FINANCE LTD,Buy,1,1242,03-Oct-2017
IBULHSGFIN,INE148I01020,INDIABULLS HOUSING FINANCE LTD,Buy,1,802,04-Dec-2018
ICICIBANK,INE090A01021,ICICI BANK LIMITED,Buy,4,951,04-Mar-2008
ICICIBANK,INE090A01021,ICICI BANK LIMITED,Buy,2,748,09-Jun-2008
ICICIBANK,INE090A01021,ICICI BANK LIMITED,Sell,4,442,11-Nov-2008
ICICIBANK,INE090A01021,ICICI BANK LIMITED,Sell,1,1153,01-Jan-2013
ICICIBANK,INE090A01021,ICICI BANK LIMITED,Sell,1,1122,11-Feb-2013
ICICIBANK,INE090A01021,ICICI BANK LIMITED,Buy,10,249,31-Mar-2014
ICICIBANK,INE090A01021,ICICI BANK LIMITED,Buy,1,0,29-Jun-2017
ICICIBANK,INE090A01021,ICICI BANK LIMITED,Buy,5,302,06-Dec-2017
ICICIBANK,INE090A01021,ICICI BANK LIMITED,Buy,3,358,04-Dec-2018
ICICIGI,INE765G01017,ICICI LOMBARD GEN INSURANCE CO,Buy,2,678,27-Sep-2017
ICICIGI,INE765G01017,ICICI LOMBARD GEN INSURANCE CO,Buy,2,697,03-Jul-2018
ICICIPRULI,INE726G01019,ICICI PRUDENTIAL LIFE INS CO,Buy,3,412,02-Jun-2017
ICICIPRULI,INE726G01019,ICICI PRUDENTIAL LIFE INS CO,Buy,3,400,01-Nov-2017
ICICIPRULI,INE726G01019,ICICI PRUDENTIAL LIFE INS CO,Buy,3,318,04-Dec-2018
ICRA,INE725G01011,ICRA LIMITED,Buy,1,4140,22-Jun-2017
ICRA,INE725G01011,ICRA LIMITED,Buy,2,2990,20-Jun-2019
IGL,INE203G01027,INDRAPRASHTHA GAS LTD,Buy,4,277,07-Sep-2018
IIFL,INE530B01024,IIFL FINANCE LIMITED,Buy,2,689,07-Sep-2018
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Buy,25,125,25-Feb-2008
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Buy,25,118,04-Mar-2008
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Sell,1,48,11-Nov-2008
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Sell,46,48,11-Nov-2008
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Sell,1,48,11-Nov-2008
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Sell,1,48,11-Nov-2008
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Sell,1,48,11-Nov-2008
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Buy,46,110,25-Jan-2017
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Buy,4,123,06-Dec-2017
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Buy,6,123,06-Dec-2017
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Buy,8,134,09-Nov-2018
INDIGO,INE646L01027,INTERGLOBE AVIATION LIMITED,Buy,1,1052,30-May-2017
INDIGO,INE646L01027,INTERGLOBE AVIATION LIMITED,Buy,1,1257,01-Nov-2017
INDIGO,INE646L01027,INTERGLOBE AVIATION LIMITED,Buy,1,990,09-Nov-2018
INFRATEL,INE121J01017,BHARTI INFRATEL LIMITED,Buy,3,409,03-Oct-2017
INFRATEL,INE121J01017,BHARTI INFRATEL LIMITED,Buy,4,268,09-Nov-2018
INFY,INE009A01021,INFOSYS LTD,Buy,1,1297,06-Oct-2008
INFY,INE009A01021,INFOSYS LTD,Sell,1,2313,01-Jan-2013
INFY,INE009A01021,INFOSYS LTD,Buy,1,3278,31-Mar-2014
INFY,INE009A01021,INFOSYS LTD,Buy,1,0,08-Dec-2014
INFY,INE009A01021,INFOSYS LTD,Buy,2,0,22-Jun-2015
INFY,INE009A01021,INFOSYS LTD,Buy,1,1065,19-Sep-2016
INFY,INE009A01021,INFOSYS LTD,Buy,1,1033,17-Oct-2016
INFY,INE009A01021,INFOSYS LTD,Buy,1,945,17-Nov-2016
INFY,INE009A01021,INFOSYS LTD,Buy,1,998,19-Dec-2016
INFY,INE009A01021,INFOSYS LTD,Buy,1,959,17-Jan-2017
INFY,INE009A01021,INFOSYS LTD,Buy,1,995,17-Feb-2017
INFY,INE009A01021,INFOSYS LTD,Buy,1,1023,17-Mar-2017
INFY,INE009A01021,INFOSYS LTD,Buy,1,1343,03-Jul-2018
INFY,INE009A01021,INFOSYS LTD,Buy,12,0,11-Sep-2018
INFY,INE009A01021,INFOSYS LTD,Buy,15,668,22-Oct-2019
IOC,INE242A01010,INDIAN OIL CORPORATION LIMITED,Buy,5,357,09-Jun-2008
IOC,INE242A01010,INDIAN OIL CORPORATION LIMITED,Sell,3,434,05-Aug-2008
IOC,INE242A01010,INDIAN OIL CORPORATION LIMITED,Sell,2,405,25-Nov-2008
IOC,INE242A01010,INDIAN OIL CORPORATION LIMITED,Buy,2,404,16-Jun-2017
IOC,INE242A01010,INDIAN OIL CORPORATION LIMITED,Buy,1,404,16-Jun-2017
IOC,INE242A01010,INDIAN OIL CORPORATION LIMITED,Buy,3,385,02-Jan-2018
IOC,INE242A01010,INDIAN OIL CORPORATION LIMITED,Buy,6,0,23-Mar-2018
IOC,INE242A01010,INDIAN OIL CORPORATION LIMITED,Buy,8,134,02-Jan-2019
ISEC,INE763G01038,ICICI SECURITIES LTD ISEC,Buy,4,310,26-Jul-2018
ITC,INE154A01025,ITC LIMITED,Buy,5,196,20-Jun-2008
ITC,INE154A01025,ITC LIMITED,Buy,2,253,04-Jan-2010
ITC,INE154A01025,ITC LIMITED,Buy,2,249,18-Feb-2010
ITC,INE154A01025,ITC LIMITED,Buy,2,246,25-Feb-2010
ITC,INE154A01025,ITC LIMITED,Buy,11,0,02-Jan-2013
ITC,INE154A01025,ITC LIMITED,Buy,2,298,11-Feb-2013
ITC,INE154A01025,ITC LIMITED,Buy,1,298,11-Feb-2013
ITC,INE154A01025,ITC LIMITED,Sell,3,299,11-Feb-2013
ITC,INE154A01025,ITC LIMITED,Sell,19,299,11-Feb-2013
ITC,INE154A01025,ITC LIMITED,Sell,3,300,12-Feb-2013
ITC,INE154A01025,ITC LIMITED,Buy,5,353,31-Mar-2014
ITC,INE154A01025,ITC LIMITED,Buy,2,344,10-Apr-2014
ITC,INE154A01025,ITC LIMITED,Buy,2,351,12-May-2014
ITC,INE154A01025,ITC LIMITED,Buy,2,335,10-Jun-2014
ITC,INE154A01025,ITC LIMITED,Buy,2,342,10-Jul-2014
ITC,INE154A01025,ITC LIMITED,Buy,2,348,11-Aug-2014
ITC,INE154A01025,ITC LIMITED,Buy,2,353,10-Sep-2014
ITC,INE154A01025,ITC LIMITED,Buy,2,358,10-Oct-2014
ITC,INE154A01025,ITC LIMITED,Buy,2,366,10-Nov-2014
ITC,INE154A01025,ITC LIMITED,Buy,2,389,10-Dec-2014
ITC,INE154A01025,ITC LIMITED,Buy,11,0,14-Jul-2016
ITC,INE154A01025,ITC LIMITED,Buy,6,266,02-Nov-2017
ITC,INE154A01025,ITC LIMITED,Buy,4,278,09-Nov-2018
ITC,INE154A01025,ITC LIMITED,Buy,10,279,03-Jun-2019
ITC,INE154A01025,ITC LIMITED,Buy,26,276,18-Jun-2019
JCHAC,INE782A01015,JOHNSON CONTROLS HITACHI AIR I,Buy,1,2065,17-Oct-2017
JISLJALEQS,INE175A01038,JAIN IRRIGATION SYSTEMS LTD,Buy,10,115,29-Nov-2017
JISLJALEQS,INE175A01038,JAIN IRRIGATION SYSTEMS LTD,Buy,14,75,09-Nov-2018
JSWSTEEL,INE019A01038,JSW STEEL LIMITED,Buy,5,197,30-May-2017
JSWSTEEL,INE019A01038,JSW STEEL LIMITED,Buy,5,244,06-Dec-2017
JSWSTEEL,INE019A01038,JSW STEEL LIMITED,Buy,3,345,09-Nov-2018
JUBLFOOD,INE797F01012,JUBILANT FOODWORKS LIMITED,Buy,1,956,09-Jun-2017
JUBLFOOD,INE797F01012,JUBILANT FOODWORKS LIMITED,Buy,1,2061,01-Feb-2018
JUBLFOOD,INE797F01012,JUBILANT FOODWORKS LIMITED,Buy,2,0,03-Jul-2018
KAJARIACER,INE217B01036,KAJARIA CERAMICS LTD,Buy,1,705,02-Jun-2017
KAJARIACER,INE217B01036,KAJARIA CERAMICS LTD,Buy,1,705,02-Jun-2017
KAJARIACER,INE217B01036,KAJARIA CERAMICS LTD,Buy,1,680,01-Nov-2017
KAJARIACER,INE217B01036,KAJARIA CERAMICS LTD,Buy,2,426,09-Nov-2018
KANSAINER,INE531A01024,KANSAI NEROLAC PAINTS,Buy,3,412,05-Jun-2017
KANSAINER,INE531A01024,KANSAI NEROLAC PAINTS,Buy,2,561,02-Jan-2018
KANSAINER,INE531A01024,KANSAI NEROLAC PAINTS,Buy,2,484,02-Jan-2019
KOTAKBANK,INE237A01028,KOTAK MAHINDRA BANK LTD,Buy,1,951,29-Jun-2017
KOTAKBANK,INE237A01028,KOTAK MAHINDRA BANK LTD,Buy,1,1099,04-Apr-2018
KRBL,INE001B01026,KRBL LIMITED,Buy,2,485,22-Sep-2017
KRBL,INE001B01026,KRBL LIMITED,Buy,3,329,03-Jul-2018
KSB,INE999A01015,KSB LIMITED,Buy,2,705,02-Jun-2017
KSB,INE999A01015,KSB LIMITED,Buy,1,787,04-Apr-2018
KSCL,INE455I01029,KAVERI SEED COMPANY LTD,Buy,2,500,02-Feb-2018
KSCL,INE455I01029,KAVERI SEED COMPANY LTD,Buy,2,567,02-Jan-2019
L&TFH,INE498L01015,LT FINANCE HOLDINGS LIMITED,Buy,6,172,28-May-2018
LALPATHLAB,INE600L01024,DR. LAL PATHLABS LIMITED,Buy,1,805,19-Sep-2017
LALPATHLAB,INE600L01024,DR. LAL PATHLABS LIMITED,Buy,1,918,03-Jul-2018
LAOPALA,INE059D01020,LA OPALA RG LIMITED,Buy,12,182,25-Sep-2019
LEMONTREE,INE970X01018,LEMON TREE HOTELS LIMITED,Buy,15,71,05-Feb-2019
LICHSGFIN,INE115A01026,LIC HOUSING FINANCE LIMITED,Buy,2,733,02-Jun-2017
LICHSGFIN,INE115A01026,LIC HOUSING FINANCE LIMITED,Buy,1,597,01-Nov-2017
LICHSGFIN,INE115A01026,LIC HOUSING FINANCE LIMITED,Buy,2,445,04-Dec-2018
LT,INE018A01030,LARSEN AND TOUBRO LIMITED,Buy,1,1102,06-Oct-2008
LT,INE018A01030,LARSEN AND TOUBRO LIMITED,Sell,1,1492,11-Feb-2013
LT,INE018A01030,LARSEN AND TOUBRO LIMITED,Buy,2,1273,31-Mar-2014
LT,INE018A01030,LARSEN AND TOUBRO LIMITED,Buy,1,1726,05-May-2017
LT,INE018A01030,LARSEN AND TOUBRO LIMITED,Buy,1,1700,06-Jul-2017
LT,INE018A01030,LARSEN AND TOUBRO LIMITED,Buy,2,0,19-Jul-2017
LT,INE018A01030,LARSEN AND TOUBRO LIMITED,Buy,1,1313,04-Apr-2018
LT,INE018A01030,LARSEN AND TOUBRO LIMITED,Buy,1,1407,05-Dec-2018
LT,INE018A01030,LARSEN AND TOUBRO LIMITED,Buy,10,1430,11-Oct-2019
LTI,INE214T01019,LARSEN & TOUBRO INFOTECH LTD,Buy,1,1658,28-May-2018
LTTS,INE010V01017,L&T TECHNOLOGIES LIMITED,Buy,1,1304,28-May-2018
LUPIN,INE326A01037,LUPIN LIMITED,Buy,1,1523,28-Sep-2016
LUPIN,INE326A01037,LUPIN LIMITED,Buy,1,1500,28-Oct-2016
LUPIN,INE326A01037,LUPIN LIMITED,Buy,1,1500,28-Nov-2016
LUPIN,INE326A01037,LUPIN LIMITED,Buy,1,1455,28-Dec-2016
LUPIN,INE326A01037,LUPIN LIMITED,Buy,1,1501,30-Jan-2017
LUPIN,INE326A01037,LUPIN LIMITED,Buy,1,1468,28-Feb-2017
LUPIN,INE326A01037,LUPIN LIMITED,Buy,1,854,09-Nov-2018
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,10,640,28-Jan-2008
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,5,605,11-Feb-2008
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,5,575,12-Feb-2008
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,5,601,12-Feb-2008
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Sell,2,374,11-Nov-2008
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Sell,20,374,11-Nov-2008
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,3,0,02-Jan-2013
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Sell,6,881,11-Feb-2013
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,1,1358,30-May-2017
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,1,1348,01-Sep-2017
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,2,0,28-Dec-2017
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,2,731,05-Dec-2018
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,8,551,26-Sep-2019
M&M,INE101A01026,MAHINDRA & MAHINDRA LIMITED,Buy,2,551,26-Sep-2019
M&MFIN,INE774D01024,MAHINDRA & MAHINDRA FINANCIAL,Buy,3,425,03-Oct-2017
M&MFIN,INE774D01024,MAHINDRA & MAHINDRA FINANCIAL,Buy,2,442,04-Dec-2018
MAHINDCIE,INE536H01010,MAHINDRA CIE AUTOMOTIVE LTD,Buy,4,237,28-May-2018
MAHLOG,INE766P01016,MAHINDRA LOGISTICS LIMITED,Buy,2,476,02-Feb-2018
