+-------------+-----------+--------------+
| bhav_ticker | bhav_last |  bhav_isin   |
|  HINDNATGLS |    26.3   | INE952A01022 |
|  HINDOILEXP |   71.55   | INE345A01011 |
|  HINDPETRO  |   178.4   | INE094A01015 |
|  HINDUNILVR |   2072.0  | INE030A01027 |
|   HINDZINC  |   209.1   | INE267A01025 |
|    HIRECT   |   123.15  | INE835D01023 |
|  HISARMETAL |   77.65   | INE598C01011 |
|    HITECH   |   106.95  | INE106T01017 |
|  HITECHGEAR |   124.0   | INE127B01011 |
|    HLVLTD   |    4.7    | INE102A01024 |
|     HMVL    |    47.2   | INE871K01015 |
|    HNDFDS   |   882.45  | INE254N01018 |
|  HNGSNGBEES |   326.99  | INF204KB19I1 |
|    HONAUT   |  32306.0  | INE671A01010 |
|  HONDAPOWER |   1018.0  | INE634A01018 |
|  HOTELRUGBY |    1.5    | INE275F01019 |
|     HOVS    |    37.3   | INE596H01014 |
|     HPL     |   32.05   | INE495S01016 |
|     HSCL    |    51.2   | INE019C01026 |
|     HSIL    |    81.5   | INE415A01038 |
|   HUBTOWN   |    9.6    | INE703H01016 |
|    HUDCO    |    32.6   | INE031A01017 |
|  IBMFNIFTY  |   123.0   | INF666M01FS5 |
|  IBREALEST  |    52.8   | INE069I01010 |
|  IBULHSGFIN |   145.55  | INE148I01020 |
|   IBULISL   |   38.95   | INE126M01010 |
|  IBVENTURES |   226.0   | INE274G01010 |
|   ICICI500  |   148.81  | INF109KC1CZ3 |
|  ICICIALPLV |   119.5   | INF109KC1N59 |
|   ICICIB22  |   24.06   | INF109KB15Y7 |
|  ICICIBANK  |   347.5   | INE090A01021 |
|  ICICIBANKN |   208.82  | INF109KC1E27 |
|  ICICIBANKP |   114.11  | INF109KC1E35 |
|   ICICIGI   |  1270.05  | INE765G01017 |
|  ICICIGOLD  |    44.5   | INF109KC1NT3 |
|   ICICILIQ  |   999.99  | INF109KC1KT9 |
|  ICICILOVOL |   94.95   | INF109KB10T8 |
|  ICICIM150  |    63.5   | INF109KC1G82 |
|  ICICIMCAP  |   63.15   | INF109KB1XT3 |
|  ICICINF100 |   119.5   | INF109KA1962 |
|  ICICINIFTY |   117.1   | INF109K012R6 |
|  ICICINV20  |   57.72   | INF109KB1WY5 |
|  ICICINXT50 |   26.85   | INF109KC1NS5 |
|  ICICIPRULI |   415.0   | INE726G01019 |
|  ICICISENSX |   402.0   | INF346A01034 |
|  ICICITECH  |   196.3   | INF109KC1N67 |
|     ICIL    |   95.05   | INE483B01026 |
|     ICRA    |  2804.95  | INE725G01011 |
|     IDBI    |   34.05   | INE008A01015 |
|   IDBIGOLD  |   4523.1  | INF397L01554 |
|     IDEA    |    10.2   | INE669E01016 |
|     IDFC    |    31.3   | INE043D01016 |
|  IDFCFIRSTB |   29.25   | INE092T01019 |
|  IDFNIFTYET |   113.1   | INF194KA1U07 |
|     IEX     |   190.95  | INE022Q01020 |
|   IFBAGRO   |   329.9   | INE076C01018 |
|    IFBIND   |   618.0   | INE559A01017 |
|     IFCI    |    6.0    | INE039A01010 |
|  IFGLEXPOR  |   154.5   | INE133Y01011 |
|   IGARASHI  |   278.0   | INE188B01013 |
|     IGL     |   403.85  | INE203G01027 |
|     IGPL    |   289.15  | INE204A01010 |
|     IIFL    |   79.05   | INE530B01024 |
|   IIFLSEC   |    38.4   | INE489L01022 |
|   IIFLWAM   |   960.0   | INE466L01020 |
|   IMAGICAA  |    3.95   | INE172N01012 |
|     IMFA    |   228.35  | INE919H01018 |
|    IMPAL    |   543.0   | INE547E01014 |
|   INDBANK   |    9.95   | INE841B01017 |
|   INDHOTEL  |    92.5   | INE053A01029 |
|   INDIACEM  |   116.4   | INE383A01012 |
|  INDIAGLYCO |   276.5   | INE560A01015 |
|  INDIAMART  |   5201.2  | INE933S01016 |
|   INDIANB   |    55.3   | INE562A01011 |
|  INDIANCARD |    96.3   | INE061A01014 |
|  INDIANHUME |   167.25  | INE323C01030 |
|    INDIGO   |   1238.0  | INE646L01027 |
|  INDLMETER  |   14.95   | INE065B01013 |
|  INDNIPPON  |   345.0   | INE092B01025 |
|    INDOCO   |   258.65  | INE873D01024 |
|   INDORAMA  |    23.1   | INE156A01020 |
|   INDOSTAR  |   276.0   | INE896L01010 |
|   INDOTECH  |    96.0   | INE332H01014 |
|   INDOTHAI  |   16.05   | INE337M01013 |
|   INDOWIND  |    2.9    | INE227G01018 |
|  INDRAMEDCO |    52.5   | INE681B01017 |
|  INDSWFTLAB |   45.05   | INE915B01019 |
|  INDTERRAIN |   29.95   | INE611L01021 |
|  INDUSINDBK |   512.0   | INE095A01012 |
|  INEOSSTYRO |   503.05  | INE189B01011 |
|   INFIBEAM  |    73.3   | INE483S01020 |
|   INFOBEAN  |   154.8   | INE344S01016 |
|  INFRABEES  |   314.3   | INF732E01268 |
|   INFRATEL  |   182.1   | INE121J01017 |
|     INFY    |   1006.6  | INE009A01021 |
|  INGERRAND  |   591.0   | INE177A01018 |
|  INOXLEISUR |   253.75  | INE312H01016 |
|   INOXWIND  |    38.7   | INE066P01011 |
|  INSECTICID |   491.0   | INE070I01018 |
|  INSPIRISYS |   29.35   | INE020G01017 |
|  INTELLECT  |   204.3   | INE306R01017 |
|  INTENTECH  |    29.4   | INE781A01025 |
|  INVENTURE  |    17.0   | INE878H01016 |
|     IOB     |    9.5    | INE565A01014 |
|     IOC     |    73.9   | INE242A01010 |
|    IOLCP    |   749.0   | INE485C01011 |
|   IPCALAB   |   2062.0  | INE571A01020 |
|     IRB     |   108.7   | INE821I01014 |
|    IRCON    |    79.0   | INE962Y01021 |
|    IRCTC    |   1353.0  | INE335Y01012 |
|     ISEC    |   455.0   | INE763G01038 |
|     ISFT    |    81.5   | INE566K01011 |
|     ITC     |   171.15  | INE154A01025 |
|     ITDC    |   228.55  | INE353K01014 |
|    ITDCEM   |    49.0   | INE686A01026 |
|     ITI     |   120.6   | INE248A01017 |
|     IVP     |    42.5   | INE043C01018 |
|  IVZINGOLD  |   4551.0  | INF205K01361 |
|     IZMO    |   32.65   | INE848A01014 |
|   J&KBANK   |    14.8   | INE168A01041 |
|    JAGRAN   |    37.2   | INE199G01027 |
|  JAGSNPHARM |   38.25   | INE048B01027 |
|  JAIBALAJI  |    17.0   | INE091G01018 |
|  JAICORPLTD |   81.95   | INE070D01027 |
|  JAMNAAUTO  |   44.85   | INE039C01032 |
|     JASH    |   178.15  | INE039O01011 |
|  JAYAGROGN  |    93.0   | INE785A01026 |
|  JAYBARMARU |   208.0   | INE571B01028 |
|  JAYSREETEA |   58.25   | INE364A01020 |
|  JBCHEPHARM |   958.5   | INE572A01028 |
|    JBFIND   |    8.05   | INE187A01017 |
|     JBMA    |   217.2   | INE927D01028 |
|    JCHAC    |   2218.9  | INE782A01015 |
|  JINDALPHOT |   12.95   | INE796G01012 |
|  JINDALPOLY |   447.0   | INE197D01010 |
|  JINDALSAW  |    63.2   | INE324A01024 |
|  JINDALSTEL |   174.4   | INE749A01030 |
|   JINDRILL  |    70.0   | INE742C01031 |
|  JINDWORLD  |   47.45   | INE247D01039 |
|  JISLDVREQS |   10.75   | IN9175A01010 |
|  JISLJALEQS |    13.8   | INE175A01038 |
|   JIYAECO   |    8.65   | INE023S01016 |
|   JKCEMENT  |  1499.55  | INE823G01014 |
|     JKIL    |   104.3   | INE576I01022 |
|  JKLAKSHMI  |   247.5   | INE786A01032 |
|   JKPAPER   |    91.0   | INE789E01012 |
|    JKTYRE   |    57.0   | INE573A01042 |
|     JMA     |    25.6   | INE412C01023 |
|  JMCPROJECT |    53.0   | INE890A01024 |
|  JMFINANCIL |    76.9   | INE780C01023 |
|  JMTAUTOLTD |    2.8    | INE988E01036 |
|    JOCIL    |   174.0   | INE839G01010 |
|  JPASSOCIAT |    2.9    | INE455F01025 |
|  JPINFRATEC |    1.2    | INE099J01015 |
|  JPOLYINVST |    13.9   | INE147P01019 |
|   JPPOWER   |    2.2    | INE351F01018 |
|     JSL     |   42.55   | INE220G01021 |
|   JSLHISAR  |   77.85   | INE455T01018 |
|  JSWENERGY  |   58.15   | INE121E01018 |
|    JSWHL    |   2300.0  | INE824G01012 |
|   JSWSTEEL  |   267.0   | INE019A01038 |
|  JTEKTINDIA |   75.35   | INE643A01035 |
|   JUBILANT  |   720.0   | INE700A01033 |
|   JUBLFOOD  |   2318.3  | INE797F01012 |
|   JUBLINDS  |   128.55  | INE645L01011 |
|   JUMPNET   |    95.5   | INE974C01022 |
|  JUNIORBEES |   278.0   | INF732E01045 |
|   JUSTDIAL  |   374.0   | INE599M01018 |
|  JYOTHYLAB  |   143.0   | INE668F01031 |
|  KABRAEXTRU |    65.4   | INE900B01029 |
|  KAJARIACER |   504.65  | INE217B01036 |
|   KAKATCEM  |   144.0   | INE437B01014 |
|  KALPATPOWR |   240.0   | INE220B01022 |
|  KAMATHOTEL |    28.4   | INE967C01018 |
|   KAMDHENU  |    69.4   | INE390H01012 |
|  KANANIIND  |    3.0    | INE879E01037 |
|  KANORICHEM |    38.0   | INE138C01024 |
|  KANSAINER  |   474.65  | INE531A01024 |
|   KAPSTON   |   120.6   | INE542Z01010 |
|   KARMAENG  |    9.45   | INE725L01011 |
|  KARURVYSYA |    32.3   | INE036D01028 |
|     KAYA    |   209.65  | INE587G01015 |
|     KCP     |    59.4   | INE805C01028 |
|  KCPSUGIND  |   14.45   | INE790B01024 |
|     KDDL    |   151.3   | INE291D01011 |
|     KEC     |   322.4   | INE389H01022 |
|     KECL    |    10.1   | INE134B01017 |
|     KEI     |   346.7   | INE878B01027 |
|  KELLTONTEC |    41.1   | INE164B01022 |
|   KENNAMET  |   735.0   | INE717A01029 |
|  KESORAMIND |   39.85   | INE087A01019 |
|  KEYFINSERV |    37.1   | INE681C01015 |
|    KHADIM   |   102.8   | INE834I01025 |
|   KHANDSE   |    9.0    | INE060B01014 |
|     KICL    |   1334.0  | INE029L01018 |
|   KILITCH   |    82.5   | INE729D01010 |
|    KINGFA   |   502.25  | INE473D01015 |
|    KIOCL    |   116.7   | INE880L01014 |
|  KIRIINDUS  |   512.0   | INE415I01015 |
|   KIRLFER   |    85.4   | INE884B01025 |
|  KIRLOSBROS |   108.85  | INE732A01036 |
|  KIRLOSENG  |   107.85  | INE146L01010 |
|  KIRLOSIND  |   600.0   | INE250A01039 |
|    KITEX    |   101.5   | INE602G01020 |
|     KKCL    |   755.0   | INE401H01017 |
|   KMSUGAR   |   10.05   | INE157H01023 |
|    KNRCON   |   248.5   | INE634I01029 |
|  KOKUYOCMLN |    57.5   | INE760A01029 |
|  KOLTEPATIL |   158.4   | INE094I01018 |
|    KOPRAN   |   83.55   | INE082A01010 |
|  KOTAKBANK  |   1252.0  | INE237A01028 |
|  KOTAKBKETF |   211.88  | INF174K01F59 |
|  KOTAKGOLD  |   437.8   | INF373I01049 |
|  KOTAKNIFTY |   115.15  | INF174K014P6 |
|  KOTAKNV20  |    58.6   | INF174K01Z71 |
|  KOTAKPSUBK |   125.0   | INF373I01023 |
|  KOTARISUG  |    14.8   | INE419A01022 |
|  KOTHARIPET |   15.95   | INE720A01015 |
|  KOTHARIPRO |   58.95   | INE823A01017 |
|   KPITTECH  |   110.5   | INE04I401011 |
|   KPRMILL   |   608.0   | INE930H01023 |
|     KRBL    |   286.5   | INE001B01026 |
|   KREBSBIO  |    87.0   | INE268B01013 |
|  KRIDHANINF |    2.8    | INE524L01026 |
|     KSB     |   459.0   | INE999A01015 |
|     KSCL    |   528.75  | INE455I01029 |
|     KSK     |    0.45   | INE143H01015 |
|     KSL     |   203.0   | INE907A01026 |
|   KTKBANK   |    40.5   | INE614B01018 |
|   KUANTUM   |   39.05   | INE529I01021 |
|   KWALITY   |    2.5    | INE775B01025 |
|    L&TFH    |    58.2   | INE498L01015 |
|  LAKSHVILAS |   19.25   | INE694C01018 |
|  LALPATHLAB |   1835.0  | INE600L01024 |
|  LAMBODHARA |    28.6   | INE112F01022 |
|   LAOPALA   |   203.9   | INE059D01020 |
|     LASA    |    67.0   | INE670X01014 |
|  LAURUSLABS |   1334.0  | INE947Q01010 |
|  LAXMIMACH  |   3503.0  | INE269B01029 |
|  LEMONTREE  |    27.3   | INE970X01018 |
|     LFIC    |    57.6   | INE850E01012 |
|  LGBBROSLTD |   220.0   | INE337A01034 |
|   LGBFORGE  |    2.55   | INE201J01017 |
|    LIBAS    |    30.1   | INE908V01012 |
|  LIBERTSHOE |   137.0   | INE557B01019 |
|  LICHSGFIN  |   269.75  | INE115A01026 |
|  LICNETFGSC |   21.08   | INF767K01MV5 |
|  LICNETFN50 |   117.4   | INF767K01OS7 |
|  LICNETFSEN |   403.97  | INF767K01OT5 |
|  LICNFNHGP  |   114.0   | INF767K01PC8 |
|   LINCOLN   |   251.8   | INE405C01035 |
|   LINCPEN   |   157.3   | INE802B01019 |
|  LINDEINDIA |   725.95  | INE473A01011 |
|  LIQUIDBEES |  1000.01  | INF732E01037 |
|  LIQUIDETF  |   1000.0  | INF740KA1EU7 |
|  LOKESHMACH |    20.1   | INE397H01017 |
|   LOTUSEYE  |   29.95   | INE947I01017 |
|   LOVABLE   |    53.8   | INE597L01014 |
|     LSIL    |    0.7    | INE093R01011 |
|      LT     |   888.5   | INE018A01030 |
|     LTI     |   2460.0  | INE214T01019 |
|     LTTS    |   1578.7  | INE010V01017 |
|   LUMAXIND  |   1311.5  | INE162B01018 |
|  LUMAXTECH  |    93.5   | INE872H01027 |
|    LUPIN    |   996.3   | INE326A01037 |
|    LUXIND   |   1408.0  | INE150G01020 |
|   LYKALABS  |   18.35   | INE933A01014 |
|  LYPSAGEMS  |    3.1    | INE142K01011 |
|     M&M     |   592.1   | INE101A01026 |
|    M&MFIN   |   120.35  | INE774D01024 |
|     M100    |   17.61   | INF247L01023 |
|     M50     |   108.65  | INF247L01536 |
|   MAANALU   |   63.05   | INE215I01019 |
|   MACPOWER  |   73.05   | INE155Z01011 |
|    MADHAV   |    26.0   | INE925C01016 |
|   MADHUCON  |    2.8    | INE378D01032 |
|  MADRASFERT |    16.7   | INE414A01015 |
|  MAGADSUGAR |   113.35  | INE347W01011 |
|    MAGMA    |    33.5   | INE511C01022 |
|    MAGNUM   |    4.45   | INE387I01016 |
|   MAHABANK  |   11.35   | INE457A01014 |
|  MAHASTEEL  |   104.9   | INE451L01014 |
|    MAHEPC   |   153.4   | INE215D01010 |
|  MAHESHWARI |   170.9   | INE263W01010 |
|  MAHINDCIE  |   132.25  | INE536H01010 |
|   MAHLIFE   |   226.0   | INE813A01018 |
|    MAHLOG   |   315.0   | INE766P01016 |
|  MAHSCOOTER |   2878.0  | INE288A01013 |
|  MAHSEAMLES |   221.8   | INE271B01025 |
|  MAITHANALL |   520.9   | INE683C01011 |
|   MAJESCO   |   835.0   | INE898S01029 |
|  MALUPAPER  |   24.55   | INE383H01017 |
|   MAN50ETF  |   112.8   | INF769K01EG9 |
|  MANAKALUCO |    7.8    | INE859Q01017 |
|  MANAKCOAT  |    4.0    | INE830Q01018 |
|   MANAKSIA  |    39.5   | INE015D01022 |
|  MANAKSTEEL |    10.4   | INE824Q01011 |
|  MANALIPETC |   30.25   | INE201A01024 |
|  MANAPPURAM |   152.5   | INE522D01027 |
|   MANGALAM  |   134.5   | INE584F01014 |
|  MANGCHEFER |    29.8   | INE558B01017 |
|  MANGLMCEM  |   175.0   | INE347A01017 |
|  MANGTIMBER |    6.7    | INE805B01012 |
|   MANINFRA  |   25.05   | INE949H01023 |
|  MANUGRAPH  |    9.35   | INE867A01022 |
|   MANXT50   |   264.5   | INF769K01FN2 |
|  MARALOVER  |    11.8   | INE882A01013 |
|   MARATHON  |   50.15   | INE182D01020 |
|    MARICO   |   353.5   | INE196A01026 |
|   MARKSANS  |    47.5   | INE750C01026 |
|    MARUTI   |   6488.0  | INE585B01010 |
|    MASFIN   |   780.1   | INE348L01012 |
|    MASTEK   |   866.0   | INE759A01021 |
|  MATRIMONY  |   575.0   | INE866R01028 |
|  MAWANASUG  |   23.75   | INE636A01039 |
|  MAXHEALTH  |   109.85  | INE027H01010 |
|    MAXIND   |   58.25   | INE0CG601016 |
|    MAXVIL   |    37.3   | INE154U01015 |
|  MAYURUNIQ  |   253.0   | INE040D01038 |
|    MAZDA    |   510.0   | INE885E01034 |
|   MBLINFRA  |    7.0    | INE912H01013 |
|  MCDHOLDING |    25.1   | INE836H01014 |
|  MCDOWELL-N |   511.0   | INE854D01024 |
|     MCL     |    67.5   | INE813V01022 |
|     MCX     |  1621.15  | INE745G01035 |
|     MEGH    |    77.2   | INE974H01013 |
|   MENONBE   |    40.3   | INE071D01033 |
|     MEP     |   13.15   | INE776I01010 |
|   MERCATOR  |    0.95   | INE934B01028 |
|  METROPOLIS |  1743.75  | INE112L01020 |
|     MFSL    |   594.0   | INE180A01020 |
|     MGL     |   825.0   | INE002S01010 |
|    MHRIL    |   170.0   | INE998I01010 |
|   MIDHANI   |   193.75  | INE099Z01011 |
|  MINDACORP  |    70.9   | INE842C01021 |
|   MINDAIND  |   319.9   | INE405E01023 |
|   MINDTREE  |   1267.0  | INE018I01017 |
|  MIRCELECTR |    8.2    | INE831A01028 |
|   MIRZAINT  |    49.1   | INE771A01026 |
|    MITTAL   |    22.7   | INE997Y01019 |
|     MMFL    |   340.0   | INE227C01017 |
|     MMP     |    76.0   | INE511Y01018 |
|     MMTC    |    16.4   | INE123F01029 |
|   MOHITIND  |    3.4    | INE954E01012 |
|  MOHOTAIND  |    7.9    | INE313D01013 |
|     MOIL    |   139.2   | INE490G01020 |
|   MOLDTECH  |    39.8   | INE835B01035 |
|  MOLDTKPAC  |   271.0   | INE893J01029 |
|  MONTECARLO |   168.0   | INE950M01013 |
|   MORARJEE  |    8.45   | INE161G01027 |
|  MOREPENLAB |   23.25   | INE083A01026 |
|  MOTHERSUMI |   110.0   | INE775A01035 |
|  MOTILALOFS |   635.55  | INE338I01027 |
|  MOTOGENFIN |    14.9   | INE861B01023 |
|   MPHASIS   |   1274.8  | INE356A01018 |
|    MPSLTD   |   408.0   | INE943D01017 |
|     MRF     |  57405.1  | INE883A01011 |
|   MRO-TEK   |   22.55   | INE398B01018 |
|     MRPL    |   26.95   | INE103A01014 |
|     MSPL    |    6.75   | INE752G01015 |
|   MSTCLTD   |   165.5   | INE255X01014 |
|  MTEDUCARE  |    11.4   | INE472M01018 |
|     MTNL    |    8.4    | INE153A01019 |
|  MUKANDENGG |    9.9    | INE022B01014 |
|  MUKANDLTD  |   42.35   | INE304A01026 |
|  MUKTAARTS  |    24.9   | INE374B01019 |
|   MUNJALAU  |   53.85   | INE672B01032 |
|  MUNJALSHOW |   119.25  | INE577A01027 |
|  MURUDCERA  |    15.1   | INE692B01014 |
|  MUTHOOTCAP |   379.05  | INE296G01013 |
|  MUTHOOTFIN |  1082.65  | INE414G01012 |
|     N100    |   801.05  | INF247L01031 |
|   NACLIND   |    38.4   | INE295D01020 |
|   NAGAFERT  |    4.2    | INE454M01024 |
|  NAGREEKEXP |    13.5   | INE123B01028 |
|   NAHARCAP  |   62.15   | INE049I01012 |
|  NAHARINDUS |    26.4   | INE289A01011 |
|  NAHARPOLY  |    57.0   | INE308A01027 |
|  NAHARSPING |    35.9   | INE290A01027 |
|  NAM-INDIA  |   253.4   | INE298J01013 |
|  NATCOPHARM |   882.0   | INE987B01026 |
|  NATHBIOGEN |   260.0   | INE448G01010 |
|  NATIONALUM |   31.65   | INE139A01034 |
|    NAUKRI   |   3449.2  | INE663F01024 |
|  NAVINFLUOR |  2002.95  | INE048G01026 |
|  NAVKARCORP |    25.1   | INE278M01019 |
|  NAVNETEDUL |   76.65   | INE060A01024 |
|     NBCC    |   24.45   | INE095N01031 |
|    NBIFIN   |   1400.0  | INE365I01020 |
|  NBVENTURES |    57.6   | INE725A01022 |
|     NCC     |   33.65   | INE868B01028 |
|    NCLIND   |   107.05  | INE732C01016 |
|     NDGL    |   588.0   | INE756C01015 |
|   NDRAUTO   |   139.1   | INE07OG01012 |
|     NDTV    |    32.5   | INE155G01029 |
|   NECCLTD   |    8.25   | INE553C01016 |
|   NECLIFE   |   21.95   | INE023H01027 |
|   NELCAST   |   57.05   | INE189I01024 |
|    NELCO    |   192.0   | INE045B01015 |
|    NEOGEN   |   652.75  | INE136S01016 |
|    NESCO    |   553.9   | INE317F01035 |
|  NESTLEIND  |  15735.0  | INE239A01016 |
|     NETF    |   135.0   | INF277K015R5 |
|  NETFCONSUM |   53.49   | INF204KA1LD7 |
|  NETFDIVOPP |   26.65   | INF204KA1MS3 |
|    NETFIT   |   19.69   | INF204KB15V2 |
|  NETFLTGILT |   21.94   | INF204KB1882 |
|  NETFMID150 |   63.48   | INF204KB1V68 |
|  NETFNIF100 |   118.4   | INF204K014N5 |
|   NETFNV20  |   59.73   | INF204KB18I3 |
|  NETWORK18  |   32.95   | INE870H01013 |
|  NEULANDLAB |  1083.95  | INE794A01010 |
|    NEWGEN   |   224.0   | INE619B01017 |
|     NFL     |    32.5   | INE870D01012 |
|      NH     |   319.0   | INE410P01011 |
|     NHPC    |    20.3   | INE848E01016 |
|    NIACL    |   104.2   | INE470Y01017 |
|     NIBL    |    6.1    | INE047O01014 |
|  NIFTYBEES  |   117.89  | INF204KB14I2 |
|   NIFTYEES  |  14464.0  | INF754K01EK3 |
|   NIITLTD   |   127.15  | INE161A01038 |
|  NILAINFRA  |    4.7    | INE937C01029 |
|  NILASPACES |    1.25   | INE00S901012 |
|   NILKAMAL  |  1252.95  | INE310A01015 |
|  NIPPOBATRY |   543.0   | INE567A01010 |
|    NITCO    |   17.15   | INE858F01012 |
|  NITINSPIN  |   39.05   | INE229H01012 |
|    NKIND    |   21.45   | INE542C01019 |
|   NLCINDIA  |    49.2   | INE589A01014 |
|     NMDC    |    79.5   | INE584A01023 |
|    NOCIL    |   128.7   | INE163A01018 |
|  NOIDATOLL  |    3.45   | INE781B01015 |
|    NPBET    |   116.9   | INF277K010X4 |
|    NRAIL    |   190.7   | INE740D01017 |
|  NRBBEARING |    73.6   | INE349A01021 |
|     NSIL    |   700.0   | INE023A01030 |
|     NTPC    |    84.6   | INE733E01010 |
|   NUCLEUS   |   677.0   | INE096B01018 |
|  NXTDIGITAL |   650.0   | INE353A01023 |
|     OAL     |   365.45  | INE959C01023 |
|  OBEROIRLTY |   400.0   | INE093I01010 |
|     OCCL    |   762.95  | INE321D01016 |
|     OFSS    |   2987.5  | INE881D01027 |
|     OIL     |   87.95   | INE274J01014 |
|  OILCOUNTUB |    4.05   | INE591A01010 |
|     OISL    |    2.9    | INE196J01019 |
|   OLECTRA   |    67.4   | INE260D01016 |
|   OMAXAUTO  |    40.0   | INE090B01011 |
|    OMAXE    |   67.05   | INE800H01010 |
|  OMKARCHEM  |    7.85   | INE474L01016 |
|   OMMETALS  |   16.15   | INE239D01028 |
|  ONELIFECAP |    6.1    | INE912L01015 |
|   ONEPOINT  |   11.55   | INE840Y01011 |
|     ONGC    |    68.8   | INE213A01029 |
|   ONMOBILE  |   45.45   | INE809I01019 |
|  ONWARDTEC  |    63.0   | INE229A01017 |
|   OPTIEMUS  |    48.8   | INE350C01017 |
|  OPTOCIRCUI |    5.15   | INE808B01016 |
|   ORBTEXP   |    57.0   | INE231G01010 |
|  ORICONENT  |   17.75   | INE730A01022 |
|  ORIENTABRA |    20.7   | INE569C01020 |
|  ORIENTALTL |    9.55   | INE998H01012 |
|  ORIENTBELL |    96.0   | INE607D01018 |
|  ORIENTCEM  |    62.0   | INE876N01018 |
|  ORIENTELEC |   180.0   | INE142Z01019 |
|  ORIENTHOT  |    20.6   | INE750A01020 |
|  ORIENTLTD  |    76.6   | INE609C01024 |
|  ORIENTPPR  |    16.5   | INE592A01026 |
|  ORIENTREF  |   187.55  | INE743M01012 |
|  ORISSAMINE |   2019.0  | INE725E01024 |
|  ORTINLABSS |    19.1   | INE749B01012 |
|  OSWALAGRO  |    9.65   | INE142A01012 |
|     PAEL    |    1.9    | INE766A01018 |
|   PAGEIND   |  19681.0  | INE761H01022 |
|   PAISALO   |   420.0   | INE420C01042 |
|  PALASHSECU |    33.7   | INE471W01019 |
|   PANACHE   |   55.35   | INE895W01019 |
|  PANAMAPET  |    54.0   | INE305C01029 |
|  PAPERPROD  |   292.8   | INE275B01026 |
|  PARACABLES |    7.0    | INE074B01023 |
|  PARAGMILK  |   100.8   | INE883N01014 |
|  PARSVNATH  |    2.35   | INE561H01026 |
|   PATELENG  |   12.55   | INE244B01030 |
|  PATINTLOG  |    22.2   | INE529D01014 |
|  PATSPINLTD |    4.45   | INE790C01014 |
|  PCJEWELLER |   14.35   | INE785M01013 |
|  PDMJEPAPER |   14.25   | INE865T01018 |
|    PDSMFL   |   315.0   | INE111Q01013 |
|  PEARLPOLY  |   20.65   | INE844A01013 |
|     PEL     |   1248.0  | INE140A01024 |
|    PENIND   |    15.4   | INE932A01024 |
|  PENINLAND  |    4.05   | INE138A01028 |
|  PERSISTENT |   1230.0  | INE262H01013 |
|   PETRONET  |   219.6   | INE347G01014 |
|     PFC     |    85.3   | INE134E01011 |
|    PFIZER   |   4940.0  | INE182A01018 |
|    PFOCUS   |    37.0   | INE367G01038 |
|     PFS     |    17.9   | INE560K01014 |
|     PGHH    |   9880.0  | INE179A01014 |
|     PGHL    |   4915.0  | INE199A01012 |
|     PGIL    |   141.1   | INE940H01014 |
|  PHILIPCARB |   123.7   | INE602A01023 |
|  PHOENIXLTD |   556.8   | INE211B01039 |
|  PIDILITIND |  1416.05  | INE318A01026 |
|    PIIND    |   1897.0  | INE603J01030 |
|  PILANIINVS |   1544.7  | INE417C01014 |
|    PILITA   |    6.1    | INE600A01035 |
|   PIONDIST  |   100.2   | INE889E01010 |
|  PIONEEREMB |    21.4   | INE156C01018 |
|   PITTIENG  |    31.9   | INE450D01021 |
|  PLASTIBLEN |   191.0   | INE083C01022 |
|     PNB     |   29.05   | INE160A01022 |
|   PNBGILTS  |   40.45   | INE859A01011 |
|  PNBHOUSING |   329.35  | INE572E01012 |
|     PNC     |   13.85   | INE392B01011 |
|   PNCINFRA  |   156.0   | INE195J01029 |
|  PODDARHOUS |   160.0   | INE888B01018 |
|  PODDARMENT |   189.0   | INE371C01013 |
|   POKARNA   |   136.0   | INE637C01025 |
|   POLYCAB   |   830.0   | INE455K01017 |
|   POLYMED   |   451.2   | INE205C01021 |
|   POLYPLEX  |   671.0   | INE633B01018 |
|  PONNIERODE |   154.5   | INE838E01017 |
|  POWERGRID  |   160.7   | INE752E01010 |
|  POWERINDIA |   932.0   | INE07Y701011 |
|  POWERMECH  |   400.0   | INE211R01019 |
|     PPAP    |   214.7   | INE095I01015 |
|     PPL     |    70.2   | INE050001010 |
|   PRABHAT   |   65.75   | INE302M01033 |
|    PRAENG   |    5.75   | INE505C01016 |
|   PRAJIND   |    68.5   | INE074A01025 |
|   PRAKASH   |    37.0   | INE603A01013 |
|  PRAKASHSTL |    0.7    | INE696K01024 |
|    PRECAM   |    32.5   | INE484I01029 |
|   PRECWIRE  |   114.8   | INE372C01029 |
|  PREMEXPLN  |   114.0   | INE863B01011 |
|  PREMIERPOL |   24.15   | INE309M01012 |
|   PRESSMN   |   16.85   | INE980A01023 |
|   PRESTIGE  |   245.5   | INE811K01011 |
|  PRICOLLTD  |    45.6   | INE726V01018 |
|  PRIMESECU  |   44.75   | INE032B01021 |
|  PRINCEPIPE |   244.95  | INE689W01016 |
|  PROZONINTU |    16.1   | INE195N01013 |
|  PRSMJOHNSN |   56.15   | INE010A01011 |
|     PSB     |   11.05   | INE608A01012 |
|  PSPPROJECT |   404.1   | INE488V01015 |
|  PSUBNKBEES |   13.95   | INF204KB16I7 |
|     PTC     |    47.7   | INE877F01012 |
|     PTL     |   38.95   | INE034D01031 |
|  PUNJABCHEM |   623.9   | INE277B01014 |
