Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
530801,DIAMOND,DIAMOND INFOSYSTEMS LTD.,04 Oct 2016,Bonus issue 2:1,05 Oct 2016,-,-,28 Sep 2016,04 Oct 2016,-
538733,STARLIT,Starlit Power Systems Ltd,06 Oct 2016,Bonus issue 1:4,07 Oct 2016,-,-,30 Sep 2016,06 Oct 2016,-
512161,8KMILES,8K MILES SOFTWARE SERVICES LTD.,10 Oct 2016,Bonus issue 1:3,13 Oct 2016,-,-,04 Oct 2016,10 Oct 2016,-
530305,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,10 Oct 2016,Bonus issue 1:1,13 Oct 2016,-,-,05 Oct 2016,10 Oct 2016,-
530307,CHAMANSE,CHAMAN LAL SETIA EXPORTS LTD.-$,14 Oct 2016,Bonus issue 1:10,17 Oct 2016,-,-,06 Oct 2016,14 Oct 2016,-
530965,IOC,INDIAN OIL CORPORATION LTD.,18 Oct 2016,Bonus issue 1:1,19 Oct 2016,-,-,10 Oct 2016,18 Oct 2016,-
531082,ALANKIT,Alankit Ltd,19 Oct 2016,Bonus issue 1:1,20 Oct 2016,-,-,14 Oct 2016,19 Oct 2016,-
537092,MODEX,Modex International Securities Ltd,20 Oct 2016,Bonus issue 1:1,21 Oct 2016,-,-,14 Oct 2016,20 Oct 2016,-
517080,HIGHGROUND,High Ground Enterprise Ltd,24 Oct 2016,Bonus issue 1:10,25 Oct 2016,-,-,18 Oct 2016,24 Oct 2016,-
532711,SUNILHITEC,SUNIL HITECH ENGINEERS LTD.,01 Dec 2016,Bonus issue 1:1,03 Dec 2016,-,-,28 Nov 2016,01 Dec 2016,-
504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.,09 Dec 2016,Bonus issue 1:1,13 Dec 2016,-,-,06 Dec 2016,12 Dec 2016,-
500312,ONGC,OIL AND NATURAL GAS CORPORATION LTD.,15 Dec 2016,Bonus issue 1:2,16 Dec 2016,-,-,08 Dec 2016,15 Dec 2016,-
539398,VISHALBL,Vishal Bearings Ltd,15 Dec 2016,Bonus issue 1:4,16 Dec 2016,-,-,08 Dec 2016,15 Dec 2016,-
523319,BALMLAWRIE,BALMER LAWRIE & CO.LTD.,26 Dec 2016,Bonus issue 3:1,27 Dec 2016,-,-,20 Dec 2016,26 Dec 2016,-
532178,ENGINERSIN,ENGINEERS INDIA LTD.,30 Dec 2016,Bonus issue 1:1,02 Jan 2017,-,-,26 Dec 2016,30 Dec 2016,-
539982,ASYL,Advance Syntex Ltd,04 Jan 2017,Bonus issue 3:20,05 Jan 2017,-,-,29 Dec 2016,04 Jan 2017,-
531723,STAMPEDE,Stampede Capital Limited,10 Jan 2017,Bonus issue 1:4,11 Jan 2017,-,-,09 Jan 2017,10 Jan 2017,-
533106,OIL,OIL INDIA LTD.,12 Jan 2017,Bonus issue 1:3,13 Jan 2017,-,-,06 Jan 2017,12 Jan 2017,-
524764,NUTRA,Nutraplus India Limited,19 Jan 2017,Bonus issue 1:10,20 Jan 2017,-,-,13 Jan 2017,19 Jan 2017,-
539223,AMBITION,Ambition Mica Ltd,03 Feb 2017,Bonus issue 1:2,06 Feb 2017,-,-,30 Jan 2017,03 Feb 2017,-
531109,ISHANCH,ISHAN DYES & CHEMICALS LTD.,14 Feb 2017,Bonus issue 1:2,15 Feb 2017,-,-,08 Feb 2017,14 Feb 2017,-
512626,ORBTEXP,ORBIT EXPORTS LTD.,14 Feb 2017,Bonus issue 1:1,15 Feb 2017,-,-,09 Feb 2017,14 Feb 2017,-
534309,NBCC,NBCC (India) Ltd,17 Feb 2017,Bonus issue 1:2,21 Feb 2017,-,-,14 Feb 2017,17 Feb 2017,-
539017,ASHFL,Akme Star Housing Finance Ltd,07 Mar 2017,Bonus issue 1:1,08 Mar 2017,-,-,01 Mar 2017,07 Mar 2017,-
539428,TEJNAKSH,Tejnaksh Healthcare Ltd,08 Mar 2017,Bonus issue 1:1,09 Mar 2017,-,-,02 Mar 2017,08 Mar 2017,-
532155,GAIL,GAIL (INDIA) LTD.,09 Mar 2017,Bonus issue 1:3,11 Mar 2017,-,-,06 Mar 2017,09 Mar 2017,-
540023,MIENT,Millitoons Entertainment Ltd,10 Mar 2017,Bonus issue 1:1,14 Mar 2017,-,-,06 Mar 2017,10 Mar 2017,-
539686,KPEL,K.P. Energy Ltd,15 Mar 2017,Bonus issue 1.501     ,16 Mar 2017,-,-,08 Mar 2017,15 Mar 2017,-
532953,VGUARD,V-GUARD INDUSTRIES LTD.,15 Mar 2017,Bonus issue 2:5,16 Mar 2017,-,-,08 Mar 2017,15 Mar 2017,-
536170,KUSHAL,Kushal Ltd,16 Mar 2017,Bonus issue 1:1,17 Mar 2017,-,-,09 Mar 2017,16 Mar 2017,-
531768,POLYMED,POLY MEDICURE LTD.,24 Mar 2017,Bonus issue 1:1,28 Mar 2017,-,-,21 Mar 2017,24 Mar 2017,-
540024,ASHARI,Ashari Agencies Ltd,31 Mar 2017,Bonus issue 4:1,03 Apr 2017,-,-,24 Mar 2017,31 Mar 2017,-
