amfi_rank, amfi_cname, amfi_isin, amfi_ticker, amfi_mcap, amfi_captype
2168, Lotus chocolate co, INE026D01011, LOTUSCHO, 54, Small Cap
2169, Texmo pipes products, INE141K01013, TEXMOPIPES, 54, Small Cap
2170, Facor alloys, INE828G01013, FACORALL, 54, Small Cap
2171, National plastic industries, INE233D01013, NATPLAS, 54, Small Cap
2172, Sharika enterprises, INE669Y01014, SHARIKA, 54, Small Cap
2173, Bedmutha industries, INE844K01012, BEDMUTHA, 54, Small Cap
2174, The western plywoods, INE215F01023, WIPL, 54, Small Cap
2175, Tv vision, INE871L01013, TVVISION, 54, Small Cap
2176, Abc, INE125D01011, ABCIND, 54, Small Cap
2177, Hindustan adhesives, INE074C01013, HINDADH, 54, Small Cap
2178, Lml, INE862A01015, LML, 54, Small Cap
2179, Ishan dyes chemicals, INE561M01018, ISHANCH, 54, Small Cap
2180, Adhunik metaliks, INE400H01019, ADHUNIK, 54, Small Cap
2181, Mro tek realty, INE398B01018, MRO-TEK, 54, Small Cap
2182, Kwality pharmaceuticals, INE552U01010, KPL, 53, Small Cap
2183, Sagar productions, INE807D01030, SAGARPROD, 53, Small Cap
2184, Integra telecommunication software, INE256F01019, INTELSOFT, 53, Small Cap
2185, Nagreeka capital infrastructure, INE245I01016, NAGREEKCAP, 53, Small Cap
2186, Tinna rubber infrastructure, INE015C01016, TINNARUBR, 53, Small Cap
2187, Rander corporation, INE821D01031, RANDER, 53, Small Cap
2188, Universal autofoundry, INE203T01012, UNIAUTO, 53, Small Cap
2189, Remsons industries, INE474C01015, REMSONSIND, 53, Small Cap
2190, Vardhman polytex, INE835A01011, VARDMNPOLY, 52, Small Cap
2191, Franklin leasing finance, INE399S01010, FRANKLIN, 52, Small Cap
2192, Viji finance, INE159N01027, VFL, 52, Small Cap
2193, Tulive developers, INE637D01015, TULIVE, 52, Small Cap
2194, Kings infra ventures, INE050N01010, KINGSINFR, 52, Small Cap
2195, Vivo bio tech, INE380K01017, VIVOBIOT, 52, Small Cap
2196, Shri krishna devcon, INE997I01012, SHRIKRISH, 52, Small Cap
2197, Asya infosoft, INE520G01016, ASYAINFO, 52, Small Cap
2198, Naturite agro products, INE223R01014, NAPL, 52, Small Cap
2199, Vegetable products, INE761D01021, VEGETABLE, 51, Small Cap
2201, Madhav marbles granites, INE925C01016, MADHAV, 51, Small Cap
2202, Divinus fabrics, INE478P01018, DIVINUS, 51, Small Cap
2203, Mukand engineers, INE022B01014, MUKANDENGG, 51, Small Cap
2204, Mercury laboratories, INE947G01011, MERCURYLAB, 51, Small Cap
2205, Bengal tea fabrics, INE665D01016, BENGALT, 51, Small Cap
2206, Pioneer investcorp, INE746D01014, PIONRINV, 51, Small Cap
2207, Manvijay development company, INE945P01016, MANVIJAY, 51, Small Cap
2208, Shree shaleen textiles, INE703L01026, SHRSHATEX, 50, Small Cap
2209, Chowgule steamships, INE490A01015, CHOWGULSTM, 50, Small Cap
2210, Nagpur power industries, INE099E01016, NAGPI, 50, Small Cap
2211, Shreeji translogistics, INE402Y01010, STL, 50, Small Cap
2212, Kanco tea industries, INF398L01017, OKANCOTEA, 50, Small Cap
2213, Kss, INE216D01026, KSERA, 50, Small Cap
2214, Sanghvi forging engineering, INE263L01013, SANGHVIFOR, 50, Small Cap
2215, N e electronics, INE955E01019, , 50, Small Cap
2216, Lgb forge, INE201J01017, LGBFORGE, 50, Small Cap
2217, Kernex microsystems, INE202H01019, KERNEX, 50, Small Cap
2218, Polylink polymers, INE323D01020, POLYLINK, 50, Small Cap
2219, Vijay shanthi builders, INE806F01011, VIJSHAN, 50, Small Cap
2220, Shriram asset management co, INE777G01012, SRAMSET, 50, Small Cap
2221, Anisha impex, INE084Q01012, ANISHAIMPEX, 50, Small Cap
2222, Rishi techtex, INE989D01010, RISHITECH, 50, Small Cap
2223, Matra kaushal enterprise, INE265N01030, MKEL, 50, Small Cap
2224, Xpro, INE445C01015, XPROINDIA, 49, Small Cap
2225, Riddhi corporate services, INE325X01015, RIDDHICORP, 49, Small Cap
2226, Polyspin exports, INE914G01011, POLYSPIN, 49, Small Cap
2227, Bang overseas, INE863I01016, BANG, 49, Small Cap
2228, Fcs software solutions, INE512B01022, FCSSOFT, 49, Small Cap
2229, Aci infocom, INE167B01025, ACIIN, 49, Small Cap
2230, Virtual global education, INE247C01023, VIRTUALG, 49, Small Cap
2231, Spenta international, INE175C01018, SPENTA, 49, Small Cap
2232, Abg shipyard, INE067H01016, ABGSHIP, 49, Small Cap
2233, Shetron, INE278C01010, SHETR, 49, Small Cap
2234, Titan bio tech, INE150C01011, TITANBIO, 49, Small Cap
2235, Abhinav capital services, INE516F01016, ABHICAP, 49, Small Cap
2236, Century extrusions, INE281A01026, CENTEXT, 49, Small Cap
2237, Parsoli corporation, INE905D01016, PARSOLI, 49, Small Cap
2238, Prime urban development, INE419E01024, PRIMEURB, 49, Small Cap
2239, Relstruct buildcon, INE792V01010, RELSTRUCT, 49, Small Cap
2240, Bafna pharmaceuticals, INE878I01014, BAFNAPHARM, 48, Small Cap
2241, Amba enterprises, INE829P01020, AEL, 48, Small Cap
2242, Parenteral drug, INE904D01019, PARENTLD, 48, Small Cap
2243, Shalimar productions, INE435E01020, SHALIAGR, 48, Small Cap
2244, Mehai technology, INE062Y01012, MEHAI, 48, Small Cap
2245, Real news views, INE055E01026, REALNEWS, 48, Small Cap
2246, Oceanic foods, INE711V01010, OCEANIC, 48, Small Cap
2247, Shiva mills, INE644Y01017, SHIVAMILLS, 48, Small Cap
2248, Kesar enterprises, INE133B01019, KESARENT, 48, Small Cap
2249, Shivom investment consultancy, INE074G01014, SICLTD, 48, Small Cap
2250, Ashari agencies, INE361S01010, ASHARI, 48, Small Cap
2251, Frontline securities, INE773B01012, FRONTSEC, 47, Small Cap
2252, Era infra engineering, INE039E01020, ERAINFRA, 47, Small Cap
2253, Him teknoforge, INE705G01021, HIMTEK, 47, Small Cap
2254, Chokhani securities, INE583D01011, CHOKSEC, 47, Small Cap
2255, Bajaj steel industries, INE704G01016, BAJAJST, 47, Small Cap
2256, Psl, INE474B01017, PSL, 47, Small Cap
2257, Ocl iron steel, INE196J01019, OISL, 47, Small Cap
2258, Bs, INE043K01029, BSLIMITED, 47, Small Cap
2259, Kaycee industries, INE813G01015, KAYCEEI, 47, Small Cap
2260, Rajkumar forge, INE013J01016, RJKMRFR, 47, Small Cap
2261, Unisys softwares holdings indus, INE200B01016, UNISH, 47, Small Cap
2262, Pcs technology, INE834B01012, PCSIND, 47, Small Cap
2263, Gujarat hotels, INE621C01011, GUJHOTE, 47, Small Cap
2264, Simran farms, INE354D01017, SIMRAN, 47, Small Cap
2265, Ntc industries, INE920C01017, RDBIND, 47, Small Cap
2266, Himachal fibres, INE723D01021, HIMFIBP, 47, Small Cap
2267, Ashok alco chem, INE994D01010, ASHOKALC, 47, Small Cap
2268, Lakhani, INE935C01015, LAKHANI, 47, Small Cap
2269, Systematix corporate services, INE356B01016, SYSTMTXC, 47, Small Cap
2270, Sti, INE090C01019, STINDIA, 47, Small Cap
2271, Camson bio technologies, INE845E01012, CAMSONBIO, 47, Small Cap
2272, Eastern treads, INE500D01015, EASTRED, 47, Small Cap
2273, Niraj cement structurals, INE368I01016, NIRAJ, 47, Small Cap
2274, Jayshree chemicals, INE693E01016, JAYCH, 46, Small Cap
2275, Nimbus projects, INE875B01015, NIMBSPROJ, 46, Small Cap
2276, Times guaranty, INE289C01025, TIMESGTY, 46, Small Cap
2277, Valiant communications, INE760B01019, VALIANT, 46, Small Cap
2278, Vaswani industries, INE590L01019, VASWANI, 46, Small Cap
2279, Megastar foods, INE00EM01016, MEGASTAR, 46, Small Cap
2280, Sanco trans, INE391G01012, SANCTRN, 46, Small Cap
2281, Raunaq epc international, INE523K01012, RAUNAQEPC, 46, Small Cap
2282, Ind swift, INE788B01028, INDSWFTLTD, 46, Small Cap
2283, Parnax lab, INE383L01019, PARNAXLAB, 46, Small Cap
2284, Amrapali fincap, INE990S01016, AMRAFIN, 46, Small Cap
2285, Anjani synthetics, INE364D01032, ANJANI, 46, Small Cap
2286, Swastika investmart, INE691C01014, SWASTIKA, 46, Small Cap
2287, Bhandari hosiery exports, INE474E01029, BHANDHOS, 46, Small Cap
2288, Gayatri bioorganics, INE052E01015, GAYATRIBI, 46, Small Cap
2289, Navkar builders, INE268H01010, NAVBLDR, 46, Small Cap
2290, Rodium realty, INE513E01024, RODIUM, 45, Small Cap
2291, Sharda ispat, INE385M01012, SHRDAIS, 45, Small Cap
2292, Supremex shine steels, INE175N01023, SUPREMEX, 45, Small Cap
2293, Wh brady co, INE855A01019, WHBRADY, 45, Small Cap
2294, Zenith fibres, INE106C01013, ZENIFIB, 45, Small Cap
2295, Stl global, INE353H01010, SGL, 45, Small Cap
2296, Trident texofab, INE071Y01013, TTFL, 45, Small Cap
2297, Pearl polymers, INE844A01013, PEARLPOLY, 45, Small Cap
2298, Hisar metal industries, INE598C01011, HISARMET, 45, Small Cap
2299, Blue blends, INE113O01014, BLUBLND-B, 45, Small Cap
2300, Precision electronics, INE143C01024, PRECISIO, 45, Small Cap
2301, Hb portfolio, INE638B01017, HBPOR, 45, Small Cap
2302, Ladderup finance, INE519D01015, LADDERUP, 45, Small Cap
2303, Sahara housingfina corporation, INE135C01012, SAHARAHOUS, 45, Small Cap
2304, Indian sucrose, INE557C01017, INDSUCR, 45, Small Cap
2305, Punjab communications, INE609A01010, PUNJCOMMU, 45, Small Cap
2306, Tree house education accessories, INE040M01013, TREEHOUSE, 44, Small Cap
2307, Vivid global industries, INE737C01023, VIVIDIND, 44, Small Cap
2308, Gautam gems, INE063Z01017, GGL, 44, Small Cap
2309, Goldcrest corporation, INE505D01014, GOLCRSFI, 44, Small Cap
2310, Abm international, INE251C01017, ABMINTLTD, 44, Small Cap
2311, Spentex industries, INE376C01020, SPENTEX, 44, Small Cap
2312, Intellivate capital advisors, INE176N01021, INTELLADV, 44, Small Cap
2313, Radhe developers, INE986B01036, RADHEDE, 44, Small Cap
2314, Fair deal filaments, INE719D01011, FAIRDSY, 44, Small Cap
2315, Rathi bars, INE575I01016, RATHIBAR, 44, Small Cap
2316, Pocl enterprises, INE035S01010, POEL, 44, Small Cap
2317, Zenith exports, INE058B01018, ZENITHEXPO, 44, Small Cap
2318, Chordia food products, INE975C01011, CHORDIA, 44, Small Cap
2319, Bombay cycle motor agency, INE691K01017, BOMBCYC, 44, Small Cap
2320, Rsd finance, INE616F01014, RSDFIN, 44, Small Cap
2321, Elque polyesters, INE085E01015, ELQPO, 44, Small Cap
2322, Lakshmi precision screws, INE651C01018, LAKPRE, 43, Small Cap
2323, Soma textile industries, INE314C01013, SOMATEX, 43, Small Cap
2324, Comfort intech, INE819A01023, COMFINTE, 43, Small Cap
2325, Shree ganesh remedies, INE414Y01015, SGRL, 43, Small Cap
2326, Pure giftcarat, INE594W01026, PGL, 43, Small Cap
2327, Gayatri sugars, INE622E01023, GAYATRI, 43, Small Cap
2328, Fredun pharmaceuticals, INE194R01017, FREDUN, 43, Small Cap
2329, Thiru arooran sugars industries, INE409A01015, THIRUSUGAR, 43, Small Cap
2330, Mohit industries, INE954E01012, MOHITIND, 43, Small Cap
2331, Swaraj automotives, INE724G01014, SWARAJAUTO, 43, Small Cap
2332, Valecha engineering, INE624C01015, VALECHAENG, 43, Small Cap
2333, Icds, INE613B01010, ICDSLTD, 43, Small Cap
2334, Bartronics, INE855F01034, BARTRONICS, 42, Small Cap
2335, Bdh industries, INE278D01018, BDH, 42, Small Cap
2336, Joindre capital services, INE024B01010, JOINDRE, 42, Small Cap
2337, Jindal hotels, INE726D01016, JINDHOT, 42, Small Cap
2338, Transchem, INE019B01010, TRANSCHEM, 42, Small Cap
2339, Keynote corporate services, INE681C01015, KEYCORPSER, 42, Small Cap
2340, Focus suites solutions services, INE180Z01019, FSSPL, 42, Small Cap
2341, Nagreeka exports, INE123B01028, NAGREEKEXP, 42, Small Cap
2342, Incap, INE437C01012, INCAP, 42, Small Cap
2343, Amrapali capital finance services, INE218P01018, ACFSL, 42, Small Cap
2344, Daikaffil chemicals, INE789B01018, DAIKAFFI, 42, Small Cap
2345, Panchsheel organic, INE316G01019, PANCHSHEEL, 41, Small Cap
2346, Hindustan wires, INE075C01010, HINDWRS, 41, Small Cap
2347, Dskulkarni developers, INE891A01014, DSKULKARNI, 41, Small Cap
2348, Ecoplast, INE423D01010, ECOPLAST, 41, Small Cap
2349, Nitin castings, INE861H01012, NITINCAST, 41, Small Cap
2350, Birla precision technologies, INE372E01025, BIRLAPREC, 41, Small Cap
2351, Futuristic solutions, INE241F01011, FUTSOL, 41, Small Cap
2352, Magnum ventures, INE387I01016, MAGNUM, 41, Small Cap
2353, Makers laboratories, INE987A01010, MAKERSL, 41, Small Cap
2354, Banaras beads, INE655B01011, BANARBEADS, 41, Small Cap
2355, Blue chip tex industries, INE472D01017, BLUECHIPT, 41, Small Cap
2356, Pee cee cosma sope, INE417E01010, PCCOSMA, 41, Small Cap
2357, Kothari world finance, INE988F01017, KOTHARIFIN, 41, Small Cap
2358, Parabolic drugs, INE618H01016, PARABDRUGS, 41, Small Cap
2359, Tirupati foam, INE115G01015, TIRUFOAM, 41, Small Cap
2360, Lakshmi automatic loom works, INE718M01014, LXMIATO, 41, Small Cap
2361, Kgn industries, INE196C01022, KGNIND, 41, Small Cap
2362, Aqua logistics, INE544K01026, AQUA, 41, Small Cap
2363, Star delta transformers, INE541K01014, STARDELTA, 41, Small Cap
2364, Ind bank housing, INE969D01012, INDBNK, 41, Small Cap
2365, Hilton metal forging, INE788H01017, HILTON, 41, Small Cap
2366, Swagruha infrastructure, INE587J01027, SWAGRUHA, 41, Small Cap
2367, Siddharth education services, INE930X01012, SIDDH, 41, Small Cap
2368, Vitan agro industries, INE186Q01023, VITANAGRO, 41, Small Cap
2369, Medico remedies, INE630Y01016, MEDICO, 40, Small Cap
2370, Twentyfirst century management serv, INE253B01015, 21STCENMGM, 40, Small Cap
2371, Samrat pharmachem, INE103E01016, SAMRATPH, 40, Small Cap
2372, Vkj infradevelopers, INE211P01021, VKJINFRA, 40, Small Cap
2373, Alpine housing development corporat, INE840D01015, ALPINEHOU, 40, Small Cap
2374, Biopac corporation, INE998A01017, BIOPAC, 40, Small Cap
2375, Likhami consulting, INE920T01011, LIKHAMI, 40, Small Cap
2376, Delta magnets, INE393A01011, DELTAMAGNT, 40, Small Cap
2377, Jeevan scientific technology, INE237B01018, JSTL, 40, Small Cap
2378, Walchand peoplefirst, INE695D01021, WALCHCAP, 40, Small Cap
2379, Usher agro, INE235G01011, USHERAGRO, 40, Small Cap
2380, Sujala trading holdings, INE029H01016, SUJALA, 40, Small Cap
2381, Rmc switchgears, INE655V01019, RMC, 39, Small Cap
2382, Maximaa systems, INE161B01036, MAXIMAA, 39, Small Cap
2383, Smruthi organics, INE172E01011, SMRUTHIORG, 39, Small Cap
2384, Solid stone company, INE584G01012, SOLIDSTON, 39, Small Cap
2385, Advance metering technology, INE436N01029, AMTL, 39, Small Cap
2386, Radford global, INE783M01026, RADGLOBAL, 39, Small Cap
2387, Arihant foundations housing, INE413D01011, ARIHANT, 39, Small Cap
2388, Kanco tea industries, INE398L01017, KANCOTEA, 39, Small Cap
2389, Swarnsarita gems, INE967A01012, SWARNASA, 39, Small Cap
2390, Olympic oil industries, INE286E01019, OLYOI, 39, Small Cap
2391, Neil industries, INE396C01010, NEIL, 39, Small Cap
2392, Rts power corporation, INE005C01017, RTSPOWR, 39, Small Cap
2393, Karma energy, INE725L01011, KARMAENG, 38, Small Cap
2394, Sagar diamonds, INE146Y01013, SAGAR, 38, Small Cap
2395, Nath pulp paper mills, INE776A01025, NATHPULP, 38, Small Cap
2396, Wall street finance, INE549D01012, WSFIN, 38, Small Cap
2397, Ang lifesciences, INE236W01016, ANG, 38, Small Cap
2398, Real touch finance, INE840I01014, RTFL, 38, Small Cap
2399, Gg dandekar machine works, INE631D01026, GGDANDE, 38, Small Cap
2400, Kovilpatti lakshmi roller flour mills, INE014E01015, KLRFM, 38, Small Cap
2401, Rapicut carbides, INE350D01015, RAPICUT, 38, Small Cap
2402, T i global, INE811B01010, TIGLOB, 38, Small Cap
2403, Mobile telecommunications, INE770B01026, MOBILTEL, 38, Small Cap
2404, Blb, INE791A01024, BLBLIMITED, 38, Small Cap
2405, North eastern publishing advertising co, INE930E01012, , 38, Small Cap
2406, Remi edelstahl tubulars, INE158G01015, RAJNMCH, 38, Small Cap
2407, Bemco hydraulics, INE142E01014, BEMHY, 38, Small Cap
2408, Kailash auto finance, INE410O01022, KAILASH, 38, Small Cap
2409, Rohit ferro tech, INE248H01012, ROHITFERRO, 38, Small Cap
2410, Binayak tex processors, INE626H01019, ZBINTXPP, 37, Small Cap
2411, Salora international, INE924A01013, SALORAINTL, 37, Small Cap
2412, Fenoplast, INE138D01014, FENOPLAS, 37, Small Cap
2413, Perfectpac, INE759I01016, PERFEPA, 37, Small Cap
2414, Duke offshore, INE397G01019, DUKEOFS, 37, Small Cap
2415, Reliance chemotex industries, INE750D01016, RELCHEM, 37, Small Cap
2416, Sainik finance industries, INE584B01013, SAINIK, 37, Small Cap
2417, Cranes software international, INE234B01023, CRANESSOFT, 37, Small Cap
2418, Resonance specialties, INE486D01017, RESONANCE, 37, Small Cap
2419, Shree krishna paper mills industr, INE970C01012, SKPMIL, 37, Small Cap
2420, Patdiam jewellery, INE473T01011, PJL, 37, Small Cap
2421, Laurel organics, INE285U01017, LAURLOR, 37, Small Cap
2422, Arex industries, INE480H01011, AREXMIS, 37, Small Cap
2423, L p naval engineering, INE920P01019, LPNAVAL, 37, Small Cap
2424, Pyxis finvest, INE883L01018, PYXISFIN, 37, Small Cap
2425, Dhoot industrial finance, INE313G01016, DHOOTIN, 36, Small Cap
2426, Ravi kumar distilleries, INE722J01012, RKDL, 36, Small Cap
2427, Splendid metal products, INE215G01021, SMPL, 36, Small Cap
2428, Tcfc finance, INE389D01013, TCFCFIN, 36, Small Cap
2429, Hindustan development corpn, INE550A01016, HINDC, 36, Small Cap
2430, Saboo sodium chloro, INE440C01016, SABOOSOD, 36, Small Cap
2431, Sanco industries, INE782L01012, SANCO, 36, Small Cap
2432, Gujarat intrux, INE877E01015, GUJINTRX, 36, Small Cap
2433, Jindal cotex, INE904J01016, JINDCOT, 36, Small Cap
2434, Diligent industries, INE650C01028, DILIGENT, 36, Small Cap
2435, Ontic finserve, INE989S01034, ONTIC, 36, Small Cap
2436, Bsel infrastructure realty, INE395A01016, BSELINFRA, 36, Small Cap
2437, Aplaya creations, INE099M01027, EINSEDUTEC, 36, Small Cap
2438, Govind rubber, INE011C01015, GOVINDRU, 36, Small Cap
2439, Kretto syscon, INE128R01015, KRETTOSYS, 36, Small Cap
2440, Saumya consultants, INE563C01015, SAUMYA, 36, Small Cap
2441, Garnet construction, INE797D01017, GARNET, 36, Small Cap
2442, Chadha papers, INE669W01018, CHADPAP, 36, Small Cap
2443, Mishka exim, INE540S01019, MISHKA, 36, Small Cap
2444, Jetking infotrain, INE919C01019, JETKING, 36, Small Cap
2445, Vishal bearings, INE060T01024, VISHALBL, 36, Small Cap
2446, Simplex projects, INE898F01018, SIMPLEX, 35, Small Cap
2447, Cni research, INE135H01029, CNIRESLTD, 35, Small Cap
2448, Camex, INE198C01010, CAMEXLTD, 35, Small Cap
2449, Srindustries, INE329C01011, SRIND, 35, Small Cap
2450, Lime chemicals, INE891G01011, LIMECHM, 35, Small Cap
2451, Poona dal oil industries, INE809E01018, POONADAL, 35, Small Cap
2452, Tci finance, INE911B01018, TCIFINANCE, 35, Small Cap
2453, Cubex tubings, INE144D01012, CUBEXTUB, 35, Small Cap
2454, Pranavaditya spg mills, INE569D01028, PRANAVSP, 35, Small Cap
2455, Mohindra fasteners, INE705H01011, , 35, Small Cap
2456, Kdj holidayscapes resorts, INE089E01025, KDJHRL, 35, Small Cap
2457, Kanishk steel industries, INE791E01018, KANSHST, 35, Small Cap
2458, Nivedita mercantile financing, INE992I01013, ZNIVEMER, 35, Small Cap
2459, Milestone furniture, INE424Z01011, MILEFUR, 35, Small Cap
2460, Gccl infrastructure projects, INE438F01013, GCCLINP, 35, Small Cap
2461, Purbanchal prestressed, INE931E01010, , 35, Small Cap
2462, Wires fabriks, INE469D01013, WIREFABR, 35, Small Cap
2463, Sterling international enterprises, INE696C01021, STERINTER, 35, Small Cap
2464, Victoria mills, INE203D01016, VICTMILL, 35, Small Cap
2465, Marble finvest, INE476K01013, , 35, Small Cap
2466, Aanchal ispat, INE322R01014, AANCHALISP, 34, Small Cap
2467, Maris spinners, INE866D01010, MARIS, 34, Small Cap
2468, Sumedha fiscal services, INE886B01012, SUMEDHA, 34, Small Cap
2469, Kothari fermanatation biochem, INE991B01010, KFBL, 34, Small Cap
2470, Ruttonsha international rectifier l, INE302D01016, RIR, 34, Small Cap
2471, Bhagwati autocast, INE106G01014, BGWTATO, 34, Small Cap
2472, Vidli restaurants, INE564S01019, VIDLI, 34, Small Cap
2473, Celestial biolabs, INE221I01017, CELESTIAL, 34, Small Cap
2474, Taylormade renewables, INE459Z01017, TRL, 34, Small Cap
2475, Eastern silk industries, INE962C01027, EASTSILK, 34, Small Cap
2476, Hindustan dorr oliver, INE551A01022, HINDDORROL, 34, Small Cap
2477, Riddhi steel tube, INE367U01013, RSTL, 33, Small Cap
2478, Shree karthik papers, INE538D01015, SHKARTP, 33, Small Cap
2479, Bloom dekor, INE253C01013, BLOOM, 33, Small Cap
2480, Mohite industries, INE154B01015, MOHITE, 33, Small Cap
2481, Sangam renewables, INE299N01013, SAREL, 33, Small Cap
2482, Aikyam intellectual property consultancy, INE739N01026, AIPCL, 33, Small Cap
2483, Mudit finlease, INE220D01010, MUDITFN, 33, Small Cap
2484, Raja bahadur international, INE491N01016, RAJABAH, 33, Small Cap
2486, Sbec sugar, INE948G01019, SBECSUG, 33, Small Cap
2487, Terai tea co, INE390D01011, TERAI, 33, Small Cap
2488, Tarini international, INE849M01017, TARINI, 33, Small Cap
2489, Ortin laboratories, INE749B01012, ORTINLAABS, 33, Small Cap
2490, Maruti infrastructure, INE392G01010, MAINFRA, 32, Small Cap
2491, Zenlabs ethica, INE546F01013, ZENLABS, 32, Small Cap
2492, Greycells education, INE791H01011, CONCEPTPROD, 32, Small Cap
2493, Odyssey technologies, INE213B01019, ODYSSEY, 32, Small Cap
2494, Svp housing, INE369Q01017, SVPHOUSING, 32, Small Cap
2495, Arvind remedies, INE211C01037, ARVINDREM$, 32, Small Cap
2496, Dra consultants, INE746V01016, DRA, 32, Small Cap
2497, Creative castings, INE146E01015, CREATIVE, 32, Small Cap
2498, Diana tea co, INE012E01035, DIANATEA, 32, Small Cap
2499, Hb estate developers, INE640B01013, HBESD, 32, Small Cap
2500, Nova iron steel, INE608C01026, NOVIS, 32, Small Cap
2501, Steelco gujarat, INE629B01024, STEELCO, 32, Small Cap
2502, Svc resources, INE254H01044, SVCRES, 32, Small Cap
2503, Aryaman capital markets, INE229R01011, ARYACAPM, 32, Small Cap
2504, Acknit industries, INE326C01017, ACKNIT, 32, Small Cap
2505, Vora constructions, INE902L01016, VORACON, 32, Small Cap
2506, Harig crankshafts, INE905C01026, HARCR, 32, Small Cap
2507, Skp securities, INE709B01016, SKPSEC, 32, Small Cap
2508, Solitaire machine tools, INE410A01013, SOLIMAC, 31, Small Cap
2509, Nexus commodities technologies, INE370Q01015, NEXUSCOMMO, 31, Small Cap
2510, Danlaw technologies, INE310B01013, DANLAW, 31, Small Cap
2511, East coast steel, INE315F01013, ECSTSTL, 31, Small Cap
2512, Db, INE921B01025, DBSTOCKBRO, 31, Small Cap
2513, Womens next loungeries, INE174Q01011, WOMENSNEXT, 31, Small Cap
2514, Aadhaar ventures, INE063D01030, AADHAARVEN, 31, Small Cap
2515, Octaware technologies, INE208U01019, OCTAWARE, 31, Small Cap
2516, Capital finance, INE345H01016, CIFL, 31, Small Cap
2517, Adtech systems, INE257C01014, , 31, Small Cap
2518, Inani marbles industries, INE635D01027, INANI, 31, Small Cap
2519, Aqua pumps infra ventures, INE005E01013, AQUAPIV, 31, Small Cap
2520, Prithvi exchange, INE621B01021, PRITHVIEXCH, 31, Small Cap
2521, Onelife capital advisors, INE912L01015, ONELIFECAP, 31, Small Cap
2522, Vanta bioscience, INE695X01011, VANTABIO, 31, Small Cap
2523, Shree tulsi onlinecom, INE130D01037, SHREETULSI, 31, Small Cap
2524, Parvati sweetners power, INE295Z01015, PARVATI, 31, Small Cap
2525, Tara jewels, INE799L01016, TARAJEWELS, 31, Small Cap
2526, Veer energy infrastructure, INE255E01030, VEERENRGY, 30, Small Cap
2527, Eastern gases, INE111111111, EASTERNGAS1, 30, Small Cap
2528, Blue cloud softech solutions, INE373T01021, BLUECLOUDS, 30, Small Cap
2529, Eastern gases, INE846C01014, EASTERNGAS, 30, Small Cap
2530, Asit c mehta financial services, INE041B01014, ASITCFIN, 30, Small Cap
2531, Rajparis civil constructions, INE477F01011, , 30, Small Cap
2532, Simplex realty, INE167H01014, SIMPLXREA, 30, Small Cap
2533, Jash dealmark, INE801W01017, JDML, 30, Small Cap
2534, Think ink studio, INE365S01029, TISL, 30, Small Cap
2535, Citadel realty developers, INE906D01014, CITADEL, 30, Small Cap
2536, Se power, INE735M01018, SEPOWER, 30, Small Cap
2537, Coastal corporation, INE377E01016, COASTCORP, 30, Small Cap
2538, Linkson international, INE996E01021, LINKSONI, 30, Small Cap
2539, Poojawestern metaliks, INE973X01012, POOJA, 30, Small Cap
2540, Smifs capital markets, INE641A01013, SMIFS, 30, Small Cap
2541, Utl industries, INE184E01024, UTLINDS, 30, Small Cap
2542, Karnavati finance, INE554R01012, KARNAVATI, 30, Small Cap
2543, Jagadishwar pharmaceuticals works, INE832F01017, , 30, Small Cap
2544, Medi caps, INE442D01010, MEDICAP, 30, Small Cap
2545, Valson industries, INE808A01018, VALSON, 30, Small Cap
2546, Phoenix international, INE245B01011, PHOENXINTL, 30, Small Cap
2547, Everonn education, INE678H01010, EVERONN, 29, Small Cap
2548, Austin engineering co, INE759F01012, AUSTENG-B, 29, Small Cap
2549, Nkindustries, INE542C01019, NKIND, 29, Small Cap
2550, Cosmo ferrites, INE124B01018, COSMOFE, 29, Small Cap
2551, Gokak textiles, INE642I01014, GOKAKTEX, 29, Small Cap
2552, Duncan engineering, INE340F01011, DUNCANENG, 29, Small Cap
2553, Lakshmi finance industrial corporation, INE850E01012, LFIC, 29, Small Cap
2554, Stone, INE290C01015, STONEIN, 29, Small Cap
2555, Winro commercial, INE837E01019, WINROC, 29, Small Cap
2556, Safal herbs, INE880M01020, SAFALHBS, 29, Small Cap
2557, Jyoti resins adhesives, INE577D01013, JYOTIRES, 29, Small Cap
2558, Eurotex industries exports, INE022C01012, EUROTEXIND, 29, Small Cap
2559, Rainbow papers, INE028D01025, RAINBOWPAP, 29, Small Cap
2560, Meyer apparel, INE100C01024, MAL, 29, Small Cap
2561, My money securities, INE232L01018, MYMONEY, 29, Small Cap
2562, Anil, INE125E01019, ANILPROD, 29, Small Cap
2563, Mudunuru, INE491C01027, MUDUNURU, 29, Small Cap
2564, Samtex fashions, INE931D01020, SAMTEX, 29, Small Cap
2565, Visagar polytex, INE370E01029, VIVIDHA, 29, Small Cap
2566, Prag bosimi synthetics, INE962B01011, PRAGBOS, 29, Small Cap
2567, Veejay lakshmi engineering works lt, INE466D01019, VJLAXMIE, 29, Small Cap
2568, Sampre nutritions, INE375C01014, SAMPRE, 29, Small Cap
2569, Vippy spinpro, INE660D01017, VIPPYSP, 29, Small Cap
2570, Orosil smiths, INE628B01034, OROSMITHS, 28, Small Cap
2572, Dynamic industries, INE457C01010, DYNAMIND, 28, Small Cap
