Stock Symbol,Company Name,Action,Quantity,Transaction Price,Transaction Date
AMBCE,AMBUJA CEMENTS LTD,Sell,39,58.85,11-Nov-2008
AMBCE,AMBUJA CEMENTS LTD,Buy,5,105.95,18-Feb-2010
AMBCE,AMBUJA CEMENTS LTD,Buy,5,103.80,25-Feb-2010
AMBCE,AMBUJA CEMENTS LTD,Sell,20,202.25,01-Jan-2013
AMBCE,AMBUJA CEMENTS LTD,Buy,3,240.30,05-Jun-2017
AMBCE,AMBUJA CEMENTS LTD,Buy,1,240.30,05-Jun-2017
AMBCE,AMBUJA CEMENTS LTD,Buy,1,240.30,05-Jun-2017
AMBCE,AMBUJA CEMENTS LTD,Buy,4,268.60,02-Jan-2018
ANDBAN,ANDHRA BANK,Buy,35,85.15,04-Mar-2008
ANDBAN,ANDHRA BANK,Buy,14,71.95,06-Jun-2008
ANDBAN,ANDHRA BANK,Buy,10,68.75,09-Jun-2008
ANDBAN,ANDHRA BANK,Sell,59,50.50,11-Nov-2008
ANSPRO,ANSAL PROPERTIES & INFRASTRUCT,Buy,10,114.80,06-Jun-2008
ANSPRO,ANSAL PROPERTIES & INFRASTRUCT,Buy,10,103.00,09-Jun-2008
ANSPRO,ANSAL PROPERTIES & INFRASTRUCT,Sell,20,45.00,11-Nov-2008
APOHOS,APOLLO HOSPITALS ENTERPRISES L,Buy,5,1211.00,25-Jan-2017
APOHOS,APOLLO HOSPITALS ENTERPRISES L,Buy,1,1154.65,06-Dec-2017
APOTYR,APOLLO TYRES LTD,Buy,5,247.85,02-Jun-2017
APOTYR,APOLLO TYRES LTD,Buy,4,255.80,01-Feb-2018
ARVLIM,ARVIND LIMITED,Buy,3,411.35,18-Sep-2017
ASAIND,ASAHI INDIA GLASS LIMITED,Buy,35,84.85,03-Mar-2008
ASAIND,ASAHI INDIA GLASS LIMITED,Sell,35,48.00,11-Nov-2008
ASAIND,ASAHI INDIA GLASS LIMITED,Buy,4,240.95,30-May-2017
ASAIND,ASAHI INDIA GLASS LIMITED,Buy,1,362.80,06-Dec-2017
ASAIND,ASAHI INDIA GLASS LIMITED,Buy,2,362.85,06-Dec-2017
ASIGRA,ASIAN GRANITO INDIA LIMITED,Buy,2,532.25,02-Feb-2018
ASIPAI,ASIAN PAINTS INDIA LTD,Buy,1,1177.00,22-Sep-2016
ASIPAI,ASIAN PAINTS INDIA LTD,Buy,1,1135.35,24-Oct-2016
ASIPAI,ASIAN PAINTS INDIA LTD,Buy,1,910.40,22-Nov-2016
ASIPAI,ASIAN PAINTS INDIA LTD,Buy,1,854.35,22-Dec-2016
ASIPAI,ASIAN PAINTS INDIA LTD,Buy,1,966.55,23-Jan-2017
ASIPAI,ASIAN PAINTS INDIA LTD,Buy,1,1009.60,22-Feb-2017
ASIPAI,ASIAN PAINTS INDIA LTD,Buy,1,1056.05,22-Mar-2017
ASIPAI,ASIAN PAINTS INDIA LTD,Buy,1,1108.95,06-Dec-2017
AURPHA,AUROBINDO PHARMA LTD,Buy,2,737.90,18-Jul-2017
AURPHA,AUROBINDO PHARMA LTD,Buy,1,671.15,02-Jan-2018
AVAFEE,AVANTI FEEDS LTD,Buy,1,1420.55,02-Jun-2017
AVAFEE,AVANTI FEEDS LTD,Buy,1,2629.70,06-Dec-2017
AVESUP,AVENUE SUPERMARTS LTD DMART,Buy,1,1231.45,16-Oct-2017
AXIBAN,AXIS BANK LIMITED,Buy,2,507.00,15-Jun-2017
AXIBAN,AXIS BANK LIMITED,Buy,2,498.15,04-Apr-2018
BAAUTO,BAJAJ AUTO LIMITED,Buy,1,2820.00,16-Jun-2017
BAAUTO,BAJAJ AUTO LIMITED,Buy,1,2774.15,04-Apr-2018
BAFINS,BAJAJ FINSERV LIMITED,Buy,1,5618.95,19-Sep-2017
BALCHI,BALRAMPUR CHINI MILLS LTD,Buy,8,159.45,13-Nov-2017
BALIND,BALKRISHNA INDUSTRIES LTD,Buy,1,1702.15,11-Jul-2017
BALIND,BALKRISHNA INDUSTRIES LTD,Buy,1,0.00,02-Jan-2018
BANBAR,BANK OF BARODA,Buy,10,292.75,07-Mar-2008
BANBAR,BANK OF BARODA,Buy,5,216.25,09-Jun-2008
BANBAR,BANK OF BARODA,Sell,12,298.00,05-Aug-2008
BANBAR,BANK OF BARODA,Sell,3,290.00,11-Nov-2008
BASF,BASF INDIA LIMITED,Buy,1,1393.95,02-Jun-2017
BASF,BASF INDIA LIMITED,Buy,1,1983.95,04-Apr-2018
BATIND,BATA INDIA LIMITED,Buy,2,548.50,30-May-2017
BATIND,BATA INDIA LIMITED,Buy,2,732.90,06-Dec-2017
BAYIND,BAYER CROPSCIENCE LIMITED,Buy,1,4716.95,09-Jun-2017
BERPAI,BERGER PAINTS INDIA LTD,Buy,4,253.55,17-Jul-2017
BERPAI,BERGER PAINTS INDIA LTD,Buy,4,255.10,01-Feb-2018
BHA22,ICICI PRUD MF BHARAT 22 ETF,Buy,278,35.97,27-Nov-2017
BHAAIR,BHARTI AIRTEL LTD,Buy,5,793.00,03-Mar-2008
BHAAIR,BHARTI AIRTEL LTD,Buy,5,765.00,04-Mar-2008
BHAAIR,BHARTI AIRTEL LTD,Sell,8,843.00,05-Aug-2008
BHAAIR,BHARTI AIRTEL LTD,Buy,1,637.80,26-Feb-2009
BHAAIR,BHARTI AIRTEL LTD,Buy,4,282.00,18-Feb-2010
BHAAIR,BHARTI AIRTEL LTD,Buy,2,277.15,25-Feb-2010
BHAAIR,BHARTI AIRTEL LTD,Buy,3,0.00,02-Jan-2013
BHAAIR,BHARTI AIRTEL LTD,Sell,12,317.00,11-Feb-2013
BHAAIR,BHARTI AIRTEL LTD,Buy,6,319.95,31-Mar-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,3,328.15,21-Apr-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,2,341.45,20-May-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,2,336.10,20-Jun-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,2,337.50,21-Jul-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,2,375.35,20-Aug-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,2,415.70,22-Sep-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,2,400.00,20-Oct-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,2,400.80,20-Nov-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,2,346.80,22-Dec-2014
BHAAIR,BHARTI AIRTEL LTD,Buy,2,495.00,27-Nov-2017
BHAELE,BHARAT ELECTRONICS LTD,Buy,5,1430.00,25-Feb-2008
BHAELE,BHARAT ELECTRONICS LTD,Buy,2,1340.00,04-Mar-2008
BHAELE,BHARAT ELECTRONICS LTD,Sell,5,659.00,11-Nov-2008
BHAELE,BHARAT ELECTRONICS LTD,Sell,2,659.00,11-Nov-2008
BHAELE,BHARAT ELECTRONICS LTD,Buy,6,184.90,24-Aug-2017
BHAELE,BHARAT ELECTRONICS LTD,Buy,7,145.95,04-Apr-2018
BHAINF,BHARTI INFRATEL LIMITED,Buy,3,409.05,03-Oct-2017
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,2,306.50,06-Jun-2008
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,7,306.50,06-Jun-2008
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,1,306.50,06-Jun-2008
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,4,267.00,09-Jun-2008
BHAPET,BHARAT PETROLEUM CORPN LTD,Sell,11,336.00,05-Aug-2008
BHAPET,BHARAT PETROLEUM CORPN LTD,Sell,3,321.70,11-Nov-2008
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,1,579.50,25-Feb-2010
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,1,0.00,20-Jul-2012
BHAPET,BHARAT PETROLEUM CORPN LTD,Sell,2,397.55,11-Feb-2013
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,2,645.00,22-Jun-2017
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,1,0.00,28-Jul-2017
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,2,499.75,02-Jan-2018
BHEL,BHARAT HEAVY ELECTRICALS LTD,Buy,1,1481.00,07-Oct-2008
BHEL,BHARAT HEAVY ELECTRICALS LTD,Buy,4,0.00,02-Jan-2013
BHEL,BHARAT HEAVY ELECTRICALS LTD,Sell,5,208.35,11-Feb-2013
BHEL,BHARAT HEAVY ELECTRICALS LTD,Buy,10,127.10,24-Aug-2017
BHEL,BHARAT HEAVY ELECTRICALS LTD,Buy,5,0.00,06-Oct-2017
BHEL,BHARAT HEAVY ELECTRICALS LTD,Buy,12,86.00,04-Apr-2018
BLUDAR,BLUE DART EXPRESS LTD,Buy,1,4426.00,30-May-2017
BLUSTA,BLUE STAR LTD,Buy,1,731.80,28-Nov-2017
BOSLIM,BOSCH LIMITED,Buy,1,24408.40,01-Aug-2017
BOSLIM,BOSCH LIMITED,Sell,1,20790.05,08-Nov-2017
BRIENT,BRIGADE ENTERPRISES LIMITED,Buy,4,268.00,08-Jun-2017
BRIIND,BRITANNIA INDUSTRIES LTD,Buy,1,3677.55,09-Jun-2017
BRIIND,BRITANNIA INDUSTRIES LTD,Buy,1,5031.30,04-Apr-2018
BSE,BSE LIMITED,Buy,1,982.85,28-Sep-2017
CADHEA,CADILA HEALTHCARE LIMITED,Buy,2,485.20,19-Sep-2017
CAIIND,CAIRN INDIA LIMITED,Buy,4,266.40,20-Jun-2008
CAIIND,CAIRN INDIA LIMITED,Sell,4,145.00,11-Nov-2008
CAIIND,CAIRN INDIA LIMITED,Buy,2,260.90,25-Feb-2010
CAIIND,CAIRN INDIA LIMITED,Sell,2,316.00,11-Feb-2013
CANBAN,CANARA BANK,Buy,13,229.40,07-Mar-2008
CANBAN,CANARA BANK,Buy,1,229.40,07-Mar-2008
CANBAN,CANARA BANK,Buy,5,197.75,09-Jun-2008
CANBAN,CANARA BANK,Sell,19,190.95,11-Nov-2008
CARE,CARE RATINGS LIMITED,Buy,1,1474.00,15-Jun-2017
CARE,CARE RATINGS LIMITED,Buy,1,1367.55,01-Feb-2018
CARUNI,CARBORUNDUM UNIVERSAL LTD,Buy,4,328.50,17-Oct-2017
CASIND,CASTROL INDIA LIMITED,Buy,2,424.50,30-May-2017
CASIND,CASTROL INDIA LIMITED,Buy,4,394.30,06-Dec-2017
CASIND,CASTROL INDIA LIMITED,Buy,6,0.00,04-Jan-2018
CDSL,CENTRAL DEPOSITORY SER IND LTD,Buy,3,340.55,28-Sep-2017
CEAT,CEAT LIMITED,Buy,1,1891.95,11-Jul-2017
CENBAN,CENTRAL BANK OF INDIA,Buy,50,89.45,05-Mar-2008
CENBAN,CENTRAL BANK OF INDIA,Buy,10,72.70,09-Jun-2008
CENBAN,CENTRAL BANK OF INDIA,Sell,60,39.00,11-Nov-2008
CENPLY,CENTURY PLYBOARDS (INDIA) LTD,Buy,4,275.05,02-Jun-2017
CENPLY,CENTURY PLYBOARDS (INDIA) LTD,Buy,3,321.35,01-Feb-2018
CERSAN,CERA SANITARYWARE LIMITED,Buy,1,3037.45,14-Jun-2017
CHAFER,CHAMBAL FERTILISERS & CHEMICAL,Buy,7,144.85,16-Oct-2017
CIPLA,CIPLA LIMITED,Buy,10,174.75,23-Jan-2008
CIPLA,CIPLA LIMITED,Sell,5,227.05,05-Aug-2008
CIPLA,CIPLA LIMITED,Sell,4,418.00,01-Jan-2013
CIPLA,CIPLA LIMITED,Sell,1,394.85,11-Feb-2013
CIPLA,CIPLA LIMITED,Buy,2,529.75,02-Jun-2017
CIPLA,CIPLA LIMITED,Buy,2,607.40,02-Jan-2018
CNKLIM,COX & KINGS LIMITED,Buy,4,266.90,15-Jun-2017
CNKLIM,COX & KINGS LIMITED,Buy,4,249.95,01-Feb-2018
COALIN,COAL INDIA LIMITED,Buy,4,360.10,01-Jan-2013
COALIN,COAL INDIA LIMITED,Buy,2,347.10,05-Feb-2013
COALIN,COAL INDIA LIMITED,Sell,6,337.00,11-Feb-2013
COALIN,COAL INDIA LIMITED,Buy,7,289.35,31-Mar-2014
COALIN,COAL INDIA LIMITED,Buy,3,278.65,07-Apr-2014
COALIN,COAL INDIA LIMITED,Buy,3,295.10,05-May-2014
COALIN,COAL INDIA LIMITED,Buy,2,391.85,05-Jun-2014
COALIN,COAL INDIA LIMITED,Buy,2,396.60,07-Jul-2014
COALIN,COAL INDIA LIMITED,Buy,2,357.40,05-Aug-2014
COALIN,COAL INDIA LIMITED,Buy,2,372.50,05-Sep-2014
COALIN,COAL INDIA LIMITED,Buy,2,342.65,07-Oct-2014
COALIN,COAL INDIA LIMITED,Buy,2,351.30,05-Nov-2014
COALIN,COAL INDIA LIMITED,Buy,2,356.50,05-Dec-2014
COALIN,COAL INDIA LIMITED,Buy,4,270.60,27-Nov-2017
COFDAY,COFFEE DAY ENTERPRISES LTD,Buy,4,251.75,21-Jun-2017
COFDAY,COFFEE DAY ENTERPRISES LTD,Buy,4,301.55,04-Apr-2018
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,Buy,1,1073.95,09-Jun-2017
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,Buy,1,1091.85,04-Apr-2018
CONCOR,CONTAINER CORPORATION OF INDIA,Buy,5,1724.00,26-Feb-2008
CONCOR,CONTAINER CORPORATION OF INDIA,Buy,5,0.00,28-May-2008
CONCOR,CONTAINER CORPORATION OF INDIA,Sell,10,665.10,11-Nov-2008
CONCOR,CONTAINER CORPORATION OF INDIA,Buy,1,1259.05,24-Aug-2017
CONCOR,CONTAINER CORPORATION OF INDIA,Buy,1,1245.20,04-Apr-2018
CORINT,COROMANDEL INTERNATIONAL LIMIT,Buy,3,419.45,02-Jun-2017
CORINT,COROMANDEL INTERNATIONAL LIMIT,Buy,2,509.50,01-Nov-2017
CPSETF,CPSE ETF,Buy,573,17.45,31-Mar-2014
CPSETF,CPSE ETF,Buy,38,0.00,14-Apr-2015
CPSETF,CPSE ETF,Buy,35,27.88,07-Sep-2017
CPSETF,CPSE ETF,Buy,34,28.89,09-Oct-2017
CRISIL,CRISIL LIMITED,Buy,1,1860.00,15-Jun-2017
CRISIL,CRISIL LIMITED,Buy,1,1865.65,04-Apr-2018
CROGR,CROMPTON GREAVES CONS ELEC LTD,Buy,4,256.55,28-Nov-2017
CUMIND,CUMMINS INDIA LTD,Buy,1,938.40,30-May-2017
CUMIND,CUMMINS INDIA LTD,Buy,2,870.85,06-Dec-2017
DABIND,DABUR INDIA LTD,Buy,4,283.05,12-Jun-2017
DABIND,DABUR INDIA LTD,Buy,3,349.25,02-Jan-2018
DISHTV,DISH TV INDIA LIMITED,Buy,13,77.85,17-Jul-2017
DISHTV,DISH TV INDIA LIMITED,Buy,15,74.55,01-Feb-2018
DLFLIM,DLF LIMITED,Buy,5,737.90,03-Mar-2008
DLFLIM,DLF LIMITED,Buy,5,686.00,04-Mar-2008
DLFLIM,DLF LIMITED,Buy,4,661.00,05-Mar-2008
DLFLIM,DLF LIMITED,Buy,3,488.50,09-Jun-2008
DLFLIM,DLF LIMITED,Buy,2,299.50,06-Oct-2008
DLFLIM,DLF LIMITED,Sell,16,282.50,11-Nov-2008
DLFLIM,DLF LIMITED,Buy,2,287.95,25-Feb-2010
DLFLIM,DLF LIMITED,Sell,5,272.60,11-Feb-2013
DLFLIM,DLF LIMITED,Buy,6,177.65,08-Jun-2017
DLFLIM,DLF LIMITED,Buy,4,253.95,02-Jan-2018
DRLAL,DR. LAL PATHLABS LIMITED,Buy,1,805.00,19-Sep-2017
DRREDD,DR REDDY'S LABORATORIES LTD,Buy,10,570.00,28-Jan-2008
DRREDD,DR REDDY'S LABORATORIES LTD,Buy,3,504.00,11-Feb-2008
DRREDD,DR REDDY'S LABORATORIES LTD,Buy,1,504.00,11-Feb-2008
DRREDD,DR REDDY'S LABORATORIES LTD,Buy,1,504.00,11-Feb-2008
DRREDD,DR REDDY'S LABORATORIES LTD,Buy,5,504.00,12-Feb-2008
DRREDD,DR REDDY'S LABORATORIES LTD,Sell,18,589.50,05-Aug-2008
DRREDD,DR REDDY'S LABORATORIES LTD,Sell,2,420.00,11-Nov-2008
DRREDD,DR REDDY'S LABORATORIES LTD,Buy,1,2722.00,18-Jul-2017
DRREDD,DR REDDY'S LABORATORIES LTD,Buy,1,2100.75,04-Apr-2018
EICMOT,EICHER MOTORS LTD,Buy,1,32544.95,19-Sep-2017
EICMOT,EICHER MOTORS LTD,Sell,1,31200.00,08-Nov-2017
EIDPAR,EID PARRY (INDIA) LTD,Buy,3,333.00,02-Jun-2017
EIDPAR,EID PARRY (INDIA) LTD,Buy,3,326.85,01-Feb-2018
EIHLIM,EIH LIMITED,Buy,8,133.80,09-Jun-2017
EIHLIM,EIH LIMITED,Buy,7,146.55,02-Jan-2018
EMALIM,EMAMI LIMITED,Buy,1,1112.35,12-Jun-2017
EMALIM,EMAMI LIMITED,Buy,1,1300.90,02-Jan-2018
ENGIND,ENGINEERS INDIA LTD,Buy,7,159.75,08-Sep-2017
EVEIND,EVEREADY INDUSTRIES INDIA LTD,Buy,3,314.95,02-Jun-2017
EVEIND,EVEREADY INDUSTRIES INDIA LTD,Buy,3,339.25,01-Nov-2017
EXIIND,EXIDE INDUSTRIES LTD,Buy,5,221.55,16-Jun-2017
FORHEA,FORTIS HEALTHCARE LIMITED,Buy,5,200.95,21-Jun-2017
FORHEA,FORTIS HEALTHCARE LIMITED,Buy,7,130.50,04-Apr-2018
FORHEA,FORTIS HEALTHCARE LIMITED,Buy,1,130.45,04-Apr-2018
FUTLIF,FUTURE LIFESTYLE FASHIONS LTD,Buy,3,335.20,14-Jun-2017
FUTLIF,FUTURE LIFESTYLE FASHIONS LTD,Buy,3,385.00,01-Feb-2018
FUTRE,FUTURE RETAIL LIMITED,Buy,3,390.00,14-Jun-2017
FUTRE,FUTURE RETAIL LIMITED,Buy,2,558.10,01-Feb-2018
FUTRET,FUTURE ENTERPRISES LIMITED,Buy,3,242.70,07-Oct-2008
FUTRET,FUTURE ENTERPRISES LIMITED,Sell,3,253.00,11-Nov-2008
FUTSUP,FUTURE SUPPLY CHAIN SOL LTD,Buy,2,672.00,02-Feb-2018
FUTVEN,FUTURE CONSUMER LIMITED,Buy,20,57.75,02-Feb-2018
GAIL,GAIL (INDIA) LIMITED,Buy,2,378.00,20-Jun-2008
GAIL,GAIL (INDIA) LIMITED,Buy,1,0.00,01-Nov-2008
GAIL,GAIL (INDIA) LIMITED,Sell,1,211.50,11-Nov-2008
GAIL,GAIL (INDIA) LIMITED,Sell,2,211.05,11-Nov-2008
GAIL,GAIL (INDIA) LIMITED,Buy,5,357.75,01-Jan-2013
GAIL,GAIL (INDIA) LIMITED,Sell,5,334.65,11-Feb-2013
GAIL,GAIL (INDIA) LIMITED,Buy,3,362.05,29-Jun-2017
GAIL,GAIL (INDIA) LIMITED,Buy,2,494.25,02-Jan-2018
GAIL,GAIL (INDIA) LIMITED,Buy,1,0.00,10-Apr-2018
GIC,GENERAL INSURANCE CORP INDIA,Buy,2,799.75,25-Oct-2017
GILIND,GILLETTE INDIA LTD,Buy,1,4863.05,12-Jun-2017
GLACON,GLAXOSMITHKLINE CONSUMER HEALT,Buy,1,5069.45,19-Sep-2017
GLEPHA,GLENMARK PHARMACEUTICALS LTD,Buy,2,614.05,19-Sep-2017
GODAGR,GODREJ AGROVET LIMITED,Buy,2,590.75,16-Oct-2017
GODCON,GODREJ CONSUMER PRODUCTS LTD,Buy,1,935.90,25-Sep-2017
GODIND,GODREJ INDUSTRIES LIMITED,Buy,2,609.80,16-Oct-2017
GODPRO,GODREJ PROPERTIES LIMITED,Buy,2,520.20,08-Jun-2017
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,1170.00,23-Oct-2008
GOLDEX,RELIANCE ETF GOLD BEES,Buy,2,1171.00,23-Oct-2008
GOLDEX,RELIANCE ETF GOLD BEES,Buy,2,1690.00,10-Dec-2009
GOLDEX,RELIANCE ETF GOLD BEES,Buy,8,2766.95,03-Jan-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,2,2704.95,26-Mar-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2740.00,21-Apr-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2664.95,20-May-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2614.80,20-Jun-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2594.75,21-Jul-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2617.90,11-Aug-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2617.90,11-Aug-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2617.90,11-Aug-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2617.90,11-Aug-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2617.90,11-Aug-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,6,2634.50,12-Aug-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2592.85,20-Aug-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2468.00,22-Sep-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2510.00,20-Oct-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2420.90,20-Nov-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2473.85,22-Dec-2014
GOLDEX,RELIANCE ETF GOLD BEES,Buy,5,2736.00,09-May-2016
GOLDEX,RELIANCE ETF GOLD BEES,Buy,10,2738.50,28-Oct-2016
GOLDEX,RELIANCE ETF GOLD BEES,Buy,5,2831.00,04-Nov-2016
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2515.00,16-Dec-2016
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2653.65,16-Jan-2017
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2666.00,16-Feb-2017
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2600.00,16-Mar-2017
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2683.95,17-Oct-2017
GRASIM,GRASIM INDUSTRIES LIMITED,Buy,1,1653.00,07-Oct-2008
GRASIM,GRASIM INDUSTRIES LIMITED,Sell,1,1050.10,11-Nov-2008
GRASIM,GRASIM INDUSTRIES LIMITED,Buy,1,1143.65,16-Oct-2017
GREEIN,GREENLAM INDUSTRIES LIMITED,Buy,1,957.00,11-Jul-2017
GREEIN,GREENLAM INDUSTRIES LIMITED,Buy,1,1264.00,01-Feb-2018
GRINOR,GRINDWELL NORTON LTD,Buy,3,430.75,17-Oct-2017
HAVIND,HAVELLS INDIA LIMITED,Buy,3,477.55,31-Jul-2017
HCLTEC,HCL TECHNOLOGIES LIMITED,Buy,3,194.45,06-Oct-2008
HCLTEC,HCL TECHNOLOGIES LIMITED,Buy,4,155.90,14-Nov-2008
HCLTEC,HCL TECHNOLOGIES LIMITED,Sell,7,658.75,11-Feb-2013
HCLTEC,HCL TECHNOLOGIES LIMITED,Buy,1,793.55,26-Sep-2016
HCLTEC,HCL TECHNOLOGIES LIMITED,Buy,1,811.30,24-Oct-2016
HCLTEC,HCL TECHNOLOGIES LIMITED,Buy,1,760.20,24-Nov-2016
HCLTEC,HCL TECHNOLOGIES LIMITED,Buy,1,786.45,26-Dec-2016
HCLTEC,HCL TECHNOLOGIES LIMITED,Buy,1,843.80,24-Jan-2017
HCLTEC,HCL TECHNOLOGIES LIMITED,Buy,1,843.25,27-Feb-2017
HDFBAN,HDFC BANK LIMITED,Buy,1,1096.80,20-Jun-2008
HDFBAN,HDFC BANK LIMITED,Buy,4,0.00,02-Jan-2013
HDFBAN,HDFC BANK LIMITED,Buy,1,640.00,05-Feb-2013
HDFBAN,HDFC BANK LIMITED,Sell,6,656.60,11-Feb-2013
HDFBAN,HDFC BANK LIMITED,Buy,3,749.55,31-Mar-2014
HDFBAN,HDFC BANK LIMITED,Buy,1,726.50,30-Apr-2014
HDFBAN,HDFC BANK LIMITED,Buy,1,804.95,02-Jun-2014
HDFBAN,HDFC BANK LIMITED,Buy,1,826.80,30-Jun-2014
HDFBAN,HDFC BANK LIMITED,Buy,1,837.60,31-Jul-2014
HDFBAN,HDFC BANK LIMITED,Buy,1,845.30,01-Sep-2014
HDFBAN,HDFC BANK LIMITED,Buy,1,864.00,30-Sep-2014
HDFBAN,HDFC BANK LIMITED,Buy,1,910.50,31-Oct-2014
HDFBAN,HDFC BANK LIMITED,Buy,1,957.00,01-Dec-2014
HDFBAN,HDFC BANK LIMITED,Buy,1,952.55,31-Dec-2014
