comp_name, isin, plan_1k, demat_1k, tbd_1k, tbd_pct, last_txn_date, days, type, captype, sc_crank, sc_prank, sc_cmp, sc_iv, sc_graham
Vedanta,INE205A01025,5,5,0,0,25-Jan-2017,596,Buy,Large Cap,20,21,221,256,410
Uflex,INE516A01017,2,1,1,50,28-May-2018,108,Buy,Micro Cap,14,21,255,662,727
Power finance corporation,INE134E01011,5,2,3,60,01-Nov-2017,316,Buy,Mid Cap,19,21,72,-168,283
Nhpc,INE848E01016,3,1,2,67,03-Oct-2017,345,Buy,Mid Cap,20,19,23,-66,42
Nmdc,INE584A01023,5,2,3,60,01-Feb-2018,224,Buy,Large Cap,31,19,103,-90,150
Eid parry,INE126A01031,3,2,1,33,01-Feb-2018,224,Buy,Small Cap,17,19,217,345,348
Oil natural gas corporation,INE213A01029,3,3,0,0,06-Dec-2017,281,Buy,Large Cap,23,19,206,-495,385
Tata steel,INE081A01012,5,6,-1,-20,03-Jul-2018,72,Buy,Large Cap,13,17,553,0,1357
Nlc,INE589A01014,3,1,2,67,03-Oct-2017,345,Buy,Mid Cap,21,17,75,62,132
Bse,INE118H01025,2,3,-1,-50,03-Jul-2018,72,Buy,Small Cap,21,17,861,12478,1381
Pc jeweller,INE785M01013,2,2,0,0,03-Jul-2018,72,Buy,Mid Cap,19,16,126,153,180
Ntpc,INE733E01010,10,7,3,30,06-Dec-2017,281,Buy,Large Cap,21,16,152,1540,191
Balrampur chini mills,INE119A01028,2,1,1,50,13-Nov-2017,304,Buy,Micro Cap,16,16,63,7,130
Shipping corporation,INE109A01011,3,2,1,33,04-Apr-2018,162,Buy,Small Cap,10,16,60,0,137
Tata coffee,INE493A01027,5,2,3,60,01-Nov-2017,316,Buy,Micro Cap,20,15,118,190,122
Tata power co,INE245A01021,2,2,0,0,04-Apr-2018,162,Buy,Mid Cap,16,15,71,0,109
Tata chemicals,INE092A01019,2,3,-1,-50,04-Apr-2018,162,Buy,Mid Cap,22,14,693,564,1020
Housing urban development corporation,INE031A01017,2,2,0,0,03-Jul-2018,72,Buy,Mid Cap,14,13,55,161,67
Chambal fertilizers chemicals,INE085A01013,2,1,1,50,16-Oct-2017,332,Buy,Small Cap,18,12,151,240,137
Jain irrigation systems,INE175A01038,2,1,1,50,29-Nov-2017,288,Buy,Small Cap,16,12,76,-370,92
Bharat petroleum corporation,INE029A01011,4,2,2,50,02-Jan-2018,254,Buy,Large Cap,22,12,372,139,377
Muthoot finance,INE414G01012,5,2,3,60,01-Nov-2017,316,Buy,Mid Cap,19,12,409,1139,446
Power grid corporation,INE752E01010,5,5,0,0,27-Feb-2017,563,Buy,Large Cap,19,11,182,161,198
Idea cellular,INE669E01016,5,3,2,40,28-Jun-2018,77,Buy,Large Cap,6,11,55,0,0
Dlf,INE271C01023,5,9,-4,-80,02-Jan-2018,254,Buy,Large Cap,22,11,181,-28275,303
Thomas cook,INE332A01027,2,2,0,0,01-Feb-2018,224,Buy,Small Cap,23,11,279,-8999,876
Cox kings,INE008I01026,2,2,0,0,01-Feb-2018,224,Buy,Small Cap,14,11,208,134,312
Lic housing finance,INE115A01026,5,2,3,60,01-Nov-2017,316,Buy,Mid Cap,15,11,476,472,479
Hindustan zinc,INE267A01025,5,2,3,60,02-Jan-2018,254,Buy,Large Cap,30,11,274,746,216
Allcargo logistics,INE418H01029,2,1,1,50,02-Feb-2018,223,Buy,Small Cap,26,10,117,-461,112
Reliance industries,INE002A01018,20,7,13,65,27-Nov-2017,290,Buy,Large Cap,14,9,965,1208,770
Ambuja cements,INE079A01024,3,2,1,33,02-Jan-2018,254,Buy,Large Cap,28,8,207,-4311,158
Future consumer,INE220J01025,2,1,1,50,02-Feb-2018,223,Buy,Mid Cap,13,8,49,0,0
