security_name, dividend_amount, dividend_count
MINDTECK , 1.0 , 1
SAFARIND , 1.2 , 1
SAKSOFT , 3.0 , 1
ZODIACLOTH , 1.0 , 1
ABMKNO , 1.2 , 1
ASAHIINDIA , 0.6 , 1
AVANTI , 7.0 , 1
GRAUWEIL , 0.1 , 1
HERCULES , 1.5 , 1
INEOSSTYRO , 4.0 , 1
IVP , 2.0 , 1
JMCPROJECT , 1.0 , 1
MADHAV , 1.0 , 1
MBLINFRA , 1.5 , 1
NEULANDLAB , 2.0 , 1
SHILCTECH , 0.5 , 1
TCFCFIN , 1.5 , 1
VALSON , 1.0 , 1
WPIL , 2.0 , 1
BHAGIL , 5.0 , 1
ELCIDIN , 5.0 , 1
ICRA , 25.0 , 1
VOLTAS , 2.6 , 1
WHBRADY , 0.8 , 1
AUTOAXLES , 5.5 , 1
NAGARCON , 0.6 , 1
SINTEX , 0.7 , 1
TATATEA , 2.2 , 1
HERITGFOOD , 3.0 , 1
LICHSGFIN , 5.5 , 1
BIRLACABLE , 1.0 , 1
DYNAMIND , 1.0 , 1
VINDHYATEL , 6.0 , 1
BHARTIARTL , 1.4 , 1
BNKCAP , 1.0 , 1
BODALCHEM , 0.3 , 1
CUB , 0.2 , 1
FLEXFO , 2.5 , 1
JBCHEPHARM , 0.5 , 1
KIFS , 0.8 , 1
MOHITIND , 1.0 , 1
ORIENTPPR , 0.2 , 1
PRICOL , 1.0 , 1
UNIABEXAL , 2.0 , 1
VHL , 3.0 , 1
DRAGARW , 0.8 , 1
GRNLAMIND , 1.0 , 1
HATSUN , 1.0 , 1
HINDHARD , 0.5 , 1
INDHOTEL , 0.3 , 1
KAJARIACER , 5.0 , 1
L&TFH , 0.8 , 1
MYSORPETRO , 1.0 , 1
SAURASHCEM , 1.0 , 1
ABIRLANUVO , 5.0 , 1
INDAGIV , 0.5 , 1
KPRMILL , 1.0 , 1
LUDLOWJUT , 1.5 , 1
NATCAPSU , 1.5 , 1
VINYLINDIA , 1.5 , 1
VIPULORG , 0.8 , 1
BANSWRAS , 2.0 , 1
FEDDERELEC , 0.8 , 1
GIPCL , 2.7 , 1
HINDALUMI , 1.6 , 1
INDRAMEDCO , 1.8 , 1
JOINDRE , 0.6 , 1
JUBILANTORG , 3.0 , 1
KOVAI , 1.5 , 1
LEEL , 1.3 , 1
LINCPEN , 3.0 , 1
LT , 18.2 , 1
SHRPREC , 0.8 , 1
SRIPIPES , 5.0 , 1
TRITURBINE , 0.5 , 1
WSTCSTPAPR , 1.0 , 1
FEL , 0.1 , 1
FELDVR , 0.1 , 1
FLFL , 0.4 , 1
INDIACEM , 1.0 , 1
PRIYALT , 1.0 , 1
SAPPL , 0.8 , 1
SOMANYCERA , 2.3 , 1
GLOSTER , 3.0 , 1
HBPOR , 0.5 , 1
JOONKTOLL , 1.0 , 1
BALRAMCHIN , 3.5 , 1
COMPEAU , 1.0 , 1
GOODYEAR , 12.0 , 1
IGPL , 2.0 , 1
JAYSYN , 0.3 , 1
KSE , 20.0 , 1
MACK , 0.5 , 1
TVTODAY , 1.8 , 1
FOMEHOT , 1.0 , 1
JUBLFOOD , 2.5 , 1
KANORICHEM , 1.5 , 1
PIDILITIND , 0.5 , 1
THOMASCOOK , 0.4 , 1
GEE , 0.3 , 1
GNFC , 2.0 , 1
GPTINFRA , 1.0 , 1
ITHL , 4.2 , 1
JAYBARMARU , 2.0 , 1
JBMA , 1.8 , 1
JKTYRE , 2.5 , 1
RAIN , 1.0 , 1
SHRIDINE , 1.5 , 1
TASTYBIT , 2.0 , 1
USHDI , 1.0 , 1
VIMTALABS , 1.0 , 1
BAYERCROP , 17.0 , 1
JKLAKSHMI , 0.2 , 1
KEI , 0.5 , 1
MMFL , 5.0 , 1
CHENNPETRO , 4.0 , 1
HSIL , 4.0 , 1
IONEXCHANG , 3.0 , 1
OFSS , 100.0 , 1
STHINPA-B , 3.0 , 1
UBL , 1.1 , 1
AHMDSTE , 0.8 , 1
GANECOS , 1.2 , 1
HINDCOMPOS , 1.0 , 1
ISFT , 2.0 , 1
MALLCOM , 2.0 , 1
MARUTI , 35.0 , 1
PHOENIXLTD , 0.5 , 1
AMJLAND , 0.2 , 1
ARFIN , 1.5 , 1
AROGRANITE , 1.0 , 1
BAPACK , 0.5 , 1
CAPPL , 3.5 , 1
CHAMBLFERT , 1.9 , 1
COMFINCAP , 0.2 , 1
ELECTCAST , 0.5 , 1
FAIRCHEM , 2.5 , 1
FOODSIN , 2.5 , 1
GOWRALE , 1.0 , 1
GSFC , 2.2 , 1
HMVL , 1.2 , 1
JK AGRI , 3.0 , 1
KANCHI , 1.5 , 1
NAVBLDR , 0.5 , 1
NILA , 0.1 , 1
PDMJEPAPER , 0.1 , 1
PREMCO , 0.5 , 1
RPPINFRA , 0.5 , 1
SIKA , 0.8 , 1
SURYAROSNI , 1.0 , 1
TALWALKARS , 1.5 , 1
ZSOUTGAS , 35.0 , 1
ASALCBR , 0.5 , 1
COMPUSOFT , 0.1 , 1
KEMP , 0.5 , 1
LOYALTEX , 10.0 , 1
OMAXAUTO , 1.0 , 1
ONMOBILE , 1.5 , 1
SHHARICH , 1.0 , 1
UFO , 3.0 , 1
BLISSGVS , 0.5 , 1
DATAMATICS , 0.2 , 1
HINDALCO , 1.0 , 1
INDSILHYD , 0.6 , 1
JKPAPER , 0.5 , 1
KUANTUM , 1.0 , 1
NUTRA , 0.5 , 1
ORIENTBELL , 0.5 , 1
SUMEDHA , 0.5 , 1
BEML , 4.0 , 1
GRASIM , 22.5 , 1
HIGHGROUND , 0.1 , 1
KANPRPLA , 0.6 , 1
LAKSHMIMIL , 9.0 , 1
LAMBODHARA , 0.8 , 1
MAGNAEL , 2.0 , 1
NIRLON , 0.8 , 1
PILANIINVS , 25.0 , 1
RELAXO , 0.6 , 1
SANCTRN , 1.8 , 1
SAVERA , 0.3 , 1
TATAPOWER , 1.3 , 1
TTL , 0.5 , 1
APLAPOLLO , 10.0 , 1
EMMBI , 0.5 , 1
ESCORTS , 1.2 , 1
GUJHOTE , 3.5 , 1
HIMATSEIDE , 1.5 , 1
INDUSFINL , 0.4 , 1
KOLTEPATIL , 1.5 , 1
MANALIPE , 0.5 , 1
MANGLMCEM , 0.5 , 1
MAZDALTD , 6.6 , 1
NACLIND , 0.1 , 1
NAHARCAP , 1.5 , 1
NAHARINVE , 0.5 , 1
NAHARSPING , 1.5 , 1
PNBGILTS , 1.1 , 1
PONDYOXIDE , 2.0 , 1
RJSHAH , 1.0 , 1
SALONACOT , 0.8 , 1
SICAGEN , 0.6 , 1
SUNPHARMA , 1.0 , 1
TIPSINDLTD , 1.0 , 1
UGARSUGAR , 0.2 , 1
VENKYS , 5.0 , 1
ZSWASTSA , 1.0 , 1
AKCAPIT , 6.0 , 1
ASL , 0.9 , 1
BEEKAY , 1.0 , 1
CHOICEIN , 1.0 , 1
COMFINTE , 0.0 , 1
DAAWAT , 1.5 , 1
DHPIND , 2.0 , 1
DIANATEA , 0.2 , 1
FIEMIND , 3.0 , 1
FRONTSEC , 0.5 , 1
HTMEDIA , 0.4 , 1
JKIL , 2.0 , 1
KCPSUGIND , 0.2 , 1
MCX , 6.5 , 1
MOLDTEK , 0.2 , 1
MOLDTKPAC , 1.2 , 1
PCJEWELLER , 3.4 , 1
SIMPLEXINF , 0.5 , 1
THEBYKE , 1.0 , 1
ARMANFIN , 1.4 , 1
CIPLA , 2.0 , 1
DENORA , 4.0 , 1
DONEAR , 0.2 , 1
GOLKUNDIA , 0.6 , 1
GRPLTD , 10.0 , 1
GUJALKALI , 4.5 , 1
HPCOTTON , 1.0 , 1
INDIGO , 15.0 , 1
JAICORPLTD , 0.5 , 1
JINDRILL , 0.5 , 1
KAKATCEM , 2.7 , 1
MAHSEAMLES , 2.5 , 1
MULTIIN , 0.2 , 1
NATPLAS , 1.0 , 1
OAL , 1.5 , 1
ORIENTREF , 1.4 , 1
PETRONET , 2.5 , 1
SWANENERGY , 0.1 , 1
UMANGDAIR , 1.0 , 1
VIRAT , 2.5 , 1
BALMLAWRIE , 20.0 , 1
BBARODA , 1.5 , 1
BDH , 2.0 , 1
BLIL , 12.5 , 1
DEEPIND , 1.5 , 1
DELTACORP , 0.2 , 1
GOCLCORP , 1.5 , 1
GSPL , 1.5 , 1
HITECHCORP , 0.9 , 1
KLBRENG-B , 2.0 , 1
PFS , 1.2 , 1
PTC , 2.5 , 1
REPCOHOME , 1.8 , 1
SHAWGELTIN , 4.0 , 1
SUNILHITEC , 1.5 , 1
SUPERHOUSE , 1.5 , 1
TDPOWERSYS , 3.0 , 1
VADILALIND , 1.2 , 1
VADILENT , 0.8 , 1
ACRYSIL , 5.0 , 1
ANSALBU , 0.8 , 1
ANUHPHR , 0.5 , 1
ARIES , 1.5 , 1
ARROWTEX , 1.0 , 1
ASIIL , 0.3 , 1
BALPHARMA , 1.0 , 1
BEPL , 0.1 , 1
BSL , 1.2 , 1
CEEJAY , 1.5 , 1
CHOKSI , 1.0 , 1
COMPUAGE , 2.0 , 1
CORALFINAC , 1.0 , 1
COX&KINGS , 1.0 , 1
GANESHHOUC , 2.0 , 1
GITANJALI , 0.5 , 1
HARLETH , 0.8 , 1
HSCL , 0.1 , 1
HUIL , 1.0 , 1
INCAP , 1.0 , 1
INDOTHAI , 1.0 , 1
JISLDVREQS , 0.5 , 1
JISLJALEQS , 0.5 , 1
JLMORI , 1.0 , 1
MADHUCON , 0.1 , 1
MANINDS , 1.5 , 1
MARATHON , 1.0 , 1
MMTC , 0.3 , 1
MSL , 1.0 , 1
NAHARINDUS , 1.0 , 1
NGIND , 3.5 , 1
NIPPOBATRY , 25.0 , 1
NITINSPIN , 1.0 , 1
OMKARCHEM , 1.5 , 1
ORIENTLTD , 1.2 , 1
PBMPOLY , 3.0 , 1
RCF , 1.1 , 1
RELCAPITAL , 10.0 , 1
RELINFRA , 8.5 , 1
RICOAUTO , 0.1 , 1
RKFORGE , 2.0 , 1
RUSHIL , 0.5 , 1
SADBHAV , 0.7 , 1
SAKTHIFIN , 1.0 , 1
SEYAIND , 1.0 , 1
SHRISTI , 0.5 , 1
SJCORP , 0.1 , 1
SMIFS , 0.8 , 1
SPICEISL , 0.8 , 1
SWASTIKA , 1.0 , 1
TALBROAUTO , 1.5 , 1
TFCILTD , 0.8 , 1
TIGLOB , 0.5 , 1
TRITRADE , 0.0 , 1
YUKEN , 1.0 , 1
ZENTEC , 0.1 , 1
ZODJRDMKJ , 0.5 , 1
ANSALHSG , 0.6 , 1
CAPITALT , 1.5 , 1
CCL , 1.0 , 1
COMCL , 0.2 , 1
CORALAB , 3.0 , 1
FLUIDOM , 2.5 , 1
GODFRYPHLP , 8.0 , 1
HOPFL , 0.5 , 1
INDGELA , 0.9 , 1
INTLCONV , 0.1 , 1
JAYUSH , 2.5 , 1
LUXIND , 0.2 , 1
MOHOTAIND , 0.1 , 1
ORIENTABRA , 0.2 , 1
ORISSAMINE , 2.7 , 1
PANACHE , 1.0 , 1
PREMIERPOL , 0.5 , 1
PURVA , 0.8 , 1
RISHDIGA , 1.0 , 1
SHAKTIPUMP , 1.5 , 1
SHEMAROO , 1.4 , 1
TEXMACO , 0.2 , 1
TEXRAIL , 0.2 , 1
VAMA , 0.1 , 1
ARCOTECH , 1.5 , 1
ASTAR , 1.5 , 1
BASANTGL , 0.1 , 1
BLUBLND-B , 0.5 , 1
DUPHARIN , 2.5 , 1
FRONTCAP , 1.0 , 1
GUFICBIO , 0.1 , 1
HINDTIN , 1.0 , 1
INFORTEC , 1.0 , 1
JINDALPOLY , 1.0 , 1
KAMDHENU , 0.7 , 1
KIRANVYPAR , 2.5 , 1
MFSL , 1.8 , 1
NFL , 1.2 , 1
PRITHVIEXCH , 0.5 , 1
RAMAPHO , 0.8 , 1
RASOI , 1.0 , 1
RODIUM , 0.8 , 1
RSWM , 12.5 , 1
SDBL , 1.5 , 1
VIVIDIND , 0.4 , 1
AMARJOTHI , 2.0 , 1
AMDIND , 0.5 , 1
BALASORE , 0.6 , 1
BASML , 1.6 , 1
BHARAT , 0.5 , 1
BHARATRAS , 1.2 , 1
CAPRIHANS , 1.5 , 1
CARNATIN , 0.7 , 1
INDLMETER , 0.5 , 1
ISHANCH , 0.5 , 1
JBFIND , 1.0 , 1
KALLAM , 1.0 , 1
KGDENIM , 0.8 , 1
LUHARUKA , 0.0 , 1
MTEDUCARE , 1.4 , 1
ORIBEVER , 0.8 , 1
PANAMAPET , 0.5 , 1
PATELROD , 0.5 , 1
PVR , 2.0 , 1
ROTO , 0.2 , 1
SACHEMT , 0.1 , 1
SETCO , 0.8 , 1
SHIVAMAUTO , 0.4 , 1
SHIVTEX , 1.1 , 1
SRHHYPOLTD , 1.5 , 1
SURYALA , 2.0 , 1
TNPL , 7.5 , 1
UCALFUEL , 3.5 , 1
VMART , 0.1 , 1
ZICOM , 0.5 , 1
ACKNIT , 1.5 , 1
ALICON , 3.8 , 1
ALPINEHOU , 0.6 , 1
APCL , 1.0 , 1
ARROWGREEN , 1.5 , 1
BBREALTY , 3.0 , 1
BHANDHOS , 0.0 , 1
BIL , 1.2 , 1
ENERGYDEV , 0.5 , 1
FRSHTRP , 1.0 , 1
GAYAPROJ , 2.0 , 1
GENESYS , 0.1 , 1
GMDCLTD , 3.0 , 1
GUJAPOLLO , 2.5 , 1
GUJGAS , 2.5 , 1
HALDYNGL , 0.5 , 1
HBLPOWER , 0.2 , 1
IFSL , 0.8 , 1
INDORAMA , 1.0 , 1
INTECCAP , 0.2 , 1
INTRGLB , 0.2 , 1
JAGSNPHARM , 0.1 , 1
KRIINFRA , 0.2 , 1
LANCORHOL , 1.0 , 1
MIRZAINT , 0.5 , 1
MONEYMAST , 0.0 , 1
MONTECARLO , 10.0 , 1
MUKESHB , 1.0 , 1
NOIDATOLL , 1.5 , 1
PRABHAT , 0.4 , 1
RAJTV , 0.2 , 1
RAPICUT , 1.2 , 1
SAHYOGMULT , 0.1 , 1
SHRJAGP , 1.0 , 1
SUDTIND-B , 0.7 , 1
TIMETECHNO , 0.6 , 1
TPLPLAST , 2.5 , 1
VIRATCRA , 0.5 , 1
ZENIFIB , 3.0 , 1
AAIL , 1.0 , 1
ALPHAGEO , 2.0 , 1
ANANTRAJ , 0.2 , 1
ANILPROD , 1.0 , 1
AURIONPRO , 3.0 , 1
CEINSYSTECH , 1.0 , 1
CGVAK , 0.5 , 1
CILSEC , 0.5 , 1
CYBERTECH , 1.0 , 1
DIVSHKT , 1.5 , 1
DREDGECORP , 3.0 , 1
DSKULKARNI , 1.2 , 1
EXCAST , 0.1 , 1
GARNETINT , 0.7 , 1
GOODLUCK , 0.8 , 1
GULFPETRO , 0.1 , 1
IDEA , 0.6 , 1
INANI , 0.5 , 1
INDIANVSH , 0.0 , 1
ITDC , 1.5 , 1
JINDWORLD , 0.5 , 1
KWALITY , 0.1 , 1
LOKESHMACH , 0.5 , 1
MARKSANS , 0.1 , 1
MKEXIM , 0.5 , 1
MSRINDIA , 0.1 , 1
NECLIFE , 0.1 , 1
OMAXE , 0.7 , 1
PAISALO , 1.0 , 1
PNCINFRA , 0.5 , 1
PRIMEPRO , 1.0 , 1
RAJESHEXPO , 0.1 , 1
RAJPACK , 0.5 , 1
RUBFILA , 0.5 , 1
RUCHIRA , 1.5 , 1
SABTN , 0.6 , 1
SAHLIBHFI , 1.0 , 1
SANGAMIND , 2.0 , 1
SARLAPOLY , 0.2 , 1
SHILPI , 1.0 , 1
SIGNETIND , 0.1 , 1
SKCIL , 1.0 , 1
SMSPHARMA , 0.2 , 1
SOMICONV , 1.0 , 1
SSWL , 1.5 , 1
SUCROSA , 0.6 , 1
SUNTECK , 2.0 , 1
SVARTCORP , 0.2 , 1
SWASTIVI , 0.1 , 1
SWIL , 0.5 , 1
SYNCOMF , 0.0 , 1
TERASOFT , 1.2 , 1
TIRSARJ , 0.6 , 1
TITANBIO , 0.8 , 1
TYCHE , 0.5 , 1
VAKRANG , 1.2 , 1
VAMSHIRU , 1.0 , 1
VEERENRGY , 0.6 , 1
VERITAS , 0.1 , 1
VFL , 0.3 , 1
VIKASECO , 0.1 , 1
ZNIVEMER , 0.5 , 1
LINCOPH , 1.0 , 1
WESTLEIRES , 0.1 , 1
ASIANTILES , 0.5 , 1
PRAKASHCON , 0.1 , 1
SRFPOLY , 15.0 , 1
MPHASIS , 20.0 , 1
ASMTEC , 2.5 , 1
BALFC , 0.5 , 1
MASTEK , 1.0 , 1
SUPPETRO , 1.0 , 1
ICICIPRULI , 1.8 , 1
SASKEN , 2.5 , 1
ZEELEARN , 0.1 , 1
SUPREMEIND , 3.0 , 1
VEDL , 1.8 , 1
SONATSOFTW , 3.5 , 1
NILKAMAL , 4.0 , 1
SUNDRMFAST , 1.7 , 1
MONSANTO , 15.0 , 1
PIIND , 1.5 , 1
APMIN , 1.5 , 1
LTI , 6.8 , 1
WOCKPHARMA , 10.0 , 1
HINDADH , 1.0 , 1
LTTS , 3.0 , 1
GILLETTE , 20.0 , 1
ALKEM , 6.0 , 1
BLS , 0.5 , 1
VIPUL , 0.0 , 1
ASTRAL , 0.2 , 1
PGHH , 36.0 , 1
CPL , 0.2 , 1
SHANTAI , 1.0 , 1
JINDALSAW , 1.0 , 1
LYCOS , 0.1 , 1
BANARISUG , 7.5 , 1
JVLAGRO , 0.1 , 1
KPL , 0.6 , 1
BAJAJCORP , 11.5 , 1
GOACARBON , 1.5 , 1
PERSISTENT , 6.0 , 1
RBL , 6.0 , 1
ASHOKA , 0.8 , 1
GANDHITUBE , 9.0 , 1
IIFL , 4.5 , 1
IRB , 2.0 , 1
RML , 2.0 , 1
VRLLOG , 4.0 , 1
ZENSARTECH , 5.0 , 1
IMPAL , 5.0 , 1
TCIEXP , 0.8 , 1
MOTILALOFS , 2.5 , 1
SUVEN , 1.0 , 1
KPEL , 1.0 , 1
TORNTPHARM , 10.0 , 1
CARBORUNIV , 1.0 , 1
GESHIP , 3.6 , 1
IMFA , 10.0 , 1
INDIANHUME , 1.0 , 1
MENONBE , 1.0 , 1
SELAN , 5.0 , 1
SHBCL , 0.2 , 1
DISHMAN , 1.2 , 1
EDELWEISS , 1.0 , 1
RANEHOLDIN , 3.5 , 1
AIAENG , 4.0 , 1
DHAMPURSUG , 2.5 , 1
FCL , 0.1 , 1
SOLARINDS , 2.0 , 1
ELDEHSG , 12.5 , 1
NRBBEARING , 1.4 , 1
PODARPIG , 2.5 , 1
CESC , 10.0 , 1
MODISNME , 1.0 , 1
ROHLTD , 1.0 , 1
EIDPARRY , 4.0 , 1
SOTL , 13.5 , 1
ZYDUSWELL , 6.5 , 1
