+-------------+-----------+--------------+
| bhav_ticker | bhav_last |  bhav_isin   |
|     PEL     |   1394.0  | INE140A01024 |
|    PENIND   |    16.8   | INE932A01024 |
|  PENINLAND  |    3.95   | INE138A01028 |
|  PERSISTENT |   1114.0  | INE262H01013 |
|   PETRONET  |   241.2   | INE347G01014 |
|     PFC     |    99.2   | INE134E01011 |
|    PFIZER   |   5205.0  | INE182A01018 |
|    PFOCUS   |   38.05   | INE367G01038 |
|     PFS     |    17.3   | INE560K01014 |
|     PGEL    |   126.05  | INE457L01011 |
|     PGHH    |  11100.0  | INE179A01014 |
|     PGHL    |   5407.0  | INE199A01012 |
|     PGIL    |   160.7   | INE940H01014 |
|  PHILIPCARB |   149.5   | INE602A01023 |
|  PHOENIXLTD |   598.0   | INE211B01039 |
|  PIDILITIND |  1564.85  | INE318A01026 |
|    PIIND    |   2286.0  | INE603J01030 |
|  PILANIINVS |   1979.9  | INE417C01014 |
|    PILITA   |    6.8    | INE600A01035 |
|   PIONDIST  |   106.7   | INE889E01010 |
|  PIONEEREMB |    21.0   | INE156C01018 |
|   PITTIENG  |    40.7   | INE450D01021 |
|  PLASTIBLEN |   202.15  | INE083C01022 |
|     PNB     |   29.35   | INE160A01022 |
|   PNBGILTS  |    41.9   | INE859A01011 |
|  PNBHOUSING |   376.4   | INE572E01012 |
|     PNC     |    12.4   | INE392B01011 |
|   PNCINFRA  |   162.8   | INE195J01029 |
|  PODDARHOUS |   149.15  | INE888B01018 |
|  PODDARMENT |   169.1   | INE371C01013 |
|   POKARNA   |   145.0   | INE637C01025 |
|   POLYCAB   |   929.85  | INE455K01017 |
|   POLYMED   |   483.95  | INE205C01021 |
|   POLYPLEX  |   736.9   | INE633B01018 |
|  PONNIERODE |   152.9   | INE838E01017 |
|  POWERGRID  |   189.9   | INE752E01010 |
|  POWERINDIA |   944.95  | INE07Y701011 |
|  POWERMECH  |   383.0   | INE211R01019 |
|     PPAP    |   238.25  | INE095I01015 |
|     PPL     |    73.5   | INE050001010 |
|   PRABHAT   |    64.0   | INE302M01033 |
|    PRAENG   |    6.35   | INE505C01016 |
|   PRAJIND   |   73.95   | INE074A01025 |
|   PRAKASH   |    41.8   | INE603A01013 |
|  PRAKASHSTL |    0.6    | INE696K01024 |
|    PRAXIS   |   36.05   | INE546Y01022 |
|    PRECAM   |    33.8   | INE484I01029 |
|   PRECWIRE  |   136.0   | INE372C01029 |
|  PREMEXPLN  |   126.1   | INE863B01011 |
|   PREMIER   |    2.65   | INE342A01018 |
|  PREMIERPOL |   23.55   | INE309M01012 |
|   PRESSMN   |    16.5   | INE980A01023 |
|   PRESTIGE  |   261.5   | INE811K01011 |
|  PRICOLLTD  |    54.4   | INE726V01018 |
|  PRIMESECU  |    44.6   | INE032B01021 |
|  PRINCEPIPE |   240.5   | INE689W01016 |
|   PRIVISCL  |   520.7   | INE959A01019 |
|  PROZONINTU |   16.55   | INE195N01013 |
|  PRSMJOHNSN |   77.05   | INE010A01011 |
|     PSB     |    11.8   | INE608A01012 |
|  PSPPROJECT |   388.8   | INE488V01015 |
|  PSUBNKBEES |    15.7   | INF204KB16I7 |
|     PTC     |    51.2   | INE877F01012 |
|     PTL     |   37.05   | INE034D01031 |
|  PUNJABCHEM |   615.05  | INE277B01014 |
|    PURVA    |   46.75   | INE323I01011 |
|     PVR     |   1281.0  | INE191H01014 |
|  QGOLDHALF  |   2197.0  | INF082J01010 |
|    QNIFTY   |   1300.0  | INF082J01028 |
|    QUESS    |   397.55  | INE615P01015 |
|  QUICKHEAL  |   154.4   | INE306L01010 |
|    RADAAN   |    1.05   | INE874F01027 |
|    RADICO   |   461.0   | INE944F01028 |
|     RAIN    |   101.45  | INE855B01025 |
|  RAJESHEXPO |   452.85  | INE343B01030 |
|   RAJRATAN  |   342.0   | INE451D01011 |
|  RAJSREESUG |    12.6   | INE562B01019 |
|    RAJTV    |    33.9   | INE952H01027 |
|    RALLIS   |   240.85  | INE613A01020 |
|   RAMANEWS  |   12.55   | INE278B01020 |
|  RAMASTEEL  |   42.75   | INE230R01027 |
|   RAMCOCEM  |   843.85  | INE331A01037 |
|   RAMCOIND  |   196.0   | INE614A01028 |
|   RAMCOSYS  |   453.9   | INE246B01019 |
|    RAMKY    |   30.35   | INE874I01013 |
|   RANASUG   |    5.7    | INE625B01014 |
|  RANEENGINE |   193.5   | INE222J01013 |
|  RANEHOLDIN |   423.0   | INE384A01010 |
|  RATNAMANI  |   1292.0  | INE703B01027 |
|   RAYMOND   |   281.35  | INE301A01014 |
|     RBL     |   668.0   | INE244J01017 |
|   RBLBANK   |   205.35  | INE976G01028 |
|     RCF     |    44.8   | INE027A01015 |
|     RCOM    |    1.55   | INE330H01018 |
|    RECLTD   |   116.45  | INE020B01018 |
|  REDINGTON  |   125.95  | INE891D01026 |
|    REFEX    |    49.9   | INE056I01017 |
|    RELAXO   |   694.0   | INE131B01039 |
|  RELCAPITAL |    8.35   | INE013A01015 |
|   RELIANCE  |   1999.8  | INE002A01018 |
|   RELIGARE  |   51.45   | INE621H01010 |
|   RELINFRA  |    19.8   | INE036A01016 |
|  REMSONSIND |    84.5   | INE474C01015 |
|    RENUKA   |    9.75   | INE087H01022 |
|  REPCOHOME  |   217.0   | INE612J01015 |
|    REPRO    |   360.0   | INE461B01014 |
|  RESPONIND  |   156.9   | INE688D01026 |
|   REVATHI   |   462.5   | INE617A01013 |
|     RGL     |   228.6   | INE722H01016 |
|     RHFL    |    1.8    | INE217K01011 |
|   RICOAUTO  |    29.0   | INE209B01025 |
|     RIIL    |   369.2   | INE046A01015 |
|    RITES    |   248.0   | INE320J01015 |
|     RKDL    |    6.05   | INE722J01012 |
|   RKFORGE   |   358.0   | INE399G01015 |
|     RML     |   207.9   | INE050H01012 |
|    RNAVAL   |    2.45   | INE542F01012 |
|    ROHLTD   |   63.55   | INE283H01019 |
|    ROLLT    |    2.05   | INE927A01040 |
|    ROLTA    |    4.45   | INE293A01013 |
|     ROML    |    10.0   | INE294G01026 |
|   ROSSARI   |   771.0   | INE02A801020 |
|  ROSSELLIND |   125.85  | INE847C01020 |
|    ROUTE    |   900.85  | INE450U01017 |
|   RPGLIFE   |   349.5   | INE105J01010 |
|   RPPINFRA  |    40.9   | INE324L01013 |
|  RSSOFTWARE |   20.15   | INE165B01029 |
|     RSWM    |    91.3   | INE611A01016 |
|   RSYSTEMS  |   116.0   | INE411H01032 |
|   RTNINFRA  |    6.0    | INE834M01019 |
|   RTNPOWER  |    2.0    | INE399K01017 |
|  RUBYMILLS  |   155.0   | INE301D01026 |
|   RUCHIRA   |   45.85   | INE803H01014 |
|     RUPA    |   215.0   | INE895B01021 |
|    RUSHIL   |    90.0   | INE573K01017 |
|     RVNL    |    18.9   | INE415G01027 |
|   S&SPOWER  |    8.85   | INE902B01017 |
|    SABTN    |    1.4    | INE416A01036 |
|   SADBHAV   |    46.6   | INE226H01026 |
|   SADBHIN   |   16.05   | INE764L01010 |
|    SAFARI   |   454.5   | INE429E01023 |
|    SAGCEM   |   705.0   | INE229C01013 |
|     SAIL    |   39.75   | INE114A01011 |
|    SAKAR    |   85.25   | INE732S01012 |
|  SAKHTISUG  |    7.8    | INE623A01011 |
|   SAKSOFT   |   327.05  | INE667G01015 |
|    SAKUMA   |    5.2    | INE190H01024 |
|   SALASAR   |   222.0   | INE170V01019 |
|    SALONA   |    63.0   | INE498E01010 |
|   SALSTEEL  |    2.55   | INE658G01014 |
|  SALZERELEC |   105.0   | INE457F01013 |
|   SAMBHAAV  |    1.95   | INE699B01027 |
|    SANCO    |   14.15   | INE782L01012 |
|   SANDESH   |   500.0   | INE583B01015 |
|   SANDHAR   |   223.2   | INE278H01035 |
|  SANGAMIND  |   49.55   | INE495C01010 |
|  SANGHIIND  |    28.9   | INE999B01013 |
|  SANGHVIFOR |    18.1   | INE263L01013 |
|  SANGHVIMOV |    81.9   | INE989A01024 |
|  SANGINITA  |    38.5   | INE753W01010 |
|    SANOFI   |   8000.0  | INE058A01010 |
|   SARDAEN   |   270.5   | INE385C01013 |
|   SAREGAMA  |   739.95  | INE979A01017 |
|  SARLAPOLY  |   17.05   | INE453D01025 |
|    SASKEN   |   655.0   | INE231F01020 |
|  SASTASUNDR |   136.5   | INE019J01013 |
|    SATIA    |    99.1   | INE170E01023 |
|    SATIN    |    56.5   | INE836B01017 |
|   SBICARD   |   805.4   | INE018E01016 |
|   SBIETFIT  |   214.85  | INF200KA1S14 |
|   SBIETFPB  |   161.35  | INF200KA1S22 |
|  SBIETFQLTY |   110.81  | INF200KA1WX6 |
|   SBILIFE   |   840.0   | INE123W01016 |
|     SBIN    |   234.5   | INE062A01020 |
|   SCAPDVR   |    1.35   | INE224E01036 |
|  SCHAEFFLER |  3764.15  | INE513A01014 |
|    SCHAND   |    62.4   | INE807K01035 |
|  SCHNEIDER  |    72.0   | INE839M01018 |
|     SCI     |    52.1   | INE109A01011 |
|     SDBL    |    24.6   | INE480C01020 |
|  SEAMECLTD  |   389.9   | INE497B01018 |
|    SELAN    |   105.0   | INE818A01017 |
|   SEPOWER   |    2.6    | INE735M01018 |
|   SEQUENT   |   149.3   | INE807F01027 |
|  SESHAPAPER |   129.15  | INE630A01024 |
|    SETCO    |    9.05   | INE878E01021 |
|  SETF10GILT |   203.95  | INF200KA1JT1 |
|   SETFGOLD  |   4518.0  | INF200K01099 |
|  SETFNIF50  |   131.8   | INF200KA1FS1 |
|  SETFNIFBK  |   287.0   | INF200KA1580 |
|   SETFNN50  |   296.02  | INF200KA1598 |
|  SETUINFRA  |    0.65   | INE023M01027 |
|   SEYAIND   |    63.5   | INE573R01012 |
|     SFL     |   1330.0  | INE916U01025 |
|     SGL     |    6.75   | INE353H01010 |
|  SHAHALLOYS |    6.8    | INE640C01011 |
|    SHALBY   |    91.3   | INE597J01018 |
|  SHALPAINTS |   67.95   | INE849C01026 |
|   SHANKARA  |   294.55  | INE274V01019 |
|  SHANTIGEAR |    99.7   | INE631A01022 |
|  SHARDACROP |   268.0   | INE221J01015 |
|  SHARDAMOTR |   1000.2  | INE597I01010 |
|  SHAREINDIA |   102.0   | INE932X01018 |
|  SHARIABEES |   315.0   | INF732E01128 |
|   SHEMAROO  |   53.15   | INE363M01019 |
|     SHIL    |    89.0   | INE05AN01011 |
|  SHILPAMED  |   418.75  | INE790G01031 |
|  SHIRPUR-G  |    7.0    | INE196B01016 |
|  SHIVAMAUTO |    17.0   | INE637H01024 |
|  SHIVAMILLS |    22.9   | INE644Y01017 |
|   SHIVATEX  |    79.1   | INE705C01020 |
|     SHK     |   92.55   | INE500L01026 |
|  SHOPERSTOP |   182.85  | INE498B01024 |
|   SHRADHA   |    51.0   | INE715Y01015 |
|  SHREDIGCEM |   56.25   | INE232A01011 |
|   SHREECEM  |  22941.1  | INE070A01015 |
|  SHREEPUSHK |   100.0   | INE712K01011 |
|  SHREERAMA  |    6.45   | INE879A01019 |
|   SHRENIK   |    6.1    | INE632X01030 |
|  SHREYANIND |    69.7   | INE231C01019 |
|   SHREYAS   |    56.2   | INE757B01015 |
|  SHRIRAMCIT |   892.3   | INE722A01011 |
|  SHRIRAMEPC |    3.5    | INE964H01014 |
|  SHYAMCENT  |    3.85   | INE979R01011 |
|   SICAGEN   |   11.45   | INE176J01011 |
|    SICAL    |   10.05   | INE075B01012 |
|   SIEMENS   |   1372.3  | INE003A01024 |
|    SIGIND   |    18.3   | INE529F01035 |
|    SILINV   |   134.75  | INE923A01015 |
|   SIMBHALS  |    5.9    | INE748T01016 |
|  SIMPLEXINF |    29.5   | INE059B01024 |
|  SINTERCOM  |    77.0   | INE129Z01016 |
|    SIRCA    |   247.9   | INE792Z01011 |
|     SIS     |   377.0   | INE285J01028 |
|   SITINET   |    0.55   | INE965H01011 |
|    SIYSIL   |   134.8   | INE076B01028 |
|     SJVN    |    22.2   | INE002L01015 |
|   SKFINDIA  |   1501.0  | INE640A01023 |
|     SKIL    |    2.25   | INE429F01012 |
|   SKIPPER   |    48.9   | INE439E01022 |
|  SKMEGGPROD |    43.7   | INE411D01015 |
|  SMARTLINK  |    73.4   | INE178C01020 |
|   SMLISUZU  |   417.7   | INE294B01019 |
|   SMSLIFE   |   643.6   | INE320X01016 |
|  SMSPHARMA  |   85.15   | INE812G01025 |
|   SNOWMAN   |    39.4   | INE734N01019 |
|    SOBHA    |   290.9   | INE671H01015 |
|    SOLARA   |  1050.95  | INE624Z01016 |
|  SOLARINDS  |   1030.0  | INE343H01029 |
|  SOMANYCERA |   228.1   | INE355A01028 |
|  SOMICONVEY |    20.1   | INE323J01019 |
|  SONATSOFTW |   335.05  | INE269A01021 |
|  SORILINFRA |    69.0   | INE034H01016 |
|     SOTL    |   682.0   | INE035D01012 |
|  SOUTHBANK  |    6.8    | INE683A01023 |
|  SOUTHWEST  |   34.95   | INE980Y01015 |
|     SPAL    |   127.5   | INE212I01016 |
|   SPANDANA  |   610.05  | INE572J01011 |
|    SPARC    |   166.85  | INE232I01014 |
|  SPECIALITY |    35.2   | INE247M01014 |
|   SPENCERS  |   72.45   | INE020801028 |
|     SPIC    |    17.7   | INE147A01011 |
|   SPICEJET  |   54.85   | INE285B01017 |
|    SPLIL    |   28.25   | INE978G01016 |
|  SPMLINFRA  |    8.0    | INE937A01023 |
|     SPTL    |    2.35   | INE501W01021 |
|     SPYL    |    0.35   | INE268L01020 |
|    SREEL    |   133.5   | INE099F01013 |
|   SREINFRA  |    6.45   | INE872A01014 |
|     SRF     |   4990.2  | INE647A01010 |
|  SRHHYPOLTD |   178.0   | INE917H01012 |
|   SRIPIPES  |   122.5   | INE943C01027 |
|     SRPL    |   32.25   | INE008Z01012 |
|  SRTRANSFIN |   884.0   | INE721A01013 |
|     SSWL    |   484.0   | INE802C01017 |
|     STAR    |   624.9   | INE939A01011 |
|  STARCEMENT |    87.5   | INE460H01021 |
|  STARPAPER  |   91.95   | INE733A01018 |
|   STCINDIA  |   59.25   | INE655A01013 |
|  STEELCITY  |    31.6   | INE395H01011 |
|  STEELXIND  |    34.0   | INE503B01013 |
|     STEL    |    57.5   | INE577L01016 |
|  STERTOOLS  |   170.6   | INE334A01023 |
|   STLTECH   |   149.0   | INE089C01029 |
|    SUBROS   |   275.6   | INE287B01021 |
|  SUDARSCHEM |   451.8   | INE659A01023 |
|  SUJANAUNI  |    0.35   | INE216G01011 |
|  SUMEETINDS |    1.95   | INE235C01010 |
|   SUMICHEM  |   271.3   | INE258G01013 |
|    SUMIT    |    8.3    | INE748Z01013 |
|  SUMMITSEC  |   391.0   | INE519C01017 |
|  SUNCLAYLTD |   1663.0  | INE105A01035 |
|   SUNDARAM  |    1.15   | INE108E01023 |
|  SUNDARMFIN |  1588.95  | INE660A01013 |
|  SUNDARMHLD |    54.3   | INE202Z01029 |
|  SUNDRMBRAK |   259.0   | INE073D01013 |
|  SUNDRMFAST |   468.5   | INE387A01021 |
|   SUNFLAG   |    47.7   | INE947A01014 |
|  SUNPHARMA  |   506.25  | INE044A01036 |
|   SUNTECK   |   265.5   | INE805D01034 |
|    SUNTV    |   446.5   | INE424H01027 |
|  SUPERHOUSE |   87.05   | INE712B01010 |
|  SUPERSPIN  |    3.5    | INE662A01027 |
|   SUPPETRO  |   275.15  | INE663A01017 |
|   SUPRAJIT  |   195.5   | INE399C01030 |
|  SUPREMEIND |   1419.7  | INE195A01028 |
|  SURANASOL  |    6.95   | INE272L01022 |
|  SURANAT&P  |    3.8    | INE130B01031 |
|  SURYALAXMI |    20.3   | INE713B01026 |
|  SURYAROSNI |   254.0   | INE335A01012 |
|  SUTLEJTEX  |    27.6   | INE645H01027 |
|    SUULD    |   103.0   | INE591Q01016 |
|    SUVEN    |    45.5   | INE495B01038 |
|  SUVENPHAR  |   325.8   | INE03QK01018 |
|  SWANENERGY |   134.8   | INE665A01038 |
|  SWARAJENG  |   1345.0  | INE277A01016 |
|  SWELECTES  |   119.0   | INE409B01013 |
|   SWSOLAR   |   221.7   | INE00M201021 |
|   SYMPHONY  |   829.5   | INE225D01027 |
|   SYNGENE   |   542.9   | INE398R01022 |
|  TAINWALCHM |    60.0   | INE123C01018 |
|    TAJGVK   |   137.9   | INE586B01026 |
|     TAKE    |    42.4   | INE142I01023 |
|  TALBROAUTO |   123.05  | INE187D01011 |
|    TANLA    |   350.3   | INE483C01032 |
|    TARMAT   |    36.5   | INE924H01018 |
|  TASTYBITE  |  10500.0  | INE488B01017 |
|   TATACHEM  |   318.8   | INE092A01019 |
|  TATACOFFEE |   101.5   | INE493A01027 |
|   TATACOMM  |   1009.1  | INE151A01013 |
|  TATACONSUM |   504.55  | INE192A01025 |
|  TATAELXSI  |   1505.0  | INE670A01012 |
|  TATAINVEST |   877.0   | INE672A01018 |
|  TATAMETALI |   553.3   | INE056C01010 |
|  TATAMOTORS |   151.1   | INE155A01022 |
|  TATAMTRDVR |    60.5   | IN9155A01020 |
|  TATAPOWER  |   57.15   | INE245A01021 |
|  TATASTEEL  |   476.0   | INE081A01012 |
|  TATASTLBSL |    28.6   | INE824B01021 |
|  TATASTLLP  |   478.5   | INE674A01014 |
|     TBZ     |    42.5   | INE760L01018 |
|     TCI     |   232.0   | INE688A01022 |
|  TCIDEVELOP |   303.2   | INE662L01016 |
|    TCIEXP   |   782.0   | INE586V01016 |
|  TCIFINANCE |    4.1    | INE911B01018 |
|  TCNSBRANDS |   398.25  | INE778U01029 |
|   TCPLPACK  |   376.65  | INE822C01015 |
|     TCS     |   2687.5  | INE467B01029 |
|  TDPOWERSYS |   112.9   | INE419M01019 |
|  TEAMLEASE  |   2390.0  | INE985S01024 |
|    TECHIN   |    2.45   | INE778A01021 |
|    TECHM    |   836.2   | INE669C01036 |
|   TECHNOE   |   205.0   | INE285K01026 |
|  TECHNOFAB  |    8.9    | INE509K01011 |
|   TEJASNET  |    92.0   | INE010J01012 |
|   TERASOFT  |   29.35   | INE482B01010 |
|   TEXINFRA  |    37.8   | INE435C01024 |
|  TEXMOPIPES |    16.4   | INE141K01013 |
|   TEXRAIL   |    24.2   | INE621L01012 |
|   TFCILTD   |    37.3   | INE305A01015 |
|     TFL     |    2.7    | INE804H01012 |
|  TGBHOTELS  |    5.25   | INE797H01018 |
|  THANGAMAYL |   462.0   | INE085J01014 |
|  THEINVEST  |   101.95  | INE924D01017 |
|  THEMISMED  |   340.0   | INE083B01016 |
|   THERMAX   |   773.1   | INE152A01029 |
|  THOMASCOOK |    32.5   | INE332A01027 |
|  THYROCARE  |   1052.0  | INE594H01019 |
|      TI     |   17.15   | INE133E01013 |
|  TIDEWATER  |   4365.5  | INE484C01022 |
|     TIIL    |   320.0   | INE545H01011 |
|   TIINDIA   |   708.85  | INE974X01010 |
|   TIJARIA   |    5.9    | INE440L01017 |
|     TIL     |   132.0   | INE806C01018 |
|   TIMESGTY  |    21.7   | INE289C01025 |
|  TIMETECHNO |   39.25   | INE508G01029 |
|    TIMKEN   |   1105.0  | INE325A01013 |
|   TINPLATE  |   133.15  | INE422C01014 |
|  TIPSINDLTD |   272.0   | INE716B01011 |
|  TIRUMALCHM |    77.4   | INE338A01024 |
|    TITAN    |  1279.25  | INE280A01028 |
|    TMRVL    |    8.2    | INE759V01019 |
|   TNPETRO   |    38.9   | INE148A01019 |
|     TNPL    |   102.4   | INE107A01015 |
|  TOKYOPLAST |   63.25   | INE932C01012 |
|  TORNTPHARM |  2536.15  | INE685A01028 |
|  TORNTPOWER |   311.0   | INE813H01021 |
|    TOTAL    |   35.15   | INE336X01012 |
|  TOUCHWOOD  |   41.65   | INE486Y01013 |
|  TPLPLASTEH |   104.45  | INE413G01014 |
|  TREEHOUSE  |    6.65   | INE040M01013 |
|   TREJHARA  |   19.15   | INE00CA01015 |
|    TRENT    |   698.0   | INE849A01020 |
|     TRF     |   73.65   | INE391D01019 |
|   TRIDENT   |    7.45   | INE064C01022 |
|    TRIGYN   |   49.15   | INE948A01012 |
|     TRIL    |    9.35   | INE763I01026 |
|  TRITURBINE |    70.9   | INE152M01016 |
|   TRIVENI   |    66.9   | INE256C01024 |
|  TTKHLTCARE |   471.0   | INE910C01018 |
|  TTKPRESTIG |   5750.0  | INE690A01010 |
|     TTL     |    37.4   | INE592B01016 |
|  TV18BRDCST |   27.85   | INE886H01027 |
|   TVSELECT  |    96.8   | INE236G01019 |
|   TVSMOTOR  |   476.55  | INE494B01023 |
|  TVSSRICHAK |   1445.0  | INE421C01016 |
|   TVTODAY   |   201.15  | INE038F01029 |
|   TVVISION  |    1.2    | INE871L01013 |
|     TWL     |   43.65   | INE615H01020 |
|     UBL     |   1041.0  | INE686F01025 |
|   UCALFUEL  |   115.5   | INE139B01016 |
|   UCOBANK   |    12.0   | INE691A01018 |
|    UFLEX    |   307.2   | INE516A01017 |
|     UFO     |   73.35   | INE527H01019 |
|  UGARSUGAR  |   13.55   | INE071E01023 |
|    UJAAS    |    3.0    | INE899L01022 |
|   UJJIVAN   |   236.0   | INE334L01012 |
|  UJJIVANSFB |   32.45   | INE551W01018 |
|  ULTRACEMCO |   4855.0  | INE481G01011 |
|  UMANGDAIRY |   42.05   | INE864B01027 |
|   UMESLTD   |    1.25   | INE240C01028 |
|  UNICHEMLAB |   231.3   | INE351A01035 |
|    UNIDT    |   251.0   | INE961D01019 |
|   UNIENTER  |   61.35   | INE037A01022 |
|  UNIONBANK  |    25.0   | INE692A01016 |
|  UNITEDTEA  |   338.1   | INE458F01011 |
|   UNIVASTU  |   30.25   | INE562X01013 |
|  UNIVCABLES |   127.5   | INE279A01012 |
|  UNIVPHOTO  |   153.05  | INE03V001013 |
|     UPL     |   436.5   | INE628A01036 |
|     URJA    |    3.0    | INE550C01020 |
|   USHAMART  |   24.25   | INE228A01035 |
|    UTIAMC   |   495.0   | INE094J01016 |
|  UTIBANKETF |   290.29  | INF789F1AUN8 |
|  UTINEXT50  |   293.87  | INF789FC1N82 |
|  UTINIFTETF |   1365.0  | INF789FB1X41 |
|  UTISENSETF |   451.5   | INF789FB1X58 |
|   UTISXN50  |   313.0   | INF789F1AHR6 |
|   UTTAMSTL  |    6.25   | INE699A01011 |
|  UTTAMSUGAR |    84.5   | INE786F01031 |
|     UVSL    |    0.2    | INE292A01023 |
|   V2RETAIL  |   51.25   | INE945H01013 |
|  VADILALIND |   789.95  | INE694D01016 |
|  VAIBHAVGBL |   1998.0  | INE884A01019 |
|   VAISHALI  |   32.65   | INE972X01014 |
|  VAKRANGEE  |   26.75   | INE051B01021 |
|  VALIANTORG |   3572.0  | INE565V01010 |
|  VARDHACRLC |    30.5   | INE116G01013 |
|  VARDMNPOLY |    8.0    | INE835A01011 |
|    VARROC   |   296.7   | INE665L01035 |
|   VASCONEQ  |    8.45   | INE893I01013 |
|   VASWANI   |    4.1    | INE590L01019 |
|     VBL     |   736.0   | INE200M01013 |
|     VEDL    |   101.95  | INE205A01025 |
|   VENKEYS   |   1561.1  | INE398A01010 |
|   VENUSREM  |   132.25  | INE411B01019 |
|    VERTOZ   |   177.65  | INE188Y01015 |
|   VESUVIUS  |   907.5   | INE386A01015 |
|     VETO    |    44.0   | INE918N01018 |
|    VGUARD   |   167.15  | INE951I01027 |
|     VHL     |   1211.0  | INE701A01023 |
|   VIDHIING  |   130.75  | INE632C01026 |
|   VIJIFIN   |    0.5    | INE159N01027 |
|   VIKASECO  |    4.7    | INE806A01020 |
|  VIKASMCORP |    8.4    | INE161L01027 |
|  VIKASPROP  |    2.1    | INE767B01022 |
|   VIKASWSP  |    3.7    | INE706A01022 |
|  VIMTALABS  |   131.0   | INE579C01029 |
|  VINATIORGA |   1094.0  | INE410B01037 |
|  VINDHYATEL |   675.0   | INE707A01012 |
|  VINYLINDIA |   101.5   | INE250B01029 |
|  VIPCLOTHNG |    8.6    | INE450G01024 |
|    VIPIND   |   305.0   | INE054A01027 |
|   VIPULLTD  |    13.1   | INE946H01037 |
|  VISAKAIND  |   353.8   | INE392A01013 |
|  VISASTEEL  |    5.65   | INE286H01012 |
|    VISHAL   |   142.75  | INE755Q01025 |
|    VISHNU   |   163.55  | INE270I01014 |
|  VISHWARAJ  |   114.0   | INE430N01014 |
|   VIVIDHA   |    0.35   | INE370E01029 |
|  VIVIMEDLAB |    17.2   | INE526G01021 |
|  VLSFINANCE |   57.15   | INE709A01018 |
|    VMART    |   1966.2  | INE665J01013 |
|   VOLTAMP   |   1031.0  | INE540H01012 |
|    VOLTAS   |   764.5   | INE226A01021 |
|    VRLLOG   |   159.55  | INE366I01010 |
|     VSSL    |    79.0   | INE050M01012 |
|    VSTIND   |   3418.0  | INE710A01016 |
|  VSTTILLERS |  1914.05  | INE764D01017 |
|     VTL     |   845.55  | INE825A01012 |
|    WABAG    |   188.05  | INE956G01038 |
|  WABCOINDIA |   4800.0  | INE342J01019 |
|  WALCHANNAG |    49.3   | INE711A01022 |
|  WATERBASE  |   100.8   | INE054C01015 |
|  WEBELSOLAR |    22.2   | INE855C01015 |
|  WEIZMANIND |   31.55   | INE080A01014 |
|   WELCORP   |   101.4   | INE191B01025 |
|    WELENT   |    75.5   | INE625G01013 |
|    WELINV   |   281.7   | INE389K01018 |
|  WELSPUNIND |    63.9   | INE192B01031 |
|    WENDT    |   3009.0  | INE274C01019 |
|   WESTLIFE  |   376.2   | INE274F01020 |
|    WHEELS   |   403.0   | INE715A01015 |
|  WHIRLPOOL  |   2128.2  | INE716A01013 |
|  WILLAMAGOR |   16.25   | INE210A01017 |
|  WINDMACHIN |    14.0   | INE052A01021 |
|    WIPRO    |   346.6   | INE075A01022 |
|  WOCKPHARMA |   290.05  | INE049B01025 |
|   WONDERLA  |   169.0   | INE066O01014 |
|    WORTH    |    39.9   | INE196Y01018 |
|     WSI     |    3.35   | INE100D01014 |
|  WSTCSTPAPR |   164.5   | INE976A01021 |
|  XCHANGING  |    70.0   | INE692G01013 |
|   XELPMOC   |   265.85  | INE01P501012 |
|  XPROINDIA  |   28.65   | INE445C01015 |
|   YESBANK   |   14.15   | INE528G01035 |
|     ZEEL    |   196.0   | INE256A01028 |
|   ZEELEARN  |   10.65   | INE565L01011 |
|   ZEEMEDIA  |    4.95   | INE966H01019 |
|  ZENITHEXPO |   42.95   | INE058B01018 |
|  ZENSARTECH |   188.0   | INE520A01027 |
|    ZENTEC   |   72.15   | INE251B01027 |
|    ZICOM    |    2.2    | INE871B01014 |
|  ZODIACLOTH |   100.95  | INE206B01013 |
|  ZODJRDMKJ  |    22.2   | INE077B01018 |
|     ZOTA    |   138.7   | INE358U01012 |
|    ZUARI    |   80.85   | INE840M01016 |
|  ZUARIGLOB  |    48.6   | INE217A01012 |
|  ZYDUSWELL  |   1754.2  | INE768C01010 |
+-------------+-----------+--------------+
