+-------------+-----------+--------------+
| bhav_ticker | bhav_last |  bhav_isin   |
|  GUJAPOLLO  |   209.0   | INE826C01016 |
|  GUJGASLTD  |   308.4   | INE844O01030 |
|  GULFOILLUB |   677.0   | INE635Q01029 |
|  GULFPETRO  |    34.6   | INE586G01017 |
|   GULPOLY   |    73.5   | INE255D01024 |
|    GVKPIL   |    2.75   | INE251H01024 |
|     HAL     |   733.5   | INE066F01012 |
|  HAPPSTMNDS |   316.4   | INE419U01012 |
|  HARITASEAT |   436.25  | INE939D01015 |
|  HARRMALAYA |   91.45   | INE544A01019 |
|   HATHWAY   |   28.15   | INE982F01036 |
|    HATSUN   |   827.5   | INE473B01035 |
|   HAVELLS   |   815.3   | INE176B01034 |
|   HBANKETF  |   285.43  | INF179KC1AN8 |
|   HBLPOWER  |   22.75   | INE292B01021 |
|     HBSL    |    5.55   | INE550B01022 |
|     HCC     |    4.95   | INE549A01026 |
|     HCG     |   120.0   | INE075I01017 |
|  HCL-INSYS  |    7.5    | INE236A01020 |
|   HCLTECH   |   827.0   | INE860A01027 |
|     HDFC    |   2318.0  | INE001A01036 |
|   HDFCAMC   |   2430.0  | INE127D01025 |
|   HDFCBANK  |  1390.15  | INE040A01034 |
|   HDFCLIFE  |   622.9   | INE795G01014 |
|  HDFCMFGETF |  4529.95  | INF179K01CN1 |
|  HDFCNIFETF |   1335.4  | INF179KB1KP3 |
|  HDFCSENETF |   4551.0  | INF179KB1KQ1 |
|     HEG     |   712.4   | INE545A01016 |
|  HEIDELBERG |   190.0   | INE578A01017 |
|   HEMIPROP  |    62.0   | INE0AJG01018 |
|   HERCULES  |    96.7   | INE688E01024 |
|  HERITGFOOD |   263.8   | INE978A01027 |
|  HEROMOTOCO |   3060.0  | INE158A01026 |
|  HESTERBIO  |   1740.0  | INE782E01017 |
|     HFCL    |    16.9   | INE548A01028 |
|   HGINFRA   |   186.0   | INE926X01010 |
|     HGS     |   753.0   | INE170I01016 |
|    HIKAL    |   173.8   | INE475B01022 |
|     HIL     |   1915.4  | INE557A01011 |
|    HILTON   |    9.1    | INE788H01017 |
|  HIMATSEIDE |   118.75  | INE049A01027 |
|   HINDALCO  |   207.3   | INE038A01020 |
|  HINDCOMPOS |   220.4   | INE310C01029 |
|  HINDCOPPER |    34.5   | INE531E01026 |
|  HINDMOTORS |    5.0    | INE253A01025 |
|  HINDNATGLS |    25.6   | INE952A01022 |
|  HINDOILEXP |    65.5   | INE345A01011 |
|  HINDPETRO  |   214.6   | INE094A01015 |
|  HINDUNILVR |   2135.0  | INE030A01027 |
|   HINDZINC  |   225.05  | INE267A01025 |
|    HIRECT   |   131.0   | INE835D01023 |
|  HISARMETAL |    75.9   | INE598C01011 |
|    HITECH   |   127.5   | INE106T01017 |
|  HITECHCORP |    84.5   | INE120D01012 |
|  HITECHGEAR |   115.9   | INE127B01011 |
|    HLVLTD   |    4.85   | INE102A01024 |
|     HMVL    |    50.0   | INE871K01015 |
|    HNDFDS   |   930.0   | INE254N01018 |
|  HNGSNGBEES |   327.01  | INF204KB19I1 |
|    HONAUT   |  29180.0  | INE671A01010 |
|  HONDAPOWER |   970.05  | INE634A01018 |
|     HOVS    |   29.45   | INE596H01014 |
|     HPL     |   28.95   | INE495S01016 |
|     HSCL    |    45.3   | INE019C01026 |
|     HSIL    |    84.0   | INE415A01038 |
|   HTMEDIA   |    13.2   | INE501G01024 |
|   HUBTOWN   |   10.45   | INE703H01016 |
|    HUDCO    |   32.35   | INE031A01017 |
|  IBMFNIFTY  |   125.99  | INF666M01FS5 |
|  IBREALEST  |    48.4   | INE069I01010 |
|  IBULHSGFIN |   159.1   | INE148I01020 |
|   IBULISL   |    51.6   | INE126M01010 |
|   ICEMAKE   |    66.7   | INE520Y01019 |
|   ICICI500  |   169.0   | INF109KC1CZ3 |
|  ICICIALPLV |   124.75  | INF109KC1N59 |
|   ICICIB22  |   27.95   | INF109KB15Y7 |
|  ICICIBANK  |   489.8   | INE090A01021 |
|  ICICIBANKN |   286.7   | INF109KC1E27 |
|  ICICIBANKP |   159.02  | INF109KC1E35 |
|   ICICIGI   |   1264.0  | INE765G01017 |
|  ICICIGOLD  |    45.2   | INF109KC1NT3 |
|   ICICILIQ  |   1000.0  | INF109KC1KT9 |
|  ICICILOVOL |   103.45  | INF109KB10T8 |
|  ICICIM150  |   68.75   | INF109KC1G82 |
|  ICICIMCAP  |   68.64   | INF109KB1XT3 |
|  ICICINF100 |   137.71  | INF109KA1962 |
|  ICICINIFTY |   134.9   | INF109K012R6 |
|  ICICINV20  |    63.5   | INF109KB1WY5 |
|  ICICINXT50 |   29.19   | INF109KC1NS5 |
|  ICICIPRULI |   429.75  | INE726G01019 |
|  ICICISENSX |   467.2   | INF346A01034 |
|  ICICITECH  |   214.08  | INF109KC1N67 |
|     ICIL    |   143.5   | INE483B01026 |
|     ICRA    |   2607.0  | INE725G01011 |
|     IDBI    |    37.7   | INE008A01015 |
|   IDBIGOLD  |   4633.0  | INF397L01554 |
|     IDEA    |    8.45   | INE669E01016 |
|     IDFC    |   30.65   | INE043D01016 |
|  IDFCFIRSTB |    33.3   | INE092T01019 |
|  IDFNIFTYET |   135.25  | INF194KA1U07 |
|     IEX     |   204.2   | INE022Q01020 |
|   IFBAGRO   |   353.0   | INE076C01018 |
|    IFBIND   |   744.0   | INE559A01017 |
|     IFCI    |    6.1    | INE039A01010 |
|  IFGLEXPOR  |   149.5   | INE133Y01011 |
|   IGARASHI  |   289.2   | INE188B01013 |
|     IGL     |   448.75  | INE203G01027 |
|     IGPL    |   326.4   | INE204A01010 |
|     IIFL    |    93.2   | INE530B01024 |
|   IIFLSEC   |    40.3   | INE489L01022 |
|   IIFLWAM   |   905.1   | INE466L01020 |
|     IITL    |   49.95   | INE886A01014 |
|   IMAGICAA  |    4.05   | INE172N01012 |
|     IMFA    |   267.65  | INE919H01018 |
|    IMPAL    |   532.0   | INE547E01014 |
|  IMPEXFERRO |    0.6    | INE691G01015 |
|   INDBANK   |    8.55   | INE841B01017 |
|   INDHOTEL  |   109.75  | INE053A01029 |
|   INDIACEM  |   119.4   | INE383A01012 |
|  INDIAGLYCO |   271.1   | INE560A01015 |
|  INDIAMART  |   4988.8  | INE933S01016 |
|   INDIANB   |   62.95   | INE562A01011 |
|  INDIANCARD |   97.75   | INE061A01014 |
|  INDIANHUME |   160.15  | INE323C01030 |
|    INDIGO   |   1620.0  | INE646L01027 |
|  INDLMETER  |    13.0   | INE065B01013 |
|  INDNIPPON  |   331.9   | INE092B01025 |
|    INDOCO   |   255.15  | INE873D01024 |
|   INDORAMA  |   23.55   | INE156A01020 |
|   INDOSTAR  |   295.0   | INE896L01010 |
|   INDOTECH  |   88.25   | INE332H01014 |
|   INDOTHAI  |   19.85   | INE337M01013 |
|   INDOWIND  |    2.7    | INE227G01018 |
|  INDRAMEDCO |    49.0   | INE681B01017 |
|  INDSWFTLAB |   50.55   | INE915B01019 |
|  INDTERRAIN |    29.0   | INE611L01021 |
|  INDUSINDBK |   791.25  | INE095A01012 |
|  INEOSSTYRO |   579.0   | INE189B01011 |
|   INFIBEAM  |   83.75   | INE483S01020 |
|   INFOBEAN  |   126.8   | INE344S01016 |
|  INFRABEES  |   347.69  | INF732E01268 |
|   INFRATEL  |   177.85  | INE121J01017 |
|     INFY    |   1123.5  | INE009A01021 |
|  INGERRAND  |   586.75  | INE177A01018 |
|  INOXLEISUR |   270.0   | INE312H01016 |
|   INOXWIND  |    36.2   | INE066P01011 |
|  INSECTICID |   425.95  | INE070I01018 |
|  INSPIRISYS |   26.25   | INE020G01017 |
|  INTELLECT  |   244.0   | INE306R01017 |
|  INTENTECH  |    33.0   | INE781A01025 |
|  INVENTURE  |    18.9   | INE878H01016 |
|     IOB     |    9.45   | INE565A01014 |
|     IOC     |    84.9   | INE242A01010 |
|    IOLCP    |   666.3   | INE485C01011 |
|   IPCALAB   |   2030.0  | INE571A01020 |
|     IRB     |   112.95  | INE821I01014 |
|    IRCON    |   81.15   | INE962Y01021 |
|    IRCTC    |  1367.55  | INE335Y01012 |
|     ISEC    |   447.25  | INE763G01038 |
|     ISFT    |    73.0   | INE566K01011 |
|   ISMTLTD   |    8.15   | INE732F01019 |
|     ITC     |   185.2   | INE154A01025 |
|     ITDC    |   252.8   | INE353K01014 |
|    ITDCEM   |    50.4   | INE686A01026 |
|     ITI     |   122.65  | INE248A01017 |
|     IVP     |    49.9   | INE043C01018 |
|  IVZINGOLD  |   4593.0  | INF205K01361 |
|  IVZINNIFTY |   1369.0  | INF205K01DA9 |
|     IZMO    |   34.75   | INE848A01014 |
|   J&KBANK   |   15.55   | INE168A01041 |
|    JAGRAN   |   36.35   | INE199G01027 |
|  JAGSNPHARM |    40.5   | INE048B01027 |
|  JAIBALAJI  |    16.6   | INE091G01018 |
|  JAICORPLTD |    85.4   | INE070D01027 |
|  JAMNAAUTO  |   48.45   | INE039C01032 |
|     JASH    |   201.1   | INE039O01011 |
|  JAYAGROGN  |   96.45   | INE785A01026 |
|  JAYBARMARU |   220.05  | INE571B01028 |
|  JAYNECOIND |    3.05   | INE854B01010 |
|  JAYSREETEA |    61.5   | INE364A01020 |
|  JBCHEPHARM |   974.0   | INE572A01028 |
|    JBFIND   |    7.4    | INE187A01017 |
|     JBMA    |   240.0   | INE927D01028 |
|    JCHAC    |   2174.0  | INE782A01015 |
|     JHS     |    18.2   | INE544H01014 |
|  JINDALPHOT |   11.85   | INE796G01012 |
|  JINDALPOLY |   479.0   | INE197D01010 |
|  JINDALSAW  |    62.0   | INE324A01024 |
|  JINDALSTEL |   219.1   | INE749A01030 |
|   JINDRILL  |    71.0   | INE742C01031 |
|  JINDWORLD  |    50.0   | INE247D01039 |
|  JISLDVREQS |    9.6    | IN9175A01010 |
|  JISLJALEQS |    14.2   | INE175A01038 |
|   JIYAECO   |    7.95   | INE023S01016 |
|   JKCEMENT  |  1856.95  | INE823G01014 |
|     JKIL    |   105.1   | INE576I01022 |
|  JKLAKSHMI  |   301.7   | INE786A01032 |
|   JKPAPER   |    90.8   | INE789E01012 |
|    JKTYRE   |   74.25   | INE573A01042 |
|     JMA     |    30.6   | INE412C01023 |
|  JMCPROJECT |    47.6   | INE890A01024 |
|  JMFINANCIL |    77.0   | INE780C01023 |
|  JMTAUTOLTD |    2.25   | INE988E01036 |
|    JOCIL    |   155.05  | INE839G01010 |
|  JPASSOCIAT |    3.85   | INE455F01025 |
|  JPINFRATEC |    1.3    | INE099J01015 |
|  JPOLYINVST |    12.7   | INE147P01019 |
|   JPPOWER   |    2.3    | INE351F01018 |
|     JSL     |    59.0   | INE220G01021 |
|   JSLHISAR  |   108.0   | INE455T01018 |
|  JSWENERGY  |    60.1   | INE121E01018 |
|    JSWHL    |   2850.0  | INE824G01012 |
|   JSWISPL   |   18.05   | INE743C01021 |
|   JSWSTEEL  |   343.95  | INE019A01038 |
|  JTEKTINDIA |   75.95   | INE643A01035 |
|   JUBILANT  |   689.85  | INE700A01033 |
|   JUBLFOOD  |   2333.0  | INE797F01012 |
|   JUBLINDS  |   168.1   | INE645L01011 |
|   JUMPNET   |    26.0   | INE974C01022 |
|  JUNIORBEES |   300.47  | INF732E01045 |
|   JUSTDIAL  |   572.9   | INE599M01018 |
|  JYOTHYLAB  |   134.2   | INE668F01031 |
|  KABRAEXTRU |    73.8   | INE900B01029 |
|  KAJARIACER |   582.05  | INE217B01036 |
|   KAKATCEM  |   159.4   | INE437B01014 |
|  KALPATPOWR |   254.0   | INE220B01022 |
|  KAMATHOTEL |    31.5   | INE967C01018 |
|   KAMDHENU  |    72.8   | INE390H01012 |
|  KANANIIND  |    2.8    | INE879E01037 |
|  KANORICHEM |    37.2   | INE138C01024 |
|  KANSAINER  |   519.8   | INE531A01024 |
|    KARDA    |    97.2   | INE278R01026 |
|   KARMAENG  |    8.8    | INE725L01011 |
|  KARURVYSYA |    35.0   | INE036D01028 |
|  KAUSHALYA  |    1.35   | INE234I01010 |
|     KAYA    |   228.0   | INE587G01015 |
|     KCP     |   68.45   | INE805C01028 |
|  KCPSUGIND  |   14.55   | INE790B01024 |
|     KDDL    |   155.2   | INE291D01011 |
|     KEC     |   333.5   | INE389H01022 |
|     KECL    |   10.35   | INE134B01017 |
|     KEI     |   341.2   | INE878B01027 |
|  KELLTONTEC |    49.0   | INE164B01022 |
|   KENNAMET  |   786.0   | INE717A01029 |
|  KESORAMIND |    41.3   | INE087A01019 |
|  KEYFINSERV |   62.55   | INE681C01015 |
|    KHADIM   |   110.1   | INE834I01025 |
|   KHAICHEM  |   20.05   | INE745B01028 |
|   KHANDSE   |    8.9    | INE060B01014 |
|     KICL    |  1297.55  | INE029L01018 |
|    KINGFA   |   532.5   | INE473D01015 |
|    KIOCL    |   109.6   | INE880L01014 |
|  KIRIINDUS  |   482.0   | INE415I01015 |
|   KIRLFER   |   94.55   | INE884B01025 |
|  KIRLOSBROS |   106.5   | INE732A01036 |
|  KIRLOSENG  |   100.0   | INE146L01010 |
|  KIRLOSIND  |   640.0   | INE250A01039 |
|    KITEX    |   103.0   | INE602G01020 |
|     KKCL    |   728.0   | INE401H01017 |
|   KMSUGAR   |    9.9    | INE157H01023 |
|    KNRCON   |   258.0   | INE634I01029 |
|  KOKUYOCMLN |   61.45   | INE760A01029 |
|  KOLTEPATIL |   168.25  | INE094I01018 |
|    KOPRAN   |   122.0   | INE082A01010 |
|  KOTAKBANK  |  1804.95  | INE237A01028 |
|  KOTAKBKETF |   290.65  | INF174K01F59 |
|  KOTAKGOLD  |   443.5   | INF373I01049 |
|  KOTAKNIFTY |   132.63  | INF174K014P6 |
|  KOTAKNV20  |   64.01   | INF174K01Z71 |
|  KOTAKPSUBK |   141.0   | INF373I01023 |
|  KOTARISUG  |    13.7   | INE419A01022 |
|  KOTHARIPET |   14.95   | INE720A01015 |
|  KOTHARIPRO |    60.3   | INE823A01017 |
|   KPITTECH  |   97.25   | INE04I401011 |
|   KPRMILL   |   786.0   | INE930H01023 |
|     KRBL    |   257.8   | INE001B01026 |
|   KREBSBIO  |    85.0   | INE268B01013 |
|  KRIDHANINF |    2.35   | INE524L01026 |
|     KSB     |   508.0   | INE999A01015 |
|     KSCL    |   511.05  | INE455I01029 |
|     KSK     |    0.4    | INE143H01015 |
|     KSL     |   221.0   | INE907A01026 |
|   KTKBANK   |    44.0   | INE614B01018 |
|   KUANTUM   |   40.65   | INE529I01021 |
|   KWALITY   |    2.45   | INE775B01025 |
|    L&TFH    |    68.8   | INE498L01015 |
|  LAKSHVILAS |    15.6   | INE694C01018 |
|  LALPATHLAB |   2166.0  | INE600L01024 |
|  LAMBODHARA |   27.55   | INE112F01022 |
|   LAOPALA   |   208.95  | INE059D01020 |
|     LASA    |   77.75   | INE670X01014 |
|  LAURUSLABS |   284.8   | INE947Q01028 |
|  LAXMIMACH  |   4038.8  | INE269B01029 |
|  LEMONTREE  |   29.85   | INE970X01018 |
|     LFIC    |   58.25   | INE850E01012 |
|  LGBBROSLTD |   249.0   | INE337A01034 |
|   LGBFORGE  |    2.45   | INE201J01017 |
|    LIBAS    |   29.35   | INE908V01012 |
|  LIBERTSHOE |   142.85  | INE557B01019 |
|  LICHSGFIN  |   322.55  | INE115A01026 |
|  LICNETFGSC |   21.69   | INF767K01MV5 |
|  LICNETFN50 |   129.0   | INF767K01OS7 |
|  LICNETFSEN |   435.0   | INF767K01OT5 |
|  LICNFNHGP  |   125.63  | INF767K01PC8 |
|   LIKHITHA  |   156.2   | INE060901019 |
|   LINCOLN   |   225.5   | INE405C01035 |
|   LINCPEN   |   156.4   | INE802B01019 |
|  LINDEINDIA |   877.0   | INE473A01011 |
|  LIQUIDBEES |  1000.01  | INF732E01037 |
|  LIQUIDETF  |  1000.01  | INF740KA1EU7 |
|  LOKESHMACH |    18.8   | INE397H01017 |
|   LOTUSEYE  |    30.3   | INE947I01017 |
|   LOVABLE   |    54.7   | INE597L01014 |
|     LPDC    |    1.45   | INE197J01017 |
|     LSIL    |    0.7    | INE093R01011 |
|      LT     |   1056.7  | INE018A01030 |
|     LTI     |   2990.3  | INE214T01019 |
|     LTTS    |  1660.05  | INE010V01017 |
|   LUMAXIND  |   1237.0  | INE162B01018 |
|  LUMAXTECH  |    94.0   | INE872H01027 |
|    LUPIN    |   907.0   | INE326A01037 |
|    LUXIND   |   1485.5  | INE150G01020 |
|   LYKALABS  |   16.85   | INE933A01014 |
|  LYPSAGEMS  |    3.1    | INE142K01011 |
|     M&M     |   633.7   | INE101A01026 |
|    M&MFIN   |   143.5   | INE774D01024 |
|     M100    |   18.75   | INF247L01023 |
|     M50     |   124.95  | INF247L01536 |
|   MAANALU   |   71.05   | INE215I01019 |
|   MACPOWER  |    61.9   | INE155Z01011 |
|    MADHAV   |    25.2   | INE925C01016 |
|   MADHUCON  |    2.9    | INE378D01032 |
|  MADRASFERT |    16.0   | INE414A01015 |
|  MAGADSUGAR |    97.0   | INE347W01011 |
|    MAGMA    |   43.45   | INE511C01022 |
|    MAGNUM   |    4.65   | INE387I01016 |
|   MAHABANK  |    11.3   | INE457A01014 |
|  MAHASTEEL  |    98.0   | INE451L01014 |
|    MAHEPC   |   126.2   | INE215D01010 |
|  MAHINDCIE  |   136.5   | INE536H01010 |
|   MAHLIFE   |   285.0   | INE813A01018 |
|    MAHLOG   |   379.0   | INE766P01016 |
|  MAHSCOOTER |  3260.85  | INE288A01013 |
|  MAHSEAMLES |   241.0   | INE271B01025 |
|  MAITHANALL |   522.5   | INE683C01011 |
|   MAJESCO   |   919.0   | INE898S01029 |
|  MALUPAPER  |    24.9   | INE383H01017 |
|   MAN50ETF  |   130.2   | INF769K01EG9 |
|  MANAKALUCO |    6.45   | INE859Q01017 |
|  MANAKCOAT  |    4.5    | INE830Q01018 |
|   MANAKSIA  |   37.95   | INE015D01022 |
|  MANAKSTEEL |    10.2   | INE824Q01011 |
|  MANALIPETC |   33.85   | INE201A01024 |
|  MANAPPURAM |   158.3   | INE522D01027 |
|   MANGALAM  |   143.9   | INE584F01014 |
|  MANGCHEFER |   31.35   | INE558B01017 |
|  MANGLMCEM  |   203.15  | INE347A01017 |
|  MANGTIMBER |    7.65   | INE805B01012 |
|   MANINDS   |    73.1   | INE993A01026 |
|   MANINFRA  |   25.65   | INE949H01023 |
|  MANUGRAPH  |    8.05   | INE867A01022 |
|   MANXT50   |   286.5   | INF769K01FN2 |
|  MARALOVER  |   13.85   | INE882A01013 |
|   MARATHON  |    60.0   | INE182D01020 |
|    MARICO   |   376.1   | INE196A01026 |
|   MARKSANS  |    49.2   | INE750C01026 |
|    MARUTI   |   6855.0  | INE585B01010 |
|    MASFIN   |   840.0   | INE348L01012 |
|    MASTEK   |   885.0   | INE759A01021 |
|  MATRIMONY  |   638.0   | INE866R01028 |
|  MAWANASUG  |    23.2   | INE636A01039 |
|  MAXHEALTH  |   120.75  | INE027H01010 |
|    MAXIND   |    58.0   | INE0CG601016 |
|    MAXVIL   |    37.7   | INE154U01015 |
|  MAYURUNIQ  |   266.0   | INE040D01038 |
|    MAZDA    |   565.0   | INE885E01034 |
|   MAZDOCK   |   174.0   | INE249Z01012 |
|   MBLINFRA  |    8.7    | INE912H01013 |
|  MCDHOLDING |    23.6   | INE836H01014 |
|  MCDOWELL-N |   567.4   | INE854D01024 |
|     MCL     |    62.0   | INE813V01022 |
|  MCLEODRUSS |    22.5   | INE942G01012 |
|     MCX     |   1685.0  | INE745G01035 |
|   MEGASOFT  |    7.7    | INE933B01012 |
|     MEGH    |   72.45   | INE974H01013 |
|     MEP     |   13.65   | INE776I01010 |
|   MERCATOR  |    0.9    | INE934B01028 |
|  METALFORGE |    4.65   | INE425A01011 |
|  METROPOLIS |   1900.0  | INE112L01020 |
|     MFSL    |   611.0   | INE180A01020 |
|     MGL     |   874.3   | INE002S01010 |
|    MHRIL    |   180.15  | INE998I01010 |
|   MIDHANI   |   189.6   | INE099Z01011 |
|  MINDACORP  |    69.2   | INE842C01021 |
|   MINDAIND  |   370.0   | INE405E01023 |
|   MINDTECK  |    29.0   | INE110B01017 |
|   MINDTREE  |   1326.0  | INE018I01017 |
|  MIRCELECTR |    7.95   | INE831A01028 |
|   MIRZAINT  |   46.85   | INE771A01026 |
|    MITTAL   |    12.5   | INE997Y01019 |
|     MMFL    |   339.75  | INE227C01017 |
|     MMP     |    71.2   | INE511Y01018 |
|     MMTC    |    16.7   | INE123F01029 |
|  MOHOTAIND  |    7.75   | INE313D01013 |
|     MOIL    |   124.5   | INE490G01020 |
|  MOLDTKPAC  |   265.4   | INE893J01029 |
|  MONTECARLO |   188.35  | INE950M01013 |
|   MORARJEE  |   10.45   | INE161G01027 |
|  MOREPENLAB |    27.8   | INE083A01026 |
|  MOTHERSUMI |   131.7   | INE775A01035 |
|  MOTILALOFS |   554.6   | INE338I01027 |
|  MOTOGENFIN |    15.2   | INE861B01023 |
|   MPHASIS   |  1317.85  | INE356A01018 |
|    MPSLTD   |   364.1   | INE943D01017 |
|     MRF     |  68617.0  | INE883A01011 |
|   MRO-TEK   |   20.05   | INE398B01018 |
|     MRPL    |    27.9   | INE103A01014 |
|     MSPL    |    6.4    | INE752G01015 |
|   MSTCLTD   |   146.9   | INE255X01014 |
|  MTEDUCARE  |    9.1    | INE472M01018 |
|     MTNL    |    9.6    | INE153A01019 |
|  MUKANDENGG |    9.8    | INE022B01014 |
|  MUKANDLTD  |    46.0   | INE304A01026 |
|  MUKTAARTS  |    27.8   | INE374B01019 |
|   MUNJALAU  |   55.85   | INE672B01032 |
|  MUNJALSHOW |   132.0   | INE577A01027 |
|  MURUDCERA  |   17.25   | INE692B01014 |
|  MUTHOOTCAP |   392.0   | INE296G01013 |
|  MUTHOOTFIN |  1167.95  | INE414G01012 |
|     N100    |   863.4   | INF247L01031 |
|   NACLIND   |   39.75   | INE295D01020 |
|   NAGAFERT  |    3.95   | INE454M01024 |
|  NAGREEKCAP |    5.15   | INE245I01016 |
|  NAGREEKEXP |    17.1   | INE123B01028 |
|   NAHARCAP  |    62.9   | INE049I01012 |
|  NAHARINDUS |    26.8   | INE289A01011 |
|  NAHARPOLY  |    80.5   | INE308A01027 |
|  NAHARSPING |    39.5   | INE290A01027 |
|  NAM-INDIA  |   285.4   | INE298J01013 |
|  NATCOPHARM |   895.4   | INE987B01026 |
|  NATHBIOGEN |   257.15  | INE448G01010 |
|  NATIONALUM |    34.4   | INE139A01034 |
|  NATNLSTEEL |    2.8    | INE088B01015 |
|    NAUKRI   |   3550.0  | INE663F01024 |
|  NAVINFLUOR |   2433.0  | INE048G01026 |
|  NAVKARCORP |   26.45   | INE278M01019 |
|  NAVNETEDUL |    79.0   | INE060A01024 |
|     NBCC    |   23.75   | INE095N01031 |
|    NBIFIN   |   1614.0  | INE365I01020 |
|  NBVENTURES |    50.0   | INE725A01022 |
|     NCC     |   36.75   | INE868B01028 |
|    NCLIND   |   141.7   | INE732C01016 |
|     NDGL    |   600.15  | INE756C01015 |
|     NDL     |   20.25   | INE875G01030 |
|   NDRAUTO   |   141.0   | INE07OG01012 |
|     NDTV    |    29.1   | INE155G01029 |
|   NECCLTD   |    7.1    | INE553C01016 |
|   NECLIFE   |    17.8   | INE023H01027 |
|   NELCAST   |    59.0   | INE189I01024 |
|    NELCO    |   183.0   | INE045B01015 |
|    NEOGEN   |   610.5   | INE136S01016 |
|    NESCO    |   521.5   | INE317F01035 |
|  NESTLEIND  |  16690.2  | INE239A01016 |
|     NETF    |   136.75  | INF277K015R5 |
|  NETFCONSUM |    56.3   | INF204KA1LD7 |
|  NETFDIVOPP |    28.4   | INF204KA1MS3 |
|    NETFIT   |    21.8   | INF204KB15V2 |
|  NETFLTGILT |   22.27   | INF204KB1882 |
|  NETFMID150 |    69.0   | INF204KB1V68 |
|  NETFNIF100 |   125.2   | INF204K014N5 |
|   NETFNV20  |   65.55   | INF204KB18I3 |
|  NETWORK18  |   33.15   | INE870H01013 |
|  NEULANDLAB |   1098.0  | INE794A01010 |
|    NEWGEN   |   268.05  | INE619B01017 |
|  NEXTMEDIA  |    3.85   | INE747B01016 |
|     NFL     |    33.4   | INE870D01012 |
|      NH     |   344.0   | INE410P01011 |
|     NHPC    |   20.95   | INE848E01016 |
|    NIACL    |   104.5   | INE470Y01017 |
|     NIBL    |    5.7    | INE047O01014 |
|  NIFTYBEES  |   136.0   | INF204KB14I2 |
|   NIFTYEES  |  16000.0  | INF754K01EK3 |
|   NIITLTD   |   132.0   | INE161A01038 |
|  NILAINFRA  |    3.85   | INE937C01029 |
|  NILASPACES |    1.05   | INE00S901012 |
|   NILKAMAL  |   1350.0  | INE310A01015 |
|  NIPPOBATRY |   655.9   | INE567A01010 |
|    NITCO    |   17.05   | INE858F01012 |
|    NKIND    |    17.3   | INE542C01019 |
|   NLCINDIA  |    50.6   | INE589A01014 |
|     NMDC    |    90.8   | INE584A01023 |
|    NOCIL    |   134.0   | INE163A01018 |
|  NORBTEAEXP |    8.75   | INE369C01017 |
|  NOVARTIND  |   617.5   | INE234A01025 |
|    NPBET    |   154.05  | INF277K010X4 |
|    NRAIL    |   185.5   | INE740D01017 |
|  NRBBEARING |    69.7   | INE349A01021 |
|     NSIL    |   764.0   | INE023A01030 |
|     NTL     |    1.05   | INE333I01036 |
|     NTPC    |    93.2   | INE733E01010 |
|   NUCLEUS   |   561.8   | INE096B01018 |
|  NXTDIGITAL |   646.0   | INE353A01023 |
|     OAL     |   460.5   | INE959C01023 |
|  OBEROIRLTY |   430.5   | INE093I01010 |
|     OCCL    |   790.0   | INE321D01016 |
|     OFSS    |   3080.0  | INE881D01027 |
|     OIL     |   90.55   | INE274J01014 |
|     OISL    |    2.6    | INE196J01019 |
|   OLECTRA   |   62.45   | INE260D01016 |
|   OMAXAUTO  |   39.45   | INE090B01011 |
|    OMAXE    |    68.4   | INE800H01010 |
|  OMKARCHEM  |    8.2    | INE474L01016 |
|   OMMETALS  |    16.7   | INE239D01028 |
|  ONELIFECAP |    5.95   | INE912L01015 |
|     ONGC    |   72.65   | INE213A01029 |
|   ONMOBILE  |    41.7   | INE809I01019 |
|  ONWARDTEC  |   61.05   | INE229A01017 |
|   ORBTEXP   |    58.9   | INE231G01010 |
|  ORICONENT  |    18.1   | INE730A01022 |
|  ORIENTABRA |    18.4   | INE569C01020 |
|  ORIENTALTL |    7.65   | INE998H01012 |
|  ORIENTBELL |   122.95  | INE607D01018 |
|  ORIENTCEM  |    65.6   | INE876N01018 |
|  ORIENTELEC |   213.4   | INE142Z01019 |
|  ORIENTHOT  |    20.8   | INE750A01020 |
|  ORIENTLTD  |   67.45   | INE609C01024 |
|  ORIENTPPR  |    16.9   | INE592A01026 |
|  ORIENTREF  |   205.0   | INE743M01012 |
|  ORISSAMINE |   2095.0  | INE725E01024 |
|  ORTINLABSS |    19.5   | INE749B01012 |
|  OSWALAGRO  |    8.65   | INE142A01012 |
|   PAGEIND   |  21825.2  | INE761H01022 |
|   PAISALO   |   420.0   | INE420C01042 |
|  PALASHSECU |    28.6   | INE471W01019 |
|  PALREDTEC  |   26.85   | INE218G01033 |
|  PANACEABIO |   181.0   | INE922B01023 |
|   PANACHE   |    42.6   | INE895W01019 |
|  PANAMAPET  |    57.2   | INE305C01029 |
|  PAPERPROD  |   272.4   | INE275B01026 |
|  PARACABLES |    6.55   | INE074B01023 |
|  PARAGMILK  |   106.8   | INE883N01014 |
|  PARSVNATH  |    2.35   | INE561H01026 |
|   PATELENG  |   10.25   | INE244B01030 |
|  PATINTLOG  |    21.3   | INE529D01014 |
|  PATSPINLTD |    4.4    | INE790C01014 |
|  PCJEWELLER |   16.35   | INE785M01013 |
|  PDMJEPAPER |    18.0   | INE865T01018 |
|    PDSMFL   |   381.0   | INE111Q01013 |
|  PEARLPOLY  |    15.8   | INE844A01013 |
