ADANIPORTS, d2e, 1.11
ASTRAZEN, dp3, 0.0
BAJAJFINSV, d2e, 4.2
BAJFINANCE, d2e, 4.41
BANDHANBNK, d2e, 3.91
BHARTIARTL, d2e, 1.75
BHEL, roce3, 5.42
BLUEDART, profit5, -6.53
CHOLAFIN, d2e, 8.19
CHOLAHLDNG, d2e, 12.79
DISHTV, icr, 1.04
DMART, dp3, 0.0
EIDPARRY, d2e, 1.64
EMAMILTD, profit5, -5.74
ENGINERSIN, profit5, -3.98
EVEREADY, d2e, 1.02
GLAXO, profit5, -2.69
GODREJIND, d2e, 1.66
GRASIM, d2e, 1.47
HDFC, d2e, 3.46
HUDCO, d2e, 5.46
ICICIBANK, d2e, 7.8
ICICIPRULI, profit5, -6.1
INDIGO, icr, 2.5
INFRATEL, icr, -9.78
JCHAC, dp3, 4.61
JISLJALEQS, d2e, 1.19
JSWSTEEL, d2e, 1.36
KOTAKBANK, d2e, 5.0
L&TFH, d2e, 6.8
LEMONTREE, d2e, 1.37
LICHSGFIN, d2e, 10.85
LT, d2e, 1.97
M&MFIN, d2e, 4.84
MAHINDCIE, dp3, 0.0
MANAPPURAM, d2e, 3.38
MHRIL, profit5, -7.08
MOTHERSUMI, d2e, 1.05
MUTHOOTFIN, d2e, 1.99
NAUKRI, dp3, -68.37
NETWORK18, d2e, 3.76
NLCINDIA, d2e, 1.05
NTPC, d2e, 1.33
PEL, d2e, 2.34
PFC, d2e, 6.82
POWERGRID, d2e, 2.48
PRESTIGE, d2e, 2.01
PVR, d2e, 1.03
RECLTD, d2e, 7.12
SBIN, d2e, 14.3
SFL, dp3, 0.0
SRTRANSFIN, d2e, 5.55
STRTECH, d2e, 1.2
SUNPHARMA, profit5, -5.96
TATACHEM, sales5, -6.59
TATAMOTORS, d2e, 1.76
TATAPOWER, d2e, 2.9
TATASTEEL, d2e, 1.51
THOMASCOOK, icr, 1.4
UFLEX, icr, 2.87
UPL, d2e, 1.99
VBL, d2e, 1.3
VEDL, d2e, 1.06
ZEEL, pledge, 63.98
