Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
514418,MANORG,Mangalam Organics Limited,03 Apr 2018,Buy Back of Shares ,04 Apr 2018,-,-,26 Mar 2018,03 Apr 2018,-
532419,SMARTLINK,Smartlink Holdings Ltd,17 May 2018,Buy Back of Shares ,18 May 2018,-,-,11 May 2018,17 May 2018,-
509040,NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,18 May 2018,Buy Back of Shares ,21 May 2018,-,-,14 May 2018,18 May 2018,-
500710,AKZOINDIA,Akzo Nobel India Limited,06 Jun 2018,Buy Back of Shares ,07 Jun 2018,-,-,31 May 2018,06 Jun 2018,-
532705,JAGRAN,JAGRAN PRAKASHAN LTD.,14 Jun 2018,Buy Back of Shares ,15 Jun 2018,-,-,08 Jun 2018,14 Jun 2018,-
505576,GOLDCORP,Goldcrest Corporation Limited,16 Jul 2018,Buy Back of Shares ,17 Jul 2018,-,-,10 Jul 2018,16 Jul 2018,-
533151,DBCORP,D B Corp Ltd,17 Jul 2018,Buy Back of Shares ,18 Jul 2018,-,-,11 Jul 2018,17 Jul 2018,-
532899,KSCL,KAVERI SEED COMPANY LTD.,02 Aug 2018,Buy Back of Shares ,03 Aug 2018,-,-,27 Jul 2018,02 Aug 2018,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,14 Aug 2018,Buy Back of Shares ,18 Aug 2018,-,-,10 Aug 2018,14 Aug 2018,-
533452,WEIZFOREX,WEIZMANN FOREX LTD.,14 Aug 2018,Buy Back of Shares ,16 Aug 2018,-,-,08 Aug 2018,13 Aug 2018,-
532281,HCLTECH,HCL TECHNOLOGIES LTD.,30 Aug 2018,Buy Back of Shares ,31 Aug 2018,-,-,24 Aug 2018,30 Aug 2018,-
508989,NAVNETEDUL,Navneet Education Limited,30 Aug 2018,Buy Back of Shares ,31 Aug 2018,-,-,24 Aug 2018,30 Aug 2018,-
506943,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.,11 Sep 2018,Buy Back of Shares ,12 Sep 2018,-,-,05 Sep 2018,11 Sep 2018,-
532805,REDINGTON,REDINGTON (INDIA) LTD.,27 Sep 2018,Buy Back of Shares ,28 Sep 2018,-,-,21 Sep 2018,27 Sep 2018,-
540680,KIOCL,KIOCL Ltd,28 Sep 2018,Buy Back of Shares ,01 Oct 2018,-,-,24 Sep 2018,28 Sep 2018,-
535648,JUSTDIAL,JUST DIAL LTD.,11 Oct 2018,Buy Back of Shares ,12 Oct 2018,-,-,05 Oct 2018,11 Oct 2018,-
500510,LT,LARSEN & TOUBRO LTD.,12 Oct 2018,Buy Back of Shares ,15 Oct 2018,-,-,08 Oct 2018,12 Oct 2018,-
513683,NLCINDIA,NLC India Ltd,23 Oct 2018,Buy Back of Shares ,24 Oct 2018,-,-,16 Oct 2018,23 Oct 2018,-
526299,MPHASIS,MPHASIS LTD.,24 Oct 2018,Buy Back of Shares ,25 Oct 2018,-,-,17 Oct 2018,24 Oct 2018,-
532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,25 Oct 2018,Buy Back of Shares ,26 Oct 2018,-,-,19 Oct 2018,25 Oct 2018,-
540678,COCHINSHIP,Cochin Shipyard Ltd,30 Oct 2018,Buy Back of Shares ,31 Oct 2018,-,-,24 Oct 2018,30 Oct 2018,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,05 Nov 2018,Buy Back of Shares ,06 Nov 2018,-,-,30 Oct 2018,02 Nov 2018,-
500239,KGDENIM,KG DENIM LTD.,29 Nov 2018,Buy Back of Shares ,30 Nov 2018,-,-,22 Nov 2018,29 Nov 2018,-
533098,NHPC,NHPC LTD.,29 Nov 2018,Buy Back of Shares ,30 Nov 2018,-,-,22 Nov 2018,29 Nov 2018,-
533106,OIL,OIL INDIA LTD.,30 Nov 2018,Buy Back of Shares ,03 Dec 2018,-,-,26 Nov 2018,30 Nov 2018,-
500530,BOSCHLTD,BOSCH LTD.,20 Dec 2018,Buy Back of Shares ,21 Dec 2018,-,-,14 Dec 2018,20 Dec 2018,-
500472,SKFINDIA,SKF India Ltd,20 Dec 2018,Buy Back of Shares ,21 Dec 2018,-,-,14 Dec 2018,20 Dec 2018,-
530965,IOC,INDIAN OIL CORPORATION LTD.,21 Dec 2018,Buy Back of Shares ,25 Dec 2018,-,-,18 Dec 2018,21 Dec 2018,-
533655,TRITURBINE,TRIVENI TURBINE LTD.,27 Dec 2018,Buy Back of Shares ,28 Dec 2018,-,-,20 Dec 2018,27 Dec 2018,-
507717,DHANUKA,DHANUKA AGRITECH LTD.,01 Jan 2019,Buy Back of Shares ,02 Jan 2019,-,-,26 Dec 2018,01 Jan 2019,-
542141,TECHNOE,Techno Electric & Engineering Company Ltd,02 Jan 2019,Buy Back of Shares ,03 Jan 2019,-,-,27 Dec 2018,02 Jan 2019,-
500312,ONGC,OIL AND NATURAL GAS CORPORATION LTD.,03 Jan 2019,Buy Back of Shares ,04 Jan 2019,-,-,28 Dec 2018,03 Jan 2019,-
501301,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,10 Jan 2019,Buy Back of Shares ,11 Jan 2019,-,-,04 Jan 2019,10 Jan 2019,-
532380,BABA,BABA ARTS LTD.-$,14 Jan 2019,Buy Back of Shares ,15 Jan 2019,-,-,08 Jan 2019,14 Jan 2019,-
