3MINDIA, dp3, 0.0
ABB, dp3, missing
ABFRL, dp3, 0.0
ADANIENT, dp3, 5.47
ADANIGAS, dp3, missing
ADANIGREEN, dp3, 0.0
ADANIPORTS, dp3, 6.4
ADANITRANS, dp3, 0.0
APOLLOHOSP, roce3, 9.62
APOLLOTYRE, roce3, 10.98
ARVIND
ARVINDFASN
ASAHIINDIA
ASIANTILES
AUROPHARMA, dp3, 6.2
AXISBANK, roce3, 5.28
BAJAJFINSV, dp3, 1.17
BAJAJHLDNG, roce3, 10.2
BAJFINANCE, dp3, 9.63
BALRAMCHIN, d2e, 0.83
BANDHANBNK, dp3, 9.07
BANKBARODA, dp3, 5.09
BASF, dp3, 0.37
BHARTIARTL, roce3, 7.16
BHEL, roce3, 5.42
BIOCON, roce3, 11.54
BRIGADE
BSE
CDSL
CHAMBLFERT, roce3, 11.75
CHOLAHLDNG, dp3, 2.72
CIPLA, roce3, 9.38
COFFEEDAY, dp3, 0.0
COROMANDEL, d2e, 0.88
COX&KINGS
CROMPTON, dp3, missing
DHFL, dp3, 6.08
DISHTV, dp3, -2.68
DLF, roce3, 5.75
DMART, dp3, 0.0
DRREDDY, roce3, 9.9
EIDPARRY, d2e, 1.64
EIHOTEL, roce3, 6.99
ENIL
EVEREADY, dp3, 6.64
FCONSUMER, dp3, 0.0
FORTIS, dp3, 0.0
FRETAIL, dp3, 0.0
FSC
GICRE, roce3, 6.1
GLENMARK, dp3, 6.07
GODREJIND, roce3, 10.11
GODREJPROP, dp3, 0.0
GRASIM, roce3, 11.69
GREENLAM
GREENPLY
HATSUN
HDFC, roce3, 10.76
HDFCBANK, roce3, 7.51
HINDALCO, dp3, 7.46
HINDPETRO, d2e, 0.97
HONAUT, dp3, 9.21
HSIL
HUDCO, roce3, 8.64
IBULHSGFIN, d2e, 6.42
ICICIBANK, roce3, 5.37
ICRA
IDEA, dp3, 0.0
IFBIND, dp3, 0.0
IIFL
INDHOTEL, dp3, 4.37
INDUSINDBK, roce3, 7.91
INOXLEISUR, dp3, 0.0
IOC, d2e, 0.86
ISEC, roce3, missing
JCHAC, dp3, 4.61
JISLJALEQS, roce3, 9.12
JKTYRE, roce3, 10.05
JSWSTEEL, d2e, 1.36
KOTAKBANK, dp3, 2.17
KSB
KSCL
L&TFH, roce3, 9.49
LEMONTREE, dp3, 0.0
LICHSGFIN, roce3, 9.45
LT, d2e, 1.97
M&MFIN, roce3, 10.32
MAHINDCIE, dp3, 0.0
MANAPPURAM, d2e, 3.38
MCDOWELL-N
METROPOLIS
MOTHERSUMI, d2e, 1.05
MRF, dp3, 2.13
MUTHOOTFIN, d2e, 1.99
NAUKRI, dp3, -68.37
NETWORK18, dp3, 0.0
NH, roce3, 10.47
NHPC, roce3, 9.84
NIACL, roce3, -2.45
NLCINDIA, d2e, 1.05
NTPC, roce3, 8.25
OIL, roce3, 11.86
PAPERPROD
PCJEWELLER, dp3, 2.65
PEL, roce3, 9.13
PFC, roce3, 9.14
POWERGRID, roce3, 10.79
PRESTIGE, roce3, 9.88
PURVA
PVR, dp3, 7.45
QUESS, dp3, 0.0
RAJESHEXPO, dp3, 2.41
RECLTD, roce3, 9.66
RELIANCE, roce3, 11.01
RENUKA
SBIN, roce3, 4.61
SCI, dp3, 0.0
SFL, dp3, 0.0
SOBHA, roce3, 10.88
SOMANYCERA, d2e, 0.94
SRTRANSFIN, dp3, 9.33
SUNDARMFIN
TATACOFFEE, d2e, 0.98
TATAGLOBAL, roce3, 10.03
TATAINVEST, roce3, 3.47
TATAMOTORS, dp3, 0.0
TATAPOWER, roce3, 7.33
TATASTEEL, dp3, 0.07
THOMASCOOK, roce3, 5.08
TRENT, roce3, 10.43
UFLEX, dp3, 5.5
ULTRACEMCO, roce3, 11.75
UNK_TICKER
UPL, d2e, 1.99
VBL, d2e, 1.3
VEDL, d2e, 1.06
VENKEYS, dp3, 6.3
VRLLOG
VSTIND
VSTTILLERS
WABCOINDIA, dp3, 5.94
WIPRO, dp3, 6.03
WONDERLA
ZEELEARN
ZYDUSWELL, roce3, 11.31
