security_name, dividend_amount, dividend_count
NRAGRINDQ , 3.0 , 1
ORICON , 0.5 , 1
ORIENTABRA , 0.2 , 1
PANACHE , 0.5 , 1
PANCHSHEEL , 1.0 , 1
PATINTLOG , 0.8 , 1
PECOS , 0.4 , 1
POLYCHMP , 0.8 , 1
POLYMED , 2.0 , 1
PRECAM , 1.0 , 1
PREMEXPLQ , 2.5 , 1
PRITIKAUTO , 0.2 , 1
PSPPROJECT , 5.0 , 1
PVR , 2.0 , 1
RAMAPHO , 1.0 , 1
RCF , 0.6 , 1
RELAXO , 1.5 , 1
RUBYMILLS , 1.8 , 1
SAGCEM , 1.5 , 1
SAHYOGMULT , 0.1 , 1
SARLAPOLY , 1.1 , 1
SDBL , 1.5 , 1
SHAKTIPUMP , 3.7 , 1
SHARDA , 6.2 , 1
SHAWGELTIN , 4.0 , 1
SIMMOND , 0.7 , 1
SKMEGGPROD , 0.5 , 1
SPENTA , 1.5 , 1
SUDTIND-B , 0.2 , 1
SWASTIKA , 1.0 , 1
TDPOWERSYS , 1.8 , 1
THEBYKE , 1.0 , 1
THOMASCOOK , 0.4 , 1
TVSSRICHAK , 40.0 , 1
UNIPLY , 0.2 , 1
UPSURGE , 0.5 , 1
UTLINDS , 0.1 , 1
UYFINCORP , 0.1 , 1
VAMA , 0.1 , 1
VIPULORG , 0.8 , 1
VIVIDIND , 0.5 , 1
VSTIND , 77.5 , 1
WATERBASE , 1.5 , 1
AAIL , 0.6 , 1
AGARIND , 1.5 , 1
AIFL , 0.8 , 1
AIMCOPEST , 1.0 , 1
AKSCHEM , 3.5 , 1
ANANTRAJ , 0.2 , 1
APLAPOLLO , 14.0 , 1
ASAHISONG , 3.0 , 1
ASHCAP , 0.1 , 1
ASL , 0.5 , 1
ATLANTA , 0.3 , 1
AURIONPRO* , 2.0 , 1
BAJAJHCARE , 1.0 , 1
BALASORE , 0.8 , 1
BEEKAY , 1.0 , 1
BEPL , 0.3 , 1
BHANDHOS , 0.0 , 1
BHARATRAS , 1.5 , 1
BIGBLOC , 0.2 , 1
BIL , 1.2 , 1
BRNL , 0.5 , 1
BSL , 1.0 , 1
CAPITALT , 0.5 , 1
CEINSYSTECH , 1.2 , 1
CHAMANSEQ , 0.4 , 1
CILSEC , 0.5 , 1
COSYN , 1.0 , 1
CTL , 0.1 , 1
CYBERTECH , 1.0 , 1
DHANVARSHA , 1.0 , 1
DIL , 1.2 , 1
DIVSHKT , 1.5 , 1
DYNAMIC , 0.2 , 1
ELDEHSG , 12.5 , 1
ENERGYDEV , 0.5 , 1
FINEORG , 7.0 , 1
FINOLEXIND , 10.0 , 1
GEE , 0.3 , 1
GLENMARK , 2.0 , 1
GMDCLTD , 3.5 , 1
GRMOVER , 5.0 , 1
GROVY , 0.1 , 1
GSPL , 1.8 , 1
GUFICBIO , 0.1 , 1
GUJALKALI , 6.5 , 1
GUJAPOLLO , 3.0 , 1
HFCL , 0.1 , 1
IFSL , 1.2 , 1
INANI , 0.0 , 1
INDIANVSH , 0.1 , 1
INDOTHAI , 1.0 , 1
INFIBEAM , 0.1 , 1
INNOVTEC , 0.1 , 1
ITDC , 1.9 , 1
JINDALPOLY , 1.0 , 1
JINDWORLD , 0.2 , 1
KAYCEEI , 10.0 , 1
KEERTHI , 0.9 , 1
KLBRENG-B , 1.0 , 1
KMSMEDI , 0.1 , 1
KOLTEPATIL , 2.0 , 1
KWALITY , 0.1 , 1
LAHOTIOV , 0.2 , 1
LINCOPH , 1.5 , 1
MANCREDIT , 0.1 , 1
MANINDS , 1.5 , 1
MARKSANS , 0.1 , 1
MORARKFI , 1.0 , 1
NDL , 0.8 , 1
NECLIFE , 0.1 , 1
NILA , 0.1 , 1
PAISALO , 1.0 , 1
PATELSAI , 2.5 , 1
PCJEWELLER , 0.5 , 1
PNCINFRA , 0.5 , 1
PORWAL , 0.8 , 1
POWERMECH , 1.0 , 1
PREMIERPOL , 0.5 , 1
PRIMEPRO , 1.0 , 1
RAJESHEXPO , 1.0 , 1
RAJPACK , 0.5 , 1
RIDDHICORP , 0.2 , 1
RODIUM , 0.8 , 1
ROHLTD , 1.5 , 1
ROTO , 0.4 , 1
RUCHIRA , 2.2 , 1
RUDRA , 1.0 , 1
SAGARPROD , 0.0 , 1
SAKUMA , 1.0 , 1
SANGAMIND , 1.0 , 1
SANTOSHIND , 1.0 , 1
SATINDLTD , 0.1 , 1
SETCO , 0.8 , 1
SEYAIND , 1.0 , 1
SGRL , 1.0 , 1
SHIVAAGRO , 0.6 , 1
SHIVALIK , 0.5 , 1
SHRISTI , 0.5 , 1
SHRJAGP , 0.1 , 1
SIGNETIND , 0.5 , 1
SOMICONV , 0.5 , 1
SOTL , 2.5 , 1
SRHHYPOLTD , 2.0 , 1
SRIKPRIND , 1.0 , 1
SSWL , 4.0 , 1
SUCHITRA , 1.2 , 1
SUJALA , 0.1 , 1
SUNTECK , 1.5 , 1
SVARTCORP , 0.2 , 1
SWASTIVI , 0.1 , 1
TALBROSENG , 1.5 , 1
TALWALKARS , 0.5 , 1
TALWGYM , 1.0 , 1
TECHNOFAB , 2.0 , 1
TIRSARJ , 0.3 , 1
TIRUFOAM , 2.0 , 1
TITANBIO , 0.8 , 1
TWL , 0.3 , 1
TYCHE , 0.5 , 1
UCALFUEL , 10.0 , 1
UHZAVERI , 0.1 , 1
VAKRANGEE , 0.2 , 1
VEDAVAAG , 1.0 , 1
VELJAN , 10.0 , 1
VERITAS , 0.1 , 1
VIJAYTX , 1.0 , 1
VIKASECO , 0.1 , 1
VIPUL , 0.1 , 1
VIRATCRA , 0.5 , 1
VIVIMEDLAB , 0.4 , 1
VSL , 0.5 , 1
ZENIFIB , 1.5 , 1
ZENTEC , 0.1 , 1
BASANTGL , 0.1 , 1
MASTERTR , 1.0 , 1
SACHEMT , 0.2 , 1
VALSONQ , 1.0 , 1
GSBFIN , 0.2 , 1
HINDALUMI , 1.6 , 1
KNRCON , 0.4 , 1
MULTIIN , 0.2 , 1
OBIL , 1.5 , 1
OCEANIC , 0.2 , 1
VETO , 2.0 , 1
TANLA , 0.3 , 1
WESTLEIRES , 0.1 , 1
DARJEELING , 0.2 , 1
TAALENT , 10.0 , 1
MUL , 0.2 , 1
FLORENCE , 25.0 , 1
HINDZINC , 20.0 , 1
DISHTV , 0.5 , 1
AJANTPHARM , 9.0 , 1
VAIBHAVGBL* , 5.0 , 1
INDOSTAR , 1.0 , 1
APOLLO , 1.0 , 1
COMSYN , 0.7 , 1
SANDHAR , 1.2 , 1
VRLLOG , 3.5 , 1
CMI , 1.0 , 1
NILE , 2.0 , 1
SKC , 0.1 , 1
KSCL , 3.0 , 1
7TEC , 1.0 , 1
ZODIACVEN , 0.0 , 1
AREYDRG , 0.1 , 1
SELAN , 5.0 , 1
SHANTIGEAR , 5.0 , 1
VISHALBL , 0.5 , 1
BAJAJCON , 14.0 , 1
SIEMENS , 7.0 , 1
WIPRO , 1.0 , 1
CONFIPET , 0.1 , 1
IIFL , 5.0 , 1
DHAMPURSUG , 3.5 , 1
HARITASEAT , 3.0 , 1
NFL , 1.1 , 1
BALRAMCHIN , 2.5 , 1
CENTUM , 1.0 , 1
CESC , 17.5 , 1
SUVEN , 1.5 , 1
IRCON , 10.7 , 1
ISGEC , 5.0 , 1
GPTINFRA , 2.0 , 1
MANAKSIA , 3.0 , 1
SANDESH , 5.0 , 1
TRIVENI , 0.7 , 1
YASHCHEM , 0.3 , 1
HDFCAMC , 12.0 , 1
HDFCLIFE , 1.6 , 1
HUDCO , 0.7 , 1
NMDC , 5.5 , 1
GRSE , 1.9 , 1
ALANKIT , 0.2 , 1
HAL , 19.8 , 1
AMBUJACEM , 2.0 & 1.5 , 2
MAANALU , 1.0 & 1.0 , 2
CASTROLIND , 2.5 & 2.2 , 2
SANOFI , 53.0 & 18.0 , 2
RAIN , 1.0 & 1.0 , 2
LKPFIN , 2.0 & 3.0 , 2
JMFINANCIL , 1.1 & 0.5 , 2
ACC , 15.0 & 14.0 , 2
INDNIPPON , 3.5 & 3.0 , 2
SUNDRMFAST , 2.7 & 2.0 , 2
MOLDTEK , 0.3 & 0.4 , 2
MOLDTKPAC , 2.0 & 2.0 , 2
COLPAL , 11.0 & 8.0 , 2
HATSUN , 3.0 & 2.0 , 2
MMFL , 5.0 & 2.5 , 2
SIL , 0.8 & 0.2 , 2
MASFIN , 2.2 & 1.5 , 2
ASIANPAINT , 6.0 & 2.9 , 2
TORNTPHARM , 5.0 & 13.0 , 2
SUPREMEIND , 9.0 & 4.0 , 2
UJJIVAN , 0.5 & 0.8 , 2
HINDUNILVR , 12.0 & 9.0 , 2
NILKAMAL , 9.0 & 4.0 , 2
ORIENTCQ , 7.0 & 4.0 , 2
ASMTEC , 2.5 & 3.0 , 2
HINDPETRO , 2.5 & 6.5 , 2
ICICIGI , 2.5 & 2.5 , 2
CYIENT , 4.0 & 6.0 , 2
ORIENTPPR , 0.6 & 0.5 , 2
SHILGRAVQ , 1.5 & 2.5 , 2
VIPIND , 2.0 & 1.2 , 2
ABBOTINDIA , 50.0 & 5.0 , 2
ORIENTELEC , 0.5 & 0.5 , 2
HEROMOTOCO , 40.0 & 55.0 , 2
MASTEK , 4.0 & 3.5 , 2
MINDAIND , 1.6 & 0.5 , 2
SINGER , 0.8 & 0.4 , 2
SREINFRA , 0.5 & 0.5 , 2
KIRLFER , 1.2 & 1.0 , 2
MENONBE , 0.2 & 1.5 , 2
RCIIND , 0.5 & 0.5 , 2
SASKEN , 4.5 & 5.0 , 2
SUPPETRO , 3.5 & 1.0 , 2
SWARAJENG , 25.0 & 25.0 , 2
WENDT , 15.0 & 15.0 , 2
BHAGIL , 5.5 & 3.8 , 2
HEG , 50.0 & 30.0 , 2
TATAINVEST , 18.0 & 2.0 , 2
ACGL , 12.5 & 5.0 , 2
KIRLPNU , 12.0 & 1.0 , 2
RBL , 9.0 & 6.5 , 2
TATACHEM , 11.0 & 11.0 , 2
ADCINDIA , 4.0 & 20.0 , 2
RML , 7.5 & 4.0 , 2
SHRIRAMCIT , 12.0 & 6.0 , 2
CHOLAFIN , 2.0 & 4.5 , 2
CONTROLPR , 3.5 & 3.0 , 2
EDELWEISS , 0.3 & 1.1 , 2
PHILIPCARB , 1.2 & 3.5 , 2
SRTRANSFIN , 6.0 & 5.0 , 2
AVANTEL , 4.0 & 3.0 , 2
CMIFPE , 2.0 & 2.0 , 2
COROMANDEL , 3.5 & 3.0 , 2
HDFC , 16.5 & 3.5 , 2
INFRATEL , 14.0 & 7.5 , 2
MEGH , 0.4 & 0.6 , 2
MINDACORP , 0.3 & 0.2 , 2
PERSISTENT , 3.0 & 8.0 , 2
TRANSCOR , 0.2 & 0.6 , 2
NLCINDIA , 0.3 & 4.5 , 2
SHREECEM , 30.0 & 25.0 , 2
CHOLAHLDNG , 0.7 & 0.6 , 2
INDTONER , 1.5 & 1.5 , 2
CARBORUNIV , 1.2 & 1.5 , 2
EIDPARRY , 3.0 & 2.0 , 2
EXIDEIND , 0.8 & 1.6 , 2
RANEHOLDIN , 9.0 & 8.0 , 2
BLUESTARCO , 8.5 & 1.5 , 2
GRAPHITE , 12.0 & 20.0 , 2
ADVANIHOTR , 0.2 & 0.6 , 2
BHARATFORG , 2.5 & 2.5 , 2
DIAMINESQ , 2.5 & 3.0 , 2
HIL , 12.5 & 12.5 , 2
MODISNME , 0.5 & 1.0 , 2
PRAJIND , 1.6 & 0.5 , 2
SIYSIL , 2.0 & 2.2 , 2
PIIND , 2.5 & 2.5 , 2
TIINDIA , 0.5 & 1.8 , 2
ZENSARTECH , 7.0 & 1.0 , 2
GABRIEL , 0.9 & 0.6 , 2
HIKAL , 0.5 & 0.6 , 2
MORGANITE , 16.0 & 4.0 , 2
AEGISLOG , 0.8 & 0.5 , 2
CLNINDIA , 5.0 & 5.0 , 2
EMKAY , 1.5 & 0.5 , 2
ESABINDIA , 1.0 & 90.0 , 2
GPPL , 1.7 & 1.7 , 2
SAKSOFT , 3.5 & 1.0 , 2
AMARAJABAT , 2.1 & 2.0 , 2
BHARTIARTL , 2.5 & 2.5 , 2
CUMMINSIND , 10.0 & 7.0 , 2
KIRLOSENG , 2.5 & 2.5 , 2
SONATSOFTW , 6.8 & 4.8 , 2
SUKHJITS , 6.5 & 7.5 , 2
VSTTILLERS , 15.0 & 35.0 , 2
GREAVESCOT , 1.5 & 4.0 , 2
LALPATHLAB , 3.0 & 2.5 , 2
NEAGI , 20.0 & 10.0 , 2
AVTNPL , 0.2 & 0.2 , 2
INDAG , 1.5 & 0.9 , 2
MONSANTO , 15.0 & 25.0 , 2
WHEELS , 9.0 & 3.2 , 2
SUPRAJIT , 0.8 & 0.7 , 2
LTTS , 12.0 & 7.5 , 2
ASTRAL , 0.3 & 0.3 , 2
LTI , 13.5 & 12.5 , 2
PPAP , 2.5 & 2.0 , 2
SRF , 6.0 & 6.0 , 2
NATCOPHARM , 1.5 & 3.5 , 2
SHARDACROP , 2.0 & 2.0 , 2
DELTACORP , 1.0 & 0.6 , 2
ISEC , 3.9 & 3.7 , 2
ALKEM , 7.0 & 8.0 , 2
GULPOLY , 0.3 & 0.4 , 2
NATIONALUM , 1.0 & 4.5 , 2
SANDUMA , 2.0 & 3.5 , 2
GAIL , 1.4 & 6.2 , 2
PRECWIRE , 2.5 & 2.0 , 2
BPCL , 7.0 & 11.0 , 2
DBCORP , 1.0 & 2.0 , 2
BANCOINDIA , 5.8 & 5.0 , 2
NTPC , 2.4 & 3.6 , 2
PETRONET , 4.5 & 5.5 , 2
FIEMIND , 9.0 & 8.0 , 2
MGL , 11.0 & 9.5 , 2
POWERGRID , 2.8 & 5.8 , 2
AARTIIND , 1.0 & 4.0 , 2
BHEL , 1.0 & 0.8 , 2
ENGINERSIN , 1.5 & 3.2 , 2
SAVERA , 1.3 & 1.0 , 2
ALICON , 4.2 & 2.0 , 2
HEIDELBERG , 2.5 & 1.0 , 2
MOIL , 2.5 & 3.0 , 2
NHPC , 0.3 & 0.7 , 2
OIL , 1.0 & 8.5 , 2
RNAM , 1.0 & 3.0 , 2
DHARAMSI , 0.5 & 0.5 , 2
GULFOILLUB , 6.5 & 4.5 , 2
RECLTD , 1.8 & 11.0 , 2
SJVN , 0.2 & 1.5 , 2
UNIDT , 1.2 & 0.6 , 2
GALLISPAT , 0.1 & 0.1 , 2
BDL , 7.3 & 5.2 , 2
BHARAT , 0.5 & 0.6 , 2
MISHTANN , 0.0 & 0.0 , 2
SADBHIN , 0.3 & 0.2 , 2
SAGARSOFT , 2.5 & 1.0 , 2
SHBCLQ , 0.3 & 0.3 , 2
ATULAUTO , 2.5 & 2.8 , 2
BEML , 8.0 & 4.5 , 2
CEEJAY , 1.5 & 1.0 , 2
HITECHGEAR , 2.0 & 1.5 , 2
JAMNAAUTO , 0.6 & 0.5 , 2
MIDHANI , 2.1 & 1.7 , 2
MOTILALOFS , 4.5 & 4.0 , 2
RICOAUTO , 0.4 & 0.4 , 2
SALASAR , 1.0 & 1.0 , 2
SATIA , 1.5 & 1.0 , 2
VALIANTORG , 4.0 & 5.0 , 2
ACCELYA , 32.0 & 17.0 , 2
TVSMOTOR , 2.1 & 1.4 , 2
VEDL , 17.0 & 1.9 , 2
MARICO , 2.0 & 2.8 , 2
TCI , 0.8 & 1.0 , 2
AUROPHARMA , 1.2 & 1.2 , 2
GILLETTE , 23.0 & 19.0 , 2
PGHH , 40.0 & 40.0 , 2
COALINDIA , 7.2 & 5.8 , 2
SUNCLAYLTD , 20.0 & 16.0 , 2
FOSECOIND , 12.0 & 7.0 & 8.0 , 3
SUNDARMFIN , 5.0 & 7.0 & 5.0 , 3
INGERRAND , 202.0 & 3.0 & 3.0 , 3
POLYPLEX , 30.0 & 5.0 & 10.0 , 3
ICICIPRULI , 2.2 & 1.1 & 1.6 , 3
DABUR , 1.2 & 5.0 & 1.2 , 3
NAVINFLUOR , 3.6 & 3.0 & 3.8 , 3
NAUKRI , 1.5 & 2.5 & 1.5 , 3
DCMSHRIRAM , 0.8 & 4.0 & 4.2 , 3
TCIEXP , 0.5 & 1.2 & 1.2 , 3
MRF , 54.0 & 3.0 & 3.0 , 3
ALLCARGO , 2.0 & 2.0 & 1.5 , 3
HESTERBIO , 6.0 & 2.0 & 2.0 , 3
TIDEWATER , 100.0 & 75.0 & 85.0 , 3
IOC , 2.0 & 6.8 & 1.5 , 3
NICCOPAR , 0.2 & 0.2 & 0.2 , 3
AMRUTANJAN , 0.8 & 0.6 & 0.6 , 3
RITES , 2.0 & 4.8 & 4.0 , 3
GOLDIAM , 1.5 & 1.5 & 2.0 , 3
CUPID , 2.0 & 0.5 & 1.0 , 3
ONGC , 1.4 & 5.2 & 1.0 , 3
MINDTREE , 2.0 & 3.0 & 3.0 & 3.0 , 4
IBULHSGFIN , 10.0 & 10.0 & 10.0 & 10.0 , 4
CRISIL , 6.0 & 6.0 & 7.0 & 11.0 , 4
HCLTECH , 2.0 & 2.0 & 2.0 & 2.0 , 4
HEXAWARE , 1.0 & 2.5 & 2.5 & 2.5 , 4
GODREJCP , 7.0 & 2.0 & 4.0 & 2.0 , 4
NESTLEIND , 23.0 & 20.0 & 20.0 & 50.0 , 4
TRIDENT , 0.3 & 0.6 & 0.6 & 1.2 , 4
MANAPPURAM , 0.5 & 0.6 & 0.6 & 0.6 , 4
TCS , 29.0 & 4.0 & 4.0 & 4.0 , 4
INFY , 20.5 & 10.0 & 7.0 & 4.0 , 4
MAYURUNIQ , 0.2 & 0.5 & 0.5 & 2.0 , 4
BALKRISIND , 1.5 & 2.0 & 2.0 & 2.0 , 4
GMM , 1.9 & 1.0 & 1.0 & 1.0 , 4
GRANULES , 0.2 & 0.2 & 0.2 & 0.2 , 4
SYMPHONY , 1.5 & 1.0 & 1.0 & 1.0 , 4
TAKE , 0.4 & 0.6 & 0.3 & 0.3 , 4
BEL , 0.4 & 0.3 & 0.7 & 0.7 , 4
SUNTV , 5.0 & 2.5 & 2.5 & 2.5 , 4
HGS , 2.5 & 2.5 & 2.5 & 2.5 , 4
VIDHIING , 0.2 & 0.2 & 0.2 & 0.2 , 4
KKCL , 7.0 & 1.5 & 10.0 & 10.0 & 5.0 , 5
CARERATING , 6.0 & 12.0 & 25.0 & 6.0 & 6.0 , 5
PAGEIND , 35.0 & 41.0 & 41.0 & 110.0 & 41.0 & 70.0 , 6
