Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
533121,EXPLEOSOL,Expleo Solutions Ltd,11 Apr 2019,Buy Back of Shares ,12 Apr 2019,-,-,05 Apr 2019,11 Apr 2019,-
500159,METROGLOBL,Metroglobal Limited,11 Apr 2019,Buy Back of Shares ,12 Apr 2019,-,-,05 Apr 2019,11 Apr 2019,-
514266,ZENIFIB,ZENITH FIBRES LTD.-$,11 Apr 2019,Buy Back of Shares ,12 Apr 2019,-,-,05 Apr 2019,11 Apr 2019,-
500038,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,16 Apr 2019,Buy Back of Shares ,18 Apr 2019,-,-,10 Apr 2019,16 Apr 2019,-
505285,TULIVE,Tulive Developers Limited,18 Apr 2019,Buy Back of Shares ,22 Apr 2019,-,-,11 Apr 2019,18 Apr 2019,-
531199,GLANCE,GLANCE FINANCE LTD.,25 Apr 2019,Buy Back of Shares ,26 Apr 2019,-,-,18 Apr 2019,25 Apr 2019,-
539678,QUICKHEAL,Quick Heal Technologies Ltd,25 Apr 2019,Buy Back of Shares ,26 Apr 2019,-,-,18 Apr 2019,25 Apr 2019,-
532927,ECLERX,ECLERX SERVICES LTD.,09 May 2019,Buy Back of Shares ,10 May 2019,-,-,03 May 2019,09 May 2019,-
538564,JAMESWARREN,James Warren Tea Ltd,16 May 2019,Buy Back of Shares ,17 May 2019,-,-,10 May 2019,16 May 2019,-
533213,FRONTSEC,FRONTLINE SECURITIES LTD.,23 May 2019,Buy Back of Shares ,24 May 2019,-,-,17 May 2019,23 May 2019,-
531599,FDC,FDC LTD.,06 Jun 2019,Buy Back of Shares ,07 Jun 2019,-,-,30 May 2019,06 Jun 2019,-
532764,GEECEE,GeeCee Ventures Limited,06 Jun 2019,Buy Back of Shares ,07 Jun 2019,-,-,30 May 2019,06 Jun 2019,-
524667,SOTL,SAVITA OIL TECHNOLOGIES LTD.,11 Jun 2019,Buy Back of Shares ,12 Jun 2019,-,-,04 Jun 2019,11 Jun 2019,-
532889,KPRMILL,K.P.R. Mill Limited,18 Jun 2019,Buy Back of Shares ,19 Jun 2019,-,-,12 Jun 2019,18 Jun 2019,-
532356,TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.,18 Jun 2019,Buy Back of Shares ,19 Jun 2019,-,-,12 Jun 2019,18 Jun 2019,-
539450,SHK,S H Kelkar and Company Ltd,19 Jun 2019,Buy Back of Shares ,20 Jun 2019,-,-,13 Jun 2019,19 Jun 2019,-
532921,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,20 Jun 2019,Buy Back of Shares ,21 Jun 2019,-,-,14 Jun 2019,20 Jun 2019,-
507685,WIPRO,WIPRO LTD.,20 Jun 2019,Buy Back of Shares ,21 Jun 2019,-,-,14 Jun 2019,20 Jun 2019,-
532663,SASKEN,Sasken Technologies Ltd,04 Jul 2019,Buy Back of Shares ,05 Jul 2019,-,-,28 Jun 2019,04 Jul 2019,-
531169,SKPSEC,SKP SECURITIES LTD.,04 Jul 2019,Buy Back of Shares ,05 Jul 2019,-,-,28 Jun 2019,04 Jul 2019,-
540575,STARCEMENT,Star Cement Ltd,04 Jul 2019,Buy Back of Shares ,05 Jul 2019,-,-,28 Jun 2019,04 Jul 2019,-
532144,WELCORP,Welspun Corp Limited,04 Jul 2019,Buy Back of Shares ,05 Jul 2019,-,-,28 Jun 2019,04 Jul 2019,-
501455,GREAVESCOT,GREAVES COTTON LTD.,11 Jul 2019,Buy Back of Shares ,12 Jul 2019,-,-,05 Jul 2019,11 Jul 2019,-
540596,ERIS,Eris Lifesciences Ltd,12 Jul 2019,Buy Back of Shares ,15 Jul 2019,-,-,08 Jul 2019,12 Jul 2019,-
532419,SMARTLINK,Smartlink Holdings Ltd,09 Aug 2019,Buy Back of Shares ,13 Aug 2019,-,-,05 Aug 2019,09 Aug 2019,-
513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,14 Aug 2019,Buy Back of Shares ,16 Aug 2019,-,-,07 Aug 2019,14 Aug 2019,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,19 Sep 2019,Buy Back of Shares ,20 Sep 2019,-,-,13 Sep 2019,19 Sep 2019,-
530077,FRSHTRP,FRESHTROP FRUITS LTD.,10 Oct 2019,Buy Back of Shares ,11 Oct 2019,-,-,03 Oct 2019,10 Oct 2019,-
500304,NIITLTD,NIIT LTD.,17 Oct 2019,Buy Back of Shares ,18 Oct 2019,-,-,11 Oct 2019,17 Oct 2019,-
