3MINDIA,1,110
ACC,1,98
ADANI GREEN ENERGY,1,32
ADANI PORTS AND SPEC,1,19
ARVIND FASHIONS,1,98
ASIAN PAINTS,1,53
ASIAN PNT,1,5
ASIANPAINT,1,48
ASTRAZENECAPHARIND,1,2
BALKRISHNA,1,2
BALRAMPUR CHINIMILLS,1,45
BALRAMPURCHINIMILLS,1,45
BANDHAN BANK,1,6
BAYER_FRAC_PYMT__MIL,1,1203
BHARAT FORGE,1,20
BIOCON,1,2
BLUEDART EXPRESS,1,37
BOROSIL GLASS WORKS,1,7
BRIGADE,1,10
CDSIL,1,28
CEAT DT,1,36
CENTRAL DEPOSITORY,1,24
CGCEL,1,18
CMS,1,409
COX & KINGS,1,8
COX AND KINGS,1,4
CROMPTON GREAVES,1,7
DISH TV,1,14
ELXSI,1,16
ENDURANCE TECHNOLOGI,1,5
EVEREADY,1,9
HDFC AMCL,1,364
HDFC LIFE,1,9
HDFC STANDARD LIFE,1,4
HINDUSTANUNILEVERLTD,1,266
IHFL,1,14
IIFL HOLDINGS,1,10
IIFL SECURITIES,1,4
IIFL WEALTH MANAGEME,1,317
INDIANULLS HOUSING,1,14
INDUSIND BANK,1,7
ITDC,1,2
JAIN IRRIGATION SYST,1,10
L&T TECHNOLOGY SERV,1,12
LA OPALA RG,1,14
LARSEN AND TOUBRO LT,1,36
LIC HOUSING FINANCE,1,38
MAHINDRA AND MAHINDR,1,13
MAHINDRA HOLIDAYS &,1,24
MFL TH,1,9
MINDTREE,1,100
MUTHOOT FIN,1,40
NEROLAC,1,9
NIPPON LIFE AS,1,20
NOVARTIS,1,30
PC JEWELLER,1,7
PIDILITE FN,1,18
PRAXIS HOME RETAIL,1,31
PURAVANKARA PROJECTS,1,36
QUESS,1,302
SFL II I,1,11
SOLAR,1,12
SOMANY HOME,1,0
STATE BANK ,1,26
STERLITE TECHNOLOGIE,1,245
SUMITOMO CHEMICAL,1,13
SYMPHONY,1,100
T POWER,1,32
TALWALKARS LIFESTYLE,1,11
TATA CONSUMER FRAC,1,202
TATA POWER,1,16
TATA STEEL FP,1,182
TATACOF,1,174
TATAELXSI,1,13
TATASTEEL FP,1,490
TATASTEELFP,1,140
TCOFFEE,1,14
THE ANUP ENGINEERING,1,88
THOMAS COOK,1,1
TICL,1,40
TMOTORSOS F,1,1
TPOWER,1,32
TPOWERF,1,348
TVS SRICHAKRA,1,40
TVSSRII,1,60
V GUARD,1,7
WABCO,1,9
ADANI GAS,2,8
ADANI PORTS,2,13
AMARARAJAINT,2,132
ARVIND,2,26
ASHOK LEYLAND,2,66
ASIAN GRANITO ,2,6
ASIANPAINTS,2,86
AXIS BANK,2,14
BAJAJ FINANCE,2,16
BAJAJ HOLDINGS &,2,72
BLUEDART,2,27
CHAMBAL FERTILISERS,2,39
CHOLAMANDALAM FINANC,2,4
ENTERTAINMENT NETWOR,2,19
FUTURE SUPPLY CHAIN,2,4
GENERAL,2,81
GLAXO CONSUMER,2,180
GLAXO PHARMA,2,120
GODREJ,2,7
GOODYEAR,2,91
GREENPLY,2,5
HDFCASSET MANAGEMENT,2,312
HINDUSTANAERONAUTICS,2,717
HPPL,2,18
ICICI PRUDENTIAL,2,20
INDRAPRASTHA GAS,2,17
JOHNSON CONTROLSHIT,2,2
KAVERI SEED COMPANY,2,18
KSB PUMPS,2,36
LICHOUSINGFINANCELTD,2,32
MUTHOOT FINANCE,2,162
NARAYANA HRUDAYALAYA,2,24
POWERGRID,2,95
PURAVANKARA,2,59
REC,2,605
SBI LIFE,2,12
SCHAEFFLER,2,100
SHOPPERS STOP,2,6
SHREE CEMENT,2,145
SHRIRAM TRANSPORT FI,2,20
SIS,2,7
SOMANY CERAMICS,2,10
TALWALKARS BETTER VA,2,10
TATACOFFE,2,61
TCOOK,2,8
THYROCARE TECHNOLOGI,2,50
VARUN BEVERAGES,2,22
VENKY'S,2,24
VGUARD,2,46
ZYDUS WELLNESS,2,10
ABB,3,46
ABBOTT,3,370
ACCLTD,3,83
AKZO NOBEL,3,114
ALL CARGO LOGISTICS,3,212
BAJAJ FINSERV,3,9
BLUE STAR,3,70
BOSCH,3,415
BRIGADE ENTERPRISES,3,60
CADILA HEALTHCARE,3,97
CEAT,3,106
DELTA,3,26
DR REDDY'S LABORATO,3,130
EICHER MOTORS,3,360
EID PARRY,3,51
EIH,3,38
ESSEL PROPACK,3,62
FUTURE LIFESTYLE FAS,3,17
GLENMARK PHARMA,3,20
GODFREY PHILLIPS,3,84
GODREJ AGROVET,3,104
GRASIM,3,36
GRINDWELL,3,127
HAVELLS,3,110
HINDUSTAN ZINC,3,1741
HONEYWELL,3,152
HSIL,3,54
ICRA,3,147
INFO EDGE,3,23
INTERGLOBE AVIATION,3,61
JK TYRE AND,3,77
KANSAI,3,68
KOTAK MAHINDRA BANK,3,3
KRBL,3,37
L&T FINANCE HOLDINGS,3,62
MAHINDRA LOGISTICS,3,21
MCX,3,67
NCC,3,56
PFIZER,3,705
PIDILITE,3,49
POWER FINANCE,3,388
RAJESH EXPO,3,11
