ABB,1,22
ABBOTINDIA,1,120
ACC,1,83
ADANIENT,1,19
ADANIGAS,1,4
ADANIPORTS,1,13
AEGISCHEM,1,17
AKZOINDIA,1,114
ALLCARGO,1,62
AMARAJABAT,1,78
AMBUJACEM,1,47
APLAPOLLO,1,22
APOLLOHOSP,1,60
APOLLOTYRE,1,71
ARVIND,1,26
ARVINDFASN,1,98
ASAHIINDIA,1,26
ASHOKLEY,1,27
ASIANPAINT,1,192
ASIANTILES,1,2
AUROPHARMA,1,12
AVANTIFEED,1,81
AXISBANK,1,14
BAJAJ-AUTO,1,295
BAJAJFINSV,1,4
BAJAJHLDNG,1,32
BAJFINANCE,1,6
BALKRISIND,1,38
BALRAMCHIN,1,45
BANDHANBNK,1,6
BASF,1,17
BATAINDIA,1,54
BAYERCROP,1,53
BDL,1,36
BEL,1,35
BERGEPAINT,1,43
BHARTIARTL,1,269
BHEL,1,73
BIOCON,1,2
BLUEDART,1,64
BLUESTARCO,1,40
BOSCHLTD,1,205
BPCL,1,257
BRIGADE,1,52
BRITANNIA,1,132
BSE,1,248
CADILAHC,1,34
CARBORUNIV,1,27
CARERATING,1,174
CASTROLIND,1,290
CDSL,1,52
CEATLTD,1,70
CENTURYPLY,1,56
CERA,1,37
CHAMBLFERT,1,13
CHOLAFIN,1,8
CHOLAHLDNG,1,5
CIPLA,1,34
COALINDIA,1,1455
COLPAL,1,81
CONCOR,1,73
COROMANDEL,1,92
COX&KINGS,1,12
CRISIL,1,136
CROMPTON,1,25
CUMMINSIND,1,122
DABUR,1,77
DCMSHRIRAM,1,28
DELTACORP,1,2
DISHTV,1,14
DLF,1,52
DRREDDY,1,80
Dividend,1,110
EICHERMOT,1,235
EIDPARRY,1,51
EIHAHOTELS,1,38
EMAMILTD,1,47
ENDURANCE,1,5
ENGINERSIN,1,102
ENIL,1,2
ESSELPACK,1,17
EVEREADY,1,9
EXIDEIND,1,31
FLFL,1,17
FSC,1,4
GAIL,1,327
GICRE,1,81
GILLETTE,1,52
GLAXO,1,40
GLENMARK,1,12
GODFRYPHLP,1,36
GODREJAGRO,1,27
GODREJCP,1,43
GODREJIND,1,7
GOODYEAR,1,13
GRASIM,1,20
GREENLAM,1,12
GREENPLY,1,3
GRINDWELL,1,45
GSKCONS,1,180
HAL,1,19
HATHWAY,1,12
HAVELLS,1,42
HCLTECH,1,196
HDFC,1,471
HDFCAMC,1,312
HDFCBANK,1,926
HDFCLIFE,1,13
HEIDELBERG,1,32
HEROMOTOCO,1,371
HINDALCO,1,41
HINDPETRO,1,294
HINDUNILVR,1,409
HINDZINC,1,58
HONAUT,1,77
HSIL,1,54
HUDCO,1,27
IBULHSGFIN,1,109
ICICIBANK,1,118
ICICIGI,1,36
ICICIPRULI,1,72
ICRA,1,57
IGL,1,8
IIFL,1,10
INDHOTEL,1,70
INDIGO,1,61
INDUSINDBK,1,7
INFRATEL,1,141
INFY,1,1279
IOC,1,272
ISEC,1,51
ITC,1,942
ITDC,1,2
JCHAC,1,2
JISLJALEQS,1,10
JKTYRE,1,77
JSWSTEEL,1,96
JUBLFOOD,1,32
KAJARIACER,1,30
KANSAINER,1,40
KOTAKBANK,1,3
KRBL,1,23
KSB,1,36
KSCL,1,18
L&TFH,1,12
LALPATHLAB,1,19
LICHSGFIN,1,70
LT,1,376
LTI,1,43
LTTS,1,32
LUPIN,1,110
M&M,1,138
MAHLOG,1,6
MANAPPURAM,1,38
MARICO,1,67
MARUTI,1,395
MCX,1,37
MHRIL,1,24
MONSANTO,1,160
MOTHERSUMI,1,196
MRF,1,114
MUTHOOTFIN,1,112
NATIONALUM,1,410
NAUKRI,1,30
NBCC,1,18
NCC,1,56
NESTLEIND,1,412
NH,1,12
NHPC,1,112
NIACL,1,30
NILKAMAL,1,46
NLCINDIA,1,161
NMDC,1,238
NTPC,1,834
OIL,1,342
ONGC,1,453
PAGEIND,1,379
PAPERPROD,1,9
PCJEWELLER,1,7
PEL,1,127
PETRONET,1,165
PFC,1,132
PFIZER,1,65
PGHH,1,107
PIDILITIND,1,46
PIIND,1,7
POWERGRID,1,564
PRAXIS,1,31
PRESTIGE,1,14
PURVA,1,72
PVR,1,12
RAJESHEXPO,1,6
RALLIS,1,85
RECLTD,1,345
RELAXO,1,17
RELIANCE,1,271
SANOFI,1,137
SBILIFE,1,12
SBIN,1,26
SCHAEFFLER,1,30
SHOPERSTOP,1,6
SHREECEM,1,35
SIEMENS,1,35
SIS,1,3
SKFINDIA,1,58
SOBHA,1,91
SOMANYCERA,1,10
SRTRANSFIN,1,30
SUNDARMFIN,1,18
SUNPHARMA,1,137
SUPREMEIND,1,59
TALWALKARS,1,10
TALWGYM,1,11
TATACHEM,1,160
TATACOFFEE,1,75
TATAELXSI,1,13
TATAGLOBAL,1,88
TATAINVEST,1,40
TATAMOTORS,1,1
TATAPOWER,1,80
TATASTEEL,1,322
TCS,1,1298
TECHM,1,182
THOMASCOOK,1,9
THYROCARE,1,40
TIINDIA,1,33
TITAN,1,62
TRENT,1,21
TTKPRESTIG,1,1455
TVSMOTOR,1,34
TVSSRICHAK,1,40
UBL,1,12
UFLEX,1,24
ULTRACEMCO,1,107
UPL,1,432
VBL,1,5
VEDL,1,1177
VENKEYS,1,8
VGUARD,1,9
VIPIND,1,71
VOLTAS,1,47
VRLLOG,1,41
VSTIND,1,172
VSTTILLERS,1,95
WABCOINDIA,1,9
WHIRLPOOL,1,21
WIPRO,1,156
WONDERLA,1,41
ZEEL,1,107
ZEELEARN,1,5
ZYDUSWELL,1,5
