- , JAIIRR , -92.77
- , THOCOO , -77.52
- , DISHTV , -72.61
- , EVEIND , -57.14
- , ENTNET , -55.75
- , NAGCON , -52.82
- , ZEEENT , -52.21
- , BHEL , -51.93
- , LUPIN , -49.05
- , GLEPHA , -48.16
- , HUDCO , -44.96
- , BASF , -44.04
- , OILIND , -42.66
- , ARVFAS , -40.62
- , EMALIM , -40.45
- , CADHEA , -38.23
- , TATMOT , -37.48
- , ZEELEA , -36.64
- , NEYLIG , -36.59
- , BHAELE , -35.95
- , GREIN , -35.49
- , LICHF , -34.78
- , MOTSUM , -34.47
- , FUTSUP , -34.23
- , ONGC , -33.95
- , DELCOR , -33.57
- , AURPHA , -33.20
- , LTFINA , -33.06
- , TATPOW , -32.52
- , CARE , -32.50
- , COALIN , -32.47
- , CEAT , -32.00
- , ASHLEY , -31.22
- , KRBL , -30.94
- , FUTRE , -30.76
- , VEDLIM , -30.74
- , SUNPHA , -29.16
- , MAHCIE , -28.45
- , BHAINF , -27.53
- , GIC , -26.75
- , BOSLIM , -26.50
- , GODIND , -25.27
- , NBCC , -24.57
- , UFLLIM , -24.42
- , HUHPPL , -24.12
- , TATCO , -23.86
- , GRASIM , -23.34
- , PIRENT , -23.19
- , LEMTRE , -22.92
- , VENIND , -22.40
- , ALLLOG , -21.16
- , VRLLOG , -21.14
- , HINZIN , -21.05
- , CIPLA , -20.98
- , VSTTIL , -20.26
- , HERHON , -18.86
- , ITC , -18.60
- , BLUDAR , -18.53
- , EIDPAR , -18.45
- , TUBINV , -18.27
- , APOTYR , -18.13
- , GLAPHA , -18.06
- , WONHOL , -17.65
- , INDOIL , -17.15
- , HINPET , -16.78
- , HATAGR , -16.30
- , ENGIND , -16.00
- , MAHLO , -15.65
- , HINDAL , -15.51
- , EIHLIM , -14.89
- , EICMOT , -14.70
- , NATALU , -14.38
- , GREEIN , -14.28
- , HINAER , -13.37
- , MARLIM , -13.20
- , KAVSEE , -13.19
- , ICRLIM , -13.13
- , CDSL , -12.68
- , MAHFIN , -12.47
- , GODCON , -11.45
- , GAIL , -11.44
- , MAHHOL , -11.17
- , NTPC , -10.94
- , VGUARD , -10.49
- , CUMIND , -9.89
- , NHPC , -8.99
- , BSE , -8.95
- , COCSHI , -8.93
- , ASAIND , -8.56
- , NATMIN , -8.28
- , CENPLY , -7.69
- , ACC , -6.94
- , TATSTE , -6.79
- , KAJCER , -6.76
- , ABB , -6.67
- , SHEFOA , -6.57
- , CERSAN , -6.37
- , BIOCON , -6.22
- , MERLIM , -6.21
- , SUNFAS , -5.46
- , ADAPOR , -4.52
- , STETEC , -4.29
- , EXIIND , -4.21
- , SHRTRA , -4.14
- , DCMSHR , -3.72
- , TTKPRE , -3.48
- , BHADYN , -3.25
- , CASIND , -3.22
- , HAVIND , -2.49
- , CARUNI , -2.42
- , MARUTI , -2.32
- , LAOPA , -2.25
- , KSBPUM , -1.78
- , TVSSRI , -1.64
- , AVAFEE , -1.61
- , AEGLOG , -1.39
- , FAGBEA , -1.17
- , NOVART , -1.10
- , RURELE , -0.26
+ , POWGRI , 0.28
+ , MAHMAH , 0.83
+ , POWFIN , 1.03
+ , PAGIND , 1.07
+ , LARTOU , 1.47
+ , GODAGR , 1.61
+ , BHAFOR , 1.78
+ , JSWSTE , 2.13
+ , AMBCE , 2.23
+ , SUMCH , 2.41
+ , UNIP , 2.97
+ , KANNER , 3.20
+ , TATELX , 3.82
+ , CONCOR , 5.37
+ , COLPAL , 6.23
+ , FINCAB , 6.73
+ , BALIND , 6.77
+ , SYMLIM , 7.37
+ , TATCHE , 7.39
+ , FUTLIF , 7.67
+ , CRISIL , 7.79
+ , SUNFIN , 7.95
+ , UNIBR , 9.01
+ , QUECOR , 9.86
+ , GILIND , 10.18
+ , BORGLA , 11.68
+ , BAAUTO , 11.74
+ , ZYDWEL , 11.84
+ , SKFIND , 12.59
+ , CHOINV , 13.10
+ , SUPIND , 13.19
+ , SECINT , 13.41
+ , RALIND , 13.74
+ , PETLNG , 13.89
+ , THYTEC , 14.35
+ , HITHOM , 14.44
+ , GOOIND , 14.85
+ , LTINFO , 15.85
+ , BHAPET , 15.91
+ , NILLIM , 16.86
+ , LTTEC , 17.19
+ , ASTPHA , 17.27
+ , SIEMEN , 17.60
+ , ULTCEM , 17.68
