Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
533106,OIL,OIL INDIA LTD.,03 Apr 2017,Buy Back of Shares ,05 Apr 2017,-,-,27 Mar 2017,03 Apr 2017,-
500472,SKFINDIA,SKF India Ltd,06 Apr 2017,Buy Back of Shares ,07 Apr 2017,-,-,30 Mar 2017,06 Apr 2017,-
506142,VYAPAR,VYAPAR INDUSTRIES LTD.,10 Apr 2017,Buy Back of Shares ,11 Apr 2017,-,-,03 Apr 2017,10 Apr 2017,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,05 May 2017,Buy Back of Shares ,08 May 2017,-,-,28 Apr 2017,05 May 2017,-
503101,MARATHON,MARATHON NEXTGEN REALTY LTD.,11 May 2017,Buy Back of Shares ,12 May 2017,-,-,04 May 2017,11 May 2017,-
532281,HCLTECH,HCL TECHNOLOGIES LTD.,24 May 2017,Buy Back of Shares ,25 May 2017,-,-,18 May 2017,24 May 2017,-
531253,INDGELA,INDIA GELATINE & CHEMICALS LTD.-$,01 Jun 2017,Buy Back of Shares ,02 Jun 2017,-,-,26 May 2017,01 Jun 2017,-
506943,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.,01 Jun 2017,Buy Back of Shares ,02 Jun 2017,-,-,26 May 2017,01 Jun 2017,-
532923,RGL,Renaissance Global Ltd,09 Jun 2017,Buy Back of Shares ,12 Jun 2017,-,-,05 Jun 2017,09 Jun 2017,-
526817,CHEVIOT,CHEVIOT CO.LTD.-$,15 Jun 2017,Buy Back of Shares ,16 Jun 2017,-,-,09 Jun 2017,15 Jun 2017,-
532899,KSCL,KAVERI SEED COMPANY LTD.,15 Jun 2017,Buy Back of Shares ,16 Jun 2017,-,-,09 Jun 2017,15 Jun 2017,-
517506,TTKPRESTIG,TTK PRESTIGE LTD.,15 Jun 2017,Buy Back of Shares ,16 Jun 2017,-,-,09 Jun 2017,15 Jun 2017,-
532178,ENGINERSIN,ENGINEERS INDIA LTD.,28 Jun 2017,Buy Back of Shares ,29 Jun 2017,-,-,21 Jun 2017,28 Jun 2017,-
531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,29 Jun 2017,Buy Back of Shares ,30 Jun 2017,-,-,22 Jun 2017,29 Jun 2017,-
531169,SKPSEC,SKP SECURITIES LTD.,29 Jun 2017,Buy Back of Shares ,30 Jun 2017,-,-,22 Jun 2017,29 Jun 2017,-
532819,MINDTREE,MINDTREE LTD.,10 Jul 2017,Buy Back of Shares ,11 Jul 2017,-,-,04 Jul 2017,10 Jul 2017,-
513117,AMFORG,AMFORGE INDUSTRIES LTD.,25 Jul 2017,Buy Back of Shares ,26 Jul 2017,-,-,19 Jul 2017,25 Jul 2017,-
506285,BAYERCROP,BAYER CROPSCIENCE LTD.,07 Aug 2017,Buy Back of Shares ,08 Aug 2017,-,-,01 Aug 2017,07 Aug 2017,-
