sr_no,name,isin,bse_symbol,nse_symbol,avg_mcap,captype
276,WOCKHARDT LTD,INE049B01025,WOCKPHARMA,WOCKPHARMA,8526,Small Cap
277,ASAHI INDIA GLASS LTD.,INE439A01020,ASAHIINDIA,ASAHIINDIA,8513,Small Cap
278,IDFC LIMITED,INE043D01016,IDFC,IDFC,8499,Small Cap
279,IRB INFRASTRUCTURE DEVELOPERS LIMITED,INE821I01014,IRB,IRB,8326,Small Cap
280,IPCA LABORATORIES LTD.,INE571A01020,IPCALAB,IPCALAB,8286,Small Cap
281,"ATUL LIMITED.,",INE100A01010,ATUL,ATUL,8147,Small Cap
282,FINOLEX INDUSTRIES LTD.,INE183A01016,FINOLEXIND,FINPIPE,7971,Small Cap
283,RELAXO FOOTWEARS LTD.,INE131B01039,RELAXO,RELAXO,7966,Small Cap
284,"LAKSHMI MACHINE WORKS LTD.,",INE269B01029,LAXMIMACH,LAXMIMACH,7894,Small Cap
285,FUTURE LIFESTYLE FASHIONS LIMITED,INE452O01016,FLFL,FLFL,7812,Small Cap
286,KARUR VYSYA BANK LTD.,INE036D01028,KARURVYSYA,KARURVYSYA,7770,Small Cap
287,TTK PRESTIGE LTD.,INE690A01010,TTKPRESTIG,TTKPRESTIG,7718,Small Cap
288,DELTA CORP LIMITED,INE124G01033,DELTACORP,DELTACORP,7703,Small Cap
289,CYIENT LIMITED,INE136B01020,CYIENT,CYIENT,7665,Small Cap
290,FORTIS HEALTHCARE LTD,INE061F01013,FORTIS,FORTIS,7609,Small Cap
291,SPICEJET LIMITED,INE285B01017,SPICEJET,,7597,Small Cap
292,SHEELA FOAM LIMITED,INE916U01025,SFL,SFL,7498,Small Cap
293,OCL INDIA LTD,INE290B01025,OCL,OCL,7441,Small Cap
294,VARDHMAN TEXTILES LIMTED,INE825A01012,VTL,VTL,7397,Small Cap
295,DR. LAL PATHLABS LIMITED,INE600L01024,LALPATHLAB,LALPATHLAB,7344,Small Cap
296,BLUE STAR LTD,INE472A01039,BLUESTARCO,BLUESTARCO,7184,Small Cap
297,BHARAT DYNAMICS LIMITED,INE171Z01018,BDL,BDL,7163,Small Cap
298,NCC LIMITED,INE868B01028,NAGARCON,NCC,7144,Small Cap
299,KALPATARU POWER TRANSMISSION LTD.,INE220B01022,KALPATPOWR,KALPATPOWR,7131,Small Cap
300,VIJAYA BANK,INE705A01016,VIJAYABANK,VIJAYABANK,7066,Small Cap
301,J.K. CEMENT LTD,INE823G01014,JKCEMENT,JKCEMENT,7027,Small Cap
302,GUJARAT NARMADA VALLEY FERT.CO.LTD,INE113A01013,GNFC,GNFC,7021,Small Cap
303,DCM SHRIRAM LIMITED,INE499A01024,DCMSHRIRAM,DCMSHRIRAM,7013,Small Cap
304,JET AIRWAYS (INDIA) LTD,INE802G01018,JETAIRWAYS,JETAIRWAYS,6991,Small Cap
305,JYOTHY LABORATORIES LIMITED,INE668F01031,JYOTHYLAB,JYOTHYLAB,6983,Small Cap
306,COCHIN SHIPYARD LIMITED,INE704P01017,COCHINSHIP,COCHINSHIP,6967,Small Cap
307,CENTURY PLYBOARDS (INDIA) LTD.,INE348B01021,CENTURYPLY,CENTURYPLY,6953,Small Cap
308,HINDUSTAN COPPER LTD.,INE531E01026,HINDCOPPER,HINDCOPPER,6912,Small Cap
309,BAJAJ CORP LIMITED,INE933K01021,BAJAJCORP,BAJAJCORP,6903,Small Cap
310,SYNDICATE BANK,INE667A01018,SYNDIBANK,SYNDIBANK,6886,Small Cap
311,CHAMBAL FERTILISERS & CHEMICALS LTD,INE085A01013,CHAMBLFERT,CHAMBLFERT,6885,Small Cap
312,TATA ELXSI LTD,INE670A01012,TATAELXSI,TATAELXSI,6883,Small Cap
313,JOHNSON CONTROLS-HITACHI AIR CONDITIONING INDIA LTD.,INE782A01015,JCHAC,JCHAC,6849,Small Cap
314,"CARBORUNDUM UNIVERSAL LTD.,",INE120A01034,CARBORUNIV,CARBORUNIV,6773,Small Cap
315,INDIAN OVERSEAS BANK,INE565A01014,IOB,IOB,6758,Small Cap
316,BIRLA CORPORATION LTD.,INE340A01012,BIRLACORPN,BIRLACORPN,6627,Small Cap
317,GUJARAT PIPAVAV PORT LIMITED,INE517F01014,GPPL,GPPL,6595,Small Cap
318,COFFEE DAY ENTERPRISES LIMITED,INE335K01011,COFFEEDAY,COFFEEDAY,6589,Small Cap
319,SADBHAV ENGINEERING LTD.,INE226H01026,SADBHAV,SADBHAV,6490,Small Cap
320,CAPITAL FIRST LIMITED,INE688I01017,FCH,CAPF,6385,Small Cap
321,PVR LTD.,INE191H01014,PVR,PVR,6382,Small Cap
322,"CEAT LTD.,",INE482A01020,CEATLTD,CEATLTD,6340,Small Cap
323,HIMADRI SPECIALITY CHEMICAL LTD.,INE019C01026,HSCL,HSCL,6327,Small Cap
324,WELSPUN INDIA LTD,INE192B01031,WELSPUNIND,WELSPUNIND,6292,Small Cap
325,ITI LIMITED (INDIAN TELEPH.IND.LTD),INE248A01017,ITI,ITI,6252,Small Cap
326,PERSISTENT SYSTEMS LIMITED,INE262H01013,PERSISTENT,PERSISTENT,6210,Small Cap
327,RAYMOND LIMITED,INE301A01014,RAYMOND,RAYMOND,6182,Small Cap
328,RELIANCE COMMUNICATIONS LIMITED,INE330H01018,RCOML,RCOM,6128,Small Cap
329,SUZLON ENERGY LTD.,INE040H01021,SUZLON,SUZLON,6124,Small Cap
330,PRISM JOHNSON LIMITED.,INE010A01011,PRSMJOHNSN,PRSMJOHNSN,5976,Small Cap
331,SUNTECK REALTY LTD,INE805D01034,SUNTECK,SUNTECK,5906,Small Cap
332,"CAN FIN HOMES LTD.,",INE477A01020,CANFINHOME,CANFINHOME,5883,Small Cap
333,"MMTC LTD.,",INE123F01029,MMTC,MMTC,5865,Small Cap
334,REDINGTON (INDIA) LTD.,INE891D01026,REDINGTON,REDINGTON,5819,Small Cap
335,GE POWER INDIA LIMITED,INE878A01011,GEPIL,GEPIL,5781,Small Cap
336,"JAIN IRRIGATION SYSTEMS LTD.,",INE175A01038,JISLJALEQS,JISLJALEQS,5747,Small Cap
337,"BAJAJ ELECTRICALS LTD.,",INE193E01025,BAJAJELEC,BAJAJELEC,5728,Small Cap
338,NIIT TECHNOLOGIES LIMITED,INE591G01017,NIITTECH,NIITTECH,5727,Small Cap
339,GRINDWELL NORTON LTD.,INE536A01023,GRINDWELL,GRINDWELL,5709,Small Cap
340,LEMON TREE HOTELS LIMITED,INE970X01018,LEMONTREE,LEMONTREE,5662,Small Cap
341,D.B.CORP LIMITED,INE950I01011,DBCORP,DBCORP,5651,Small Cap
342,NARAYANA HRUDAYALAYA LIMITED,INE410P01011,NH,NH,5605,Small Cap
343,MOIL LIMITED,INE490G01020,MOIL,MOIL,5540,Small Cap
344,WESTLIFE DEVELOPMENT LTD,INE274F01020,WESTLIFE,,5534,Small Cap
345,STRIDES SHASUN LIMITED,INE939A01011,STAR,STAR,5528,Small Cap
346,DCB BANK LIMITED,INE503A01015,DCBBANK,DCBBANK,5511,Small Cap
347,"GREAT EASTERN SHIPPING CO. LTD.,",INE017A01032,GESHIP,GESHIP,5473,Small Cap
348,NETWORK 18 MEDIA & INVESTMENTS LIMITED,INE870H01013,NETWORK18,NETWORK18,5448,Small Cap
349,LAURUS LABS LIMITED,INE947Q01010,LAURUSLABS,LAURUSLABS,5368,Small Cap
350,STAR CEMENT LIMITED,INE460H01021,STARCEMENT,STARCEMENT,5343,Small Cap
351,"V.I.P. INDUSTRIES LTD.,",INE054A01027,VIPIND,VIPIND,5321,Small Cap
352,"BOMBAY DYEING & MFG. CO. LTD.,",INE032A01023,BOMDYEING,BOMDYEING,5312,Small Cap
353,DISHMAN CARBOGEN AMCIS LIMITED,INE385W01011,DCAL,DCAL,5311,Small Cap
354,ECLERX SERVICES LIMITED,INE738I01010,ECLERX,ECLERX,5306,Small Cap
355,"GUJARAT ALKALIS & CHEMICALS LTD.,",INE186A01019,GUJALKALI,GUJALKALI,5262,Small Cap
356,IFB INDUSTRIES LIMITED,INE559A01017,IFBIND,IFBIND,5242,Small Cap
357,TIMKEN INDIA LTD,INE325A01013,TATATIMKEN,TIMKEN,5238,Small Cap
358,JAGRAN PRAKASHAN LIMITED,INE199G01027,JAGRAN,JAGRAN,5158,Small Cap
359,CHENNAI PETROLEUM CORPORATION LTD.,INE178A01016,CHENNPETRO,CHENNPETRO,5143,Small Cap
360,INDOSTAR CAPITAL FINANCE LIMITED,INE896L01010,INDOSTAR,INDOSTAR,5140,Small Cap
361,GALAXY SURFACTANTS LIMITED,INE600K01018,GALAXYSURF,GALAXYSURF,5133,Small Cap
362,EQUITAS HOLDINGS LIMITED,INE988K01017,EQUITAS,EQUITAS,5133,Small Cap
363,GUJARAT STATE FERTILIZERS & CHEM.LTD,INE026A01025,GSFC,GSFC,5111,Small Cap
364,K.P.R. MILL LTD.,INE930H01023,KPRMILL,KPRMILL,5107,Small Cap
365,"E.I.D. PARRY (INDIA) LTD.,",INE126A01031,EIDPARRY,EIDPARRY,5084,Small Cap
366,SOBHA LIMITED,INE671H01015,SOBHA,SOBHA,5082,Small Cap
367,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,INE067A01029,CGPOWER,CGPOWER,4991,Small Cap
368,RADICO KHAITAN LTD.,INE944F01028,RADICO,RADICO,4966,Small Cap
369,ISGEC HEAVY ENGINEERING LIMITED,INE858B01011,ISGEC,,4960,Small Cap
370,KIRLOSKAR OIL ENGINES LIMITED,INE146L01010,KIRLOSENG,KIRLOSENG,4956,Small Cap
371,APL APOLLO TUBES LIMITED,INE702C01019,APLAPOLLO,APLAPOLLO,4854,Small Cap
372,BEML LTD,INE258A01016,BEML,BEML,4787,Small Cap
373,SOUTH INDIAN BANK LTD.,INE683A01023,SOUTHBANK,SOUTHBANK,4784,Small Cap
374,INDIAN ENERGY EXCHANGE LIMITED,INE022Q01012,IEX,IEX,4777,Small Cap
375,"VST INDUSTRIES LTD.,",INE710A01016,VSTIND,VSTIND,4773,Small Cap
376,SHOPPERS STOP LTD,INE498B01024,SHOPERSTOP,SHOPERSTOP,4766,Small Cap
377,JK LAKSHMI CEMENT LIMITED,INE786A01032,JKLAKSHMI,JKLAKSHMI,4753,Small Cap
378,ZYDUS WELLNESS LIMITED,INE768C01010,ZYDUSWELL,ZYDUSWELL,4736,Small Cap
379,"VINATI ORGANICS LTD.,",INE410B01029,VINATIORGA,VINATIORGA,4703,Small Cap
380,ZENSAR TECHNOLOGIES LTD.,INE520A01019,ZENSARTECH,ZENSARTECH,4701,Small Cap
381,POLARIS CONSULTING & SERVICES LIMITED,INE763A01023,POLARIS,POLARIS,4696,Small Cap
382,SADBHAV INFRASTRUCTURE PROJECT LIMITED,INE764L01010,SADBHIN,SADBHIN,4663,Small Cap
383,TUBE INVESTMENTS OF INDIA LTD,INE974X01010,TIINDIA,TIINDIA,4643,Small Cap
384,VENKY'S (INDIA) LTD.,INE398A01010,VENKYS,VENKEYS,4628,Small Cap
385,KPIT TECHNOLOGIES LIMITED,INE836A01035,KPIT,KPIT,4620,Small Cap
386,UJJIVAN FINANCIAL SERVICES LIMITED,INE334L01012,UJJIVAN,UJJIVAN,4611,Small Cap
387,MONSANTO INDIA LTD.,INE274B01011,MONSANTO,MONSANTO,4596,Small Cap
388,RATNAMANI METALS & TUBES LTD,INE703B01027,RATNAMANI,RATNAMANI,4572,Small Cap
389,GULF OIL LUBRICANTS INDIA LIMITED,INE635Q01029,GULFOILLUB,GULFOILLUB,4571,Small Cap
390,ASHOKA BUILDCON LIMITED,INE442H01029,ASHOKA,ASHOKA,4566,Small Cap
391,"INDIA CEMENTS LTD.,",INE383A01012,INDIACEM,INDIACEM,4561,Small Cap
392,"ELGI EQUIPMENTS LTD.,",INE285A01027,ELGIEQUIP,ELGIEQUIP,4555,Small Cap
393,ADANI GREEN ENERGY LIMITED,INE364U01010,ADANIGREEN,ADANIGREEN,4542,Small Cap
394,FORBES & COMPANY LTD,INE518A01013,FORBESCO,,4539,Small Cap
395,SITAL LEASING AND FINANCE LIMITED,INE341O01029,,,4523,Small Cap
396,"TATA INVESTMENT CORPORATION LTD.,",INE672A01018,TATAINVEST,TATAINVEST,4511,Small Cap
397,JAIPRAKASH ASSOCIATES LIMITED,INE455F01025,JPASSOCIAT,JPASSOCIAT,4505,Small Cap
398,BSE LTD.,INE118H01025,,BSE,4493,Small Cap
399,SWAN ENERGY LTD.,INE665A01038,SWANENERGY,SWANENERGY,4485,Small Cap
400,RASHTRIYA CHEMICALS & FERTILIZERS LIMITED,INE027A01015,RCF,RCF,4484,Small Cap
401,FDC LTD.,INE258B01022,FDC,FDC,4480,Small Cap
402,LUX INDUSTRIES LIMITED,INE150G01020,LUXIND,LUXIND,4478,Small Cap
403,"GODFREY PHILLIPS INDIA LTD.,",INE260B01028,GODFRYPHLP,GODFRYPHLP,4457,Small Cap
404,RALLIS INDIA LTD,INE613A01020,RALLIS,RALLIS,4431,Small Cap
405,PNC INFRATECH LIMITED,INE195J01029,PNCINFRA,PNCINFRA,4423,Small Cap
406,UCO BANK,INE691A01018,UCOBANK,UCOBANK,4422,Small Cap
407,JINDAL STAINLESS LIMITED,INE220G01021,JSL,JSL,4350,Small Cap
408,CAPLIN POINT LABORATORIES LTD.,INE475E01026,CAPPL,CAPLIPOINT,4340,Small Cap
409,JINDAL STAINLESS (HISAR) LIMITED,INE455T01018,JSLHISAR,JSLHISAR,4301,Small Cap
410,GUJARAT MINERAL DEVELOPMENT CORPORA,INE131A01031,GMDCLTD,GMDCLTD,4287,Small Cap
411,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED,INE998I01010,MHRIL,MHRIL,4287,Small Cap
412,ALLAHABAD BANK,INE428A01015,ALBK,ALBK,4281,Small Cap
413,ORIENTAL BANK OF COMMERCE,INE141A01014,ORIENTBANK,ORIENTBANK,4217,Small Cap
414,CORPORATION BANK,INE112A01023,CORPBANK,CORPBANK,4211,Small Cap
415,TEAMLEASE SERVICES LIMITED,INE985S01024,TEAMLEASE,TEAMLEASE,4197,Small Cap
416,CERA SANITARYWARE LTD.,INE739E01017,CERA,CERA,4187,Small Cap
417,MAGMA FINCORP  LIMITED,INE511C01022,MAGMA,MAGMA,4175,Small Cap
418,KNR CONSTRUCTIONS LIMITED,INE634I01029,KNRCON,KNRCON,4175,Small Cap
419,SREI INFRASTRUCTURE FINANCE LIMITED,INE872A01014,SREINFRA,SREINFRA,4174,Small Cap
420,ANDHRA BANK,INE434A01013,ANDHRABANK,ANDHRABANK,4151,Small Cap
421,ESSEL PROPACK LTD.,INE255A01020,ESSELPRO,ESSELPACK,4148,Small Cap
422,COX & KINGS LIMITED,INE008I01026,COX&KINGS,COX&KINGS,4136,Small Cap
423,MANPASAND BEVERAGES LIMITED,INE122R01018,MANPASAND,MANPASAND,4118,Small Cap
424,OMAXE LIMITED,INE800H01010,OMAXE,OMAXE,4100,Small Cap
425,LINDE INDIA LIMITED,INE473A01011,BOCINDIA,LINDEINDIA,4070,Small Cap
426,"PHILLIPS CARBON BLACK LTD.,",INE602A01023,PHILIPCARB,PHILIPCARB,4023,Small Cap
427,SHANKARA BUILDING PRODUCTS LIMITED,INE274V01019,SHANKARA,SHANKARA,4008,Small Cap
428,MULTI COMMODITY EXCHANGE OF INDIA LTD,INE745G01035,MCX,,4004,Small Cap
429,NESCO LTD,INE317F01035,NESCO,NESCO,4001,Small Cap
430,JINDAL SAW LTD.,INE324A01024,JINDALSAW,JINDALSAW,3962,Small Cap
431,SUPRAJIT ENGINEERING LTD.,INE399C01030,SUPRAJIT,SUPRAJIT,3958,Small Cap
432,MINDA CORPORATION LIMITED,INE842C01021,MINDACORP,MINDACORP,3955,Small Cap
433,DIXON TECHNOLOGIES (INDIA) LIMITED,INE935N01012,DIXON,DIXON,3936,Small Cap
434,WELSPUN CORP LIMITED,INE191B01025,WELSPUNGUJR,WELCORP,3935,Small Cap
435,TECHNO ELECTRIC AND ENGINEERING CO LTD,INE286K01024,TECHNO,TECHNO,3931,Small Cap
436,FIRSTSOURCE SOLUTIONS LTD.,INE684F01012,FSL,FSL,3930,Small Cap
437,CCL PRODUCTS (INDIA) LTD.,INE421D01022,CCL,CCL,3889,Small Cap
438,CARE RATINGS LIMITED,INE752H01013,CARERATING,CARERATING,3882,Small Cap
439,GREENPLY INDUSTRIES LTD,INE461C01038,GREENPLY,GREENPLY,3867,Small Cap
440,ALLCARGO LOGISTICS LTD,INE418H01029,ALLCARGO,ALLCARGO,3837,Small Cap
441,FORCE MOTORS LIMITED,INE451A01017,FORCEMOT,,3837,Small Cap
442,INDIA TOURISM DEVELOPMENT CORPORATI,INE353K01014,ITDC,ITDC,3836,Small Cap
443,SHILPA MEDICARE LTD.,INE790G01031,SHILPAMED,SHILPAMED,3835,Small Cap
444,TIME TECHNOPLAST LIMITED,INE508G01029,TIMETECHNO,TIMETECHNO,3792,Small Cap
445,S H KELKAR AND COMPANY LIMITED,INE500L01026,SHK,SHK,3779,Small Cap
446,NAVIN FLUORINE INTERNATIONAL LIMITED,INE048G01026,NAVINFLUOR,NAVINFLUOR,3746,Small Cap
447,TRIVENI TURBINE LIMITED,INE152M01016,TRITURBINE,TRITURBINE,3730,Small Cap
448,REPCO HOME FINANCE LIMITED,INE612J01015,REPCOHOME,REPCOHOME,3725,Small Cap
449,SHARDA CROPCHEM LIMITED,INE221J01015,SHARDACROP,SHARDACROP,3677,Small Cap
450,ICRA LIMITED,INE725G01011,ICRA,ICRA,3665,Small Cap
451,SINTEX PLASTICS TECHNOLOGY LTD.,INE501W01021,SINTEXPLAST,SPTL,3660,Small Cap
452,GAYATRI PROJECTS LIMITED,INE336H01023,GAYAPROJ,GAYAPROJ,3652,Small Cap
453,SHRIRAM PISTONS & RINGS LTD.,INE526E01018,,SHRIPISTON,3639,Small Cap
454,BRIGADE ENTERPRISES LIMITED,INE791I01019,BRIGADE,BRIGADE,3633,Small Cap
455,IFCI LTD.,INE039A01010,IFCI,IFCI,3629,Small Cap
456,VRL LOGISTICS LIMITED,INE366I01010,VRLLOG,VRLLOG,3627,Small Cap
457,KARNATAKA BANK LTD.,INE614B01018,KTKBANK,KTKBANK,3625,Small Cap
458,MAHINDRA LOGISTICS LIMITED,INE766P01016,MAHLOG,MAHLOG,3624,Small Cap
459,V-MART RETAIL LIMITED,INE665J01013,VMART,VMART,3569,Small Cap
460,EXCEL CROP CARE LTD.,INE223G01017,EXCELCROP,EXCELCROP,3564,Small Cap
461,HIMACHAL FUTURISTIC COMMUNICATIONS,INE548A01028,HFCL$,HFCL,3557,Small Cap
462,"HIMATSINGKA SEIDE LTD.,",INE049A01027,HIMATSEIDE,HIMATSEIDE,3551,Small Cap
463,TRIDENT LTD,INE064C01014,TRIDENT,TRIDENT,3532,Small Cap
464,RANE HOLDINGS LTD.,INE384A01010,RANEHOLDIN,RANEHOLDIN,3497,Small Cap
465,JAMMU AND KASHMIR BANK LTD.,INE168A01041,J&KBANK,J&KBANK,3493,Small Cap
466,AMBER ENTERPRISES INDIA LIMITED,INE371P01015,AMBER,AMBER,3475,Small Cap
467,JK TYRE & INDUSTRIES LTD.,INE573A01042,JKTYRE,JKTYRE,3460,Small Cap
468,HEIDELBERGCEMENT  INDIA LIMITED,INE578A01017,HEIDELBERG,HEIDELBERG,3440,Small Cap
469,DEEPAK NITRITE LIMITED,INE288B01029,DEEPAKNI,DEEPAKNTR,3431,Small Cap
470,RUPA & COMPANY LIMITED,INE895B01021,RUPA,RUPA,3405,Small Cap
471,"JAMNA AUTO INDUSTRIES LTD.,",INE039C01032,JAMNAAUTO,JAMNAAUTO,3390,Small Cap
472,THYROCARE TECHNOLOGIES LIMITED,INE594H01019,THYROCARE,THYROCARE,3389,Small Cap
473,KAVERI SEED COMPANY LTD,INE455I01029,KSCL,KSCL,3383,Small Cap
474,SONATA SOFTWARE LTD.,INE269A01021,SONATSOFTW,SONATSOFTW,3383,Small Cap
475,SHIPPING CORPORATION OF INDIA LTD,INE109A01011,SCI,SCI,3361,Small Cap
476,ENTERTAINMENT NETWORK (INDIA) LTD,INE265F01028,ENIL,ENIL,3354,Small Cap
477,PURAVANKARA LIMITED,INE323I01011,PURVA,PURVA,3353,Small Cap
478,JUST DIAL LIMITED,INE599M01018,JUSTDIAL,JUSTDIAL,3346,Small Cap
479,HERITAGE FOODS LIMITED,INE978A01027,HERITGFOOD,HERITGFOOD,3336,Small Cap
480,NAVNEET EDUCATION LIMITED,INE060A01024,NAVNETEDUL,NAVNETEDUL,3302,Small Cap
481,RELIANCE HOME FINANCE LIMITED,INE217K01011,RELHOME,RHFL,3297,Small Cap
482,MAS FINANCIAL SERVICES LIMITED,INE348L01012,MASFIN,MASFIN,3296,Small Cap
483,NOCIL LTD,INE163A01018,NOCIL,NOCIL,3250,Small Cap
484,LA OPALA RG LTD.,INE059D01020,LAOPALA,LAOPALA,3246,Small Cap
485,SUPREME PETROCHEM LTD.,INE663A01017,SUPPETRO,SUPPETRO,3242,Small Cap
486,MAHARASHTRA SEAMLESS LTD.,INE271B01025,MAHSEAMLES,MAHSEAMLES,3210,Small Cap
487,"SUDARSHAN CHEMICAL INDUS. LTD.,",INE659A01023,SUDARSCHEM,SUDARSCHEM,3208,Small Cap
488,KEI INDUSTRIES LTD.,INE878B01027,KEI,KEI,3204,Small Cap
489,CENTRAL DEPOSITORY SERVICES (INDIA) LTD.,INE736A01011,,CDSL,3182,Small Cap
490,TEJAS NETWORKS LIMITED,INE010J01012,TEJASNET,TEJASNET,3170,Small Cap
491,GREAVES COTTON LTD.,INE224A01026,GREAVESCOT,GREAVESCOT,3166,Small Cap
492,DHANUKA AGRITECH LTD.,INE435G01025,DHANUKA,DHANUKA,3119,Small Cap
493,JAIPRAKASH POWER VENTURES LIMITED,INE351F01018,JPHYDRO,JPPOWER,3091,Small Cap
494,"SIYARAM SILK MILLS LTD.,",INE076B01028,SIYSIL,SIYSIL,3079,Small Cap
495,DEEPAK FERTILIZERS &PETROCHEMICALS,INE501A01019,DEEPAKFERT,DEEPAKFERT,3021,Small Cap
496,DENA BANK,INE077A01010,DENABANK,DENABANK,3020,Small Cap
497,"PRAKASH INDUSTRIES LTD.,",INE603A01013,PRAKASH,PRAKASH,3010,Small Cap
498,PRATAAP SNACKS LIMITED,INE393P01035,DIAMONDYD,DIAMONDYD,2949,Small Cap
499,MERCK LTD.,INE199A01012,MERCK,MERCK,2941,Small Cap
500,APAR INDUSTRIES LTD,INE372A01015,APARINDS,APARINDS,2927,Small Cap
501,HATHWAY CABLE & DATACOM LIMITED,INE982F01036,HATHWAY,HATHWAY,2905,Small Cap
502,"MAHARASHTRA SCOOTERS LTD.,",INE288A01013,MAHSCOOTER,MAHSCOOTER,2903,Small Cap
503,"BHANSALI ENGINEERING POLYMERS LTD.,",INE922A01025,BEPL,BEPL,2892,Small Cap
504,PRIME FOCUS LIMITED,INE367G01038,PFOCUS,PFOCUS,2891,Small Cap
505,ORIENT CEMENT LIMITED,INE876N01018,ORIENTCEM,ORIENTCEM,2888,Small Cap
506,"NATIONAL FERTILIZERS LTD.,",INE870D01012,NFL,NFL,2875,Small Cap
507,ITD CEMENTATION INDIA LTD,INE686A01026,ITDCEM,ITDCEM,2871,Small Cap
508,GUJARAT AMBUJA EXPORTS LTD.,INE036B01022,GAEL,GAEL,2870,Small Cap
509,KSB PUMPS LIMITED.,INE999A01015,KSBPUMPS,KSBPUMPS,2859,Small Cap
510,KUSHAL LIMITED,INE647N01021,KUSHAL,,2850,Small Cap
511,GREENLAM INDUSTRIES LTD,INE544R01013,GRNLAMIND,GREENLAM,2841,Small Cap
512,GHCL LTD.,INE539A01019,GHCL,GHCL,2841,Small Cap
513,LAKSHMI VILAS BANK LTD,INE694C01018,LAKSHVILAS,LAKSHVILAS,2818,Small Cap
514,SOMANY CERAMICS LIMITED,INE355A01028,SOMANYCERA,SOMANYCERA,2814,Small Cap
515,PTC INDIA LTD,INE877F01012,PTC,PTC,2812,Small Cap
516,VA TECH WABAG LIMITED,INE956G01038,WABAG,WABAG,2801,Small Cap
517,SIMPLEX INFRASTRUCTURES LIMITED,INE059B01024,SIMPLEXINF,SIMPLEXINF,2798,Small Cap
518,JAI CORP LIMITED,INE070D01027,JAICORPLTD,JAICORPLTD,2789,Small Cap
519,DPSC LTD.,INE360C01024,,DPSCLTD,2775,Small Cap
520,ASTRAZENECA PHARMA INDIA LTD.,INE203A01020,ASTRAZEN,ASTRAZEN,2771,Small Cap
521,HSIL LIMITED,INE415A01038,HSIL,HSIL,2771,Small Cap
522,KAMA HOLDINGS LIMITED,INE411F01010,SRFPOLY,,2765,Small Cap
523,T.V.TODAY NETWORK LIMITED,INE038F01029,TVTODAY,TVTODAY,2752,Small Cap
524,LT FOODS LIMITED,INE818H01020,DAAWAT,DAAWAT,2743,Small Cap
525,ORIENT ELECTRIC LIMITED,INE142Z01019,ORIENTELEC,ORIENTELEC,2742,Small Cap
526,GRANULES INDIA LTD.,INE101D01020,GRANULES,GRANULES,2739,Small Cap
527,SANGHI INDUSTRIES LTD.,INE999B01013,SANGHIIND,SANGHIIND,2716,Small Cap
528,FUTURE SUPPLY CHAIN SOLUTIONS LIMITED,INE935Q01015,FSC,FSC,2709,Small Cap
529,TAKE SOLUTIONS LTD,INE142I01023,TAKE,TAKE,2706,Small Cap
530,"GOODYEAR INDIA LTD.,",INE533A01012,GOODYEAR,,2705,Small Cap
531,ADVANCED ENZYME TECHNOLOGIES LIMITED,INE837H01020,ADVENZYMES,ADVENZYMES,2700,Small Cap
532,"HINDUSTAN CONSTRUCTION CO. LTD.,",INE549A01026,HCC,HCC,2687,Small Cap
533,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,INE839M01018,SCHNEIDER,SCHNEIDER,2683,Small Cap
534,VESUVIUS INDIA LTD.,INE386A01015,VESUVIUS,VESUVIUS,2661,Small Cap
535,INOX LEISURE LIMITED,INE312H01016,INOXLEISUR,INOXLEISUR,2636,Small Cap
536,FEDERAL-MOGUL GOETZE (INDIA) LTD,INE529A01010,FMGOETZE,FMGOETZE,2629,Small Cap
537,"TVS SRICHAKRA LTD.,",INE421C01016,TVSSRICHAK,TVSSRICHAK,2623,Small Cap
538,"BALMER LAWRIE & CO. LTD.,",INE164A01016,BALMLAWRIE,BALMLAWRIE,2606,Small Cap
539,HEALTHCARE GLOBAL ENTERPRISES LIMITED,INE075I01017,HCG,HCG,2602,Small Cap
540,NAVA BHARAT VENTURES LTD,INE725A01022,NBVENTURES,NBVENTURES,2596,Small Cap
541,WHEELS INDIA LTD,INE715A01015,WHEELS,WHEELS,2593,Small Cap
542,GOCL CORPORATION LIMITED,INE077F01035,GOCLCORP,GOCLCORP,2583,Small Cap
543,UFLEX LIMITED,INE516A01017,UFLEX,UFLEX,2573,Small Cap
544,NILKAMAL LIMITED,INE310A01015,NILKAMAL,NILKAMAL,2573,Small Cap
545,BANK OF MAHARASHTRA,INE457A01014,MAHABANK,MAHABANK,2564,Small Cap
546,RAMKRISHNA FORGINGS LTD.,INE399G01015,RKFORGE,RKFORGE,2544,Small Cap
547,J.B. CHEMICALS & PHARMACEUTICALS LT,INE572A01028,JBCHEPHARM,JBCHEPHARM,2543,Small Cap
548,INOX WIND LIMITED,INE066P01011,INOXWIND,INOXWIND,2542,Small Cap
549,MISHRA DHATU NIGAM LIMITED,INE099Z01011,MIDHANI,MIDHANI,2542,Small Cap
550,AHLUWALIA CONTRACTS (INDIA) LTD,INE758C01029,AHLUCONT,AHLUCONT,2526,Small Cap
551,NAVKAR CORPORATION LIMITED,INE278M01019,NAVKARCORP,NAVKARCORP,2517,Small Cap
552,GTL INFRASTRUCTURE LIMITED,INE221H01019,GTLINFRA,GTLINFRA,2514,Small Cap
