ABB,1,8
ABBOTINDIA,1,55
ACC,3,83
ADANIENT,2,10
ADANIPORTS,1,12
AEGISLOG,2,5
AKZOINDIA,2,66
AMARAJABAT,4,18
AMBUJACEM,2,26
APOLLOHOSP,2,60
APOLLOTYRE,2,42
ARVIND,1,14
ASAHIINDIA,2,14
ASIANPAINT,4,124
ASIANTILES,1,2
AUROPHARMA,4,12
AVANTI,2,45
AXISBANK,1,10
All cargo logistics,2,62
BAJAJ-AUTO,2,175
BAJAJFINSV,1,2
BALKRISIND,8,26
BASF,2,7
BATAINDIA,2,23
BAYERCROP,2,35
BDL,1,21
BEL,4,26
BERGEPAINT,2,21
BHARTIARTL,5,269
BHEL,3,73
BLUEDART,2,27
BLUESTARCO,1,10
BOSCHLTD,1,100
BPCL,3,193
BRIGADE,2,28
BRITANNIA,2,72
BSE,3,123
Balrampurchinimills,1,45
CADILAHC,1,17
CARBORUNIV,3,19
CARERATING,8,144
CASTROLIND,3,66
CDSL,1,24
CEATLTD,2,34
CENTURYPLY,2,11
CERA,2,24
CHAMBLFERT,1,13
CHOLAINV,1,4
CIPLA,2,16
COALINDIA,5,1455
COLPAL,5,51
CONCOR,3,31
COROMANDEL,4,68
COX&KINGS,1,4
CRISIL,6,60
CROMPTON,1,7
CUMMINSIND,4,82
Cox & kings ,1,8
DABUR,4,62
DCMSHRIRAM,2,24
DISHTV,1,14
DLF,3,32
DRREDDY,1,40
Dividend,1,110
EICHERMOT,1,110
EIDPARRY,2,40
EIHOTEL,2,20
EINSEDUTEC,1,22
EMAMILTD,2,19
ENGINERSIN,4,102
EVEREADY,1,9
EXIDEIND,4,24
FLFL,2,9
FSC,1,2
GAIL,5,312
GICRE,1,27
GILLETTE,3,52
GLENMARK,2,12
GODFRYPHLP,1,16
GODREJAGRO,1,9
GODREJCP,6,31
GODREJIND,1,3
GRASIM,1,6
GREENPLY,1,3
GRINDWELL,1,15
GRNLAMIND,2,6
Glaxo consumer,1,75
HATSUN,1,4
HAVELLS,1,20
HCLTECH,10,168
HDFC,5,314
HDFCBANK,3,546
HDFCLIFE,1,4
HEROMOTOCO,4,275
HINDALCO,2,25
HINDPETRO,4,182
HINDUNILVR,6,305
HINDZINC,2,58
HONAUT,1,32
HSIL,2,36
HUDCO,2,27
Hcil,1,8
Hdfc life insurance,1,9
Hdfcasset,1,156
IBULHSGFIN,6,73
ICICIBANK,3,99
ICICIGI,3,22
ICICIPRULI,4,59
ICRA,2,57
IGL,1,8
IIFL,1,10
INDHOTEL,2,38
INDIGO,2,46
IOC,3,141
ISEC,2,29
ITC,4,689
ITDC,1,2
Indian oil corpn ,2,111
JISLJALEQS,1,10
JSWSTEEL,2,43
JUBLFOOD,2,12
Jk tyre and,2,38
Johnson controlshit,1,1
KAJARIACER,2,15
KANSAINER,2,22
KOTAKBANK,2,2
KRBL,1,11
KSBPUMPS,1,18
KSCL,1,6
L&TFH,1,6
LALPATHLAB,3,12
LICHSGFIN,2,32
LT,3,232
LTI,2,27
LTTS,2,19
LUPIN$,2,75
M&M,1,13
MAHLOG,1,3
MARICO,4,67
MARUTI,2,155
MCX,1,17
MHRIL,1,24
MONSANTO,4,110
MOTHERSUMI,3,174
MRF,3,60
MUTHOOTFIN,1,40
Mahindra & mahindra,2,42
Mfl q fy,4,20
NATIONALUM,3,410
NAUKRI,6,24
NBCC,3,18
NCCBLUE,2,25
NESTLEIND,5,161
NHPC,3,112
NIACL,2,17
NILKAMAL,4,28
NLCINDIA,3,161
NMDC,2,83
NTPC,9,584
ONGC,13,722
PAGEIND,5,287
PCJEWELLER,1,7
PEL,2,71
PETRONET,3,102
PFC,2,132
PFIZER,1,20
PGHH,3,107
PIDILITIND,1,9
PIIND,2,4
POWERGRID,5,477
PRAXIS,1,31
PRESTIGE,2,14
PURVA,2,72
PVR,2,6
Pidilite fn,1,18
RAJESHEXPO,2,6
RALLIS,2,43
RECLTD,3,125
RELAXO,2,8
RELIANCE,2,167
Rec ,1,220
SANOFI,2,71
SBILIFE,1,4
SBIN,1,26
SIEMENS,2,35
SKFINDIA,2,34
SOBHA,2,49
SOMANYCERA,1,2
SRTRANSFIN,3,16
SUNPHARMA,3,91
SUPREMEIND,4,41
Sfi int,1,5
TALWALKARS,3,21
TATACHEM,2,110
TATACOFFEE,1,14
TATAGLOBAL,2,46
TATAMOTORS,1,1
TATAPOWER,2,48
TATASTEEL,1,140
TCS,12,907
TECHM,1,84
THOMASCOOK,2,4
TIFIN,3,5
TIINDIA,4,26
TITANSEC,2,27
TRENT,2,12
TTKPRESTIG,2,42
TVSMOTOR,4,34
Tatacoffe,1,22
UBL,2,5
UFLEX,1,8
ULTRACEMCO,2,61
UPL,2,105
VBL,1,5
VEDL,4,1177
VENKYS,1,8
VGUARD,1,2
VIPIND,4,49
VOLTAS,2,23
VRLLOG,1,21
VSTIND,1,77
VSTTILLERS,2,65
WHIRLPOOL,2,11
WIPRO,5,156
WONDERLA,1,4
ZEEL,2,51
ZEELEARN,2,5
