Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
506260,ANUHPHR,ANUH PHARMA LTD.,05 Aug 2015,Bonus issue 2:1,06 Aug 2015,-,-,30 Jul 2015,05 Aug 2015,-
512011,TEATIME,TEA TIME LTD.,28 Aug 2015,Bonus issue 093200    ,08 Sep 2015,-,-,28 Aug 2015,11 Sep 2015,-
534060,PMCFIN,PMC Fincorp Limited,31 Aug 2015,Bonus issue 1:1,01 Sep 2015,-,-,25 Aug 2015,31 Aug 2015,-
521220,DAMOTH,DAMODAR INDUSTRIES LTD.-$,02 Sep 2015,Bonus issue 1:4,03 Sep 2015,-,-,27 Aug 2015,02 Sep 2015,-
504000,ELPROINTL,ELPRO INTERNATIONAL LTD.,08 Sep 2015,Bonus issue 2:1,-,10 Sep 2015,10 Sep 2015,07 Sep 2015,09 Sep 2015,-
511072,DHFL,DEWAN HOUSING FINANCE CORPORATION LTD.,09 Sep 2015,Bonus issue 1:1,10 Sep 2015,-,-,03 Sep 2015,09 Sep 2015,-
500049,BEL,BHARAT ELECTRONICS LTD.,14 Sep 2015,Bonus issue 2:1,15 Sep 2015,-,-,08 Sep 2015,14 Sep 2015,-
523694,APCOTEXIND,APCOTEX INDUSTRIES LTD.,23 Sep 2015,Bonus issue 1:1,24 Sep 2015,-,-,18 Sep 2015,23 Sep 2015,-
500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,23 Sep 2015,Bonus issue 1:1,24 Sep 2015,-,-,16 Sep 2015,23 Sep 2015,-
532488,DIVISLAB,DIVI'S LABORATORIES LTD.,23 Sep 2015,Bonus issue 1:1,26 Sep 2015,-,-,18 Sep 2015,23 Sep 2015,-
501831,COASTCORP,COASTAL CORPORATION LTD.,29 Sep 2015,Bonus issue 1:1,-,01 Oct 2015,01 Oct 2015,29 Sep 2015,06 Oct 2015,-
526519,ALPINEHOU,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.,06 Oct 2015,Bonus issue 1:1,-,08 Oct 2015,08 Oct 2015,30 Sep 2015,07 Oct 2015,-
506248,AMNPLST,AMINES & PLASTICIZERS LTD.,08 Oct 2015,Bonus issue 1:1,09 Oct 2015,-,-,01 Oct 2015,08 Oct 2015,-
536974,CPL,Captain Polyplast Ltd,08 Oct 2015,Bonus issue 1:8,10 Oct 2015,-,-,05 Oct 2015,08 Oct 2015,-
538771,PINCON,Pincon Spirit Ltd,08 Oct 2015,Bonus issue 1:1,10 Oct 2015,-,-,05 Oct 2015,08 Oct 2015,-
532776,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,08 Oct 2015,Bonus issue 1:1,10 Oct 2015,-,-,05 Oct 2015,08 Oct 2015,-
536264,TIGERLOGS,Tiger Logistics (India) Ltd,15 Oct 2015,Bonus issue 3:2,16 Oct 2015,-,-,09 Oct 2015,15 Oct 2015,-
504380,ZVINADTR,VINADITYA TRADING CO.LTD.,15 Oct 2015,Bonus issue 47:1,16 Oct 2015,-,-,13 Oct 2015,15 Oct 2015,-
538715,DHABRIYA,Dhabriya Polywood Ltd,21 Oct 2015,Bonus issue 1:4,23 Oct 2015,-,-,15 Oct 2015,21 Oct 2015,-
503169,RUBYMILLS,RUBY MILLS LTD.,21 Oct 2015,Bonus issue 1:1,24 Oct 2015,-,-,16 Oct 2015,21 Oct 2015,-
524444,ATREYA,Kavit Industries Limited,23 Oct 2015,Bonus issue 1:3,26 Oct 2015,-,-,16 Oct 2015,23 Oct 2015,-
514474,FAIRDSY,FAIR DEAL FILAMENTS LTD.-$,29 Oct 2015,Bonus issue 1:10,31 Oct 2015,-,-,26 Oct 2015,29 Oct 2015,-
534422,LOOKS,Looks Health Services Limited,29 Oct 2015,Bonus issue 3:4,30 Oct 2015,-,-,23 Oct 2015,29 Oct 2015,-
532927,ECLERX,ECLERX SERVICES LTD.,17 Dec 2015,Bonus issue 1:3,18 Dec 2015,-,-,11 Dec 2015,17 Dec 2015,-
505850,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,17 Dec 2015,Bonus issue 5:1,19 Dec 2015,-,-,14 Dec 2015,17 Dec 2015,-
503101,MARATHON,MARATHON NEXTGEN REALTY LTD.,21 Dec 2015,Bonus issue 1:2,22 Dec 2015,-,-,15 Dec 2015,21 Dec 2015,-
523261,VENKYS,VENKY'S (INDIA) LTD.,21 Dec 2015,Bonus issue 1:2,22 Dec 2015,-,-,15 Dec 2015,21 Dec 2015,-
531642,MARICO,MARICO LTD.,22 Dec 2015,Bonus issue 1:1,24 Dec 2015,-,-,17 Dec 2015,22 Dec 2015,-
532749,ALLCARGO,ALLCARGO LOGISTICS LTD.,30 Dec 2015,Bonus issue 1:1,31 Dec 2015,-,-,28 Dec 2015,30 Dec 2015,-
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,05 Jan 2016,Bonus issue 1:2,06 Jan 2016,-,-,30 Dec 2015,05 Jan 2016,-
522295,CONTROLP,CONTROL PRINT LTD.-$,11 Jan 2016,Bonus issue 1:2,12 Jan 2016,-,-,05 Jan 2016,11 Jan 2016,-
539132,VEGETABLE,Vegetable Products Ltd,18 Feb 2016,Bonus issue 9:5,22 Feb 2016,-,-,15 Feb 2016,19 Feb 2016,-
512165,ABANSENT,ABans Enterprises Ltd,03 Mar 2016,Bonus issue 7:1,04 Mar 2016,-,-,26 Feb 2016,03 Mar 2016,-
532819,MINDTREE,MINDTREE LTD.,09 Mar 2016,Bonus issue 1:1,10 Mar 2016,-,-,02 Mar 2016,09 Mar 2016,-
507526,ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LTD.,10 Mar 2016,Bonus issue 1:1,11 Mar 2016,-,-,03 Mar 2016,10 Mar 2016,-
531328,KRETTOSYS,Kretto Syscon Ltd,10 Mar 2016,Bonus issue 2:5,12 Mar 2016,-,-,04 Mar 2016,10 Mar 2016,-
539309,RAMASTEEL,Rama Steel Tubes Ltd,14 Mar 2016,Bonus issue 4:1,15 Mar 2016,-,-,08 Mar 2016,14 Mar 2016,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,16 Mar 2016,Bonus issue 1:1,17 Mar 2016,-,-,10 Mar 2016,16 Mar 2016,-
530187,ATHARVENT,ATHARV ENTERPRISES LTD.,17 Mar 2016,Bonus issue 1:1,19 Mar 2016,-,-,14 Mar 2016,17 Mar 2016,-
506146,VIVIDHA,VISAGAR POLYTEX LTD.,30 Mar 2016,Bonus issue 1:3,02 Apr 2016,-,-,28 Mar 2016,30 Mar 2016,-
