Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
523828,MENONBE,MENON BEARINGS LTD.-$,09 Apr 2015,Stock  Split From Rs.5/- to Rs.1/-,10 Apr 2015,-,-,31 Mar 2015,09 Apr 2015,-
537069,ARNOLD,Arnold Holdings Ltd,16 Apr 2015,Stock  Split From Rs.10/- to Rs.2/-,17 Apr 2015,-,-,09 Apr 2015,16 Apr 2015,-
513519,PITTIENG,Pitti Engineering Ltd-$,16 Apr 2015,Stock  Split From Rs.10/- to Rs.5/-,17 Apr 2015,-,-,09 Apr 2015,16 Apr 2015,-
509162,INDAG,INDAG RUBBER LTD.-$,23 Apr 2015,Stock  Split From Rs.10/- to Rs.2/-,24 Apr 2015,-,-,17 Apr 2015,23 Apr 2015,-
532966,TWL,TITAGARH WAGONS LTD.,23 Apr 2015,Stock  Split From Rs.10/- to Rs.2/-,24 Apr 2015,-,-,17 Apr 2015,23 Apr 2015,-
531233,RASIELEC,RASI ELECTRODES LTD.,11 May 2015,Stock  Split From Rs.10/- to Rs.2/-,12 May 2015,-,-,05 May 2015,11 May 2015,-
539010,SMADL,Shri Mahalaxmi Agricultural Development Ltd,18 May 2015,Stock  Split From Rs.10/- to Rs.5/-,19 May 2015,-,-,12 May 2015,18 May 2015,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,21 May 2015,Stock  Split From Rs.10/- to Rs.2/-,22 May 2015,-,-,15 May 2015,21 May 2015,-
504000,ELPROINTL,ELPRO INTERNATIONAL LTD.,04 Jun 2015,Stock  Split From Rs.10/- to Rs.2/-,05 Jun 2015,-,-,29 May 2015,04 Jun 2015,-
502448,ROLLT,ROLLATAINERS LTD.,04 Jun 2015,Stock  Split From Rs.10/- to Rs.2/-,05 Jun 2015,-,-,29 May 2015,04 Jun 2015,-
535141,SRDL,SUNSTAR REALTY DEVELOPMENT LTD.,04 Jun 2015,Stock  Split From Rs.10/- to Rs.1/-,05 Jun 2015,-,-,29 May 2015,04 Jun 2015,-
533333,FCL,FINEOTEX CHEMICAL LTD.,11 Jun 2015,Stock  Split From Rs.10/- to Rs.2/-,12 Jun 2015,-,-,05 Jun 2015,11 Jun 2015,-
506159,ASISL,ASIS LOGISTICS LIMITED,12 Jun 2015,Stock  Split From Rs.100/- to Rs.1/-,15 Jun 2015,-,-,08 Jun 2015,12 Jun 2015,-
513691,JMTAUTOLTD,JMT AUTO LTD.,25 Jun 2015,Stock  Split From Rs.10/- to Rs.2/-,26 Jun 2015,-,-,19 Jun 2015,25 Jun 2015,-
538364,BCPAL,Birdhi Chand Pannalal Agencies Ltd,02 Jul 2015,Stock  Split From Rs.10/- to Rs.1/-,03 Jul 2015,-,-,25 Jun 2015,02 Jul 2015,-
517080,HIGHGROUND,High Ground Enterprise Ltd,16 Jul 2015,Stock  Split From Rs.10/- to Rs.1/-,17 Jul 2015,-,-,10 Jul 2015,16 Jul 2015,-
