Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
538295,KAUSAMBI,Kausambi Vanijya Ltd,14 Aug 2015,Stock  Split From Rs.10/- to Rs.1/-,17 Aug 2015,-,-,11 Aug 2015,13 Aug 2015,-
512131,SIGNETIND,Signet Industries Limited,17 Aug 2015,Stock  Split From Rs.10/- to Rs.1/-,19 Aug 2015,-,-,12 Aug 2015,18 Aug 2015,-
509496,ITDCEM,ITD CEMENTATION INDIA LTD.,21 Aug 2015,Stock  Split From Rs.10/- to Rs.1/-,24 Aug 2015,-,-,14 Aug 2015,21 Aug 2015,-
536170,KUSHAL,Kushal Ltd,03 Sep 2015,Stock  Split From Rs.10/- to Rs.2/-,05 Sep 2015,-,-,31 Aug 2015,03 Sep 2015,-
500003,AEGISLOG,AEGIS LOGISTICS LTD.,16 Sep 2015,Stock  Split From Rs.10/- to Rs.1/-,18 Sep 2015,-,-,10 Sep 2015,16 Sep 2015,-
526987,URJAGLOBA,URJA GLOBAL LTD.,16 Sep 2015,Stock  Split From Rs.10/- to Rs.1/-,19 Sep 2015,-,-,11 Sep 2015,16 Sep 2015,-
521206,SAMTEX,SAMTEX FASHIONS LTD.-$,22 Sep 2015,Stock  Split From Rs.10/- to Rs.2/-,-,24 Sep 2015,24 Sep 2015,16 Sep 2015,23 Sep 2015,-
531082,ALANKIT,Alankit Ltd,23 Sep 2015,Stock  Split From Rs.10/- to Rs.2/-,24 Sep 2015,-,-,16 Sep 2015,23 Sep 2015,-
538607,TOYAMIND,Toyam Industries Ltd,05 Oct 2015,Stock  Split From Rs.10/- to Rs.1/-,06 Oct 2015,-,-,28 Sep 2015,05 Oct 2015,-
532321,CADILAHC,CADILA HEALTHCARE LTD.,06 Oct 2015,Stock  Split From Rs.5/- to Rs.1/-,07 Oct 2015,-,-,29 Sep 2015,06 Oct 2015,-
500043,BATAINDIA,BATA INDIA LTD.,07 Oct 2015,Stock  Split From Rs.10/- to Rs.5/-,08 Oct 2015,-,-,30 Sep 2015,07 Oct 2015,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,15 Oct 2015,Stock  Split From Rs.10/- to Rs.5/-,16 Oct 2015,-,-,09 Oct 2015,15 Oct 2015,-
538743,MUDUNURU,Mudunuru Ltd,15 Oct 2015,Stock  Split From Rs.10/- to Rs.2/-,17 Oct 2015,-,-,12 Oct 2015,15 Oct 2015,-
526885,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,29 Oct 2015,Stock  Split From Rs.10/- to Rs.1/-,30 Oct 2015,-,-,23 Oct 2015,29 Oct 2015,-
531153,DILIGENT,DILIGENT INDUSTRIES LTD.,30 Oct 2015,Stock  Split From Rs.10/- to Rs.5/-,02 Nov 2015,-,-,26 Oct 2015,30 Oct 2015,-
524174,KESARPE,KESAR PETROPRODUCTS LTD.,30 Oct 2015,Stock  Split From Rs.10/- to Rs.1/-,02 Nov 2015,-,-,26 Oct 2015,30 Oct 2015,-
531648,MAHAVIRIND,Mahavir Industries Limited,02 Nov 2015,Stock  Split From Rs.10/- to Rs.5/-,03 Nov 2015,-,-,27 Oct 2015,02 Nov 2015,-
530549,SHILPAMED,SHILPA MEDICARE LTD.,06 Nov 2015,Stock  Split From Rs.2/- to Rs.1/-,09 Nov 2015,-,-,02 Nov 2015,06 Nov 2015,-
502015,ASIIL,ASI Industries Ltd,26 Nov 2015,Stock  Split From Rs.5/- to Rs.1/-,27 Nov 2015,-,-,19 Nov 2015,26 Nov 2015,-
512573,AVANTI,AVANTI FEEDS LTD.-$,26 Nov 2015,Stock  Split From Rs.10/- to Rs.2/-,27 Nov 2015,-,-,19 Nov 2015,26 Nov 2015,-
524816,NATCOPHARM,NATCO PHARMA LTD.,26 Nov 2015,Stock  Split From Rs.10/- to Rs.2/-,28 Nov 2015,-,-,20 Nov 2015,26 Nov 2015,-
538548,VITANAGRO,Vitan Agro Industries Ltd,26 Nov 2015,Stock  Split From Rs.10/- to Rs.1/-,27 Nov 2015,-,-,19 Nov 2015,26 Nov 2015,-
538212,SHARPINV,Sharp Investments Ltd,02 Dec 2015,Stock  Split From Rs.10/- to Rs.1/-,03 Dec 2015,-,-,26 Nov 2015,02 Dec 2015,-
524576,VIVIDIND,VIVID GLOBAL INDUSTRIES LTD.,02 Dec 2015,Stock  Split From Rs.10/- to Rs.5/-,03 Dec 2015,-,-,26 Nov 2015,02 Dec 2015,-
520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,03 Dec 2015,Stock  Split From Rs.10/- to Rs.5/-,04 Dec 2015,-,-,27 Nov 2015,03 Dec 2015,-
532940,JKIL,J.KUMAR INFRAPROJECTS LTD.,10 Dec 2015,Stock  Split From Rs.10/- to Rs.5/-,11 Dec 2015,-,-,04 Dec 2015,10 Dec 2015,-
535730,KHOOBSURAT,Khoobsurat Ltd,14 Dec 2015,Stock  Split From Rs.10/- to Rs.1/-,15 Dec 2015,-,-,08 Dec 2015,14 Dec 2015,-
538422,JACKSON,Jackson Investments Ltd,15 Dec 2015,Stock  Split From Rs.10/- to Rs.1/-,16 Dec 2015,-,-,09 Dec 2015,15 Dec 2015,-
514366,CITIZYN,CITIZEN YARNS LTD.,16 Dec 2015,Stock  Split From Rs.10/- to Rs.5/-,17 Dec 2015,-,-,11 Dec 2015,16 Dec 2015,-
539200,NOBPOL,Noble Polymers Ltd,16 Dec 2015,Stock  Split From Rs.10/- to Rs.5/-,17 Dec 2015,-,-,11 Dec 2015,16 Dec 2015,-
505075,SETCO,SETCO AUTOMOTIVE LTD.,16 Dec 2015,Stock  Split From Rs.10/- to Rs.2/-,17 Dec 2015,-,-,10 Dec 2015,16 Dec 2015,-
532815,SMSPHARMA,SMS PHARMACEUTICALS LTD.,17 Dec 2015,Stock  Split From Rs.10/- to Rs.1/-,18 Dec 2015,-,-,11 Dec 2015,17 Dec 2015,-
533329,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,21 Dec 2015,Stock  Split From Rs.10/- to Rs.2/-,22 Dec 2015,-,-,15 Dec 2015,21 Dec 2015,-
526622,MFLINDIA,MFL INDIA LTD.,22 Dec 2015,Stock  Split From Rs.10/- to Rs.1/-,24 Dec 2015,-,-,18 Dec 2015,22 Dec 2015,-
530307,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,28 Dec 2015,Stock  Split From Rs.10/- to Rs.2/-,29 Dec 2015,-,-,18 Dec 2015,28 Dec 2015,-
526797,GREENPLY,GREENPLY INDUSTRIES LTD.,06 Jan 2016,Stock  Split From Rs.5/- to Rs.1/-,07 Jan 2016,-,-,31 Dec 2015,06 Jan 2016,-
531723,STAMPEDE,Stampede Capital Limited,07 Jan 2016,Stock  Split From Rs.10/- to Rs.1/-,09 Jan 2016,-,-,04 Jan 2016,07 Jan 2016,-
526263,MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,17 Feb 2016,Stock  Split From Rs.10/- to Rs.2/-,18 Feb 2016,-,-,11 Feb 2016,16 Feb 2016,-
533080,MOLDTKPAC,Mold-Tek Packaging Limited,17 Feb 2016,Stock  Split From Rs.10/- to Rs.5/-,18 Feb 2016,-,-,11 Feb 2016,16 Feb 2016,-
539132,VEGETABLE,Vegetable Products Ltd,18 Feb 2016,Stock  Split From Rs.10/- to Rs.1/-,22 Feb 2016,-,-,15 Feb 2016,19 Feb 2016,-
512608,BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.,25 Feb 2016,Stock  Split From Rs.10/- to Rs.1/-,26 Feb 2016,-,-,18 Feb 2016,25 Feb 2016,-
512529,SEQUENT,SEQUENT SCIENTIFIC LTD.,25 Feb 2016,Stock  Split From Rs.10/- to Rs.2/-,26 Feb 2016,-,-,18 Feb 2016,25 Feb 2016,-
533239,PRAKASHSTL,PRAKASH STEELAGE LTD.,03 Mar 2016,Stock  Split From Rs.10/- to Rs.1/-,04 Mar 2016,-,-,26 Feb 2016,03 Mar 2016,-
539309,RAMASTEEL,Rama Steel Tubes Ltd,14 Mar 2016,Stock  Split From Rs.10/- to Rs.5/-,15 Mar 2016,-,-,08 Mar 2016,14 Mar 2016,-
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,16 Mar 2016,Stock  Split From Rs.10/- to Rs.5/-,17 Mar 2016,-,-,10 Mar 2016,16 Mar 2016,-
523539,PRECWIRE,PRECISION WIRES INDIA LTD.,21 Mar 2016,Stock  Split From Rs.10/- to Rs.5/-,22 Mar 2016,-,-,15 Mar 2016,21 Mar 2016,-
514162,WELSPUNIND,WELSPUN INDIA LTD.,21 Mar 2016,Stock  Split From Rs.10/- to Rs.1/-,22 Mar 2016,-,-,15 Mar 2016,21 Mar 2016,-
513307,SYNTHFO,SYNTHIKO FOILS LTD.,22 Mar 2016,Stock  Split From Rs.10/- to Rs.5/-,23 Mar 2016,-,-,18 Mar 2016,22 Mar 2016,-
