Stock Symbol,Company Name,ISIN Code,Action,Quantity,Transaction Price,Brokerage,Transaction Charges,StampDuty,Segment,STT Paid/Not Paid,Remarks,Transaction Date,Exchange,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,Buy,1,504.00,5.62,NA,NA,Rolling,STT Paid,icicidirect,11-Feb-2008,NSE,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,Buy,5,504.00,28.09,NA,NA,Rolling,STT Paid,icicidirect,12-Feb-2008,NSE,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,Sell,18,589.50,89.42,NA,NA,Rolling,STT Paid,icicidirect,05-Aug-2008,NSE,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,Sell,2,420.00,23.60,0.03,0.09,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,Buy,1,2722.00,41.32,0.09,0.00,Rolling,STT Paid,icicidirect,18-Jul-2017,NSE,
DRREDD,DR REDDYS LABORATORIES LTD,INE089A01023,Buy,1,2100.75,41.31,0.06,1.50,Rolling,STT Paid,icicidirect,04-Apr-2018,NSE,
EICMOT,EICHER MOTORS LTD,INE066A01021,Buy,10,3254.49,288.21,1.06,0.00,Rolling,STT Paid,icicidirect,19-Sep-2017,NSE,
EICMOT,EICHER MOTORS LTD,INE066A01021,Sell,10,3120.00,276.30,1.01,5.70,Rolling,STT Paid,icicidirect,08-Nov-2017,NSE,
EICMOT,EICHER MOTORS LTD,INE066A01021,Buy,10,2266.20,200.71,0.83,0.00,Rolling,STT Paid,icicidirect,12-Mar-2019,NSE,
EIDPAR,EID PARRY (INDIA) LTD,INE126A01031,Buy,3,333.00,28.72,0.04,0.00,Rolling,STT Paid,icicidirect,02-Jun-2017,NSE,
EIDPAR,EID PARRY (INDIA) LTD,INE126A01031,Buy,3,326.85,28.93,0.03,0.00,Rolling,STT Paid,icicidirect,01-Feb-2018,NSE,
EIDPAR,EID PARRY (INDIA) LTD,INE126A01031,Buy,5,205.50,30.32,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2019,NSE,
EIDPAR,EID PARRY (INDIA) LTD,INE126A01031,Buy,17,149.85,35.09,0.06,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
EIDPAR,EID PARRY (INDIA) LTD,INE126A01031,Buy,3,150.50,6.22,0.01,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
EIHLIM,EIH LIMITED,INE230A01023,Buy,8,133.80,30.77,0.04,0.00,Rolling,STT Paid,icicidirect,09-Jun-2017,NSE,
EIHLIM,EIH LIMITED,INE230A01023,Buy,7,146.55,30.27,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2018,NSE,
EIHLIM,EIH LIMITED,INE230A01023,Buy,6,189.00,33.46,0.05,0.00,Rolling,STT Paid,icicidirect,02-Jan-2019,BSE,
EIHLIM,EIH LIMITED,INE230A01023,Buy,30,65.95,41.31,0.04,0.00,Rolling,STT Paid,icicidirect,23-Mar-2020,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,1,1112.35,31.98,0.04,0.60,Rolling,STT Paid,icicidirect,12-Jun-2017,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,1,1300.90,38.38,0.04,0.00,Rolling,STT Paid,icicidirect,02-Jan-2018,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,2,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,29-Jun-2018,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,3,371.65,32.90,0.04,0.30,Rolling,STT Paid,icicidirect,19-Feb-2019,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,3,293.85,7.81,0.02,0.00,Rolling,STT Paid,icicidirect,11-Feb-2020,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,2,293.85,5.20,0.01,0.00,Rolling,STT Paid,icicidirect,11-Feb-2020,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,3,293.85,7.81,0.02,1.50,Rolling,STT Paid,icicidirect,11-Feb-2020,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,2,293.85,5.20,0.01,0.00,Rolling,STT Paid,icicidirect,11-Feb-2020,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,2,293.85,5.20,0.01,0.00,Rolling,STT Paid,icicidirect,11-Feb-2020,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,3,293.85,7.81,0.02,0.00,Rolling,STT Paid,icicidirect,11-Feb-2020,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,2,293.85,5.20,0.01,0.00,Rolling,STT Paid,icicidirect,11-Feb-2020,NSE,
EMALIM,EMAMI LIMITED,INE548C01032,Buy,15,202.00,41.31,0.07,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
EMBOFF,EMBASSY OFFICE PARKS REIT,INE041025011,Buy,200,361.13,639.65,2.49,10.85,Rolling,STT Paid,icicidirect,30-Sep-2020,NSE,
ENGIND,ENGINEERS INDIA LTD,INE510A01028,Buy,7,159.75,32.99,0.04,0.00,Rolling,STT Paid,icicidirect,08-Sep-2017,NSE,
ENGIND,ENGINEERS INDIA LTD,INE510A01028,Buy,10,121.45,35.97,0.77,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,BSE,
ENGIND,ENGINEERS INDIA LTD,INE510A01028,Buy,32,103.55,29.34,0.09,0.30,Rolling,STT Paid,icicidirect,09-Dec-2019,BSE,
ENGIND,ENGINEERS INDIA LTD,INE510A01028,Buy,44,103.50,40.33,0.13,0.00,Rolling,STT Paid,icicidirect,09-Dec-2019,BSE,
ENGIND,ENGINEERS INDIA LTD,INE510A01028,Buy,143,69.20,87.62,0.22,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
ENTNET,ENTERTAINMENT NETWORK (INDIA),INE265F01028,Buy,2,540.00,31.87,0.04,0.00,Rolling,STT Paid,icicidirect,13-Mar-2019,NSE,
ENTNET,ENTERTAINMENT NETWORK (INDIA),INE265F01028,Buy,2,181.90,5.50,0.01,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
ENTNET,ENTERTAINMENT NETWORK (INDIA),INE265F01028,Buy,5,182.20,13.78,0.02,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
ENTNET,ENTERTAINMENT NETWORK (INDIA),INE265F01028,Buy,4,182.20,11.02,0.02,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
ENTNET,ENTERTAINMENT NETWORK (INDIA),INE265F01028,Buy,4,181.95,11.01,0.02,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
ESSPRO,EPL LIMITED,INE255A01020,Buy,1,262.60,7.75,0.01,0.00,Rolling,STT Paid,icicidirect,28-May-2018,NSE,
ESSPRO,EPL LIMITED,INE255A01020,Buy,3,263.00,23.28,0.02,0.00,Rolling,STT Paid,icicidirect,28-May-2018,NSE,
ESSPRO,EPL LIMITED,INE255A01020,Buy,4,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,26-Jun-2018,NSE,
ESSPRO,EPL LIMITED,INE255A01020,Buy,2,99.15,5.85,0.03,0.00,Rolling,STT Paid,icicidirect,09-Oct-2018,BSE,
ESSPRO,EPL LIMITED,INE255A01020,Buy,2,99.05,5.85,0.03,0.00,Rolling,STT Paid,icicidirect,09-Oct-2018,BSE,
ESSPRO,EPL LIMITED,INE255A01020,Buy,2,99.20,5.86,0.03,0.00,Rolling,STT Paid,icicidirect,09-Oct-2018,BSE,
EVEIND,EVEREADY INDUSTRIES INDIA LTD,INE128A01029,Buy,3,314.95,27.16,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jun-2017,NSE,
EVEIND,EVEREADY INDUSTRIES INDIA LTD,INE128A01029,Buy,3,339.25,30.03,0.03,0.00,Rolling,STT Paid,icicidirect,01-Nov-2017,NSE,
EVEIND,EVEREADY INDUSTRIES INDIA LTD,INE128A01029,Buy,5,194.00,28.62,0.03,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
EVEIND,EVEREADY INDUSTRIES INDIA LTD,INE128A01029,Buy,10,108.05,31.88,0.04,0.30,Rolling,STT Paid,icicidirect,06-May-2019,NSE,
EVEIND,EVEREADY INDUSTRIES INDIA LTD,INE128A01029,Buy,20,54.65,32.25,0.02,0.30,Rolling,STT Paid,icicidirect,17-Sep-2019,NSE,
EXIIND,EXIDE INDUSTRIES LTD,INE302A01020,Buy,5,221.55,31.85,0.04,0.00,Rolling,STT Paid,icicidirect,16-Jun-2017,NSE,
EXIIND,EXIDE INDUSTRIES LTD,INE302A01020,Buy,4,255.35,30.14,0.03,0.00,Rolling,STT Paid,icicidirect,05-Dec-2018,NSE,
EXIIND,EXIDE INDUSTRIES LTD,INE302A01020,Buy,45,176.60,70.36,0.17,0.00,Rolling,STT Paid,icicidirect,25-Oct-2019,NSE,
FAGBEA,SCHAEFFLER INDIA LIMITED,INE513A01014,Buy,1,5538.00,49.04,0.17,0.00,Rolling,STT Paid,icicidirect,07-Sep-2018,NSE,
FAGBEA,SCHAEFFLER INDIA LIMITED,INE513A01014,Buy,1,4004.95,41.32,0.09,0.00,Rolling,STT Paid,icicidirect,25-Oct-2019,NSE,
FINCAB,FINOLEX CABLES LTD,INE235A01022,Buy,10,351.40,41.32,0.10,0.30,Rolling,STT Paid,icicidirect,05-Dec-2019,BSE,
FUTLIF,FUTURE LIFESTYLE FASHIONS LTD,INE452O01016,Buy,3,335.20,28.91,0.04,0.00,Rolling,STT Paid,icicidirect,14-Jun-2017,NSE,
FUTLIF,FUTURE LIFESTYLE FASHIONS LTD,INE452O01016,Buy,3,385.00,34.08,0.04,0.90,Rolling,STT Paid,icicidirect,01-Feb-2018,NSE,
FUTLIF,FUTURE LIFESTYLE FASHIONS LTD,INE452O01016,Buy,10,112.10,33.07,0.02,0.00,Rolling,STT Paid,icicidirect,01-Apr-2020,NSE,
FUTRE,FUTURE RETAIL LIMITED,INE752P01024,Buy,3,390.00,33.64,0.04,0.00,Rolling,STT Paid,icicidirect,14-Jun-2017,NSE,
FUTRE,FUTURE RETAIL LIMITED,INE752P01024,Buy,2,558.10,32.93,0.04,0.00,Rolling,STT Paid,icicidirect,01-Feb-2018,NSE,
FUTRE,FUTURE RETAIL LIMITED,INE752P01024,Buy,15,170.10,41.31,0.06,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
FUTRE,FUTURE RETAIL LIMITED,INE752P01024,Buy,20,74.40,41.31,0.03,0.30,Rolling,STT Paid,icicidirect,01-Apr-2020,NSE,
FUTSUP,FUTURE SUPPLY CHAIN SOL LTD,INE935Q01015,Buy,2,672.00,39.66,0.04,0.00,Rolling,STT Paid,icicidirect,02-Feb-2018,NSE,
FUTSUP,FUTURE SUPPLY CHAIN SOL LTD,INE935Q01015,Buy,10,124.00,36.59,0.04,0.00,Rolling,STT Paid,icicidirect,16-Jun-2020,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,2,378.00,21.24,0.00,0.00,Rolling,STT Paid,icicidirect,20-Jun-2008,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,1,0.00,0.00,0.00,0.00,Rolling,STT Paid,Bonus Share,01-Nov-2008,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Sell,1,211.50,5.93,0.01,0.02,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Sell,2,211.05,11.87,0.01,0.04,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,5,357.75,39.33,0.06,0.00,Rolling,STT Paid,icicidirect,01-Jan-2013,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Sell,5,334.65,39.33,0.06,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,3,362.05,31.23,0.04,0.30,Rolling,STT Paid,icicidirect,29-Jun-2017,BSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,2,494.25,29.17,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2018,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,1,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,10-Apr-2018,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,3,351.30,31.10,0.04,0.30,Rolling,STT Paid,icicidirect,22-Apr-2019,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,9,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,24-Jul-2019,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,60,122.95,65.32,0.16,3.00,Rolling,STT Paid,icicidirect,25-Oct-2019,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,110,96.35,93.84,0.23,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
GIC,GENERAL INSURANCE CORP INDIA,INE481Y01014,Buy,2,799.75,41.31,0.05,0.30,Rolling,STT Paid,icicidirect,25-Oct-2017,NSE,
GIC,GENERAL INSURANCE CORP INDIA,INE481Y01014,Buy,2,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,24-Jul-2018,NSE,
GIC,GENERAL INSURANCE CORP INDIA,INE481Y01014,Buy,4,278.00,32.81,0.05,0.00,Rolling,STT Paid,icicidirect,04-Dec-2018,BSE,
GIC,GENERAL INSURANCE CORP INDIA,INE481Y01014,Buy,44,156.30,60.89,0.15,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
GIC,GENERAL INSURANCE CORP INDIA,INE481Y01014,Buy,26,156.35,35.99,0.09,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
GIC,GENERAL INSURANCE CORP INDIA,INE481Y01014,Buy,13,85.75,32.89,0.02,0.60,Rolling,STT Paid,icicidirect,24-Mar-2020,NSE,
GILIND,GILLETTE INDIA LTD,INE322A01010,Buy,1,4863.05,41.94,0.18,0.00,Rolling,STT Paid,icicidirect,12-Jun-2017,NSE,
GILIND,GILLETTE INDIA LTD,INE322A01010,Buy,1,6836.80,60.53,0.15,0.90,Rolling,STT Paid,icicidirect,03-Dec-2019,NSE,
GLAPHA,GLAXOSMITHKLINE PHARMACEUTICAL,INE159A01016,Buy,1,3329.20,41.32,0.10,0.00,Rolling,STT Paid,icicidirect,24-Aug-2018,NSE,
GLAPHA,GLAXOSMITHKLINE PHARMACEUTICAL,INE159A01016,Buy,1,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,21-Sep-2018,NSE,
GLEPHA,GLENMARK PHARMACEUTICALS LTD,INE935A01035,Buy,2,614.05,36.24,0.04,0.00,Rolling,STT Paid,icicidirect,19-Sep-2017,NSE,
GLEPHA,GLENMARK PHARMACEUTICALS LTD,INE935A01035,Buy,2,578.00,34.24,0.77,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,BSE,
GLEPHA,GLENMARK PHARMACEUTICALS LTD,INE935A01035,Buy,6,192.65,34.10,0.03,0.00,Rolling,STT Paid,icicidirect,25-Mar-2020,NSE,
GODAGR,GODREJ AGROVET LIMITED,INE850D01014,Buy,2,590.75,34.86,0.04,0.00,Rolling,STT Paid,icicidirect,16-Oct-2017,NSE,
GODAGR,GODREJ AGROVET LIMITED,INE850D01014,Buy,1,524.60,15.48,0.02,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
GODAGR,GODREJ AGROVET LIMITED,INE850D01014,Buy,1,524.55,15.48,0.02,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
GODAGR,GODREJ AGROVET LIMITED,INE850D01014,Buy,1,341.20,4.12,0.01,0.90,Rolling,STT Paid,icicidirect,16-Mar-2020,NSE,
GODAGR,GODREJ AGROVET LIMITED,INE850D01014,Buy,9,341.80,37.19,0.07,0.00,Rolling,STT Paid,icicidirect,16-Mar-2020,NSE,
GODCON,GODREJ CONSUMER PRODUCTS LTD,INE102D01028,Buy,1,935.90,27.61,0.03,0.30,Rolling,STT Paid,icicidirect,25-Sep-2017,NSE,
GODCON,GODREJ CONSUMER PRODUCTS LTD,INE102D01028,Buy,1,1239.65,36.71,0.77,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,BSE,
GODCON,GODREJ CONSUMER PRODUCTS LTD,INE102D01028,Buy,1,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,25-Sep-2018,NSE,
GODIND,GODREJ INDUSTRIES LIMITED,INE233A01035,Buy,2,609.80,35.99,0.04,0.00,Rolling,STT Paid,icicidirect,16-Oct-2017,NSE,
GODIND,GODREJ INDUSTRIES LIMITED,INE233A01035,Buy,2,476.00,28.09,0.03,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
GODIND,GODREJ INDUSTRIES LIMITED,INE233A01035,Buy,4,263.50,31.10,0.02,0.00,Rolling,STT Paid,icicidirect,27-Apr-2020,NSE,
GODPHI,GODFREY PHILLIPS INDIA LIMITED,INE260B01028,Buy,2,726.50,41.44,0.77,0.30,Rolling,STT Paid,icicidirect,29-Jun-2018,BSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,11.70,28.09,0.04,0.11,Rolling,STT Not Paid,icicidirect,23-Oct-2008,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,200,11.71,28.09,0.08,0.24,Rolling,STT Not Paid,icicidirect,23-Oct-2008,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,200,16.90,27.96,0.12,0.34,Rolling,STT Not Paid,icicidirect,10-Dec-2009,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,800,27.67,186.54,0.00,2.21,Rolling,STT Not Paid,icicidirect,03-Jan-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,200,27.05,45.59,0.00,0.54,Rolling,STT Not Paid,icicidirect,26-Mar-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,27.40,23.09,0.00,0.37,Rolling,STT Not Paid,icicidirect,21-Apr-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.65,22.46,0.00,0.33,Rolling,STT Not Paid,icicidirect,20-May-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.15,22.03,0.00,0.33,Rolling,STT Not Paid,icicidirect,20-Jun-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,25.95,21.87,0.00,0.33,Rolling,STT Not Paid,icicidirect,21-Jul-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.18,22.06,0.00,4.07,Rolling,STT Not Paid,icicidirect,11-Aug-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.18,22.06,0.00,0.00,Rolling,STT Not Paid,icicidirect,11-Aug-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.18,22.06,0.00,0.00,Rolling,STT Not Paid,icicidirect,11-Aug-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.18,22.06,0.00,0.00,Rolling,STT Not Paid,icicidirect,11-Aug-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.18,22.06,0.00,0.00,Rolling,STT Not Paid,icicidirect,11-Aug-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,600,26.35,133.21,0.00,0.00,Rolling,STT Not Paid,icicidirect,12-Aug-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,25.93,21.85,0.00,0.00,Rolling,STT Not Paid,icicidirect,20-Aug-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,24.68,20.80,0.00,0.33,Rolling,STT Not Paid,icicidirect,22-Sep-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,25.10,21.15,0.01,0.33,Rolling,STT Not Paid,icicidirect,20-Oct-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,24.21,20.40,0.00,0.32,Rolling,STT Not Paid,icicidirect,20-Nov-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,24.74,20.85,0.00,0.32,Rolling,STT Not Paid,icicidirect,22-Dec-2014,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,500,27.36,117.48,0.03,5.00,Rolling,STT Not Paid,icicidirect,09-May-2016,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,1000,27.39,236.20,0.05,5.00,Rolling,STT Not Paid,icicidirect,28-Oct-2016,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,500,28.31,0.00,0.00,0.00,Rolling,STT Paid,icicidirect,04-Nov-2016,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,25.15,21.69,0.01,1.00,Rolling,STT Not Paid,icicidirect,16-Dec-2016,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.54,22.89,0.01,0.00,Rolling,STT Not Paid,icicidirect,16-Jan-2017,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.66,22.99,0.01,1.00,Rolling,STT Not Paid,icicidirect,16-Feb-2017,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.00,22.43,0.01,1.00,Rolling,STT Not Paid,icicidirect,16-Mar-2017,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,26.84,41.30,0.00,0.00,Rolling,STT Not Paid,icicidirect,17-Oct-2017,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,200,33.98,60.16,0.15,0.00,Rolling,STT Not Paid,icicidirect,25-Oct-2019,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,700,33.98,210.57,0.52,0.00,Rolling,STT Not Paid,icicidirect,25-Oct-2019,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,100,33.98,30.09,0.07,0.00,Rolling,STT Not Paid,icicidirect,25-Oct-2019,NSE,
GOOIND,GOODYEAR INDIA LTD,INE533A01012,Buy,1,924.00,27.27,0.05,0.30,Rolling,STT Paid,icicidirect,26-Oct-2018,BSE,
GOOIND,GOODYEAR INDIA LTD,INE533A01012,Sell,1,1002.00,29.56,0.03,0.30,Rolling,STT Paid,icicidirect,07-Jan-2020,BSE,
GOOIND,GOODYEAR INDIA LTD,INE533A01012,Buy,6,995.00,52.86,0.17,0.30,Rolling,STT Paid,icicidirect,13-Jan-2020,BSE,
GRASIM,GRASIM INDUSTRIES LIMITED,INE047A01021,Buy,1,1653.00,28.09,0.06,0.16,Rolling,STT Paid,icicidirect,07-Oct-2008,NSE,
GRASIM,GRASIM INDUSTRIES LIMITED,INE047A01021,Sell,1,1050.10,28.09,0.04,0.10,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
GRASIM,GRASIM INDUSTRIES LIMITED,INE047A01021,Buy,1,1143.65,33.74,0.04,0.60,Rolling,STT Paid,icicidirect,16-Oct-2017,NSE,
GRASIM,GRASIM INDUSTRIES LIMITED,INE047A01021,Buy,1,862.05,25.44,0.03,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
GRASIM,GRASIM INDUSTRIES LIMITED,INE047A01021,Buy,2,496.95,29.32,0.02,0.60,Rolling,STT Paid,icicidirect,27-Apr-2020,NSE,
GREEIN,GREENLAM INDUSTRIES LIMITED,INE544R01013,Buy,1,957.00,28.24,0.03,0.00,Rolling,STT Paid,icicidirect,11-Jul-2017,BSE,
GREEIN,GREENLAM INDUSTRIES LIMITED,INE544R01013,Buy,1,1264.00,37.30,0.04,0.00,Rolling,STT Paid,icicidirect,01-Feb-2018,NSE,
GREEIN,GREENLAM INDUSTRIES LIMITED,INE544R01013,Buy,1,499.00,14.72,0.01,0.00,Rolling,STT Paid,icicidirect,24-Mar-2020,NSE,
GREEIN,GREENLAM INDUSTRIES LIMITED,INE544R01013,Buy,1,499.00,14.72,0.01,0.00,Rolling,STT Paid,icicidirect,24-Mar-2020,NSE,
GREIN,GREENPLY INDUSTRIES LIMITED,INE461C01038,Buy,5,229.30,33.83,0.03,0.00,Rolling,STT Paid,icicidirect,28-Jun-2018,NSE,
GREIN,GREENPLY INDUSTRIES LIMITED,INE461C01038,Buy,40,94.00,41.32,0.08,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
GRINOR,GRINDWELL NORTON LTD,INE536A01023,Buy,3,430.75,38.13,0.04,0.00,Rolling,STT Paid,icicidirect,17-Oct-2017,NSE,
GRINOR,GRINDWELL NORTON LTD,INE536A01023,Buy,2,490.00,28.92,0.03,0.00,Rolling,STT Paid,icicidirect,09-Nov-2018,NSE,
GRINOR,GRINDWELL NORTON LTD,INE536A01023,Buy,6,515.30,41.32,0.11,0.00,Rolling,STT Paid,icicidirect,18-Jun-2020,NSE,
HATAGR,HATSUN AGRO PRODUCTS LTD,INE473B01035,Buy,2,741.45,41.31,0.04,0.30,Rolling,STT Paid,icicidirect,05-Sep-2018,NSE,
HAVIND,HAVELLS INDIA LIMITED,INE176B01034,Buy,3,477.55,41.31,0.05,0.30,Rolling,STT Paid,icicidirect,31-Jul-2017,NSE,
HAVIND,HAVELLS INDIA LIMITED,INE176B01034,Buy,2,534.60,31.55,0.03,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,NSE,
HAVIND,HAVELLS INDIA LIMITED,INE176B01034,Buy,12,677.65,72.01,0.23,0.30,Rolling,STT Paid,icicidirect,30-Oct-2019,BSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,3,194.45,16.39,0.02,0.06,Rolling,STT Paid,icicidirect,06-Oct-2008,NSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,4,155.90,17.52,0.02,0.06,Rolling,STT Paid,icicidirect,14-Nov-2008,NSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Sell,7,658.75,39.33,0.17,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,1,793.55,17.25,0.03,0.00,Rolling,STT Paid,icicidirect,26-Sep-2016,NSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,1,811.30,17.25,0.03,0.00,Rolling,STT Paid,icicidirect,24-Oct-2016,NSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,1,760.20,17.25,0.03,1.00,Rolling,STT Paid,icicidirect,24-Nov-2016,NSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,1,786.45,17.25,0.03,1.00,Rolling,STT Paid,icicidirect,26-Dec-2016,NSE,
