Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
532663,SASKEN,Sasken Technologies Ltd,06 Jul 2015,Buy Back of Shares ,07 Jul 2015,-,-,30 Jun 2015,06 Jul 2015,-
506390,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,17 Jul 2015,Buy Back of Shares ,20 Jul 2015,-,-,13 Jul 2015,17 Jul 2015,-
506285,BAYERCROP,BAYER CROPSCIENCE LTD.,03 Aug 2015,Buy Back of Shares ,04 Aug 2015,-,-,28 Jul 2015,03 Aug 2015,-
524727,SDL,Span Divergent Ltd-$,20 Aug 2015,Buy Back of Shares ,21 Aug 2015,-,-,13 Aug 2015,20 Aug 2015,-
526807,SEAMECLTD,SEAMEC LTD.,08 Oct 2015,Buy Back of Shares ,09 Oct 2015,-,-,08 Oct 2015,08 Oct 2015,-
506142,VYAPAR,VYAPAR INDUSTRIES LTD.,30 Oct 2015,Buy Back of Shares ,02 Nov 2015,-,-,26 Oct 2015,30 Oct 2015,-
502219,BOROSIL,BOROSIL GLASS WORKS LTD.,26 Nov 2015,Buy Back of Shares ,27 Nov 2015,-,-,19 Nov 2015,26 Nov 2015,-
513723,HIMGRANI,HIMALAYA GRANITES LTD.-$,03 Dec 2015,Buy Back of Shares ,04 Dec 2015,-,-,27 Nov 2015,03 Dec 2015,-
535648,JUSTDIAL,JUST DIAL LTD.,03 Dec 2015,Buy Back of Shares ,04 Dec 2015,-,-,27 Nov 2015,03 Dec 2015,-
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,07 Jan 2016,Buy Back of Shares ,08 Jan 2016,-,-,01 Jan 2016,07 Jan 2016,-
