security_name, dividend_amount, dividend_count
NOCIL , 1.0 , 1
PANAENERG , 7.0 , 1
SHREYAS , 1.3 , 1
SILINV , 1.2 , 1
SURAJLTD , 1.5 , 1
SUTLEJTEX , 10.0 , 1
ZEEL , 2.2 , 1
ALFREDHE , 2.0 , 1
BANKINDIA , 5.0 , 1
DRREDDY , 20.0 , 1
FCH , 2.2 , 1
JSWENERGY , 2.0 , 1
POLYCHEM , 2.5 , 1
RANEENGINE , 2.5 , 1
VOLTAS , 2.2 , 1
UFLEX , 2.7 , 1
ATFL , 2.0 , 1
BLUECHIPT , 1.2 , 1
GEPIL , 10.0 , 1
LUPIN$ , 7.5 , 1
NOVARTIND , 10.0 , 1
BIRLACABLE , 1.0 , 1
CENTURYTEX , 5.5 , 1
GET&D , 1.8 , 1
GHCL , 2.2 , 1
IMFA , 1.5 , 1
PANCARBON , 8.0 , 1
SUNILHITEC , 1.8 , 1
TATAELXSI , 11.0 , 1
VINDHYATEL , 5.0 , 1
BIMETAL , 7.5 , 1
CERA , 6.2 , 1
COROMANDEL , 2.5 , 1
JCHAC , 1.5 , 1
KELENRG , 2.5 , 1
M&M , 12.0 , 1
MHRIL , 4.0 , 1
SUBROS , 0.7 , 1
THERMAX , 7.0 , 1
TORRCABS , 1.0 , 1
UPL , 5.0 , 1
WABAG , 4.0 , 1
GRPLTD , 11.2 , 1
ORIENTCEM , 1.0 , 1
TATACOFFEE , 1.3 , 1
BATAINDIA , 6.5 , 1
BLUEDART , 20.0 , 1
DLINK , 2.0 , 1
JKCEMENT , 4.0 , 1
TATAPOWER , 1.3 , 1
THANGAMAYL , 1.0 , 1
ANDREWYU , 0.1 , 1
ASTRAMICRO , 1.2 , 1
GATI , 0.8 , 1
INDORAMA , 1.0 , 1
SESHAPAPER , 4.0 , 1
SURYALAXMI , 1.2 , 1
ABBOTINDIA , 31.0 , 1
ADORWELD , 5.0 , 1
APCOTEXIND , 7.0 , 1
APLLTD , 3.5 , 1
CHEMFALKAL , 1.2 , 1
EIDPARRY , 1.0 , 1
IPCALAB , 1.0 , 1
MAHLIFE , 6.0 , 1
ORIENTHOT , 0.4 , 1
PHILIPCARB , 1.0 , 1
SAREGAMA , 1.5 , 1
SREINFRA , 0.5 , 1
STAR , 3.0 , 1
WALCHCAP , 1.0 , 1
AHLEAST , 2.0 , 1
BOMBCYC , 4.0 , 1
BOMOXY-B1 , 10.0 , 1
COMPEAU , 1.0 , 1
DFM , 2.5 , 1
DPL , 4.0 , 1
ELGIEQUIP , 1.0 , 1
GLAXO , 62.5 , 1
IDFC , 2.6 , 1
MAGMA , 0.8 , 1
MODERN , 0.1 , 1
NIITTECH , 9.5 , 1
OKANCOTEA , 5.0 , 1
RAUNAQEPC , 1.0 , 1
STRTECH , 0.6 , 1
TATASTEEL , 8.0 , 1
TECHM , 6.0 , 1
FUTSOL , 0.5 , 1
JAYSHREETEA , 1.0 , 1
MCLEODRUSS , 3.0 , 1
MODRNSH , 1.0 , 1
REDINGTON , 1.9 , 1
BRITANNIA , 16.0 , 1
CAMLINFINE , 0.5 , 1
GODREJPROP , 2.0 , 1
GSKCONS , 55.0 , 1
KHAICHEM , 0.1 , 1
NATPEROX , 5.0 , 1
PODDAR , 1.5 , 1
SNOWMAN , 0.5 , 1
TRANSCOR , 0.8 , 1
WABCOINDIA , 5.0 , 1
BBTC , 1.0 , 1
DISA , 2.5 , 1
EMAMILTD , 3.0 , 1
HAWKINCOOK , 45.0 , 1
MAKERSL , 1.0 , 1
SAFARIND , 1.0 , 1
DLINKINDIA , 0.7 , 1
GILADAFINS , 0.5 , 1
INDIANCARD , 2.5 , 1
INEOSSTYRO , 4.0 , 1
SIMPLXREA , 1.0 , 1
ZODIACLOTH , 2.5 , 1
ARVIND , 2.5 , 1
AUTOAXLES , 1.0 , 1
AVANTI , 27.5 , 1
BENGALT , 0.5 , 1
BHAGCHEM , 1.0 , 1
BLOOM , 0.6 , 1
BOMDYEING , 0.8 , 1
DEEPAKNI , 1.0 , 1
FINCABLES , 1.8 , 1
GRAVITA , 0.2 , 1
IVP , 2.0 , 1
KAKATCEM , 2.7 , 1
LAOPALA , 1.3 , 1
PTL , 1.0 , 1
SALZER , 1.5 , 1
SIRCG , 4.0 , 1
TAMBOLI , 0.6 , 1
TATATEA , 2.2 , 1
TCPLPACK , 6.0 , 1
TTKHEALTH , 4.5 , 1
VOLTAMP , 10.0 , 1
ZANMOLTR , 2.0 , 1
ZUARI , 2.0 , 1
ZUARIGLOB , 1.0 , 1
EMAMIPAP , 0.6 , 1
FULFORD , 1.5 , 1
HERCULES , 1.5 , 1
LAXMIMACH , 37.5 , 1
POKARNA , 3.0 , 1
RAJGLOWIR , 1.0 , 1
SAHYADRI , 1.5 , 1
TATASPONGE , 10.0 , 1
WPIL , 2.0 , 1
ALEMBICLTD , 0.1 , 1
DHUNTEAIND , 7.5 , 1
EIMCOELECO , 5.0 , 1
ESABINDIA , 1.0 , 1
INFRATEL , 6.5 , 1
MINDTECK , 1.0 , 1
STANROS , 6.0 , 1
TALBROSENG , 6.0 , 1
APOLLOTYRE , 2.0 , 1
HONDAPOWER , 6.0 , 1
IDBI , 0.8 , 1
KAIRA , 5.0 , 1
MAFATIND , 3.0 , 1
MULTIIN , 0.2 , 1
PAUSHAKLTD , 3.0 , 1
REPRO , 10.0 , 1
SEAMECLTD , 1.0 , 1
SHASUNPHAR , 1.0 , 1
SHRENUJ , 0.2 , 1
SHREYANIND , 1.2 , 1
SUPER , 2.5 , 1
VSTIND , 70.0 , 1
WIREFABR , 1.8 , 1
ABCBEARS , 2.0 , 1
EVEREADY , 1.0 , 1
IVC , 1.3 , 1
LAKSELEC , 7.0 , 1
MADHAV , 1.5 , 1
MANUGRAPH , 0.5 , 1
TVTODAY , 1.5 , 1
VHL , 3.0 , 1
AKZOINDIA , 20.0 , 1
CRAVATEX , 2.0 , 1
ELECON , 1.1 , 1
ICRA , 24.0 , 1
MANGLMCEM , 2.0 , 1
NEULANDLAB , 1.5 , 1
TIPSINDLTD , 1.0 , 1
TRITONV , 12.0 , 1
UNIABEXAL , 3.0 , 1
VIMTALABS , 1.0 , 1
HINDCOPPER , 0.1 , 1
IGPL , 1.0 , 1
INDUSINDBK , 4.0 , 1
JAYBARMARU , 2.0 , 1
JOSTS , 5.0 , 1
LICHSGFIN , 5.0 , 1
MACPLAS , 1.0 , 1
VALSON , 1.0 , 1
NAGARCON , 0.4 , 1
CIPLA , 2.0 , 1
DYNAMIND , 1.0 , 1
KCPSUGIND , 0.1 , 1
KPIT , 1.1 , 1
PRIYALT , 1.0 , 1
SAIL , 0.2 , 1
SANCTRN , 2.7 , 1
ABMKNO , 2.0 , 1
BASF , 4.0 , 1
BENARAS , 20.0 , 1
INDOBORAX , 1.5 , 1
MERCATOR , 0.2 , 1
ORIENTPPR , 0.1 , 1
APLAPOLLO , 6.0 , 1
BHARTIARTL , 2.2 , 1
FLEXFO , 2.2 , 1
J&KBANK , 2.1 , 1
MAZDALTD , 6.0 , 1
SPECIALITY , 1.0 , 1
DAIKAFFI , 0.8 , 1
GIPCL , 2.5 , 1
GRNLAMIND , 0.5 , 1
IL&FSTRANS , 4.0 , 1
JINDRILL , 0.5 , 1
MAHSEAMLES , 5.0 , 1
MYSORPETRO , 2.0 , 1
SOMANYCERA , 2.0 , 1
SRIPIPES , 3.0 , 1
ULTRACEMCO , 9.0 , 1
VINYLINDIA , 1.5 , 1
ADORFO , 3.5 , 1
EVERESTIND , 5.0 , 1
FEL , 0.6 , 1
FELDVR , 0.6 , 1
FLFL , 0.4 , 1
INDPRUD , 55.0 , 1
MORARJEE , 1.8 , 1
THOMASCOOK , 0.5 , 1
FOMEHOT , 1.0 , 1
HMVL , 1.2 , 1
MARATHON , 6.0 , 1
NATCAPSU , 1.5 , 1
RCF , 1.8 , 1
WEPSOLN , 0.5 , 1
BOSCHLTD , 85.0 , 1
COSCO , 1.0 , 1
FINOLEXIND , 2.0 , 1
JUBILANTORG , 3.0 , 1
NBVENTURES , 5.0 , 1
PENINLAND , 0.3 , 1
SINTEX , 0.7 , 1
TCFCFIN , 1.5 , 1
HINDALUMI , 1.5 , 1
LUDLOWJUT , 0.5 , 1
NILA , 0.1 , 1
ORIENTLTD , 1.0 , 1
SURYAROSNI , 1.0 , 1
KANORICHEM , 1.5 , 1
COASTCORP , 1.5 , 1
GARWALLROP , 3.0 , 1
KAJARIACER , 4.0 , 1
LINCPEN , 2.5 , 1
MPHASIS , 16.0 , 1
VIRAT , 1.8 , 1
BNRUDY , 1.0 , 1
HBPOR , 0.5 , 1
JUBLFOOD , 2.5 , 1
MARUTI , 25.0 , 1
RDBRL , 0.5 , 1
BAJAJST , 4.0 , 1
CHOKSI , 0.5 , 1
GPIL , 1.0 , 1
ITHL , 4.2 , 1
JUPITERIN , 0.1 , 1
KIFS , 0.5 , 1
LAKSHMIMIL , 15.0 , 1
LOYALTEX , 7.5 , 1
POEL , 1.0 , 1
RAIN , 1.0 , 1
RDBRIL , 1.0 , 1
SHRIDINE , 1.8 , 1
SWARAJMAZD , 6.0 , 1
TASTYBIT , 1.0 , 1
VENKYS , 5.0 , 1
CHAMBLFERT , 1.9 , 1
JBFIND , 2.0 , 1
KSE , 20.0 , 1
STHINPA-B , 2.5 , 1
AIFL , 1.0 , 1
GSFC , 2.2 , 1
ISFT , 1.0 , 1
NITTAGELA , 1.0 , 1
ONMOBILE , 1.5 , 1
SHIVAMAUTO , 1.2 , 1
ASTAR , 1.5 , 1
DRAGARW , 1.2 , 1
L&TFH , 0.8 , 1
LAMBODHARA , 1.5 , 1
LT , 16.2 , 1
TBZ , 1.0 , 1
ABIRLANUVO , 7.0 , 1
AHLWEST , 1.0 , 1
GUJALKALI , 4.5 , 1
SAKSOFT , 2.5 , 1
SUMEDHA , 0.8 , 1
SWISSGLA , 2.7 , 1
TTL , 1.0 , 1
AROGRANITE , 1.0 , 1
BALMLAWRIE , 18.0 , 1
BANSWRAS , 1.0 , 1
BAYERCROP , 17.0 , 1
BLIL , 12.5 , 1
ELECTCAST , 0.7 , 1
ESCORTS , 1.2 , 1
EXCELINDUS , 4.0 , 1
GRASIM , 18.0 , 1
JK AGRI , 3.0 , 1
JLMORI , 1.0 , 1
KANCHI , 0.5 , 1
OFSS , 180.0 , 1
RASOI , 1.0 , 1
REPCOHOME , 1.5 , 1
RKFORGE , 2.0 , 1
SADBHAV , 0.7 , 1
SWANENERGY , 0.1 , 1
TALWALKARS , 1.5 , 1
ZLEENCON , 0.3 , 1
AMJLAND , 0.3 , 1
CORALFINAC , 1.0 , 1
CREST , 0.5 , 1
ENIL , 1.0 , 1
IONEXCHANG , 3.0 , 1
JAYSYN , 0.2 , 1
JTEKTINDIA , 0.7 , 1
ORIENTREF , 1.4 , 1
BBREALTY , 3.0 , 1
BEML , 1.0 , 1
CILSEC , 0.5 , 1
ENCASH , 0.0 , 1
HINDALCO , 1.0 , 1
IITL , 1.0 , 1
JKIL , 4.0 , 1
OLPCL , 0.5 , 1
PATELROD , 0.5 , 1
RJSHAH , 1.5 , 1
TINPLATE , 1.6 , 1
BLISSGVS , 0.5 , 1
BRIGHTBR , 2.0 , 1
CORALAB , 2.5 , 1
KEI , 0.4 , 1
KOLTEPATIL , 2.0 , 1
PANAMAPET , 2.0 , 1
PATELSAI , 2.2 , 1
PONDYOXIDE , 2.0 , 1
RPPINFRA , 0.5 , 1
SUPERHOUSE , 1.5 , 1
HINDTIN , 1.0 , 1
IGL , 6.0 , 1
NIRLON , 0.8 , 1
SHAWGELTIN , 3.5 , 1
YUKEN , 1.5 , 1
AVANTEL , 1.5 , 1
BGWTATO , 0.5 , 1
BNKCAP , 0.5 , 1
DAAWAT , 2.0 , 1
EXCELCROP , 12.5 , 1
GANECOS , 1.2 , 1
GLENMARK , 2.0 , 1
HINDCOMPOS , 1.0 , 1
INTLCOMB , 1.5 , 1
JBMA , 2.5 , 1
JINDALSAW , 1.0 , 1
JISLDVREQS , 0.5 , 1
JISLJALEQS , 0.5 , 1
JUSTDIAL , 2.0 , 1
KUANTUM , 1.0 , 1
MANALIPE , 0.5 , 1
MARIS , 1.0 , 1
NAHARCAP , 1.5 , 1
NAHARSPING , 1.0 , 1
NBCC , 5.5 , 1
NITINFIRE , 0.2 , 1
PCJEWELLER , 3.2 , 1
PNBGILTS , 1.5 , 1
SANDUMA , 3.0 , 1
SHRISTI , 0.2 , 1
SHRJAGP , 1.0 , 1
SHYAM , 2.4 , 1
SICAGEN , 0.6 , 1
TNPL , 6.0 , 1
TRANSPEK , 5.0 , 1
USHDI , 2.1 , 1
VFL , 0.3 , 1
ZGOVPOOX , 1.0 , 1
ZSWASTSA , 1.0 , 1
ZWELCAST , 2.0 , 1
AREXMIS , 0.9 , 1
AUSTENG-B , 1.5 , 1
BIL , 1.0 , 1
BSL , 1.2 , 1
FLORENCE , 1.5 , 1
FRONTSEC , 1.0 , 1
JINDHOT , 0.8 , 1
JOONKTOLL , 3.0 , 1
MACK , 0.5 , 1
OAL , 1.5 , 1
RASIELEC , 0.1 , 1
SHEMAROO , 1.2 , 1
SIL , 0.8 , 1
SURYALA , 1.8 , 1
ABAN , 3.6 , 1
AKCAPIT , 6.0 , 1
BHARATAGRI , 1.5 , 1
BHEL , 0.6 , 1
CAPRIHANS , 1.5 , 1
HEG , 3.0 , 1
HSIL , 3.5 , 1
JKTYRE , 1.5 , 1
KTIL , 3.5 , 1
MAGNAEL , 1.8 , 1
MALAR , 0.5 , 1
MORGANITE , 1.0 , 1
NAVBLDR , 1.0 , 1
ORIBEVER , 0.5 , 1
ORISSAMINE , 4.4 , 1
PIXTRANS , 1.0 , 1
RICOH , 1.0 , 1
SHHARICH , 2.5 , 1
SWASTIKA , 1.0 , 1
UBL , 1.0 , 1
ACRYSIL , 4.0 , 1
ASTEC , 1.2 , 1
BALAMINES , 1.2 , 1
BALPHARMA , 1.0 , 1
BEPL , 0.1 , 1
BESTEAST , 0.1 , 1
BIHARCAU , 5.0 , 1
DCMSRMIND , 1.0 , 1
DONEAR , 0.2 , 1
EMCO , 0.1 , 1
GEE , 0.3 , 1
GOCLCORP , 2.0 , 1
GSPL , 1.2 , 1
GUJINTRX , 1.0 , 1
HERITGFOOD , 3.0 , 1
HIGHGROUND , 0.1 , 1
HTMEDIA , 0.4 , 1
INDGELA , 1.5 , 1
INDLMETER , 0.5 , 1
INFORTEC , 1.0 , 1
ITL , 0.5 , 1
JAICORPLTD , 0.5 , 1
JMDVL , 0.1 , 1
KAMADGIRI , 1.5 , 1
NFL , 0.2 , 1
NIPPOBATRY , 25.0 , 1
NITINSPIN , 1.0 , 1
PETRONET , 2.0 , 1
PURVA , 1.6 , 1
RELAXO , 0.5 , 1
RESONANCE , 0.5 , 1
SIMPLEXINF , 0.5 , 1
SJCORP , 0.1 , 1
SKIPPER , 1.3 , 1
SURYAAMBA , 1.0 , 1
TALBROAUTO , 1.5 , 1
TDPOWERSYS , 2.6 , 1
VADILALIND , 1.0 , 1
VADILENT , 0.8 , 1
ZSOUTGAS , 30.0 , 1
AMARJOTHI , 2.0 , 1
ARCOTECH , 1.0 , 1
ARFIN , 1.0 , 1
ARIES , 2.0 , 1
ASHCAP , 0.1 , 1
ASIIL , 1.5 , 1
ASL , 0.3 , 1
AURIONPRO , 3.0 , 1
BANARISUG , 2.5 , 1
BHARAT , 0.5 , 1
BHARATRAS , 1.5 , 1
CEEJAY , 1.4 , 1
CHOICEIN , 1.0 , 1
COMFINCAP , 0.2 , 1
COX&KINGS , 1.0 , 1
CYBERTECH , 1.0 , 1
DELTACORP , 0.1 , 1
DUTRON , 1.4 , 1
FAIRDSY , 0.5 , 1
FEDDERELEC , 1.0 , 1
FLUIDOM , 2.8 , 1
FRONTCAP , 1.0 , 1
GANESHHOUC , 2.6 , 1
GENUSPOWER , 0.2 , 1
GLOSTER , 6.0 , 1
GUJAPOLLO , 2.5 , 1
INCAP , 1.0 , 1
INDRAMEDCO , 1.8 , 1
INDUSFINL , 0.5 , 1
ITDC , 2.0 , 1
JAGRAN , 3.5 , 1
JAYAGROGN , 1.0 , 1
JKLAKSHMI , 2.0 , 1
JOINDRE , 0.8 , 1
JVLAGRO , 0.2 , 1
KALLAM , 1.0 , 1
KRIINFRA , 0.2 , 1
LOHIASEC , 0.2 , 1
MANGCHEFER , 0.6 , 1
MCX , 10.0 , 1
MERCURYLAB , 1.5 , 1
MMTC , 0.2 , 1
NACLIND , 0.1 , 1
OMKARCHEM , 1.5 , 1
PBMPOLY , 6.0 , 1
PFS , 1.0 , 1
POLYPLEX , 2.5 , 1
PTC , 2.2 , 1
RAINBOWPAP , 0.2 , 1
RAPICUT , 1.2 , 1
RELCAPITAL , 9.0 , 1
RELCHEM , 1.0 , 1
RELINFRA , 8.0 , 1
RISHDIGA , 1.0 , 1
RODIUM , 0.8 , 1
RSWM , 10.0 , 1
RUCHINFRA , 0.1 , 1
RUCHIRA , 1.3 , 1
RUCHISOYA , 0.2 , 1
SABTN , 0.6 , 1
SAMBANDAM , 2.0 , 1
SATRAPROP , 0.1 , 1
SDBL , 1.5 , 1
SETCO , 1.5 , 1
SHAKTIPUMP , 2.0 , 1
SHILGRAV , 1.2 , 1
SMIFS , 1.0 , 1
SPENTA , 1.1 , 1
SUPERTAN , 0.1 , 1
SVARTCORP , 0.2 , 1
SWASTIVI , 0.1 , 1
SYNCOMF , 0.0 , 1
TAIIND , 0.7 , 1
TERASOFT , 0.8 , 1
THEBYKE , 1.0 , 1
TIGLOB , 0.5 , 1
TIMETECHNO , 0.5 , 1
TPLPLAST , 2.0 , 1
TREEHOUSE , 2.0 , 1
UMANGDAIR , 1.0 , 1
USHERAGRO , 0.5 , 1
VIPCLOTHNG , 0.3 , 1
ZODJRDMKJ , 0.5 , 1
ALPHAGEO , 2.0 , 1
AMDIND , 0.9 , 1
ARCHIES , 0.3 , 1
ARMANFIN , 1.2 , 1
ASHOKALC , 1.0 , 1
ATLANTA , 0.3 , 1
BASML , 1.5 , 1
BEEKAY , 1.0 , 1
CCLINTER , 0.1 , 1
CEINSYSTECH , 0.8 , 1
CGVAK , 0.5 , 1
COMFINTE , 0.0 , 1
COMPUSOFT , 0.1 , 1
DHPIND , 1.5 , 1
FRSHTRP , 1.0 , 1
GENESYS , 0.1 , 1
GOLKUNDIA , 0.5 , 1
GOWRALE , 1.0 , 1
GUJHOTE , 3.5 , 1
HISARMET , 1.0 , 1
IDEA , 0.6 , 1
INDOTHAI , 1.0 , 1
INTLCONV , 0.2 , 1
JINDALPOLY , 1.0 , 1
KEMP , 1.0 , 1
KGDENIM , 0.8 , 1
NATPLAS , 1.0 , 1
NGIND , 3.5 , 1
PCCOSMA , 1.5 , 1
PITTILAM , 0.6 , 1
PNCINFRA , 1.5 , 1
PVR , 1.0 , 1
RAJTV , 0.5 , 1
RIDDHI , 3.0 , 1
RUBFILA , 0.8 , 1
SAKTHIFIN , 1.0 , 1
SAPPL , 0.5 , 1
SHIVTEX , 1.0 , 1
STARDELTA , 0.5 , 1
TEXMACO , 0.1 , 1
TEXRAIL , 0.2 , 1
VIVIDIND , 5.0 , 1
WHBRADY , 1.0 , 1
ZBINTXPP , 2.0 , 1
ZENTEC , 0.3 , 1
ZICOM , 1.2 , 1
ADFFOODS , 1.5 , 1
ANILPROD , 2.0 , 1
ANSALBU , 1.0 , 1
ARNOLD , 0.1 , 1
BALASORE , 0.6 , 1
BCLIL , 0.4 , 1
BHANDHOS , 0.1 , 1
BWPL , 0.7 , 1
COMPUAGE , 2.0 , 1
EMMBI , 0.3 , 1
ENERGYDEV , 0.5 , 1
FINEYE , 0.1 , 1
FLEXITUFF , 1.0 , 1
GAYAPROJ , 1.0 , 1
GLANCE , 0.8 , 1
GODFRYPHLP , 8.0 , 1
GUJAUTO , 0.7 , 1
HALDYNGL , 0.8 , 1
HARLETH , 0.7 , 1
HBLPOWER , 0.2 , 1
HILTON , 0.2 , 1
INTECCAP , 0.5 , 1
JAGSNPHARM , 0.1 , 1
KAMDHENU , 0.7 , 1
KAYCEEI , 5.0 , 1
KEYCORPSER , 1.0 , 1
KULKPOWT , 0.5 , 1
LIBERTSHOE , 1.5 , 1
MIRZAINT , 0.5 , 1
MOHOTAIND , 0.1 , 1
MONEYMAST , 0.1 , 1
MONTECARLO , 10.0 , 1
MUKESHB , 1.0 , 1
ORIENTABRA , 0.2 , 1
PANORAMUNI , 0.5 , 1
PRAKASHSTL , 0.5 , 1
PRATIBHA , 0.2 , 1
RAJPACK , 0.5 , 1
SARUPINDUS , 1.8 , 1
SPICEISL , 1.5 , 1
SRL , 0.6 , 1
SUCROSA , 0.5 , 1
VAMA , 0.2 , 1
VEERENRGY , 0.1 , 1
VERITAS , 0.1 , 1
VIMALOIL , 1.2 , 1
ZENIFIB , 2.5 , 1
ADMANUM , 1.0 , 1
ANANTRAJ , 0.2 , 1
BALLARPUR , 0.2 , 1
BAPACK , 0.5 , 1
BBARODA , 1.5 , 1
BMAL , 0.1 , 1
CAPITALT , 1.0 , 1
CARNATIN , 0.6 , 1
DEEPIND , 1.0 , 1
DHINDIA , 0.5 , 1
DHUNINV , 1.5 , 1
DIVSHKT , 1.5 , 1
DREDGECORP , 3.0 , 1
DUPHARIN , 5.0 , 1
GARNETINT , 0.5 , 1
GNRL , 0.1 , 1
GUFICBIO , 0.1 , 1
IFSL , 0.9 , 1
INNOVTEC , 0.1 , 1
INTRGLB , 0.2 , 1
KIRANVYPAR , 2.5 , 1
MADHUCON , 0.1 , 1
MANCREDIT , 0.5 , 1
MANDHANA , 2.0 , 1
NECLIFE , 0.1 , 1
OMAXE , 0.5 , 1
PAISALO , 1.0 , 1
PANAFIC , 0.0 , 1
PANCHSHEEL , 0.5 , 1
PARMCOS-B , 0.6 , 1
PRIMEPRO , 1.0 , 1
ROLTA , 3.0 , 1
ROTO , 0.6 , 1
SANGAMIND , 2.0 , 1
SMSPHARMA , 2.0 , 1
SRHHYPOLTD , 1.5 , 1
TINNARUBR , 2.0 , 1
TIRSARJ , 0.3 , 1
TITANBIO , 0.8 , 1
UCALFUEL , 2.0 , 1
VAMSHIRU , 1.0 , 1
VARDHIND , 1.0 , 1
VIKASECO , 0.1 , 1
VIVIDHA , 0.0 , 1
WATERBASE , 0.5 , 1
AAIL , 0.7 , 1
ANSALHSG , 0.8 , 1
ASALCBR , 0.5 , 1
BAMBINO , 0.8 , 1
BHAGYNAGAR , 0.3 , 1
COMCL , 0.2 , 1
DSKULKARNI , 1.2 , 1
FOODSIN , 2.5 , 1
GANONPRO , 0.1 , 1
GMDCLTD , 3.0 , 1
HARYANATEX , 0.1 , 1
INANI , 1.0 , 1
INDIANVSH , 0.0 , 1
JAMNAAUTO , 2.2 , 1
JINDWORLD , 0.5 , 1
JMCPROJECT , 1.0 , 1
KWALITY , 0.1 , 1
LANCORHOL , 1.0 , 1
LINCOPH , 1.0 , 1
LOKESHMACH , 0.5 , 1
LYPSAGEMS , 0.3 , 1
MARKSANS , 0.1 , 1
ORIENTBELL , 0.5 , 1
RADICO , 0.8 , 1
SACHEMT , 0.1 , 1
SAHLIBHFI , 1.0 , 1
SATIA , 1.0 , 1
SHILPI , 1.0 , 1
SUNTECK , 1.0 , 1
SURANASOL , 0.5 , 1
SURANAT&P , 0.1 , 1
SWIL , 0.5 , 1
TATACOMM , 5.5 , 1
TRITRADE , 0.0 , 1
TYCHE , 0.5 , 1
VAKRANG , 0.2 , 1
VIKRAMTH , 0.8 , 1
VIPULORG , 0.8 , 1
KESARPE , 1.0 , 1
ALPINEHOU , 1.0 , 1
PGHH , 30.2 , 1
SINGER , 2.5 , 1
SUNPHARMA , 3.0 , 1
ICIL , 1.0 , 1
MANAKSIA , 2.0 , 1
MEP , 0.1 , 1
RPOWER , 1.0 , 1
SOFTSOL , 1.2 , 1
CPL , 0.4 , 1
INDSILHYD , 1.2 , 1
BINANIIND , 3.0 , 1
CMI , 1.0 , 1
GUJGAS , 5.0 , 1
MANINDS , 1.5 , 1
HITECHCORP , 0.9 , 1
ALICON , 3.0 , 1
MAXHEIGHTS , 0.1 , 1
BAJAJCORP , 11.5 , 1
GANDHITUBE , 7.5 , 1
VETO , 0.5 , 1
ALKALI , 0.8 , 1
GAEL , 0.8 , 1
IIFL , 4.2 , 1
SHANTIGEAR , 0.5 , 1
VRLLOG , 5.0 , 1
NCLIND , 1.0 , 1
NATCOPHARM , 1.2 , 1
SELAN , 5.0 , 1
PGFOIL , 1.0 , 1
SRFPOLY , 15.0 , 1
COALINDIA , 27.4 , 1
KRITIIND , 0.2 , 1
LOVABLE , 1.5 , 1
MEGH , 0.3 , 1
RUSHIL , 0.5 , 1
SHK , 1.5 , 1
SYNGENE , 1.0 , 1
UFO , 5.0 , 1
ALKEM , 9.7 , 1
PHL , 9.0 , 1
REMIELEK , 5.0 , 1
REMIPRO , 1.0 , 1
BEARDSELL , 1.2 , 1
DALMIACEM , 0.6 , 1
DYNPRO , 1.5 , 1
EICHERMOT , 100.0 , 1
EMKAY , 1.0 , 1
LUXIND , 6.0 , 1
PODARPIG , 2.5 , 1
PRECAM , 1.0 , 1
