ABB,1,8
ABBOTINDIA,1,55
ACC,2,72
ADANIENT,1,6
ADANIPORTS,1,12
AEGISLOG,1,3
AKZOINDIA,1,44
AMARAJABAT,2,12
AMBUJACEM,1,18
APOLLOHOSP,1,30
APOLLOTYRE,1,27
ARVIND,1,14
ASAHIINDIA,1,10
ASIANPAINT,1,48
ASIANTILES,1,2
AUROPHARMA,2,6
AVANTI,1,36
All cargo logistics,2,62
BAJAJ-AUTO,1,120
BAJAJFINSV,1,2
BALKRISIND,4,17
BASF,1,6
BATAINDIA,1,16
BAYERCROP,1,18
BDL,1,21
BEL,3,17
BERGEPAINT,1,14
BHARTIARTL,2,134
BHEL,2,61
BLUEDART,1,12
BLUESTARCO,1,10
BOSCHLTD,1,100
BPCL,2,123
BRIGADE,1,18
BRITANNIA,1,50
BSE,2,118
Balrampurchinimills,1,45
CADILAHC,1,17
CARBORUNIV,2,15
CARERATING,4,110
CASTROLIND,2,57
CDSL,1,24
CEATLTD,1,23
CENTURYPLY,1,7
CERA,1,12
CHAMBLFERT,1,13
CHOLAINV,1,4
CIPLA,1,12
COALINDIA,2,406
COLPAL,3,43
CONCOR,1,15
COROMANDEL,3,53
CRISIL,4,48
CROMPTON,1,7
CUMMINSIND,2,58
Cox & kings ,1,8
DABUR,2,53
DCMSHRIRAM,2,24
DISHTV,1,14
DLF,1,8
DRREDDY,1,40
EICHERMOT,1,110
EIDPARRY,2,40
EIHOTEL,1,13
EINSEDUTEC,1,22
EMAMILTD,1,14
ENGINERSIN,2,80
EVEREADY,1,9
EXIDEIND,2,12
FLFL,1,7
FSC,1,2
GAIL,3,266
GICRE,1,27
GILLETTE,2,42
GLENMARK,1,8
GODFRYPHLP,1,16
GODREJAGRO,1,9
GODREJCP,4,29
GODREJIND,1,3
GRASIM,1,6
GREENPLY,1,3
GRINDWELL,1,15
GRNLAMIND,1,5
Glaxo consumer,1,75
HATSUN,1,4
HAVELLS,1,20
HCLTECH,4,54
HDFC,2,163
HDFCBANK,1,234
HDFCLIFE,1,9
HEROMOTOCO,2,190
HINDALCO,1,16
HINDPETRO,2,93
HINDUNILVR,2,147
HINDZINC,1,48
HONAUT,1,32
HSIL,1,24
HUDCO,1,21
Hcil,1,8
Hdfcasset,1,156
IBULHSGFIN,4,50
ICICIBANK,1,24
ICICIGI,2,20
ICICIPRULI,2,28
ICRA,1,30
IGL,1,8
IIFL,1,10
INDHOTEL,1,22
INDIGO,1,12
INFRATEL,2,64
INFY,3,599
IOC,1,24
ISEC,2,29
ITC,1,206
Indian oil corpn ,2,111
JISLJALEQS,1,10
JSWSTEEL,1,32
JUBLFOOD,1,10
Jk tyre and,1,21
Johnson controlshit,1,1
KAJARIACER,1,9
KANSAINER,1,13
KOTAKBANK,1,1
KRBL,1,11
KSBPUMPS,1,18
KSCL,1,6
L&TFH,1,6
LALPATHLAB,2,11
LICHSGFIN,1,20
LT,1,112
LTI,2,27
LTTS,2,19
LUPIN$,1,30
M&M,2,42
MAHLOG,1,3
MANAPPURAM,4,20
MARICO,2,42
MARUTI,1,80
MCX,1,17
MHRIL,1,24
MONSANTO,2,80
MOTHERSUMI,1,13
MRF,2,57
NATIONALUM,2,250
NAUKRI,3,15
NBCC,1,11
NCCBLUE,1,21
NESTLEIND,3,113
NHPC,2,67
NIACL,1,10
NILKAMAL,2,17
NLCINDIA,2,111
NMDC,1,73
NTPC,3,291
ONGC,5,410
PAGEIND,3,227
PCJEWELLER,1,7
PEL,1,50
PETRONET,2,89
PFIZER,1,20
PGHH,2,80
PIDILITIND,1,18
PIIND,2,4
POWERGRID,2,285
PRAXIS,1,31
PRESTIGE,1,10
PURVA,1,36
PVR,1,4
RAJESHEXPO,1,4
RALLIS,1,25
RECLTD,1,21
RELAXO,1,6
RELIANCE,1,90
Rec ,1,220
SANOFI,2,71
SBILIFE,1,4
SHOPERSTOP,1,4
SIEMENS,1,21
SKFINDIA,1,24
SOBHA,1,42
SOMANYCERA,1,2
SRTRANSFIN,2,11
SUNDARMFIN,1,5
SUNPHARMA,1,30
SUPREMEIND,2,26
TALWALKARS,2,15
TATACHEM,1,88
TATACOFFEE,1,22
TATAGLOBAL,1,30
TATAPOWER,1,32
TATASTEEL,1,140
TCS,4,428
TECHM,1,84
THOMASCOOK,1,3
TIFIN,2,4
TIINDIA,2,20
TITANSEC,1,22
TRENT,1,8
TTKPRESTIG,1,30
TVSMOTOR,2,21
UBL,1,4
UFLEX,1,8
ULTRACEMCO,1,31
UPL,1,56
VEDL,2,399
VENKYS,1,8
VGUARD,1,2
VIPIND,2,31
VOLTAS,1,16
VRLLOG,1,21
VSTIND,1,77
VSTTILLERS,1,50
WHIRLPOOL,1,8
WIPRO,2,112
WONDERLA,1,4
ZEEL,1,29
ZEELEARN,1,4
