Tea time ltd. ,  093200     , 1
Visagar polytex ltd. ,  10:1, 1:3 , 2
Mbl infrastructures ltd ,  1:1 , 1
Allcargo logistics ltd. ,  1:1 , 1
Marico ltd. ,  1:1 , 1
Piccadily agro industries ltd. ,  1:1 , 1
Mindtree ltd. ,  1:1 , 1
Atharv enterprises ltd. ,  1:1 , 1
Infosys ltd. ,  1:1 , 1
C. mahendra exports ltd. ,  1:1 , 1
Colgate-palmolive (india) ltd. ,  1:1 , 1
Pincon spirit ltd ,  1:1 , 1
Tide water oil (india) ltd. ,  1:1 , 1
Apcotex industries ltd. ,  1:1 , 1
Relaxo footwears ltd.-$ ,  1:1 , 1
Shivam autotech ltd. ,  1:1 , 1
Srs ltd. ,  1:1 , 1
Divi's laboratories ltd. ,  1:1 , 1
Amines & plasticizers ltd. ,  1:1 , 1
Lancor holdings ltd. ,  1:1 , 1
Maithan alloys ltd. ,  1:1 , 1
Manvijay development company ltd ,  1:1 , 1
Kotak mahindra bank ltd. ,  1:1 , 1
Associated alcohols & breweries ltd. ,  1:1 , 1
Federal bank ltd. ,  1:1 , 1
Aurobindo pharma ltd. ,  1:1 , 1
Coastal corporation ltd. ,  1:1 , 1
Ruby mills ltd. ,  1:1 , 1
Alpine housing development corporation ltd. ,  1:1 , 1
Dewan housing finance corporation ltd. ,  1:1 , 1
Pmc fincorp limited ,  1:1 , 1
Fair deal filaments ltd.-$ ,  1:10 , 1
Venky's (india) ltd. ,  1:2 , 1
Kothari products ltd. ,  1:2 , 1
Marathon nextgen realty ltd. ,  1:2 , 1
Insecticides (india) ltd. ,  1:2 , 1
Motherson sumi systems ltd. ,  1:2 , 1
Control print ltd.-$ ,  1:2 , 1
Kavit industries limited ,  1:3 , 1
Eclerx services ltd. ,  1:3 , 1
Dhabriya polywood ltd ,  1:4 , 1
Damodar industries ltd.-$ ,  1:4 , 1
Captain polyplast ltd ,  1:8 , 1
Elpro international ltd. ,  2:1 , 1
Bharat electronics ltd. ,  2:1 , 1
Anuh pharma ltd. ,  2:1 , 1
Kretto syscon ltd ,  2:5 , 1
Antariksh industries ltd ,  3:1 , 1
Tiger logistics (india) ltd ,  3:2 , 1
Looks health services limited ,  3:4 , 1
Compuage infocom ltd. ,  3:5 , 1
Vinaditya trading co.ltd. ,  47:1 , 1
Rama steel tubes ltd ,  4:1 , 1
Mangal credit and fincorp ltd. ,  5:1 , 1
Abans enterprises ltd ,  7:1 , 1
Vegetable products ltd ,  9:5 , 1
