ADANIPORTS, dp3, 6.4
AXISBANK, roce3, 5.28
BAJAJFINSV, dp3, 1.17
BAJFINANCE, dp3, 9.63
BHARTIARTL, roce3, 7.16
CIPLA, roce3, 9.38
DRREDDY, roce3, 9.9
GRASIM, roce3, 11.69
HDFC, roce3, 10.76
HDFCBANK, roce3, 7.51
HINDALCO, dp3, 7.46
ICICIBANK, roce3, 5.37
INDUSINDBK, roce3, 7.91
IOC, d2e, 0.86
JSWSTEEL, d2e, 1.36
KOTAKBANK, dp3, 2.17
LT, d2e, 1.97
NTPC, roce3, 8.25
POWERGRID, roce3, 10.79
RELIANCE, roce3, 11.01
SBIN, roce3, 4.61
TATAMOTORS, dp3, 0.0
TATASTEEL, dp3, 0.07
ULTRACEMCO, roce3, 11.75
UPL, d2e, 1.99
VEDL, d2e, 1.06
WIPRO, dp3, 6.03
YESBANK, roce3, 7.4
