Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
519600,CCL,CCL PRODUCTS (INDIA) LTD.,02 Apr 2019,Interim Dividend - Rs. - 1.7500,03 Apr 2019,-,-,26 Mar 2019,02 Apr 2019,-
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,02 Apr 2019,Interim Dividend - Rs. - 3.0000,03 Apr 2019,-,-,-,-,-
540719,SBILIFE,SBI Life Insurance Company Ltd,03 Apr 2019,Interim Dividend - Rs. - 2.0000,04 Apr 2019,-,-,27 Mar 2019,03 Apr 2019,-
500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,04 Apr 2019,Interim Dividend - Rs. - 1.0000,05 Apr 2019,-,-,28 Mar 2019,04 Apr 2019,-
500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,05 Apr 2019,Interim Dividend - Rs. - 7.0000,08 Apr 2019,-,-,29 Mar 2019,05 Apr 2019,-
506480,GOCLCORP,GOCL Corporation Ltd-$,08 Apr 2019,Interim Dividend - Rs. - 2.0000,09 Apr 2019,-,-,02 Apr 2019,08 Apr 2019,-
540935,GALAXYSURF,Galaxy Surfactants Ltd,09 Apr 2019,Interim Dividend - Rs. - 5.0000,10 Apr 2019,-,-,03 Apr 2019,09 Apr 2019,-
532924,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,09 Apr 2019,Interim Dividend - Rs. - 1.4000,10 Apr 2019,-,-,03 Apr 2019,09 Apr 2019,-
533398,MUTHOOTFIN,MUTHOOT FINANCE LTD.,11 Apr 2019,Interim Dividend - Rs. - 12.0000,13 Apr 2019,-,-,08 Apr 2019,11 Apr 2019,-
532240,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,12 Apr 2019,Interim Dividend - Rs. - 4.0000,15 Apr 2019,-,-,08 Apr 2019,12 Apr 2019,-
500150,FOSECOIND,FOSECO INDIA LTD.,16 Apr 2019,Final Dividend - Rs. - 10.0000,-,19 Apr 2019,26 Apr 2019,11 Apr 2019,16 Apr 2019,-
520113,VESUVIUS,VESUVIUS INDIA LTD.,16 Apr 2019,Final Dividend - Rs. - 7.0000,18 Apr 2019,-,-,10 Apr 2019,16 Apr 2019,-
505790,SCHAEFFLER,Schaeffler India Ltd,22 Apr 2019,Dividend - Rs. - 20.0000,-,24 Apr 2019,30 Apr 2019,15 Apr 2019,23 Apr 2019,-
505790,SCHAEFFLER,Schaeffler India Ltd,22 Apr 2019,Special Dividend - Rs. - 10.0000,-,24 Apr 2019,30 Apr 2019,15 Apr 2019,23 Apr 2019,-
526263,MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,23 Apr 2019,Interim Dividend - Rs. - 0.8000,24 Apr 2019,-,-,15 Apr 2019,23 Apr 2019,-
509820,PAPERPROD,Huhtamaki PPL Limited,24 Apr 2019,Final Dividend - Rs. - 3.0000,-,26 Apr 2019,09 May 2019,18 Apr 2019,25 Apr 2019,-
500249,KSB,KSB Ltd,25 Apr 2019,Dividend - Rs. - 6.0000,-,28 Apr 2019,08 May 2019,22 Apr 2019,25 Apr 2019,-
532819,MINDTREE,MINDTREE LTD.,25 Apr 2019,Interim Dividend - Rs. - 3.0000,27 Apr 2019,-,-,22 Apr 2019,25 Apr 2019,-
500674,SANOFI,Sanofi India Ltd,25 Apr 2019,Final Dividend - Rs. - 66.0000,-,30 Apr 2019,07 May 2019,22 Apr 2019,26 Apr 2019,-
500002,ABB,ABB India Limited,26 Apr 2019,Dividend - Rs. - 4.8000,-,02 May 2019,08 May 2019,23 Apr 2019,30 Apr 2019,-
500123,ELANTAS,ELANTAS BECK INDIA LTD.-$,26 Apr 2019,Dividend - Rs. - 4.5000,-,01 May 2019,07 May 2019,23 Apr 2019,26 Apr 2019,-
504959,STOVACQ,STOVEC INDUSTRIES LTD.,26 Apr 2019,Special Dividend - Rs. - 15.0000,-,02 May 2019,09 May 2019,23 Apr 2019,30 Apr 2019,-
504959,STOVACQ,STOVEC INDUSTRIES LTD.,26 Apr 2019,Final Dividend - Rs. - 40.0000,-,02 May 2019,09 May 2019,23 Apr 2019,30 Apr 2019,-
500790,NESTLEIND,NESTLE INDIA LTD.,30 Apr 2019,Final Dividend - Rs. - 25.0000,-,03 May 2019,04 May 2019,24 Apr 2019,02 May 2019,-
541973,MACH,Mac Hotels Ltd,02 May 2019,Interim Dividend - Rs. - 0.5000,03 May 2019,-,-,24 Apr 2019,02 May 2019,-
506642,SADHNANIQ,SADHANA NITROCHEM LTD.,02 May 2019,Interim Dividend - Rs. - 1.2500,03 May 2019,-,-,24 Apr 2019,02 May 2019,-
500092,CRISIL,CRISIL LTD.,06 May 2019,Interim Dividend - Rs. - 6.0000,07 May 2019,-,-,26 Apr 2019,06 May 2019,-
507488,GMBREW,G.M.BREWERIES LTD.,06 May 2019,Dividend - Rs. - 3.0000,-,08 May 2019,14 May 2019,30 Apr 2019,07 May 2019,-
500790,NESTLEIND,NESTLE INDIA LTD.,06 May 2019,Interim Dividend - Rs. - 23.0000,07 May 2019,-,-,-,06 May 2019,-
532129,HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,07 May 2019,Interim Dividend - Rs. - 2.5000,08 May 2019,-,-,30 Apr 2019,07 May 2019,-
535789,IBULHSGFIN,Indiabulls Housing Finance Ltd,07 May 2019,Interim Dividend - Rs. - 10.0000,08 May 2019,-,-,30 Apr 2019,07 May 2019,-
534816,INFRATEL,BHARTI INFRATEL LTD.,07 May 2019,Interim Dividend - Rs. - 7.5000,08 May 2019,-,-,30 Apr 2019,07 May 2019,-
532960,IBVENTURES,Indiabulls Ventures Limited,08 May 2019,Interim Dividend - Rs. - 1.0000,09 May 2019,-,-,02 May 2019,08 May 2019,-
523457,LINDEINDIA,Linde India Limited,08 May 2019,Dividend - Rs. - 1.5000,-,10 May 2019,16 May 2019,03 May 2019,09 May 2019,-
500870,CASTROLIND,CASTROL INDIA LTD.,09 May 2019,Final Dividend - Rs. - 2.7500,-,11 May 2019,15 May 2019,06 May 2019,09 May 2019,-
531531,HATSUN,HATSUN AGRO PRODUCT LTD.,09 May 2019,Interim Dividend - Rs. - 2.0000,10 May 2019,-,-,03 May 2019,09 May 2019,-
533080,MOLDTKPAC,Mold-Tek Packaging Limited,09 May 2019,Interim Dividend - Rs. - 2.0000,10 May 2019,-,-,03 May 2019,09 May 2019,-
